fit_ok_link_class_counts_all_asteroid_mixed_objects,fit_ok_link_class_counts_all_non_asteroid,fit_ok_link_class_counts_all_same_asteroid,fit_ok_link_class_counts_mixed_with_non_asteroid,is_good_link_class_counts_all_asteroid_mixed_objects,is_good_link_class_counts_all_non_asteroid,is_good_link_class_counts_all_same_asteroid,is_good_link_class_counts_mixed_with_non_asteroid,known_ades_exists,known_ades_mtime_utc,known_ades_rows,known_all_exists,known_all_mtime_utc,known_all_rows,known_mask15_exists,known_mask15_mtime_utc,known_mask15_rows,known_match1_exists,known_match1_mtime_utc,known_match1_rows,known_reply_exists,known_reply_mtime_utc,known_reply_text,known_status_complete,known_status_exists,known_submission_id,link_class_counts_all_asteroid_mixed_objects,link_class_counts_all_non_asteroid,link_class_counts_all_same_asteroid,link_class_counts_mixed_with_non_asteroid,night,requested_known_objects_with_ge_3_detections_linked_fraction,requested_known_objects_with_ge_3_detections_linked_objects,requested_known_objects_with_ge_3_detections_total_objects,requested_links_all_different_known,requested_links_all_non_known,requested_links_all_same_known,requested_links_known_plus_non_known,requested_mask_gaia_known_detection_delete_fraction,requested_mask_gaia_known_detection_fraction_in_masked_catalog,requested_mask_gaia_known_detections_after_mask,requested_mask_gaia_known_detections_deleted,requested_mask_gaia_known_detections_total,requested_mask_gaia_masked_catalog_total_detections,requested_orbit_fit_all_same_known_links,requested_orbit_fit_fit_ok_all_non_known_links,requested_orbit_fit_fit_ok_fraction,requested_orbit_fit_fit_ok_links,requested_orbit_fit_is_good_fraction,requested_orbit_fit_is_good_links,requested_tracklets_all_non_asteroid,requested_tracklets_one_endpoint_known,requested_tracklets_two_endpoints_different_known,requested_tracklets_two_endpoints_same_known,review_blank,review_csv_exists,review_false,review_manifest_exists,review_manifest_mtime_utc,review_manifest_n_catalog_rows,review_manifest_n_gifs_copied,review_manifest_n_gifs_missing,review_manifest_review_ades_rows,review_manifest_review_full_rows,review_mtime_utc,review_real,review_rows,submit_blank,submit_csv_exists,submit_false,submit_mtime_utc,submit_real,submit_rows,summary_exists,summary_links_total,summary_mask_gaia_known_detections,summary_mask_gaia_total_detections,summary_matched_detections_total,summary_member_rows_total,summary_mtime_utc,summary_orbit_fit_ok,summary_orbit_is_good,summary_tracklets_total,unknown_ades_exists,unknown_ades_mtime_utc,unknown_ades_rows,unknown_links_exists,unknown_links_mtime_utc,unknown_links_rows,unknown_reply_exists,unknown_reply_mtime_utc,unknown_reply_text,unknown_submission_id,unknown_validate_reply_exists,unknown_validate_reply_mtime_utc,unknown_validate_reply_text,unknown_validate_submission_id
,28,222,,,28,222,,True,2026-04-01T08:11:48.205859+00:00,1549,True,2026-06-19T17:09:28.810328+00:00,108017,True,2026-06-19T17:09:30.208301+00:00,1803,True,2026-06-19T17:09:29.518315+00:00,1736,True,2026-04-01T08:11:52.912757+00:00,[Known-object ADES submission].  Submission ID is 2026-04-01T08:11:51.499_0000BrYp,,False,2026-04-01T08:11:51.499_0000BrYp,,28,222,,20260331,0.7915057915057915,205,259,0,28,222,0,0.11259012756516916,0.02188662727073758,1600,203,1803,73104,222,28,1.0,250,1.0,250,1532,8,1,1116,0,True,28,True,2026-06-20T03:04:51.610360+00:00,28,28,0,84,84,2026-06-23T08:58:57.884612+00:00,0,28,0,True,28,2026-06-23T08:58:57.884612+00:00,0,28,True,250,1600,73104,1803,1105,2026-06-20T03:04:24.287664+00:00,250,250,2657,True,2026-06-23T08:59:45.295850+00:00,0,True,2026-06-20T03:04:24.786682+00:00,28,False,,,,False,,,
,19,167,2,,19,167,2,True,2026-04-02T08:13:18.045371+00:00,974,True,2026-06-19T17:16:22.204432+00:00,118218,True,2026-06-19T17:16:23.572406+00:00,1274,True,2026-06-19T17:16:22.894418+00:00,1188,True,2026-04-02T08:13:25.160216+00:00,[Known-object ADES submission].  Submission ID is 2026-04-02T08:13:23.649_0000BrcT,,False,2026-04-02T08:13:23.649_0000BrcT,,19,167,2,20260401,0.7345971563981043,155,211,0,19,167,2,0.13971742543171115,0.017038741371805236,1096,178,1274,64324,167,19,1.0,188,1.0,188,1148,9,0,632,0,True,19,True,2026-06-20T03:05:32.572961+00:00,19,19,0,57,57,2026-06-23T08:59:26.413935+00:00,0,19,0,True,19,2026-06-23T08:59:26.413935+00:00,0,19,True,188,1096,64324,1274,569,2026-06-20T03:05:16.158630+00:00,188,188,1789,True,2026-06-23T08:59:45.771840+00:00,0,True,2026-06-20T03:05:16.657689+00:00,19,False,,,,False,,,
,15,286,1,,15,286,1,True,2026-04-04T08:05:44.811120+00:00,1240,True,2026-06-19T17:21:12.192892+00:00,74900,True,2026-06-19T17:21:13.222872+00:00,1916,True,2026-06-19T17:21:12.710882+00:00,1804,True,2026-04-04T08:05:50.218001+00:00,[Known-object ADES submission].  Submission ID is 2026-04-04T08:05:47.702_0000Brmp,,False,2026-04-04T08:05:47.702_0000Brmp,,15,286,1,20260403,0.8540372670807453,275,322,0,15,286,1,0.09864300626304802,0.019094899549992814,1727,189,1916,90443,286,15,1.0,302,1.0,302,1175,9,0,884,0,True,15,True,2026-06-20T03:06:07.564899+00:00,15,15,0,45,45,2026-06-23T09:00:00.329146+00:00,0,15,0,True,15,2026-06-23T09:00:00.329146+00:00,0,15,True,302,1727,90443,1916,795,2026-06-20T03:05:48.145108+00:00,302,302,2068,True,2026-06-23T09:04:46.355022+00:00,0,True,2026-06-20T03:05:48.646076+00:00,15,False,,,,False,,,
,2,115,,,2,115,,True,2026-04-05T08:02:09.629676+00:00,611,True,2026-06-19T17:22:45.744105+00:00,32075,True,2026-06-19T17:22:46.151097+00:00,826,True,2026-06-19T17:22:45.950101+00:00,796,True,2026-04-05T08:02:16.246536+00:00,[Known-object ADES submission].  Submission ID is 2026-04-05T08:02:13.632_0000Brr1,,False,2026-04-05T08:02:13.632_0000Brr1,,2,115,,20260404,0.5873015873015873,111,189,0,2,115,0,0.04721549636803874,0.0265627109491022,787,39,826,29628,115,2,1.0,117,1.0,117,377,3,0,349,0,True,2,True,2026-06-20T03:06:15.705209+00:00,2,2,0,6,6,2026-06-23T09:00:07.069692+00:00,0,2,0,True,2,2026-06-23T09:00:07.069692+00:00,0,2,True,117,787,29628,826,240,2026-06-20T03:06:13.067188+00:00,117,117,729,True,2026-06-23T09:04:46.807013+00:00,0,True,2026-06-20T03:06:13.558599+00:00,2,False,,,,False,,,
,7,295,1,,7,295,1,True,2026-04-06T08:02:41.138107+00:00,1660,True,2026-06-19T17:25:06.484416+00:00,50157,True,2026-06-19T17:25:07.093404+00:00,2648,True,2026-06-19T17:25:06.798410+00:00,2553,True,2026-04-06T08:02:48.124953+00:00,[Known-object ADES submission].  Submission ID is 2026-04-06T08:02:46.499_0000Brxg,,False,2026-04-06T08:02:46.499_0000Brxg,,7,295,1,20260405,0.5991471215351812,281,469,0,7,295,1,0.06117824773413897,0.018189667156895024,2486,162,2648,136671,295,7,1.0,303,1.0,303,1352,12,0,1063,0,True,7,True,2026-06-20T03:06:33.002087+00:00,7,7,0,21,21,2026-06-23T09:00:18.124680+00:00,0,7,0,True,7,2026-06-23T09:00:18.124680+00:00,0,7,True,303,2486,136671,2648,669,2026-06-20T03:06:24.664620+00:00,303,303,2427,True,2026-06-23T09:04:47.254005+00:00,0,True,2026-06-20T03:06:25.159377+00:00,7,False,,,,False,,,
,61,1419,11,,61,1419,11,True,2026-04-07T08:08:53.854841+00:00,6851,True,2026-06-19T17:32:29.170959+00:00,160663,True,2026-06-19T17:32:30.949925+00:00,8679,True,2026-06-19T17:32:30.064942+00:00,8395,True,2026-04-07T08:09:07.114549+00:00,[Known-object ADES submission].  Submission ID is 2026-04-07T08:08:59.436_0000Bs3v,,False,2026-04-07T08:08:59.436_0000Bs3v,,61,1419,11,20260406,0.7681895093062606,1362,1773,0,61,1419,11,0.05691899988477935,0.02081145608998889,8185,494,8679,393293,1419,61,1.0,1491,1.0,1491,4302,95,0,4418,0,True,61,True,2026-06-20T03:07:54.082644+00:00,61,61,0,183,183,2026-06-23T09:02:06.603593+00:00,0,61,0,True,61,2026-06-23T09:02:06.603593+00:00,0,61,True,1491,8185,393293,8679,3783,2026-06-20T03:07:00.185193+00:00,1491,1491,8815,True,2026-06-23T09:04:47.728996+00:00,0,True,2026-06-20T03:07:00.708697+00:00,61,False,,,,False,,,
,98,1367,5,,98,1367,5,True,2026-04-08T08:08:52.807108+00:00,6540,True,2026-06-19T17:39:48.002577+00:00,151761,True,2026-06-19T17:39:49.746544+00:00,8166,True,2026-06-19T17:39:48.870561+00:00,7933,True,2026-04-08T08:08:59.405960+00:00,[Known-object ADES submission].  Submission ID is 2026-04-08T08:08:57.095_0000BsBz,,False,2026-04-08T08:08:57.095_0000BsBz,,98,1367,5,20260407,0.7948557089084065,1267,1594,0,98,1367,5,0.050453098212098944,0.02031837536849001,7754,412,8166,381625,1367,98,1.0,1470,1.0,1470,5106,76,3,4489,0,True,96,True,2026-06-20T03:09:49.568031+00:00,98,98,0,296,296,2026-06-23T09:11:11.051139+00:00,2,98,0,True,96,2026-06-23T09:11:11.051139+00:00,2,98,True,1470,7754,381625,8166,4028,2026-06-20T03:08:22.712198+00:00,1470,1470,9674,True,2026-06-23T09:14:49.697345+00:00,6,True,2026-06-20T03:08:23.243117+00:00,98,True,2026-06-23T09:14:53.801265+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T09:14:51.784_0000C15f,2026-06-23T09:14:51.784_0000C15f,False,,,
,27,1118,6,,27,1118,6,True,2026-04-11T01:05:54.880577+00:00,4496,True,2026-06-19T17:44:29.802195+00:00,88515,True,2026-06-19T17:44:30.960173+00:00,6426,True,2026-06-19T17:44:30.394184+00:00,6261,True,2026-04-11T01:05:59.858469+00:00,[Known-object ADES submission].  Submission ID is 2026-04-11T01:05:57.598_0000Bsaj,,False,2026-04-11T01:05:57.598_0000Bsaj,,27,1118,6,20260410,0.8628246753246753,1063,1232,0,27,1118,6,0.0683162153750389,0.020950268045854738,5987,439,6426,285772,1118,27,1.0,1151,1.0,1151,3133,46,8,3198,0,True,24,True,2026-06-20T03:10:38.520062+00:00,27,27,0,82,82,2026-06-23T09:13:22.144716+00:00,3,27,0,True,24,2026-06-23T09:13:22.144716+00:00,3,27,True,1151,5987,285772,6426,2789,2026-06-20T03:10:09.682116+00:00,1151,1151,6385,True,2026-06-23T09:14:56.929205+00:00,10,True,2026-06-20T03:10:10.199069+00:00,27,True,2026-06-23T09:15:04.077067+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T09:15:02.266_0000C15g,2026-06-23T09:15:02.266_0000C15g,False,,,
,7,161,,,7,161,,True,2026-04-12T01:03:13.185803+00:00,966,True,2026-06-19T17:47:14.273054+00:00,57085,True,2026-06-19T17:47:14.941041+00:00,1410,True,2026-06-19T17:47:14.619047+00:00,1336,True,2026-04-12T01:03:17.385712+00:00,[Known-object ADES submission].  Submission ID is 2026-04-12T01:03:16.259_0000Bsh9,,False,2026-04-12T01:03:16.259_0000Bsh9,,7,161,,20260411,0.6007751937984496,155,258,0,7,161,0,0.07943262411347518,0.020564005069708492,1298,112,1410,63120,161,7,1.0,168,1.0,168,916,8,0,572,0,True,7,True,2026-06-20T03:10:54.979328+00:00,7,7,0,21,21,2026-06-23T09:13:38.813979+00:00,0,7,0,True,7,2026-06-23T09:13:38.813979+00:00,0,7,True,168,1298,63120,1410,406,2026-06-20T03:10:48.369750+00:00,168,168,1496,True,2026-06-23T09:15:04.579057+00:00,0,True,2026-06-20T03:10:48.867329+00:00,7,False,,,,False,,,
,,,,,,,,True,2026-04-13T01:01:04.975248+00:00,0,True,2026-06-19T17:47:55.853260+00:00,9517,True,2026-06-19T17:47:56.060256+00:00,205,True,2026-06-19T17:47:55.956258+00:00,195,False,,,,False,,,,,,20260412,,0,0,0,0,0,0,0.05853658536585366,0.025850522368068576,193,12,205,7466,0,0,,0,,0,3,0,0,4,0,True,0,True,2026-06-20T03:10:58.364154+00:00,0,0,0,0,0,2026-06-20T03:10:58.364073+00:00,0,0,0,False,0,,0,0,True,0,193,7466,205,0,2026-06-20T03:10:57.375906+00:00,0,0,7,False,,0,True,2026-06-20T03:10:57.881156+00:00,0,False,,,,False,,,
,,,,,,,,False,,0,True,2026-06-19T19:43:04.672452+00:00,35394,True,2026-06-19T19:43:05.129443+00:00,520,True,2026-06-19T19:43:04.902448+00:00,499,False,,,,False,,,,,,20260414,,,,,,,,,,,,,,,,,,,,,,,,0,False,0,False,,,,,,,,0,0,0,False,0,,0,0,False,,,,,,,,,,False,,0,False,,0,False,,,,False,,,
,106,1631,13,,106,1631,13,True,2026-04-21T01:09:32.398509+00:00,6581,True,2026-06-19T17:54:44.578452+00:00,138784,True,2026-06-19T17:54:46.188421+00:00,8480,True,2026-06-19T17:54:45.399436+00:00,8194,True,2026-04-21T01:09:38.043389+00:00,[Known-object ADES submission].  Submission ID is 2026-04-21T01:09:36.763_0000BtpQ,,False,2026-04-21T01:09:36.763_0000BtpQ,,106,1631,13,20260420,0.8577777777777778,1544,1800,0,106,1631,13,0.06061320754716981,0.01972133647580757,7966,514,8480,403928,1631,106,1.0,1750,1.0,1750,6067,119,2,4558,0,True,105,True,2026-06-20T03:13:05.861378+00:00,106,106,0,319,319,2026-06-23T09:18:44.974227+00:00,1,106,0,True,105,2026-06-23T09:18:44.974227+00:00,1,106,True,1750,7966,403928,8480,4257,2026-06-20T03:11:23.771494+00:00,1750,1750,10746,True,2026-06-23T09:20:05.904237+00:00,3,True,2026-06-20T03:11:24.312650+00:00,106,True,2026-06-23T09:20:13.573088+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T09:20:12.039_0000C15h,2026-06-23T09:20:12.039_0000C15h,False,,,
,7,213,,,7,213,,True,2026-04-23T01:02:15.910276+00:00,948,True,2026-06-19T17:56:39.304260+00:00,30835,True,2026-06-19T17:56:39.791251+00:00,1310,True,2026-06-19T17:56:39.548256+00:00,1278,True,2026-04-23T01:02:20.716175+00:00,[Known-object ADES submission].  Submission ID is 2026-04-23T01:02:17.840_0000Bu82,,False,2026-04-23T01:02:17.840_0000Bu82,,7,213,,20260422,0.8166666666666667,196,240,0,7,213,0,0.07786259541984733,0.019822776501476864,1208,102,1310,60940,213,7,1.0,220,1.0,220,671,6,0,638,0,True,6,True,2026-06-20T03:13:21.822424+00:00,7,7,0,21,21,2026-06-23T09:19:49.063733+00:00,1,7,0,True,6,2026-06-23T09:19:49.063733+00:00,1,7,True,220,1208,60940,1310,570,2026-06-20T03:13:15.206355+00:00,220,220,1315,True,2026-06-23T09:20:14.658067+00:00,3,True,2026-06-20T03:13:15.706518+00:00,7,True,2026-06-23T09:20:17.534012+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T09:20:16.471_0000C15i,2026-06-23T09:20:16.471_0000C15i,False,,,
,1,117,,,1,117,,True,2026-04-24T01:02:45.638219+00:00,501,True,2026-06-19T17:58:35.113048+00:00,32057,True,2026-06-19T17:58:35.597039+00:00,876,True,2026-06-19T17:58:35.357043+00:00,855,True,2026-04-24T01:02:48.080168+00:00,[Known-object ADES submission].  Submission ID is 2026-04-24T01:02:47.179_0000BuIB,,False,2026-04-24T01:02:47.179_0000BuIB,,1,117,,20260423,0.7315436241610739,109,149,0,1,117,0,0.2808219178082192,0.02243429955131401,630,246,876,28082,117,1,1.0,118,1.0,118,345,1,0,281,0,True,1,True,2026-06-20T03:13:29.970664+00:00,1,1,0,3,3,2026-06-23T09:20:07.131531+00:00,0,1,0,True,1,2026-06-23T09:20:07.131531+00:00,0,1,True,118,630,28082,876,240,2026-06-20T03:13:28.225995+00:00,118,118,627,True,2026-06-23T09:25:18.198204+00:00,0,True,2026-06-20T03:13:28.722269+00:00,1,False,,,,False,,,
,2,51,,,2,51,,True,2026-04-26T01:03:15.797249+00:00,301,True,2026-06-19T18:00:40.548652+00:00,38743,True,2026-06-19T18:00:41.010643+00:00,493,True,2026-06-19T18:00:40.784647+00:00,477,True,2026-04-26T01:03:18.435195+00:00,[Known-object ADES submission].  Submission ID is 2026-04-26T01:03:17.178_0000Bua2,,False,2026-04-26T01:03:17.178_0000Bua2,,2,51,,20260425,0.6666666666666666,50,75,0,2,51,0,0.08113590263691683,0.019866678361547232,453,40,493,22802,51,2,1.0,53,1.0,53,269,1,0,186,0,True,2,True,2026-06-20T03:13:39.896645+00:00,2,2,0,6,6,2026-06-23T09:20:13.217381+00:00,0,2,0,True,2,2026-06-23T09:20:13.217381+00:00,0,2,True,53,453,22802,493,147,2026-06-20T03:13:36.986350+00:00,53,53,456,True,2026-06-23T09:25:18.709194+00:00,0,True,2026-06-20T03:13:37.481101+00:00,2,False,,,,False,,,
,1,93,,,1,93,,True,2026-04-27T01:04:17.945042+00:00,355,True,2026-06-19T18:03:33.339351+00:00,51548,True,2026-06-19T18:03:33.958339+00:00,667,True,2026-06-19T18:03:33.658345+00:00,626,True,2026-04-27T01:04:22.637944+00:00,[Known-object ADES submission].  Submission ID is 2026-04-27T01:04:21.706_0000BugX,,False,2026-04-27T01:04:21.706_0000BugX,,10,93,,20260426,0.8198198198198198,91,111,0,10,93,0,0.08545727136431784,0.01595563809473987,610,57,667,38231,93,1,0.912621359223301,94,0.912621359223301,94,615,3,0,266,0,True,1,True,2026-06-20T03:13:51.127724+00:00,1,1,0,3,3,2026-06-23T09:20:20.782471+00:00,0,1,0,True,1,2026-06-23T09:20:20.782471+00:00,0,1,True,103,610,38231,667,215,2026-06-20T03:13:49.344709+00:00,94,94,884,True,2026-06-23T09:25:19.199185+00:00,0,True,2026-06-20T03:13:49.838865+00:00,1,False,,,,False,,,
,22,433,4,,22,433,4,True,2026-04-28T01:05:22.747989+00:00,2300,True,2026-06-19T18:07:53.569380+00:00,82462,True,2026-06-19T18:07:54.582361+00:00,2826,True,2026-06-19T18:07:54.084370+00:00,2739,True,2026-04-28T01:05:28.101876+00:00,[Known-object ADES submission].  Submission ID is 2026-04-28T01:05:26.528_0000Bumu,,False,2026-04-28T01:05:26.528_0000Bumu,,22,433,4,20260427,0.8917748917748918,412,462,0,22,433,4,0.0697098372257608,0.02758656873032529,2629,197,2826,95300,433,22,1.0,459,1.0,459,1527,12,0,1705,0,True,22,True,2026-06-20T03:14:27.116844+00:00,22,22,0,66,66,2026-06-23T09:20:55.799335+00:00,0,22,0,True,22,2026-06-23T09:20:55.799335+00:00,0,22,True,459,2629,95300,2826,1623,2026-06-20T03:14:05.368347+00:00,459,459,3244,True,2026-06-23T09:25:19.675176+00:00,0,True,2026-06-20T03:14:05.873558+00:00,22,False,,,,False,,,
,31,575,8,,31,575,8,True,2026-04-29T01:08:32.562047+00:00,3348,True,2026-06-19T18:14:18.182034+00:00,120887,True,2026-06-19T18:14:19.646007+00:00,3996,True,2026-06-19T18:14:18.932020+00:00,3827,True,2026-04-29T01:08:37.293945+00:00,[Known-object ADES submission].  Submission ID is 2026-04-29T01:08:35.398_0000BuvO,,False,2026-04-29T01:08:35.398_0000BuvO,,40,575,8,20260428,0.8243451463790447,535,649,0,40,575,8,0.08858858858858859,0.02767519263210687,3642,354,3996,131598,575,31,0.985553772070626,614,0.985553772070626,614,2162,23,10,2403,0,True,31,True,2026-06-20T03:15:20.024733+00:00,31,31,0,93,93,2026-06-23T09:21:35.911403+00:00,0,31,0,True,31,2026-06-23T09:21:35.911403+00:00,0,31,True,623,3642,131598,3996,2263,2026-06-20T03:14:48.069361+00:00,614,614,4598,True,2026-06-23T09:25:20.146167+00:00,0,True,2026-06-20T03:14:48.576740+00:00,31,False,,,,False,,,
,58,398,1,,58,398,1,True,2026-04-30T01:08:01.873182+00:00,2657,True,2026-06-19T18:20:15.976201+00:00,109420,True,2026-06-19T18:20:17.296176+00:00,3157,True,2026-06-19T18:20:16.644189+00:00,3008,True,2026-04-30T01:08:06.166092+00:00,[Known-object ADES submission].  Submission ID is 2026-04-30T01:08:04.342_0000Bv07,,False,2026-04-30T01:08:04.342_0000Bv07,,58,398,1,20260429,0.7654320987654321,372,486,0,58,398,1,0.17168197656002535,0.023289574464295255,2615,542,3157,112282,398,58,1.0,457,1.0,457,2570,17,1,1694,0,True,58,True,2026-06-20T03:16:44.214426+00:00,58,58,0,174,174,2026-06-23T09:23:07.387961+00:00,0,58,0,True,58,2026-06-23T09:23:07.387961+00:00,0,58,True,457,2615,112282,3157,1660,2026-06-20T03:15:39.749079+00:00,457,457,4282,True,2026-06-23T09:25:20.622157+00:00,0,True,2026-06-20T03:15:40.262751+00:00,58,False,,,,False,,,
,,7,,,,7,,True,2026-05-01T01:01:45.140350+00:00,36,True,2026-06-19T18:21:26.680851+00:00,19801,True,2026-06-19T18:21:26.939846+00:00,192,True,2026-06-19T18:21:26.810848+00:00,185,True,2026-05-01T01:01:52.339199+00:00,[Known-object ADES submission].  Submission ID is 2026-05-01T01:01:51.471_0000Bv3d,,False,2026-05-01T01:01:51.471_0000Bv3d,,,7,,20260430,0.5833333333333334,7,12,0,0,7,0,0.10416666666666667,0.01655916048907288,172,20,192,10387,7,0,1.0,7,1.0,7,50,0,0,33,0,True,0,True,2026-06-20T03:16:50.274154+00:00,0,0,0,0,0,2026-06-20T03:16:50.274073+00:00,0,0,0,False,0,,0,0,True,7,172,10387,192,14,2026-06-20T03:16:49.261705+00:00,7,7,83,False,,0,True,2026-06-20T03:16:49.779420+00:00,0,False,,,,False,,,
,32,469,6,,32,469,6,True,2026-05-04T01:09:35.108794+00:00,2138,True,2026-06-19T18:29:35.652516+00:00,95824,True,2026-06-19T18:29:37.071489+00:00,3297,True,2026-06-19T18:29:36.367502+00:00,3022,False,,,,False,,,33,469,6,20260503,0.8173431734317343,443,542,0,33,469,6,0.16772823779193205,0.0026752383487227784,2744,553,3297,1025703,469,32,0.9980314960629921,507,0.9980314960629921,507,3694,31,0,1488,0,True,31,True,2026-06-20T03:18:16.969693+00:00,32,32,0,96,96,2026-06-23T09:24:50.798298+00:00,1,32,0,True,31,2026-06-23T09:24:50.798298+00:00,1,32,True,508,2744,1025703,3297,1370,2026-06-20T03:17:17.886358+00:00,507,507,5213,True,2026-06-23T09:25:21.704137+00:00,3,True,2026-06-20T03:17:18.442871+00:00,32,True,2026-06-23T09:25:25.617061+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-23T09:25:24.781_0000C15j,2026-06-23T09:25:24.781_0000C15j,False,,,
,39,596,3,,39,596,3,True,2026-05-05T01:08:35.162905+00:00,2371,True,2026-06-19T18:35:57.479228+00:00,116127,True,2026-06-19T18:35:58.911200+00:00,3190,True,2026-06-19T18:35:58.202214+00:00,3075,True,2026-05-05T01:08:39.559813+00:00,[Known-object ADES submission].  Submission ID is 2026-05-05T01:08:38.193_0000BvSd,,False,2026-05-05T01:08:38.193_0000BvSd,,42,596,3,20260504,0.8779342723004695,561,639,0,42,596,3,0.08463949843260188,0.017388818751339893,2920,270,3190,167924,596,39,0.9953198127925117,638,0.9953198127925117,638,3036,22,0,1646,0,True,39,True,2026-06-20T03:19:22.111671+00:00,39,39,0,119,119,2026-06-23T09:41:03.619336+00:00,0,39,0,True,39,2026-06-23T09:41:03.619336+00:00,0,39,True,641,2920,167924,3190,1551,2026-06-20T03:18:39.471371+00:00,638,638,4704,True,2026-06-23T09:45:26.777897+00:00,0,True,2026-06-20T03:18:39.990307+00:00,39,False,,,,False,,,
,24,312,4,,24,312,4,True,2026-05-07T01:03:45.508997+00:00,1354,True,2026-06-19T18:38:50.300929+00:00,47941,True,2026-06-19T18:38:51.005915+00:00,1913,True,2026-06-19T18:38:50.652922+00:00,1826,True,2026-05-07T01:03:50.562890+00:00,[Known-object ADES submission].  Submission ID is 2026-05-07T01:03:49.456_0000Bvnq,,False,2026-05-07T01:03:49.456_0000Bvnq,,24,312,4,20260506,0.8735294117647059,297,340,0,24,312,4,0.06116048092002091,0.022560830077756982,1796,117,1913,79607,312,24,1.0,340,1.0,340,1098,24,0,1059,0,True,24,True,2026-06-20T03:19:56.405502+00:00,24,24,0,73,73,2026-06-23T09:45:34.071830+00:00,0,24,0,True,24,2026-06-23T09:45:34.071830+00:00,0,24,True,340,1796,79607,1913,953,2026-06-20T03:19:32.930612+00:00,340,340,2181,True,2026-06-23T09:50:27.430103+00:00,0,True,2026-06-20T03:19:33.440279+00:00,24,False,,,,False,,,
,16,192,8,,16,192,8,True,2026-05-08T01:03:51.966416+00:00,921,True,2026-06-19T18:41:48.093536+00:00,48207,True,2026-06-19T18:41:48.820522+00:00,2860,True,2026-06-19T18:41:48.463529+00:00,2758,True,2026-05-08T01:03:57.732294+00:00,[Known-object ADES submission].  Submission ID is 2026-05-08T01:03:56.607_0000Bvzi,,False,2026-05-08T01:03:56.607_0000Bvzi,,16,192,8,20260507,0.6433566433566433,184,286,0,16,192,8,0.08531468531468532,0.022893748851374414,2616,244,2860,114267,192,16,1.0,216,1.0,216,1345,29,0,986,0,True,15,True,2026-06-20T03:20:38.904720+00:00,16,16,0,48,48,2026-06-24T15:20:29.822192+00:00,1,16,0,True,16,2026-06-23T09:59:18.913924+00:00,0,16,True,216,2616,114267,2860,441,2026-06-20T03:20:07.090671+00:00,216,216,2360,True,2026-06-23T10:00:28.038521+00:00,0,True,2026-06-20T03:20:07.596623+00:00,16,False,,,,False,,,
,33,459,5,,33,459,5,True,2026-05-09T01:05:55.599654+00:00,2449,True,2026-06-19T18:46:04.883638+00:00,72938,True,2026-06-19T18:46:05.902618+00:00,3320,True,2026-06-19T18:46:05.404628+00:00,3211,True,2026-05-09T01:06:01.222535+00:00,[Known-object ADES submission].  Submission ID is 2026-05-09T01:05:59.795_0000BwCX,,False,2026-05-09T01:05:59.795_0000BwCX,,33,459,5,20260508,0.7072368421052632,430,608,0,33,459,5,0.0858433734939759,0.015845419707838652,3035,285,3320,191538,459,33,1.0,497,1.0,497,2310,31,0,1668,0,True,32,True,2026-06-20T03:21:25.280972+00:00,33,33,0,102,102,2026-06-24T07:14:59.434046+00:00,1,33,0,True,32,2026-06-24T07:14:59.434046+00:00,1,33,True,497,3035,191538,3320,1378,2026-06-20T03:20:54.702866+00:00,497,497,4009,True,2026-06-24T07:20:18.983294+00:00,6,True,2026-06-20T03:20:55.224708+00:00,33,True,2026-06-24T07:20:24.947179+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-24T07:20:24.187_0000C1CG,2026-06-24T07:20:24.187_0000C1CG,False,,,
,44,551,3,,44,551,3,True,2026-05-10T01:04:57.466597+00:00,3000,True,2026-06-19T18:50:13.831890+00:00,64280,True,2026-06-19T18:50:14.794871+00:00,3543,True,2026-06-19T18:50:14.324880+00:00,3419,True,2026-05-10T01:05:01.442513+00:00,[Known-object ADES submission].  Submission ID is 2026-05-10T01:04:59.948_0000BwQC,,False,2026-05-10T01:04:59.948_0000BwQC,,44,551,3,20260509,0.8394863563402889,523,623,0,44,551,3,0.09088343211967259,0.024873739323829677,3221,322,3543,129494,551,44,1.0,598,1.0,598,2480,26,6,2093,0,True,42,True,2026-06-20T03:22:37.132225+00:00,44,44,0,132,132,2026-06-24T07:17:20.764935+00:00,2,44,0,True,42,2026-06-24T07:17:20.764935+00:00,2,44,True,598,3221,129494,3543,2014,2026-06-20T03:21:39.656711+00:00,598,598,4605,True,2026-06-24T07:20:26.936141+00:00,6,True,2026-06-20T03:21:40.174844+00:00,44,True,2026-06-24T07:20:29.860084+00:00,[Unknown-object ADES submission].  Submission ID is 2026-06-24T07:20:29.003_0000C1CH,2026-06-24T07:20:29.003_0000C1CH,False,,,
