night,trk_sub,linkage_id,detection_index,image_name,catalog_name,catalog_path,manifest_file_name,manifest_path,detection_key,final_paper_status,production_ades_start_mjd_utc,l2_manifest_start_mjd_utc,start_mjd_disagreement_s,manifest_exposure_s,exposure_s,exposure_source,midpoint_correction_s,corrected_midpoint_mjd_utc,corrected_midpoint_isot_utc,lin_speed_arcsec_per_day,link_linear_speed_arcsec_per_hour,link_speed_within_production_3_to_63_arcsec_per_hour,equivalent_shift_at_min_speed_arcsec,equivalent_shift_at_max_speed_arcsec,equivalent_shift_at_link_speed_arcsec
20260207,00000Mg,174,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz::47236,retained_after_posthoc_audit,61078.495940277775,61078.495940277775,0.0,30.002,30.002,l2_manifest,15.001,61078.49611390046,2026-02-07T11:54:24.241000,281.2710999830769,11.719629165961537,True,0.012500833333333333,0.2625175,0.04883504364405251
20260207,00000Mg,174,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz::46691,retained_after_posthoc_audit,61078.52220726852,61078.52220726852,0.0,30.002,30.002,l2_manifest,15.001,61078.522380891205,2026-02-07T12:32:13.709000,281.2710999830769,11.719629165961537,True,0.012500833333333333,0.2625175,0.04883504364405251
20260207,00000Mh,177,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz::49690,retained_after_posthoc_audit,61078.46962516203,61078.46962516203,0.0,30.003,30.003,l2_manifest,15.0015,61078.46979879051,2026-02-07T11:16:30.615500,293.3103270417572,12.221263626739884,True,0.01250125,0.26252625,0.05092702397126066
20260207,00000Mh,177,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz::55550,retained_after_posthoc_audit,61078.495940277775,61078.495940277775,0.0,30.002,30.002,l2_manifest,15.001,61078.49611390046,2026-02-07T11:54:24.241000,293.3103270417572,12.221263626739884,True,0.012500833333333333,0.2625175,0.05092532657353472
20260207,00000Mh,177,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz::54976,retained_after_posthoc_audit,61078.52220726852,61078.52220726852,0.0,30.002,30.002,l2_manifest,15.001,61078.522380891205,2026-02-07T12:32:13.709000,293.3103270417572,12.221263626739884,True,0.012500833333333333,0.2625175,0.05092532657353472
20260207,00000Mi,178,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz::50649,retained_after_posthoc_audit,61078.46962516203,61078.46962516203,0.0,30.003,30.003,l2_manifest,15.0015,61078.46979879051,2026-02-07T11:16:30.615500,258.7688595811352,10.782035815880633,True,0.01250125,0.26252625,0.04492964174775926
20260207,00000Mi,178,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz::56677,retained_after_posthoc_audit,61078.495940277775,61078.495940277775,0.0,30.002,30.002,l2_manifest,15.001,61078.49611390046,2026-02-07T11:54:24.241000,258.7688595811352,10.782035815880633,True,0.012500833333333333,0.2625175,0.04492814424278482
20260207,00000Mi,178,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz::56073,retained_after_posthoc_audit,61078.52220726852,61078.52220726852,0.0,30.002,30.002,l2_manifest,15.001,61078.522380891205,2026-02-07T12:32:13.709000,258.7688595811352,10.782035815880633,True,0.012500833333333333,0.2625175,0.04492814424278482
20260208,00000NM,232,0,OBJ_MP_0966_0024.fits.gz,OBJ_MP_0966_0024_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0024_cat.fits.gz,OBJ_MP_0966_0024_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0024_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0024_cat.fits.gz::28152,retained_after_posthoc_audit,61079.469076030095,61079.469076030095,0.0,30.002,30.002,l2_manifest,15.001,61079.46924965278,2026-02-08T11:15:43.170000,351.1547670549097,14.631448627287904,True,0.012500833333333333,0.2625175,0.060968433571651624
20260208,00000NM,232,1,OBJ_MP_0966_0051.fits.gz,OBJ_MP_0966_0051_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0051_cat.fits.gz,OBJ_MP_0966_0051_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0051_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0051_cat.fits.gz::27760,retained_after_posthoc_audit,61079.49535907408,61079.49535907408,0.0,30.002,30.002,l2_manifest,15.001,61079.49553269676,2026-02-08T11:53:34.025000,351.1547670549097,14.631448627287904,True,0.012500833333333333,0.2625175,0.060968433571651624
20260208,00000NM,232,2,OBJ_MP_0966_0078.fits.gz,OBJ_MP_0966_0078_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0078_cat.fits.gz,OBJ_MP_0966_0078_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0078_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0966_0078_cat.fits.gz::31596,retained_after_posthoc_audit,61079.52171273148,61079.52171273148,0.0,30.003,30.003,l2_manifest,15.0015,61079.52188635996,2026-02-08T12:31:30.981500,351.1547670549097,14.631448627287904,True,0.01250125,0.26252625,0.0609704657172943
20260208,00000Ot,421,0,OBJ_MP_0965_0112.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0112_cat.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0112_cat.fits.gz::21184,retained_after_posthoc_audit,61079.55333912037,61079.55333912037,0.0,30.002,30.002,l2_manifest,15.001,61079.553512743056,2026-02-08T13:17:03.501000,308.40035864735273,12.850014943639698,True,0.012500833333333333,0.2625175,0.05354529838042753
20260208,00000Ot,421,1,OBJ_MP_0965_0144.fits.gz,OBJ_MP_0965_0144_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0144_cat.fits.gz,OBJ_MP_0965_0144_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0144_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0144_cat.fits.gz::22424,retained_after_posthoc_audit,61079.58260363426,61079.58260363426,0.0,30.002,30.002,l2_manifest,15.001,61079.58277725695,2026-02-08T13:59:11.955000,308.40035864735273,12.850014943639698,True,0.012500833333333333,0.2625175,0.05354529838042753
20260208,00000Ot,421,2,OBJ_MP_0965_0176.fits.gz,OBJ_MP_0965_0176_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0176_cat.fits.gz,OBJ_MP_0965_0176_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0176_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0176_cat.fits.gz::20234,retained_after_posthoc_audit,61079.61182277778,61079.61182277778,0.0,30.002,30.002,l2_manifest,15.001,61079.61199640046,2026-02-08T14:41:16.489000,308.40035864735273,12.850014943639698,True,0.012500833333333333,0.2625175,0.05354529838042753
20260208,00000Ow,435,0,OBJ_MP_0965_0112.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0112_cat.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0112_cat.fits.gz::55204,retained_after_posthoc_audit,61079.55333912037,61079.55333912037,0.0,30.002,30.002,l2_manifest,15.001,61079.553512743056,2026-02-08T13:17:03.501000,286.0683384504843,11.919514102103513,True,0.012500833333333333,0.2625175,0.049667953068237444
20260208,00000Ow,435,1,OBJ_MP_0965_0144.fits.gz,OBJ_MP_0965_0144_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0144_cat.fits.gz,OBJ_MP_0965_0144_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0144_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0144_cat.fits.gz::59184,retained_after_posthoc_audit,61079.58260363426,61079.58260363426,0.0,30.002,30.002,l2_manifest,15.001,61079.58277725695,2026-02-08T13:59:11.955000,286.0683384504843,11.919514102103513,True,0.012500833333333333,0.2625175,0.049667953068237444
20260208,00000Ow,435,2,OBJ_MP_0965_0176.fits.gz,OBJ_MP_0965_0176_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0176_cat.fits.gz,OBJ_MP_0965_0176_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0176_cat.fits.gz,/processed1/20260208/L2/OBJ_MP_0965_0176_cat.fits.gz::53610,retained_after_posthoc_audit,61079.61182277778,61079.61182277778,0.0,30.002,30.002,l2_manifest,15.001,61079.61199640046,2026-02-08T14:41:16.489000,286.0683384504843,11.919514102103513,True,0.012500833333333333,0.2625175,0.049667953068237444
20260210,00000P2,35,0,OBJ_MP_0701_0034.fits.gz,OBJ_MP_0701_0034_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0034_cat.fits.gz,OBJ_MP_0701_0034_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0034_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0034_cat.fits.gz::9048,retained_after_posthoc_audit,61081.46447868056,61081.46447868056,0.0,30.002,30.002,l2_manifest,15.001,61081.46465230324,2026-02-10T11:09:05.959000,1472.2655467031857,61.344397779299406,True,0.012500833333333333,0.2625175,0.25561869752424177
20260210,00000P2,35,1,OBJ_MP_0701_0063.fits.gz,OBJ_MP_0701_0063_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0063_cat.fits.gz,OBJ_MP_0701_0063_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0063_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0063_cat.fits.gz::9577,retained_after_posthoc_audit,61081.49198965278,61081.49198965278,0.0,30.003,30.003,l2_manifest,15.0015,61081.492163281255,2026-02-10T11:48:42.907500,1472.2655467031857,61.344397779299406,True,0.01250125,0.26252625,0.2556272175794889
20260210,00000P2,35,2,OBJ_MP_0701_0092.fits.gz,OBJ_MP_0701_0092_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0092_cat.fits.gz,OBJ_MP_0701_0092_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0092_cat.fits.gz,/processed1/20260210/L2/OBJ_MP_0701_0092_cat.fits.gz::9750,retained_after_posthoc_audit,61081.519510625,61081.519510625,0.0,30.003,30.003,l2_manifest,15.0015,61081.51968425348,2026-02-10T12:28:20.719501,1472.2655467031857,61.344397779299406,True,0.01250125,0.26252625,0.2556272175794889
20260213,00000RM,350,0,OBJ_MP_0699_0095.fits.gz,OBJ_MP_0699_0095_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0095_cat.fits.gz,OBJ_MP_0699_0095_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0095_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0095_cat.fits.gz::30394,retained_after_posthoc_audit,61084.5157884375,61084.5157884375,0.0,30.003,30.003,l2_manifest,15.0015,61084.515962065976,2026-02-13T12:22:59.122500,472.8121903993252,19.700507933305214,True,0.01250125,0.26252625,0.08209365826707728
20260213,00000RM,350,1,OBJ_MP_0699_0123.fits.gz,OBJ_MP_0699_0123_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0123_cat.fits.gz,OBJ_MP_0699_0123_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0123_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0123_cat.fits.gz::29340,retained_after_posthoc_audit,61084.54259320602,61084.54259320602,0.0,30.002,30.002,l2_manifest,15.001,61084.5427668287,2026-02-13T13:01:35.054000,472.8121903993252,19.700507933305214,True,0.012500833333333333,0.2625175,0.08209092208541986
20260213,00000RM,350,2,OBJ_MP_0699_0151.fits.gz,OBJ_MP_0699_0151_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0151_cat.fits.gz,OBJ_MP_0699_0151_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0151_cat.fits.gz,/processed1/20260213/L2/OBJ_MP_0699_0151_cat.fits.gz::29418,retained_after_posthoc_audit,61084.56936758102,61084.56936758102,0.0,30.003,30.003,l2_manifest,15.0015,61084.569541209494,2026-02-13T13:40:08.360500,472.8121903993252,19.700507933305214,True,0.01250125,0.26252625,0.08209365826707728
20260216,00000UH,90,0,OBJ_MP_1107_0038.fits.gz,OBJ_MP_1107_0038_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0038_cat.fits.gz,OBJ_MP_1107_0038_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0038_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0038_cat.fits.gz::2273,retained_after_posthoc_audit,61087.4491971875,61087.4491971875,0.0,30.002,30.002,l2_manifest,15.001,61087.44937081019,2026-02-16T10:47:05.638000,711.0068866882181,29.62528694534242,True,0.012500833333333333,0.2625175,0.12344692485196712
20260216,00000UH,90,1,OBJ_MP_1107_0066.fits.gz,OBJ_MP_1107_0066_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0066_cat.fits.gz,OBJ_MP_1107_0066_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0066_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0066_cat.fits.gz::2695,retained_after_posthoc_audit,61087.476148298614,61087.476148298614,0.0,30.003,30.003,l2_manifest,15.0015,61087.47632192709,2026-02-16T11:25:54.214501,711.0068866882181,29.62528694534242,True,0.01250125,0.26252625,0.12345103947515398
20260216,00000UH,90,2,OBJ_MP_1107_0094.fits.gz,OBJ_MP_1107_0094_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0094_cat.fits.gz,OBJ_MP_1107_0094_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0094_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_1107_0094_cat.fits.gz::2393,retained_after_posthoc_audit,61087.5030824537,61087.5030824537,0.0,30.002,30.002,l2_manifest,15.001,61087.50325607639,2026-02-16T12:04:41.325000,711.0068866882181,29.62528694534242,True,0.012500833333333333,0.2625175,0.12344692485196712
20260216,00000UI,208,0,OBJ_MP_0971_0044.fits.gz,OBJ_MP_0971_0044_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0044_cat.fits.gz,OBJ_MP_0971_0044_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0044_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0044_cat.fits.gz::20889,retained_after_posthoc_audit,61087.45504572917,61087.45504572917,0.0,30.002,30.002,l2_manifest,15.001,61087.455219351854,2026-02-16T10:55:30.952000,711.659040660151,29.652460027506294,True,0.012500833333333333,0.2625175,0.1235601535757283
20260216,00000UI,208,1,OBJ_MP_0971_0072.fits.gz,OBJ_MP_0971_0072_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0072_cat.fits.gz,OBJ_MP_0971_0072_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0072_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0072_cat.fits.gz::23398,retained_after_posthoc_audit,61087.48198363426,61087.48198363426,0.0,30.003,30.003,l2_manifest,15.0015,61087.48215726273,2026-02-16T11:34:18.387500,711.659040660151,29.652460027506294,True,0.01250125,0.26252625,0.12356427197295436
20260216,00000UI,208,2,OBJ_MP_0971_0100.fits.gz,OBJ_MP_0971_0100_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0100_cat.fits.gz,OBJ_MP_0971_0100_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0100_cat.fits.gz,/processed1/20260216/L2/OBJ_MP_0971_0100_cat.fits.gz::22931,retained_after_posthoc_audit,61087.50886100694,61087.50886100694,0.0,30.003,30.003,l2_manifest,15.0015,61087.50903463542,2026-02-16T12:13:00.592500,711.659040660151,29.652460027506294,True,0.01250125,0.26252625,0.12356427197295436
20260309,000011l,35,0,OBJ_MP_1402_0036.fits.gz,OBJ_MP_1402_0036_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0036_cat.fits.gz,OBJ_MP_1402_0036_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0036_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0036_cat.fits.gz::8987,retained_after_posthoc_audit,61108.69579305556,61108.69579305556,0.0,30.003,30.003,l2_manifest,15.0015,61108.695966684034,2026-03-09T16:42:11.521501,355.1821089478304,14.799254539492933,True,0.01250125,0.26252625,0.06166972693727868
20260309,000011l,35,1,OBJ_MP_1402_0057.fits.gz,OBJ_MP_1402_0057_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0057_cat.fits.gz,OBJ_MP_1402_0057_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0057_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0057_cat.fits.gz::8262,retained_after_posthoc_audit,61108.71573802083,61108.71573802083,0.0,30.003,30.003,l2_manifest,15.0015,61108.715911649306,2026-03-09T17:10:54.766500,355.1821089478304,14.799254539492933,True,0.01250125,0.26252625,0.06166972693727868
20260309,000011l,35,2,OBJ_MP_1402_0078.fits.gz,OBJ_MP_1402_0078_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0078_cat.fits.gz,OBJ_MP_1402_0078_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0078_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0078_cat.fits.gz::7242,retained_after_posthoc_audit,61108.73568081018,61108.73568081018,0.0,30.003,30.003,l2_manifest,15.0015,61108.73585443866,2026-03-09T17:39:37.823500,355.1821089478304,14.799254539492933,True,0.01250125,0.26252625,0.06166972693727868
20260309,000011l,35,3,OBJ_MP_1402_0194.fits.gz,OBJ_MP_1402_0194_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0194_cat.fits.gz,OBJ_MP_1402_0194_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0194_cat.fits.gz,/processed1/20260309/L2/OBJ_MP_1402_0194_cat.fits.gz::5587,retained_after_posthoc_audit,61108.845871550926,61108.845871550926,0.0,30.003,30.003,l2_manifest,15.0015,61108.8460451794,2026-03-09T20:18:18.303500,355.1821089478304,14.799254539492933,True,0.01250125,0.26252625,0.06166972693727868
20260310,000012H,1026,0,OBJ_MP_1402_0335.fits.gz,OBJ_MP_1402_0335_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0335_cat.fits.gz,OBJ_MP_1402_0335_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0335_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0335_cat.fits.gz::9490,retained_after_posthoc_audit,61109.762196145835,61109.762196145835,0.0,30.003,30.003,l2_manifest,15.0015,61109.76236977431,2026-03-10T18:17:48.748500,366.56531100911553,15.273554625379814,True,0.01250125,0.26252625,0.06364617492017646
20260310,000012H,1026,1,OBJ_MP_1402_0360.fits.gz,OBJ_MP_1402_0360_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0360_cat.fits.gz,OBJ_MP_1402_0360_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0360_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0360_cat.fits.gz::8788,retained_after_posthoc_audit,61109.78664079861,61109.78664079861,0.0,30.003,30.003,l2_manifest,15.0015,61109.78681442708,2026-03-10T18:53:00.766500,366.56531100911553,15.273554625379814,True,0.01250125,0.26252625,0.06364617492017646
20260310,000012H,1026,2,OBJ_MP_1402_0385.fits.gz,OBJ_MP_1402_0385_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0385_cat.fits.gz,OBJ_MP_1402_0385_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0385_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1402_0385_cat.fits.gz::9375,retained_after_posthoc_audit,61109.811160289355,61109.811160289355,0.0,30.002,30.002,l2_manifest,15.001,61109.81133391204,2026-03-10T19:28:19.250000,366.56531100911553,15.273554625379814,True,0.012500833333333333,0.2625175,0.06364405359314516
20260310,000012m,730,0,OBJ_MP_1111_0218.fits.gz,OBJ_MP_1111_0218_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0218_cat.fits.gz,OBJ_MP_1111_0218_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0218_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0218_cat.fits.gz::12130,retained_after_posthoc_audit,61109.643039027775,61109.643039027775,0.0,30.003,30.003,l2_manifest,15.0015,61109.64321265625,2026-03-10T15:26:13.573500,577.4396697887792,24.05998624119913,True,0.01250125,0.26252625,0.1002599676659302
20260310,000012m,730,1,OBJ_MP_1111_0237.fits.gz,OBJ_MP_1111_0237_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0237_cat.fits.gz,OBJ_MP_1111_0237_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0237_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0237_cat.fits.gz::11491,retained_after_posthoc_audit,61109.66339591435,61109.66339591435,0.0,30.002,30.002,l2_manifest,15.001,61109.663569537035,2026-03-10T15:55:32.408000,577.4396697887792,24.05998624119913,True,0.012500833333333333,0.2625175,0.10025662600117449
20260310,000012m,730,2,OBJ_MP_1111_0256.fits.gz,OBJ_MP_1111_0256_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0256_cat.fits.gz,OBJ_MP_1111_0256_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0256_cat.fits.gz,/processed1/20260310/L2/OBJ_MP_1111_0256_cat.fits.gz::11439,retained_after_posthoc_audit,61109.68379255787,61109.68379255787,0.0,30.003,30.003,l2_manifest,15.0015,61109.68396618635,2026-03-10T16:24:54.678501,577.4396697887792,24.05998624119913,True,0.01250125,0.26252625,0.1002599676659302
20260311,000013V,1139,0,OBJ_MP_1402_0297.fits.gz,OBJ_MP_1402_0297_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0297_cat.fits.gz,OBJ_MP_1402_0297_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0297_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0297_cat.fits.gz::10677,retained_after_posthoc_audit,61110.74243268518,61110.74243268518,0.0,30.003,30.003,l2_manifest,15.0015,61110.74260631366,2026-03-11T17:49:21.185500,371.6322934891143,15.484678895379764,True,0.01250125,0.26252625,0.06452594734695542
20260311,000013V,1139,1,OBJ_MP_1402_0323.fits.gz,OBJ_MP_1402_0323_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0323_cat.fits.gz,OBJ_MP_1402_0323_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0323_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0323_cat.fits.gz::9809,retained_after_posthoc_audit,61110.76767074074,61110.76767074074,0.0,30.002,30.002,l2_manifest,15.001,61110.76784436342,2026-03-11T18:25:41.753000,371.6322934891143,15.484678895379764,True,0.012500833333333333,0.2625175,0.06452379669710884
20260311,000013V,1139,2,OBJ_MP_1402_0349.fits.gz,OBJ_MP_1402_0349_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0349_cat.fits.gz,OBJ_MP_1402_0349_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0349_cat.fits.gz,/processed1/20260311/L2/OBJ_MP_1402_0349_cat.fits.gz::7089,retained_after_posthoc_audit,61110.79298002315,61110.79298002315,0.0,30.003,30.003,l2_manifest,15.0015,61110.793153651626,2026-03-11T19:02:08.475501,371.6322934891143,15.484678895379764,True,0.01250125,0.26252625,0.06452594734695542
20260407,0000188,1081,0,OBJ_MP_1398_0255.fits.gz,OBJ_MP_1398_0255_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0255_cat.fits.gz,OBJ_MP_1398_0255_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0255_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0255_cat.fits.gz::8253,retained_after_posthoc_audit,61137.71112136574,61137.71112136574,0.0,30.002,30.002,l2_manifest,15.001,61137.711294988425,2026-04-07T17:04:15.887000,398.5961505970075,16.60817294154198,True,0.012500833333333333,0.2625175,0.0692053339711309
20260407,0000188,1081,1,OBJ_MP_1398_0277.fits.gz,OBJ_MP_1398_0277_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0277_cat.fits.gz,OBJ_MP_1398_0277_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0277_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0277_cat.fits.gz::7596,retained_after_posthoc_audit,61137.73254207176,61137.73254207176,0.0,30.003,30.003,l2_manifest,15.0015,61137.73271570024,2026-04-07T17:35:06.636500,398.5961505970075,16.60817294154198,True,0.01250125,0.26252625,0.06920764066181723
20260407,0000188,1081,2,OBJ_MP_1398_0299.fits.gz,OBJ_MP_1398_0299_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0299_cat.fits.gz,OBJ_MP_1398_0299_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0299_cat.fits.gz,/processed1/20260407/L2/OBJ_MP_1398_0299_cat.fits.gz::7354,retained_after_posthoc_audit,61137.754085960645,61137.754085960645,0.0,30.002,30.002,l2_manifest,15.001,61137.75425958333,2026-04-07T18:06:08.028000,398.5961505970075,16.60817294154198,True,0.012500833333333333,0.2625175,0.0692053339711309
