night,trk_sub,linkage_id,detection_index,image_name,catalog_name,catalog_path,manifest_file_name,manifest_path,detection_key,final_paper_status,production_ades_start_mjd_utc,l2_manifest_start_mjd_utc,start_mjd_disagreement_s,manifest_exposure_s,exposure_s,exposure_source,midpoint_correction_s,corrected_midpoint_mjd_utc,corrected_midpoint_isot_utc,lin_speed_arcsec_per_day,link_linear_speed_arcsec_per_hour,link_speed_within_production_3_to_63_arcsec_per_hour,equivalent_shift_at_min_speed_arcsec,equivalent_shift_at_max_speed_arcsec,equivalent_shift_at_link_speed_arcsec
20251209,00000e2,1083,1,OBJ_MP_0969_0484.fits.gz,OBJ_MP_0969_0484_cat.fits.gz,/processed1/20251209/L2/OBJ_MP_0969_0484_cat.fits.gz,OBJ_MP_0969_0484_cat.fits.gz,/processed1/20251209/L2/OBJ_MP_0969_0484_cat.fits.gz,/processed1/20251209/L2/OBJ_MP_0969_0484_cat.fits.gz::3143,retained_after_posthoc_audit,61018.87456671296,61018.87456671296,0.0,30.003,30.003,l2_manifest,15.0015,61018.87474034144,2025-12-09T20:59:37.565500,279.05819969104846,11.62742498712702,True,0.01250125,0.26252625,0.04845244887344055
20251209,00000e2,1083,2,OBJ_MP_0969_0511.fits.gz,OBJ_MP_0969_0511_cat.fits.gz,/processed1/20251209/L2/OBJ_MP_0969_0511_cat.fits.gz,OBJ_MP_0969_0511_cat.fits.gz,/processed1/20251209/L2/OBJ_MP_0969_0511_cat.fits.gz,/processed1/20251209/L2/OBJ_MP_0969_0511_cat.fits.gz::3054,retained_after_posthoc_audit,61018.90068744213,61018.90068744213,0.0,30.003,30.003,l2_manifest,15.0015,61018.90086107061,2025-12-09T21:37:14.396501,279.05819969104846,11.62742498712702,True,0.01250125,0.26252625,0.04845244887344055
20251214,00000gA,260,0,OBJ_MP_1351_0029.fits.gz,OBJ_MP_1351_0029_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0029_cat.fits.gz,OBJ_MP_1351_0029_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0029_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0029_cat.fits.gz::28829,retained_after_posthoc_audit,61023.453093854165,61023.453093854165,0.0,30.002,30.002,l2_manifest,15.001,61023.45326747685,2025-12-14T10:52:42.310000,722.499050795012,30.10412711645883,True,0.012500833333333333,0.2625175,0.12544222524277748
20251214,00000gA,260,1,OBJ_MP_1351_0059.fits.gz,OBJ_MP_1351_0059_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0059_cat.fits.gz,OBJ_MP_1351_0059_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0059_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0059_cat.fits.gz::31235,retained_after_posthoc_audit,61023.48359408565,61023.48359408565,0.0,30.002,30.002,l2_manifest,15.001,61023.483767708334,2025-12-14T11:36:37.530000,722.499050795012,30.10412711645883,True,0.012500833333333333,0.2625175,0.12544222524277748
20251214,00000gA,260,2,OBJ_MP_1351_0089.fits.gz,OBJ_MP_1351_0089_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0089_cat.fits.gz,OBJ_MP_1351_0089_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0089_cat.fits.gz,/processed1/20251214/L2/OBJ_MP_1351_0089_cat.fits.gz::31908,retained_after_posthoc_audit,61023.51369636574,61023.51369636574,0.0,30.002,30.002,l2_manifest,15.001,61023.51386998843,2025-12-14T12:19:58.367000,722.499050795012,30.10412711645883,True,0.012500833333333333,0.2625175,0.12544222524277748
20251215,00000hz,246,0,OBJ_MP_1351_0044.fits.gz,OBJ_MP_1351_0044_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0044_cat.fits.gz,OBJ_MP_1351_0044_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0044_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0044_cat.fits.gz::24949,retained_after_posthoc_audit,61024.44911127315,61024.44911127315,0.0,30.002,30.002,l2_manifest,15.001,61024.44928489583,2025-12-15T10:46:58.215000,705.2998564021708,29.387494016757117,True,0.012500833333333333,0.2625175,0.12245605492927042
20251215,00000hz,246,1,OBJ_MP_1351_0074.fits.gz,OBJ_MP_1351_0074_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0074_cat.fits.gz,OBJ_MP_1351_0074_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0074_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0074_cat.fits.gz::27138,retained_after_posthoc_audit,61024.47964878472,61024.47964878472,0.0,30.003,30.003,l2_manifest,15.0015,61024.479822413196,2025-12-15T11:30:56.656500,705.2998564021708,29.387494016757117,True,0.01250125,0.26252625,0.12246013652566164
20251215,00000hz,246,2,OBJ_MP_1351_0104.fits.gz,OBJ_MP_1351_0104_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0104_cat.fits.gz,OBJ_MP_1351_0104_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0104_cat.fits.gz,/processed1/20251215/L2/OBJ_MP_1351_0104_cat.fits.gz::25684,retained_after_posthoc_audit,61024.511529710646,61024.511529710646,0.0,30.003,30.003,l2_manifest,15.0015,61024.51170333912,2025-12-15T12:16:51.168500,705.2998564021708,29.387494016757117,True,0.01250125,0.26252625,0.12246013652566164
20251216,00000jr,232,0,OBJ_MP_1351_0070.fits.gz,OBJ_MP_1351_0070_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0070_cat.fits.gz,OBJ_MP_1351_0070_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0070_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0070_cat.fits.gz::23766,retained_after_posthoc_audit,61025.441909444446,61025.441909444446,0.0,30.002,30.002,l2_manifest,15.001,61025.44208306713,2025-12-16T10:36:35.977000,694.9330127129508,28.95554219637295,True,0.012500833333333333,0.2625175,0.12065613569105295
20251216,00000jr,232,1,OBJ_MP_1351_0100.fits.gz,OBJ_MP_1351_0100_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0100_cat.fits.gz,OBJ_MP_1351_0100_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0100_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0100_cat.fits.gz::24098,retained_after_posthoc_audit,61025.473747986114,61025.473747986114,0.0,30.003,30.003,l2_manifest,15.0015,61025.47392161459,2025-12-16T11:22:26.827501,694.9330127129508,28.95554219637295,True,0.01250125,0.26252625,0.12066015729413578
20251216,00000jr,232,2,OBJ_MP_1351_0130.fits.gz,OBJ_MP_1351_0130_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0130_cat.fits.gz,OBJ_MP_1351_0130_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0130_cat.fits.gz,/processed1/20251216/L2/OBJ_MP_1351_0130_cat.fits.gz::25026,retained_after_posthoc_audit,61025.50556415509,61025.50556415509,0.0,30.002,30.002,l2_manifest,15.001,61025.50573777778,2025-12-16T12:08:15.744000,694.9330127129508,28.95554219637295,True,0.012500833333333333,0.2625175,0.12065613569105295
20251217,00000lA,1134,0,OBJ_MP_0967_0400.fits.gz,OBJ_MP_0967_0400_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0400_cat.fits.gz,OBJ_MP_0967_0400_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0400_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0400_cat.fits.gz::35807,retained_after_posthoc_audit,61026.84266865741,61026.84266865741,0.0,30.003,30.003,l2_manifest,15.0015,61026.842842285885,2025-12-17T20:13:41.573500,377.5073165324643,15.729471522186012,True,0.01250125,0.26252625,0.06554601862224263
20251217,00000lA,1134,1,OBJ_MP_0967_0426.fits.gz,OBJ_MP_0967_0426_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0426_cat.fits.gz,OBJ_MP_0967_0426_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0426_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0426_cat.fits.gz::32042,retained_after_posthoc_audit,61026.86847631945,61026.86847631945,0.0,30.003,30.003,l2_manifest,15.0015,61026.86864994792,2025-12-17T20:50:51.355501,377.5073165324643,15.729471522186012,True,0.01250125,0.26252625,0.06554601862224263
20251217,00000lA,1134,2,OBJ_MP_0967_0452.fits.gz,OBJ_MP_0967_0452_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0452_cat.fits.gz,OBJ_MP_0967_0452_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0452_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0967_0452_cat.fits.gz::31442,retained_after_posthoc_audit,61026.8981053588,61026.8981053588,0.0,30.002,30.002,l2_manifest,15.001,61026.89827898148,2025-12-17T21:33:31.304000,377.5073165324643,15.729471522186012,True,0.012500833333333333,0.2625175,0.0655438339734201
20251217,00000lG,1187,0,OBJ_MP_0968_0406.fits.gz,OBJ_MP_0968_0406_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0406_cat.fits.gz,OBJ_MP_0968_0406_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0406_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0406_cat.fits.gz::17585,retained_after_posthoc_audit,61026.849127361114,61026.849127361114,0.0,30.003,30.003,l2_manifest,15.0015,61026.84930098959,2025-12-17T20:22:59.605501,455.16636692839865,18.965265288683277,True,0.01250125,0.26252625,0.07902984089671727
20251217,00000lG,1187,1,OBJ_MP_0968_0432.fits.gz,OBJ_MP_0968_0432_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0432_cat.fits.gz,OBJ_MP_0968_0432_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0432_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0432_cat.fits.gz::16734,retained_after_posthoc_audit,61026.87490996528,61026.87490996528,0.0,30.003,30.003,l2_manifest,15.0015,61026.87508359375,2025-12-17T21:00:07.222500,455.16636692839865,18.965265288683277,True,0.01250125,0.26252625,0.07902984089671727
20251217,00000lG,1187,2,OBJ_MP_0968_0458.fits.gz,OBJ_MP_0968_0458_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0458_cat.fits.gz,OBJ_MP_0968_0458_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0458_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_0968_0458_cat.fits.gz::15336,retained_after_posthoc_audit,61026.90455799769,61026.90455799769,0.0,30.003,30.003,l2_manifest,15.0015,61026.904731626164,2025-12-17T21:42:48.812501,455.16636692839865,18.965265288683277,True,0.01250125,0.26252625,0.07902984089671727
20251217,00000lw,1025,0,OBJ_MP_1102_0391.fits.gz,OBJ_MP_1102_0391_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0391_cat.fits.gz,OBJ_MP_1102_0391_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0391_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0391_cat.fits.gz::41674,retained_after_posthoc_audit,61026.833427488426,61026.833427488426,0.0,30.003,30.003,l2_manifest,15.0015,61026.8336011169,2025-12-17T20:00:23.136500,387.4626133616316,16.14427555673465,True,0.01250125,0.26252625,0.06727454160120969
20251217,00000lw,1025,1,OBJ_MP_1102_0417.fits.gz,OBJ_MP_1102_0417_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0417_cat.fits.gz,OBJ_MP_1102_0417_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0417_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0417_cat.fits.gz::37309,retained_after_posthoc_audit,61026.8592416088,61026.8592416088,0.0,30.003,30.003,l2_manifest,15.0015,61026.859415237275,2025-12-17T20:37:33.476501,387.4626133616316,16.14427555673465,True,0.01250125,0.26252625,0.06727454160120969
20251217,00000lw,1025,2,OBJ_MP_1102_0443.fits.gz,OBJ_MP_1102_0443_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0443_cat.fits.gz,OBJ_MP_1102_0443_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0443_cat.fits.gz,/processed1/20251217/L2/OBJ_MP_1102_0443_cat.fits.gz::32814,retained_after_posthoc_audit,61026.88886560185,61026.88886560185,0.0,30.003,30.003,l2_manifest,15.0015,61026.88903923033,2025-12-17T21:20:12.989500,387.4626133616316,16.14427555673465,True,0.01250125,0.26252625,0.06727454160120969
20260103,00000wD,40,0,OBJ_MP_0924_0044.fits.gz,OBJ_MP_0924_0044_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0044_cat.fits.gz,OBJ_MP_0924_0044_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0044_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0044_cat.fits.gz::6606,retained_after_posthoc_audit,61043.42534581019,61043.42534581019,0.0,30.003,30.003,l2_manifest,15.0015,61043.425519438664,2026-01-03T10:12:44.879501,220.94781981169825,9.20615915882076,True,0.01250125,0.26252625,0.038362832394736014
20260103,00000wD,40,1,OBJ_MP_0924_0072.fits.gz,OBJ_MP_0924_0072_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0072_cat.fits.gz,OBJ_MP_0924_0072_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0072_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0072_cat.fits.gz::6296,retained_after_posthoc_audit,61043.45238027778,61043.45238027778,0.0,30.003,30.003,l2_manifest,15.0015,61043.45255390625,2026-01-03T10:51:40.657500,220.94781981169825,9.20615915882076,True,0.01250125,0.26252625,0.038362832394736014
20260103,00000wD,40,2,OBJ_MP_0924_0100.fits.gz,OBJ_MP_0924_0100_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0100_cat.fits.gz,OBJ_MP_0924_0100_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0100_cat.fits.gz,/processed1/20260103/L2/OBJ_MP_0924_0100_cat.fits.gz::5045,retained_after_posthoc_audit,61043.47920048611,61043.47920048611,0.0,30.003,30.003,l2_manifest,15.0015,61043.479374114584,2026-01-03T11:30:17.923500,220.94781981169825,9.20615915882076,True,0.01250125,0.26252625,0.038362832394736014
20260112,00000C3,119,0,OBJ_MP_1495_0205.fits.gz,OBJ_MP_1495_0205_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0205_cat.fits.gz,OBJ_MP_1495_0205_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0205_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0205_cat.fits.gz::28981,retained_after_posthoc_audit,61052.52973349537,61052.52973349537,0.0,30.003,30.003,l2_manifest,15.0015,61052.52990712385,2026-01-12T12:43:03.975500,258.96733380681127,10.790305575283803,True,0.01250125,0.26252625,0.044964102524338884
20260112,00000C3,119,1,OBJ_MP_1495_0233.fits.gz,OBJ_MP_1495_0233_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0233_cat.fits.gz,OBJ_MP_1495_0233_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0233_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0233_cat.fits.gz::29888,retained_after_posthoc_audit,61052.55698405093,61052.55698405093,0.0,30.002,30.002,l2_manifest,15.001,61052.55715767361,2026-01-12T13:22:18.423000,258.96733380681127,10.790305575283803,True,0.012500833333333333,0.2625175,0.04496260387078676
20260112,00000C3,119,2,OBJ_MP_1495_0261.fits.gz,OBJ_MP_1495_0261_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0261_cat.fits.gz,OBJ_MP_1495_0261_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0261_cat.fits.gz,/processed1/20260112/L2/OBJ_MP_1495_0261_cat.fits.gz::30014,retained_after_posthoc_audit,61052.584179756945,61052.584179756945,0.0,30.003,30.003,l2_manifest,15.0015,61052.58435338542,2026-01-12T14:01:28.132500,258.96733380681127,10.790305575283803,True,0.01250125,0.26252625,0.044964102524338884
20260205,00000LG,51,0,OBJ_MP_0966_0053.fits.gz,OBJ_MP_0966_0053_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0053_cat.fits.gz,OBJ_MP_0966_0053_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0053_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0053_cat.fits.gz::30147,retained_after_posthoc_audit,61076.46450630787,61076.46450630787,0.0,30.003,30.003,l2_manifest,15.0015,61076.46467993635,2026-02-05T11:09:08.346500,372.1943260317043,15.508096917987679,True,0.01250125,0.26252625,0.06462353219866449
20260205,00000LG,51,1,OBJ_MP_0966_0081.fits.gz,OBJ_MP_0966_0081_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0081_cat.fits.gz,OBJ_MP_0966_0081_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0081_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0081_cat.fits.gz::33483,retained_after_posthoc_audit,61076.491546400466,61076.491546400466,0.0,30.002,30.002,l2_manifest,15.001,61076.49172002315,2026-02-05T11:48:04.610000,372.1943260317043,15.508096917987679,True,0.012500833333333333,0.2625175,0.06462137829631477
20260205,00000LG,51,2,OBJ_MP_0966_0108.fits.gz,OBJ_MP_0966_0108_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0108_cat.fits.gz,OBJ_MP_0966_0108_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0108_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0966_0108_cat.fits.gz::32965,retained_after_posthoc_audit,61076.543359131945,61076.543359131945,0.0,30.003,30.003,l2_manifest,15.0015,61076.54353276042,2026-02-05T13:02:41.230500,372.1943260317043,15.508096917987679,True,0.01250125,0.26252625,0.06462353219866449
20260205,00000LJ,67,0,OBJ_MP_0965_0057.fits.gz,OBJ_MP_0965_0057_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0057_cat.fits.gz,OBJ_MP_0965_0057_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0057_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0057_cat.fits.gz::23724,retained_after_posthoc_audit,61076.46865206018,61076.46865206018,0.0,30.003,30.003,l2_manifest,15.0015,61076.46882568866,2026-02-05T11:15:06.539500,336.8449346228966,14.035205609287358,True,0.01250125,0.26252625,0.058485871374367865
20260205,00000LJ,67,1,OBJ_MP_0965_0085.fits.gz,OBJ_MP_0965_0085_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0085_cat.fits.gz,OBJ_MP_0965_0085_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0085_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0085_cat.fits.gz::23723,retained_after_posthoc_audit,61076.49569466435,61076.49569466435,0.0,30.003,30.003,l2_manifest,15.0015,61076.495868292826,2026-02-05T11:54:03.020500,336.8449346228966,14.035205609287358,True,0.01250125,0.26252625,0.058485871374367865
20260205,00000LJ,67,2,OBJ_MP_0965_0112.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0112_cat.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0112_cat.fits.gz,/processed1/20260205/L2/OBJ_MP_0965_0112_cat.fits.gz::23701,retained_after_posthoc_audit,61076.54752079861,61076.54752079861,0.0,30.003,30.003,l2_manifest,15.0015,61076.547694427085,2026-02-05T13:08:40.798500,336.8449346228966,14.035205609287358,True,0.01250125,0.26252625,0.058485871374367865
20260206,00000LX,102,0,OBJ_MP_0965_0014.fits.gz,OBJ_MP_0965_0014_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0014_cat.fits.gz,OBJ_MP_0965_0014_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0014_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0014_cat.fits.gz::50842,retained_after_posthoc_audit,61077.50686840278,61077.50686840278,0.0,30.003,30.003,l2_manifest,15.0015,61077.507042031255,2026-02-06T12:10:08.431500,302.85869847434503,12.619112436431044,True,0.01250125,0.26252625,0.0525848931153112
20260206,00000LX,102,1,OBJ_MP_0965_0040.fits.gz,OBJ_MP_0965_0040_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0040_cat.fits.gz,OBJ_MP_0965_0040_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0040_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0040_cat.fits.gz::55601,retained_after_posthoc_audit,61077.53237195602,61077.53237195602,0.0,30.003,30.003,l2_manifest,15.0015,61077.532545584494,2026-02-06T12:46:51.938500,302.85869847434503,12.619112436431044,True,0.01250125,0.26252625,0.0525848931153112
20260206,00000LX,102,2,OBJ_MP_0965_0066.fits.gz,OBJ_MP_0965_0066_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0066_cat.fits.gz,OBJ_MP_0965_0066_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0066_cat.fits.gz,/processed1/20260206/L2/OBJ_MP_0965_0066_cat.fits.gz::53262,retained_after_posthoc_audit,61077.55788368056,61077.55788368056,0.0,30.002,30.002,l2_manifest,15.001,61077.55805730324,2026-02-06T13:23:36.151000,302.85869847434503,12.619112436431044,True,0.012500833333333333,0.2625175,0.05258314046080614
20260207,00000Ma,120,0,OBJ_MP_0966_0019.fits.gz,OBJ_MP_0966_0019_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0019_cat.fits.gz,OBJ_MP_0966_0019_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0019_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0019_cat.fits.gz::28257,retained_after_posthoc_audit,61078.46215174768,61078.46215174768,0.0,30.002,30.002,l2_manifest,15.001,61078.46232537036,2026-02-07T11:05:44.911999,354.1796753027618,14.757486470948407,True,0.012500833333333333,0.2625175,0.061493626264082515
20260207,00000Ma,120,1,OBJ_MP_0966_0046.fits.gz,OBJ_MP_0966_0046_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0046_cat.fits.gz,OBJ_MP_0966_0046_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0046_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0046_cat.fits.gz::31167,retained_after_posthoc_audit,61078.48850773148,61078.48850773148,0.0,30.003,30.003,l2_manifest,15.0015,61078.48868135996,2026-02-07T11:43:42.069500,354.1796753027618,14.757486470948407,True,0.01250125,0.26252625,0.061495675914981264
20260207,00000Ma,120,2,OBJ_MP_0966_0073.fits.gz,OBJ_MP_0966_0073_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0073_cat.fits.gz,OBJ_MP_0966_0073_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0073_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0966_0073_cat.fits.gz::31843,retained_after_posthoc_audit,61078.51480657407,61078.51480657407,0.0,30.003,30.003,l2_manifest,15.0015,61078.51498020255,2026-02-07T12:21:34.289500,354.1796753027618,14.757486470948407,True,0.01250125,0.26252625,0.061495675914981264
20260207,00000Md,159,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz::20624,retained_after_posthoc_audit,61078.46962516203,61078.46962516203,0.0,30.003,30.003,l2_manifest,15.0015,61078.46979879051,2026-02-07T11:16:30.615500,318.74504541121644,13.281043558800684,True,0.01250125,0.26252625,0.055343215263152355
20260207,00000Md,159,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz::22991,retained_after_posthoc_audit,61078.495940277775,61078.495940277775,0.0,30.002,30.002,l2_manifest,15.001,61078.49611390046,2026-02-07T11:54:24.241000,318.74504541121644,13.281043558800684,True,0.012500833333333333,0.2625175,0.05534137067376919
20260207,00000Md,159,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz::22649,retained_after_posthoc_audit,61078.52220726852,61078.52220726852,0.0,30.002,30.002,l2_manifest,15.001,61078.522380891205,2026-02-07T12:32:13.709000,318.74504541121644,13.281043558800684,True,0.012500833333333333,0.2625175,0.05534137067376919
20260207,00000Mf,168,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz::37160,retained_after_posthoc_audit,61078.46962516203,61078.46962516203,0.0,30.003,30.003,l2_manifest,15.0015,61078.46979879051,2026-02-07T11:16:30.615500,426.48738435176665,17.77030768132361,True,0.01250125,0.26252625,0.07405035296704894
20260207,00000Mf,168,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0053_cat.fits.gz::41555,retained_after_posthoc_audit,61078.495940277775,61078.495940277775,0.0,30.002,30.002,l2_manifest,15.001,61078.49611390046,2026-02-07T11:54:24.241000,426.48738435176665,17.77030768132361,True,0.012500833333333333,0.2625175,0.07404788486875986
20260207,00000Mf,168,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0080_cat.fits.gz::41018,retained_after_posthoc_audit,61078.52220726852,61078.52220726852,0.0,30.002,30.002,l2_manifest,15.001,61078.522380891205,2026-02-07T12:32:13.709000,426.48738435176665,17.77030768132361,True,0.012500833333333333,0.2625175,0.07404788486875986
20260207,00000Mg,174,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz,/processed1/20260207/L2/OBJ_MP_0965_0026_cat.fits.gz::42251,retained_after_posthoc_audit,61078.46962516203,61078.46962516203,0.0,30.003,30.003,l2_manifest,15.0015,61078.46979879051,2026-02-07T11:16:30.615500,281.2710999830769,11.719629165961537,True,0.01250125,0.26252625,0.04883667137032556
