detection_key,linkage_membership_n,linkage_n,nights,image_name,obj_id
20251116::OBJ_MP_1222_0197.fits.gz::11466,1,1,20251116,OBJ_MP_1222_0197.fits.gz,11466
20251116::OBJ_MP_1222_0217.fits.gz::11965,1,1,20251116,OBJ_MP_1222_0217.fits.gz,11965
20251116::OBJ_MP_1222_0237.fits.gz::9264,1,1,20251116,OBJ_MP_1222_0237.fits.gz,9264
20251116::OBJ_MP_1223_0200.fits.gz::1507,1,1,20251116,OBJ_MP_1223_0200.fits.gz,1507
20251116::OBJ_MP_1223_0220.fits.gz::1601,1,1,20251116,OBJ_MP_1223_0220.fits.gz,1601
20251116::OBJ_MP_1223_0240.fits.gz::1255,1,1,20251116,OBJ_MP_1223_0240.fits.gz,1255
20251116::OBJ_MP_1340_0092.fits.gz::4687,1,1,20251116,OBJ_MP_1340_0092.fits.gz,4687
20251116::OBJ_MP_1340_0113.fits.gz::5019,1,1,20251116,OBJ_MP_1340_0113.fits.gz,5019
20251116::OBJ_MP_1340_0134.fits.gz::4561,1,1,20251116,OBJ_MP_1340_0134.fits.gz,4561
20251116::OBJ_MP_1469_0036.fits.gz::6502,1,1,20251116,OBJ_MP_1469_0036.fits.gz,6502
20251116::OBJ_MP_1469_0052.fits.gz::6929,1,1,20251116,OBJ_MP_1469_0052.fits.gz,6929
20251116::OBJ_MP_1469_0068.fits.gz::6676,1,1,20251116,OBJ_MP_1469_0068.fits.gz,6676
20251116::OBJ_MP_1474_0098.fits.gz::11880,1,1,20251116,OBJ_MP_1474_0098.fits.gz,11880
20251116::OBJ_MP_1474_0119.fits.gz::9477,1,1,20251116,OBJ_MP_1474_0119.fits.gz,9477
20251116::OBJ_MP_1474_0140.fits.gz::11414,1,1,20251116,OBJ_MP_1474_0140.fits.gz,11414
20251116::OBJ_MP_1604_0045.fits.gz::371,1,1,20251116,OBJ_MP_1604_0045.fits.gz,371
20251116::OBJ_MP_1604_0061.fits.gz::430,1,1,20251116,OBJ_MP_1604_0061.fits.gz,430
20251116::OBJ_MP_1604_0077.fits.gz::434,1,1,20251116,OBJ_MP_1604_0077.fits.gz,434
20251116::OBJ_MP_1605_0091.fits.gz::13610,1,1,20251116,OBJ_MP_1605_0091.fits.gz,13610
20251116::OBJ_MP_1605_0112.fits.gz::14069,1,1,20251116,OBJ_MP_1605_0112.fits.gz,14069
20251116::OBJ_MP_1605_0133.fits.gz::14321,1,1,20251116,OBJ_MP_1605_0133.fits.gz,14321
20251116::OBJ_MP_1734_0039.fits.gz::1573,1,1,20251116,OBJ_MP_1734_0039.fits.gz,1573
20251116::OBJ_MP_1734_0055.fits.gz::1636,1,1,20251116,OBJ_MP_1734_0055.fits.gz,1636
20251116::OBJ_MP_1734_0071.fits.gz::1566,1,1,20251116,OBJ_MP_1734_0071.fits.gz,1566
20251116::OBJ_MP_1752_0196.fits.gz::4127,1,1,20251116,OBJ_MP_1752_0196.fits.gz,4127
20251116::OBJ_MP_1752_0216.fits.gz::4263,1,1,20251116,OBJ_MP_1752_0216.fits.gz,4263
20251116::OBJ_MP_1752_0236.fits.gz::4099,1,1,20251116,OBJ_MP_1752_0236.fits.gz,4099
20251116::OBJ_MP_1754_0204.fits.gz::2551,1,1,20251116,OBJ_MP_1754_0204.fits.gz,2551
20251116::OBJ_MP_1754_0224.fits.gz::2593,1,1,20251116,OBJ_MP_1754_0224.fits.gz,2593
20251116::OBJ_MP_1754_0244.fits.gz::2223,1,1,20251116,OBJ_MP_1754_0244.fits.gz,2223
20251116::OBJ_MP_1757_0257.fits.gz::58626,1,1,20251116,OBJ_MP_1757_0257.fits.gz,58626
20251116::OBJ_MP_1757_0277.fits.gz::55426,1,1,20251116,OBJ_MP_1757_0277.fits.gz,55426
20251116::OBJ_MP_1757_0297.fits.gz::74771,1,1,20251116,OBJ_MP_1757_0297.fits.gz,74771
20251118::OBJ_MP_0933_0085.fits.gz::6092,1,1,20251118,OBJ_MP_0933_0085.fits.gz,6092
20251118::OBJ_MP_0933_0106.fits.gz::5706,1,1,20251118,OBJ_MP_0933_0106.fits.gz,5706
20251118::OBJ_MP_0933_0127.fits.gz::6339,1,1,20251118,OBJ_MP_0933_0127.fits.gz,6339
20251118::OBJ_MP_1068_0078.fits.gz::10035,1,1,20251118,OBJ_MP_1068_0078.fits.gz,10035
20251118::OBJ_MP_1068_0078.fits.gz::10053,1,1,20251118,OBJ_MP_1068_0078.fits.gz,10053
20251118::OBJ_MP_1068_0078.fits.gz::1808,1,1,20251118,OBJ_MP_1068_0078.fits.gz,1808
20251118::OBJ_MP_1068_0078.fits.gz::4545,1,1,20251118,OBJ_MP_1068_0078.fits.gz,4545
20251118::OBJ_MP_1068_0078.fits.gz::5458,1,1,20251118,OBJ_MP_1068_0078.fits.gz,5458
20251118::OBJ_MP_1068_0099.fits.gz::10606,1,1,20251118,OBJ_MP_1068_0099.fits.gz,10606
20251118::OBJ_MP_1068_0099.fits.gz::10625,1,1,20251118,OBJ_MP_1068_0099.fits.gz,10625
20251118::OBJ_MP_1068_0099.fits.gz::1900,1,1,20251118,OBJ_MP_1068_0099.fits.gz,1900
20251118::OBJ_MP_1068_0099.fits.gz::4749,1,1,20251118,OBJ_MP_1068_0099.fits.gz,4749
20251118::OBJ_MP_1068_0099.fits.gz::5701,1,1,20251118,OBJ_MP_1068_0099.fits.gz,5701
20251118::OBJ_MP_1068_0120.fits.gz::10653,1,1,20251118,OBJ_MP_1068_0120.fits.gz,10653
20251118::OBJ_MP_1068_0120.fits.gz::10675,1,1,20251118,OBJ_MP_1068_0120.fits.gz,10675
20251118::OBJ_MP_1068_0120.fits.gz::1932,1,1,20251118,OBJ_MP_1068_0120.fits.gz,1932
20251118::OBJ_MP_1068_0120.fits.gz::4788,1,1,20251118,OBJ_MP_1068_0120.fits.gz,4788
20251118::OBJ_MP_1068_0120.fits.gz::5739,1,1,20251118,OBJ_MP_1068_0120.fits.gz,5739
20251118::OBJ_MP_1069_0079.fits.gz::9472,1,1,20251118,OBJ_MP_1069_0079.fits.gz,9472
20251118::OBJ_MP_1069_0100.fits.gz::9379,1,1,20251118,OBJ_MP_1069_0100.fits.gz,9379
20251118::OBJ_MP_1069_0121.fits.gz::9942,1,1,20251118,OBJ_MP_1069_0121.fits.gz,9942
20251118::OBJ_MP_1071_0088.fits.gz::2134,1,1,20251118,OBJ_MP_1071_0088.fits.gz,2134
20251118::OBJ_MP_1071_0109.fits.gz::2025,1,1,20251118,OBJ_MP_1071_0109.fits.gz,2025
20251118::OBJ_MP_1071_0130.fits.gz::2156,1,1,20251118,OBJ_MP_1071_0130.fits.gz,2156
20251118::OBJ_MP_1088_0196.fits.gz::18058,1,1,20251118,OBJ_MP_1088_0196.fits.gz,18058
20251118::OBJ_MP_1088_0216.fits.gz::19706,1,1,20251118,OBJ_MP_1088_0216.fits.gz,19706
20251118::OBJ_MP_1088_0236.fits.gz::19181,1,1,20251118,OBJ_MP_1088_0236.fits.gz,19181
20251118::OBJ_MP_1202_0074.fits.gz::11878,1,1,20251118,OBJ_MP_1202_0074.fits.gz,11878
20251118::OBJ_MP_1202_0095.fits.gz::12890,1,1,20251118,OBJ_MP_1202_0095.fits.gz,12890
20251118::OBJ_MP_1202_0116.fits.gz::12890,1,1,20251118,OBJ_MP_1202_0116.fits.gz,12890
20251118::OBJ_MP_1203_0073.fits.gz::7581,1,1,20251118,OBJ_MP_1203_0073.fits.gz,7581
20251118::OBJ_MP_1203_0094.fits.gz::7404,1,1,20251118,OBJ_MP_1203_0094.fits.gz,7404
20251118::OBJ_MP_1203_0115.fits.gz::7846,1,1,20251118,OBJ_MP_1203_0115.fits.gz,7846
20251118::OBJ_MP_1206_0089.fits.gz::1026,1,1,20251118,OBJ_MP_1206_0089.fits.gz,1026
20251118::OBJ_MP_1206_0110.fits.gz::1003,1,1,20251118,OBJ_MP_1206_0110.fits.gz,1003
20251118::OBJ_MP_1206_0131.fits.gz::1086,1,1,20251118,OBJ_MP_1206_0131.fits.gz,1086
20251118::OBJ_MP_1222_0190.fits.gz::31540,1,1,20251118,OBJ_MP_1222_0190.fits.gz,31540
20251118::OBJ_MP_1222_0210.fits.gz::33701,1,1,20251118,OBJ_MP_1222_0210.fits.gz,33701
20251118::OBJ_MP_1222_0230.fits.gz::31927,1,1,20251118,OBJ_MP_1222_0230.fits.gz,31927
20251118::OBJ_MP_1223_0193.fits.gz::18847,1,1,20251118,OBJ_MP_1223_0193.fits.gz,18847
20251118::OBJ_MP_1223_0193.fits.gz::56149,1,1,20251118,OBJ_MP_1223_0193.fits.gz,56149
20251118::OBJ_MP_1223_0213.fits.gz::18963,1,1,20251118,OBJ_MP_1223_0213.fits.gz,18963
20251118::OBJ_MP_1223_0213.fits.gz::55800,1,1,20251118,OBJ_MP_1223_0213.fits.gz,55800
20251118::OBJ_MP_1223_0233.fits.gz::19417,1,1,20251118,OBJ_MP_1223_0233.fits.gz,19417
20251118::OBJ_MP_1223_0233.fits.gz::56207,1,1,20251118,OBJ_MP_1223_0233.fits.gz,56207
20251118::OBJ_MP_1334_0033.fits.gz::11409,1,1,20251118,OBJ_MP_1334_0033.fits.gz,11409
20251118::OBJ_MP_1334_0033.fits.gz::1221,1,1,20251118,OBJ_MP_1334_0033.fits.gz,1221
20251118::OBJ_MP_1334_0033.fits.gz::1241,1,1,20251118,OBJ_MP_1334_0033.fits.gz,1241
20251118::OBJ_MP_1334_0049.fits.gz::10058,1,1,20251118,OBJ_MP_1334_0049.fits.gz,10058
20251118::OBJ_MP_1334_0049.fits.gz::1065,1,1,20251118,OBJ_MP_1334_0049.fits.gz,1065
20251118::OBJ_MP_1334_0049.fits.gz::1082,1,1,20251118,OBJ_MP_1334_0049.fits.gz,1082
20251118::OBJ_MP_1334_0065.fits.gz::11143,1,1,20251118,OBJ_MP_1334_0065.fits.gz,11143
20251118::OBJ_MP_1334_0065.fits.gz::1184,1,1,20251118,OBJ_MP_1334_0065.fits.gz,1184
20251118::OBJ_MP_1334_0065.fits.gz::1202,1,1,20251118,OBJ_MP_1334_0065.fits.gz,1202
20251118::OBJ_MP_1336_0034.fits.gz::1424,1,1,20251118,OBJ_MP_1336_0034.fits.gz,1424
20251118::OBJ_MP_1336_0034.fits.gz::408,1,1,20251118,OBJ_MP_1336_0034.fits.gz,408
20251118::OBJ_MP_1336_0034.fits.gz::7490,1,1,20251118,OBJ_MP_1336_0034.fits.gz,7490
20251118::OBJ_MP_1336_0050.fits.gz::1303,1,1,20251118,OBJ_MP_1336_0050.fits.gz,1303
20251118::OBJ_MP_1336_0050.fits.gz::367,1,1,20251118,OBJ_MP_1336_0050.fits.gz,367
20251118::OBJ_MP_1336_0050.fits.gz::6838,1,1,20251118,OBJ_MP_1336_0050.fits.gz,6838
20251118::OBJ_MP_1336_0066.fits.gz::1464,1,1,20251118,OBJ_MP_1336_0066.fits.gz,1464
20251118::OBJ_MP_1336_0066.fits.gz::405,1,1,20251118,OBJ_MP_1336_0066.fits.gz,405
20251118::OBJ_MP_1336_0066.fits.gz::7594,1,1,20251118,OBJ_MP_1336_0066.fits.gz,7594
20251118::OBJ_MP_1339_0077.fits.gz::1581,1,1,20251118,OBJ_MP_1339_0077.fits.gz,1581
20251118::OBJ_MP_1339_0077.fits.gz::1982,1,1,20251118,OBJ_MP_1339_0077.fits.gz,1982
20251118::OBJ_MP_1339_0098.fits.gz::1585,1,1,20251118,OBJ_MP_1339_0098.fits.gz,1585
20251118::OBJ_MP_1339_0098.fits.gz::1966,1,1,20251118,OBJ_MP_1339_0098.fits.gz,1966
20251118::OBJ_MP_1339_0119.fits.gz::1645,1,1,20251118,OBJ_MP_1339_0119.fits.gz,1645
20251118::OBJ_MP_1339_0119.fits.gz::2044,1,1,20251118,OBJ_MP_1339_0119.fits.gz,2044
20251118::OBJ_MP_1340_0084.fits.gz::9192,1,1,20251118,OBJ_MP_1340_0084.fits.gz,9192
20251118::OBJ_MP_1340_0105.fits.gz::9107,1,1,20251118,OBJ_MP_1340_0105.fits.gz,9107
20251118::OBJ_MP_1340_0126.fits.gz::9860,1,1,20251118,OBJ_MP_1340_0126.fits.gz,9860
20251118::OBJ_MP_1343_0142.fits.gz::6211,1,1,20251118,OBJ_MP_1343_0142.fits.gz,6211
20251118::OBJ_MP_1343_0158.fits.gz::6222,1,1,20251118,OBJ_MP_1343_0158.fits.gz,6222
20251118::OBJ_MP_1343_0174.fits.gz::6080,1,1,20251118,OBJ_MP_1343_0174.fits.gz,6080
20251118::OBJ_MP_1356_0184.fits.gz::3545,1,1,20251118,OBJ_MP_1356_0184.fits.gz,3545
20251118::OBJ_MP_1356_0184.fits.gz::39370,1,1,20251118,OBJ_MP_1356_0184.fits.gz,39370
20251118::OBJ_MP_1356_0184.fits.gz::44579,1,1,20251118,OBJ_MP_1356_0184.fits.gz,44579
20251118::OBJ_MP_1356_0184.fits.gz::44655,1,1,20251118,OBJ_MP_1356_0184.fits.gz,44655
20251118::OBJ_MP_1356_0204.fits.gz::3752,1,1,20251118,OBJ_MP_1356_0204.fits.gz,3752
20251118::OBJ_MP_1356_0204.fits.gz::41234,1,1,20251118,OBJ_MP_1356_0204.fits.gz,41234
20251118::OBJ_MP_1356_0204.fits.gz::46618,1,1,20251118,OBJ_MP_1356_0204.fits.gz,46618
20251118::OBJ_MP_1356_0204.fits.gz::46697,1,1,20251118,OBJ_MP_1356_0204.fits.gz,46697
20251118::OBJ_MP_1356_0224.fits.gz::3996,1,1,20251118,OBJ_MP_1356_0224.fits.gz,3996
20251118::OBJ_MP_1356_0224.fits.gz::43169,1,1,20251118,OBJ_MP_1356_0224.fits.gz,43169
20251118::OBJ_MP_1356_0224.fits.gz::48833,1,1,20251118,OBJ_MP_1356_0224.fits.gz,48833
20251118::OBJ_MP_1356_0224.fits.gz::48937,1,1,20251118,OBJ_MP_1356_0224.fits.gz,48937
20251118::OBJ_MP_1358_0191.fits.gz::11261,1,1,20251118,OBJ_MP_1358_0191.fits.gz,11261
20251118::OBJ_MP_1358_0211.fits.gz::11606,1,1,20251118,OBJ_MP_1358_0211.fits.gz,11606
20251118::OBJ_MP_1358_0231.fits.gz::12072,1,1,20251118,OBJ_MP_1358_0231.fits.gz,12072
20251118::OBJ_MP_1472_0076.fits.gz::10078,1,1,20251118,OBJ_MP_1472_0076.fits.gz,10078
20251118::OBJ_MP_1472_0076.fits.gz::10157,1,1,20251118,OBJ_MP_1472_0076.fits.gz,10157
20251118::OBJ_MP_1472_0076.fits.gz::527,1,1,20251118,OBJ_MP_1472_0076.fits.gz,527
20251118::OBJ_MP_1472_0097.fits.gz::10116,1,1,20251118,OBJ_MP_1472_0097.fits.gz,10116
20251118::OBJ_MP_1472_0097.fits.gz::10189,1,1,20251118,OBJ_MP_1472_0097.fits.gz,10189
20251118::OBJ_MP_1472_0097.fits.gz::529,1,1,20251118,OBJ_MP_1472_0097.fits.gz,529
20251118::OBJ_MP_1472_0118.fits.gz::10506,1,1,20251118,OBJ_MP_1472_0118.fits.gz,10506
20251118::OBJ_MP_1472_0118.fits.gz::10584,1,1,20251118,OBJ_MP_1472_0118.fits.gz,10584
20251118::OBJ_MP_1472_0118.fits.gz::556,1,1,20251118,OBJ_MP_1472_0118.fits.gz,556
20251118::OBJ_MP_1477_0139.fits.gz::2786,1,1,20251118,OBJ_MP_1477_0139.fits.gz,2786
20251118::OBJ_MP_1477_0155.fits.gz::2727,1,1,20251118,OBJ_MP_1477_0155.fits.gz,2727
20251118::OBJ_MP_1477_0171.fits.gz::2865,1,1,20251118,OBJ_MP_1477_0171.fits.gz,2865
20251118::OBJ_MP_1494_0247.fits.gz::31539,1,1,20251118,OBJ_MP_1494_0247.fits.gz,31539
20251118::OBJ_MP_1494_0247.fits.gz::97728,1,1,20251118,OBJ_MP_1494_0247.fits.gz,97728
20251118::OBJ_MP_1494_0267.fits.gz::30006,1,1,20251118,OBJ_MP_1494_0267.fits.gz,30006
20251118::OBJ_MP_1494_0267.fits.gz::93210,1,1,20251118,OBJ_MP_1494_0267.fits.gz,93210
20251118::OBJ_MP_1494_0287.fits.gz::105096,1,1,20251118,OBJ_MP_1494_0287.fits.gz,105096
20251118::OBJ_MP_1494_0287.fits.gz::33752,1,1,20251118,OBJ_MP_1494_0287.fits.gz,33752
20251118::OBJ_MP_1495_0251.fits.gz::16690,1,1,20251118,OBJ_MP_1495_0251.fits.gz,16690
20251118::OBJ_MP_1495_0251.fits.gz::50940,1,1,20251118,OBJ_MP_1495_0251.fits.gz,50940
20251118::OBJ_MP_1495_0251.fits.gz::77421,1,1,20251118,OBJ_MP_1495_0251.fits.gz,77421
20251118::OBJ_MP_1495_0271.fits.gz::15951,1,1,20251118,OBJ_MP_1495_0271.fits.gz,15951
20251118::OBJ_MP_1495_0271.fits.gz::48574,1,1,20251118,OBJ_MP_1495_0271.fits.gz,48574
20251118::OBJ_MP_1495_0271.fits.gz::73825,1,1,20251118,OBJ_MP_1495_0271.fits.gz,73825
20251118::OBJ_MP_1495_0291.fits.gz::15342,1,1,20251118,OBJ_MP_1495_0291.fits.gz,15342
20251118::OBJ_MP_1495_0291.fits.gz::46973,1,1,20251118,OBJ_MP_1495_0291.fits.gz,46973
20251118::OBJ_MP_1495_0291.fits.gz::71691,1,1,20251118,OBJ_MP_1495_0291.fits.gz,71691
20251118::OBJ_MP_1601_0025.fits.gz::2799,1,1,20251118,OBJ_MP_1601_0025.fits.gz,2799
20251118::OBJ_MP_1601_0025.fits.gz::6860,1,1,20251118,OBJ_MP_1601_0025.fits.gz,6860
20251118::OBJ_MP_1601_0025.fits.gz::8813,1,1,20251118,OBJ_MP_1601_0025.fits.gz,8813
20251118::OBJ_MP_1601_0041.fits.gz::2886,1,1,20251118,OBJ_MP_1601_0041.fits.gz,2886
20251118::OBJ_MP_1601_0041.fits.gz::7086,1,1,20251118,OBJ_MP_1601_0041.fits.gz,7086
20251118::OBJ_MP_1601_0041.fits.gz::9115,1,1,20251118,OBJ_MP_1601_0041.fits.gz,9115
20251118::OBJ_MP_1601_0057.fits.gz::2842,1,1,20251118,OBJ_MP_1601_0057.fits.gz,2842
20251118::OBJ_MP_1601_0057.fits.gz::7019,1,1,20251118,OBJ_MP_1601_0057.fits.gz,7019
20251118::OBJ_MP_1601_0057.fits.gz::9043,1,1,20251118,OBJ_MP_1601_0057.fits.gz,9043
20251118::OBJ_MP_1602_0026.fits.gz::16136,1,1,20251118,OBJ_MP_1602_0026.fits.gz,16136
20251118::OBJ_MP_1602_0042.fits.gz::14463,1,1,20251118,OBJ_MP_1602_0042.fits.gz,14463
20251118::OBJ_MP_1602_0058.fits.gz::16483,1,1,20251118,OBJ_MP_1602_0058.fits.gz,16483
20251118::OBJ_MP_1604_0037.fits.gz::2838,1,1,20251118,OBJ_MP_1604_0037.fits.gz,2838
20251118::OBJ_MP_1604_0037.fits.gz::539,1,1,20251118,OBJ_MP_1604_0037.fits.gz,539
20251118::OBJ_MP_1604_0037.fits.gz::7956,1,1,20251118,OBJ_MP_1604_0037.fits.gz,7956
20251118::OBJ_MP_1604_0037.fits.gz::8010,1,1,20251118,OBJ_MP_1604_0037.fits.gz,8010
20251118::OBJ_MP_1604_0053.fits.gz::2799,1,1,20251118,OBJ_MP_1604_0053.fits.gz,2799
20251118::OBJ_MP_1604_0053.fits.gz::546,1,1,20251118,OBJ_MP_1604_0053.fits.gz,546
20251118::OBJ_MP_1604_0053.fits.gz::7733,1,1,20251118,OBJ_MP_1604_0053.fits.gz,7733
20251118::OBJ_MP_1604_0053.fits.gz::7776,1,1,20251118,OBJ_MP_1604_0053.fits.gz,7776
20251118::OBJ_MP_1604_0069.fits.gz::2810,1,1,20251118,OBJ_MP_1604_0069.fits.gz,2810
20251118::OBJ_MP_1604_0069.fits.gz::535,1,1,20251118,OBJ_MP_1604_0069.fits.gz,535
20251118::OBJ_MP_1604_0069.fits.gz::7789,1,1,20251118,OBJ_MP_1604_0069.fits.gz,7789
20251118::OBJ_MP_1604_0069.fits.gz::7831,1,1,20251118,OBJ_MP_1604_0069.fits.gz,7831
20251118::OBJ_MP_1610_0141.fits.gz::12120,1,1,20251118,OBJ_MP_1610_0141.fits.gz,12120
20251118::OBJ_MP_1610_0141.fits.gz::14284,1,1,20251118,OBJ_MP_1610_0141.fits.gz,14284
20251118::OBJ_MP_1610_0141.fits.gz::18485,1,1,20251118,OBJ_MP_1610_0141.fits.gz,18485
20251118::OBJ_MP_1610_0141.fits.gz::3599,1,1,20251118,OBJ_MP_1610_0141.fits.gz,3599
20251118::OBJ_MP_1610_0141.fits.gz::3662,1,1,20251118,OBJ_MP_1610_0141.fits.gz,3662
20251118::OBJ_MP_1610_0141.fits.gz::583,1,1,20251118,OBJ_MP_1610_0141.fits.gz,583
20251118::OBJ_MP_1610_0141.fits.gz::664,1,1,20251118,OBJ_MP_1610_0141.fits.gz,664
20251118::OBJ_MP_1610_0141.fits.gz::7379,1,1,20251118,OBJ_MP_1610_0141.fits.gz,7379
20251118::OBJ_MP_1610_0157.fits.gz::12340,1,1,20251118,OBJ_MP_1610_0157.fits.gz,12340
20251118::OBJ_MP_1610_0157.fits.gz::14548,1,1,20251118,OBJ_MP_1610_0157.fits.gz,14548
20251118::OBJ_MP_1610_0157.fits.gz::18946,1,1,20251118,OBJ_MP_1610_0157.fits.gz,18946
20251118::OBJ_MP_1610_0157.fits.gz::3660,1,1,20251118,OBJ_MP_1610_0157.fits.gz,3660
20251118::OBJ_MP_1610_0157.fits.gz::3726,1,1,20251118,OBJ_MP_1610_0157.fits.gz,3726
20251118::OBJ_MP_1610_0157.fits.gz::583,1,1,20251118,OBJ_MP_1610_0157.fits.gz,583
20251118::OBJ_MP_1610_0157.fits.gz::672,1,1,20251118,OBJ_MP_1610_0157.fits.gz,672
20251118::OBJ_MP_1610_0157.fits.gz::7482,1,1,20251118,OBJ_MP_1610_0157.fits.gz,7482
20251118::OBJ_MP_1610_0173.fits.gz::12175,1,1,20251118,OBJ_MP_1610_0173.fits.gz,12175
20251118::OBJ_MP_1610_0173.fits.gz::14274,1,1,20251118,OBJ_MP_1610_0173.fits.gz,14274
20251118::OBJ_MP_1610_0173.fits.gz::18598,1,1,20251118,OBJ_MP_1610_0173.fits.gz,18598
20251118::OBJ_MP_1610_0173.fits.gz::3647,1,1,20251118,OBJ_MP_1610_0173.fits.gz,3647
20251118::OBJ_MP_1610_0173.fits.gz::3717,1,1,20251118,OBJ_MP_1610_0173.fits.gz,3717
20251118::OBJ_MP_1610_0173.fits.gz::589,1,1,20251118,OBJ_MP_1610_0173.fits.gz,589
20251118::OBJ_MP_1610_0173.fits.gz::703,1,1,20251118,OBJ_MP_1610_0173.fits.gz,703
20251118::OBJ_MP_1610_0173.fits.gz::7388,1,1,20251118,OBJ_MP_1610_0173.fits.gz,7388
20251118::OBJ_MP_1621_0148.fits.gz::1241,1,1,20251118,OBJ_MP_1621_0148.fits.gz,1241
20251118::OBJ_MP_1621_0164.fits.gz::1304,1,1,20251118,OBJ_MP_1621_0164.fits.gz,1304
20251118::OBJ_MP_1621_0180.fits.gz::1307,1,1,20251118,OBJ_MP_1621_0180.fits.gz,1307
20251118::OBJ_MP_1622_0185.fits.gz::37556,1,1,20251118,OBJ_MP_1622_0185.fits.gz,37556
20251118::OBJ_MP_1622_0185.fits.gz::43422,1,1,20251118,OBJ_MP_1622_0185.fits.gz,43422
20251118::OBJ_MP_1622_0205.fits.gz::38937,1,1,20251118,OBJ_MP_1622_0205.fits.gz,38937
20251118::OBJ_MP_1622_0205.fits.gz::45078,1,1,20251118,OBJ_MP_1622_0205.fits.gz,45078
20251118::OBJ_MP_1622_0225.fits.gz::40649,1,1,20251118,OBJ_MP_1622_0225.fits.gz,40649
20251118::OBJ_MP_1622_0225.fits.gz::47171,1,1,20251118,OBJ_MP_1622_0225.fits.gz,47171
20251118::OBJ_MP_1623_0188.fits.gz::7415,1,1,20251118,OBJ_MP_1623_0188.fits.gz,7415
20251118::OBJ_MP_1623_0208.fits.gz::7511,1,1,20251118,OBJ_MP_1623_0208.fits.gz,7511
20251118::OBJ_MP_1623_0228.fits.gz::7952,1,1,20251118,OBJ_MP_1623_0228.fits.gz,7952
20251118::OBJ_MP_1624_0194.fits.gz::75972,1,1,20251118,OBJ_MP_1624_0194.fits.gz,75972
20251118::OBJ_MP_1624_0214.fits.gz::75537,1,1,20251118,OBJ_MP_1624_0214.fits.gz,75537
20251118::OBJ_MP_1624_0234.fits.gz::76009,1,1,20251118,OBJ_MP_1624_0234.fits.gz,76009
20251118::OBJ_MP_1627_0248.fits.gz::72510,1,1,20251118,OBJ_MP_1627_0248.fits.gz,72510
20251118::OBJ_MP_1627_0268.fits.gz::72462,1,1,20251118,OBJ_MP_1627_0268.fits.gz,72462
20251118::OBJ_MP_1627_0288.fits.gz::80226,1,1,20251118,OBJ_MP_1627_0288.fits.gz,80226
20251118::OBJ_MP_1628_0253.fits.gz::60537,1,1,20251118,OBJ_MP_1628_0253.fits.gz,60537
20251118::OBJ_MP_1628_0273.fits.gz::64568,1,1,20251118,OBJ_MP_1628_0273.fits.gz,64568
20251118::OBJ_MP_1628_0293.fits.gz::64520,1,1,20251118,OBJ_MP_1628_0293.fits.gz,64520
20251118::OBJ_MP_1735_0087.fits.gz::15405,1,1,20251118,OBJ_MP_1735_0087.fits.gz,15405
20251118::OBJ_MP_1735_0108.fits.gz::14768,1,1,20251118,OBJ_MP_1735_0108.fits.gz,14768
20251118::OBJ_MP_1735_0129.fits.gz::15407,1,1,20251118,OBJ_MP_1735_0129.fits.gz,15407
20251118::OBJ_MP_1740_0140.fits.gz::21153,1,1,20251118,OBJ_MP_1740_0140.fits.gz,21153
20251118::OBJ_MP_1740_0140.fits.gz::8635,1,1,20251118,OBJ_MP_1740_0140.fits.gz,8635
20251118::OBJ_MP_1740_0156.fits.gz::23522,1,1,20251118,OBJ_MP_1740_0156.fits.gz,23522
20251118::OBJ_MP_1740_0156.fits.gz::8557,1,1,20251118,OBJ_MP_1740_0156.fits.gz,8557
20251118::OBJ_MP_1740_0172.fits.gz::22147,1,1,20251118,OBJ_MP_1740_0172.fits.gz,22147
20251118::OBJ_MP_1740_0172.fits.gz::8190,1,1,20251118,OBJ_MP_1740_0172.fits.gz,8190
20251118::OBJ_MP_1751_0147.fits.gz::33443,1,1,20251118,OBJ_MP_1751_0147.fits.gz,33443
20251118::OBJ_MP_1751_0147.fits.gz::6362,1,1,20251118,OBJ_MP_1751_0147.fits.gz,6362
20251118::OBJ_MP_1751_0163.fits.gz::35273,1,1,20251118,OBJ_MP_1751_0163.fits.gz,35273
20251118::OBJ_MP_1751_0163.fits.gz::6732,1,1,20251118,OBJ_MP_1751_0163.fits.gz,6732
20251118::OBJ_MP_1751_0179.fits.gz::33337,1,1,20251118,OBJ_MP_1751_0179.fits.gz,33337
20251118::OBJ_MP_1751_0179.fits.gz::6416,1,1,20251118,OBJ_MP_1751_0179.fits.gz,6416
20251118::OBJ_MP_1752_0189.fits.gz::4236,1,1,20251118,OBJ_MP_1752_0189.fits.gz,4236
20251118::OBJ_MP_1752_0189.fits.gz::5444,1,1,20251118,OBJ_MP_1752_0189.fits.gz,5444
20251118::OBJ_MP_1752_0209.fits.gz::4259,1,1,20251118,OBJ_MP_1752_0209.fits.gz,4259
20251118::OBJ_MP_1752_0209.fits.gz::5417,1,1,20251118,OBJ_MP_1752_0209.fits.gz,5417
20251118::OBJ_MP_1752_0229.fits.gz::4382,1,1,20251118,OBJ_MP_1752_0229.fits.gz,4382
20251118::OBJ_MP_1752_0229.fits.gz::5497,1,1,20251118,OBJ_MP_1752_0229.fits.gz,5497
20251118::OBJ_MP_1753_0192.fits.gz::24113,1,1,20251118,OBJ_MP_1753_0192.fits.gz,24113
