night,provenance_path,provenance_row,trk_sub,linkage_id,detection_index,image_name,catalog_name,obj_id,source_tracklet_ids,link_tracklet_ids,groups,exp_pairs,mjd,ra_win_deg,dec_win_deg,ra_psf_deg,dec_psf_deg,ra_err_deg,dec_err_deg,x_win_px,y_win_px,mag_aper4,magerr_aper4,mag_psf,magerr_psf,flag,n_obs,n_tracklets,rms_arcsec,med_arcsec,max_arcsec,a_au,ecc,inc_deg,best_v1_kms,lin_rms_arcsec,lin_speed_arcsec_per_day,lin_dir_deg,detection_key,linkage_detection_key,final_paper_status
20260112,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260112/20260112_unknown_review_full.fits,15,00000C3,119,0,OBJ_MP_1495_0205.fits.gz,OBJ_MP_1495_0205_cat.fits.gz,28981,20260112001800010008,20260112001800010008;20260112001801020049,17,0->1,61052.52973349537,84.07241399618016,35.44024527020233,84.0719741606643,35.440206673813584,6.033390121729099e-06,5.931288349358965e-06,8300.848341728826,2429.9360273709112,15.255777359008789,0.012272949330508709,17.922252655029297,0.059454310685396194,0,3,2,0.40570935589109175,0.0,0.7027092175094145,1.8856468858593944,0.31058142985426423,26.186715233910242,29.905663443753543,0.41237313402218145,258.96733380681127,30.105441088632485,20260112::OBJ_MP_1495_0205.fits.gz::28981,20260112::119::20260112::OBJ_MP_1495_0205.fits.gz::28981,retained_after_posthoc_audit
20260112,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260112/20260112_unknown_review_full.fits,16,00000C3,119,1,OBJ_MP_1495_0233.fits.gz,OBJ_MP_1495_0233_cat.fits.gz,29888,20260112001800010008;20260112001801020049,20260112001800010008;20260112001801020049,17,0->1;1->2,61052.55698405093,84.07461822014037,35.44144992382593,84.0746207193521,35.44145015230535,6.700143956095417e-06,6.575395431696052e-06,8300.858256871283,2429.9716665169544,16.206707000732422,0.01805931143462658,18.321849822998047,0.08604403585195541,0,3,2,0.40570935589109175,0.0,0.7027092175094145,1.8856468858593944,0.31058142985426423,26.186715233910242,29.905663443753543,0.41237313402218145,258.96733380681127,30.105441088632485,20260112::OBJ_MP_1495_0233.fits.gz::29888,20260112::119::20260112::OBJ_MP_1495_0233.fits.gz::29888,retained_after_posthoc_audit
20260112,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260112/20260112_unknown_review_full.fits,17,00000C3,119,2,OBJ_MP_1495_0261.fits.gz,OBJ_MP_1495_0261_cat.fits.gz,30014,20260112001801020049,20260112001800010008;20260112001801020049,17,1->2,61052.584179756945,84.07657278727369,35.442209666211504,84.07655459251768,35.442027865236895,7.743232941948008e-06,7.796465936849017e-06,8300.847629977894,2429.99369067846,16.771194458007812,0.024709196761250496,18.2840576171875,0.08002462983131409,0,3,2,0.40570935589109175,0.0,0.7027092175094145,1.8856468858593944,0.31058142985426423,26.186715233910242,29.905663443753543,0.41237313402218145,258.96733380681127,30.105441088632485,20260112::OBJ_MP_1495_0261.fits.gz::30014,20260112::119::20260112::OBJ_MP_1495_0261.fits.gz::30014,retained_after_posthoc_audit
20260205,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260205/20260205_unknown_review_full.fits,12,00000LG,51,0,OBJ_MP_0966_0053.fits.gz,OBJ_MP_0966_0053_cat.fits.gz,30147,20260205002300010066,20260205002300010066;20260205002301020193,22,0->1,61076.46450630787,110.19998847282743,22.434781407959964,110.19997925127784,22.434773743336166,9.459271251444079e-05,8.731231244141213e-05,4701.749520141477,5725.20616000924,17.668039321899414,0.0648769661784172,17.684589385986328,0.05574773997068405,0,3,2,0.15606832795671188,0.003073585126505738,0.27030079919985706,6.619960619464066,0.3806609690793234,22.745519369776567,17.28401799323114,0.12531344083026655,372.19432603170435,168.22910548796708,20260205::OBJ_MP_0966_0053.fits.gz::30147,20260205::51::20260205::OBJ_MP_0966_0053.fits.gz::30147,retained_after_posthoc_audit
20260205,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260205/20260205_unknown_review_full.fits,13,00000LG,51,1,OBJ_MP_0966_0081.fits.gz,OBJ_MP_0966_0081_cat.fits.gz,33483,20260205002300010066;20260205002301020193,20260205002300010066;20260205002301020193,22,0->1;1->2,61076.491546400466,110.19698307267842,22.43542064785421,110.19697360011011,22.435405955942016,7.197647764201065e-05,6.670071965331204e-05,4700.824623103116,5709.921127050674,17.594253540039062,0.05218709260225296,17.61551284790039,0.04269043356180191,0,3,2,0.15606832795671188,0.003073585126505738,0.27030079919985706,6.619960619464066,0.3806609690793234,22.745519369776567,17.28401799323114,0.12531344083026655,372.19432603170435,168.22910548796708,20260205::OBJ_MP_0966_0081.fits.gz::33483,20260205::51::20260205::OBJ_MP_0966_0081.fits.gz::33483,retained_after_posthoc_audit
20260205,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260205/20260205_unknown_review_full.fits,14,00000LG,51,2,OBJ_MP_0966_0108.fits.gz,OBJ_MP_0966_0108_cat.fits.gz,32965,20260205002301020193,20260205002300010066;20260205002301020193,22,1->2,61076.543359131945,110.19134554495389,22.43645755409215,110.19136078573484,22.436445975292532,7.635053687238269e-05,7.084881557162248e-05,4692.984010116386,5677.499840205271,17.69281768798828,0.05229492858052254,17.689434051513672,0.04387875646352768,0,3,2,0.15606832795671188,0.003073585126505738,0.27030079919985706,6.619960619464066,0.3806609690793234,22.745519369776567,17.28401799323114,0.12531344083026655,372.19432603170435,168.22910548796708,20260205::OBJ_MP_0966_0108.fits.gz::32965,20260205::51::20260205::OBJ_MP_0966_0108.fits.gz::32965,retained_after_posthoc_audit
20260205,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260205/20260205_unknown_review_full.fits,21,00000LJ,67,0,OBJ_MP_0965_0057.fits.gz,OBJ_MP_0965_0057_cat.fits.gz,23724,20260205002700010009,20260205002700010009;20260205002701020152,26,0->1,61076.46865206018,106.66000749489724,23.999293400356088,106.65998863165007,23.99930462151655,9.531321185818342e-05,8.723670756083379e-05,8551.699641802725,3846.9864080116454,17.302574157714844,0.04828255623579025,17.317245483398438,0.04205981269478798,0,3,2,0.06090560530907834,0.0,0.10549160286106044,6.667924511466893,0.38511601508415005,24.505435779819944,17.311881125900015,0.034599536137308914,336.8449346228966,175.39274876715606,20260205::OBJ_MP_0965_0057.fits.gz::23724,20260205::67::20260205::OBJ_MP_0965_0057.fits.gz::23724,retained_after_posthoc_audit
20260205,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260205/20260205_unknown_review_full.fits,22,00000LJ,67,1,OBJ_MP_0965_0085.fits.gz,OBJ_MP_0965_0085_cat.fits.gz,23723,20260205002700010009;20260205002701020152,20260205002700010009;20260205002701020152,26,0->1;1->2,61076.49569466435,106.65722675287067,23.99948399749754,106.65724343732514,23.99947370754427,8.738612459069373e-05,7.974874780103391e-05,8548.395585059765,3829.0377449100215,17.293243408203125,0.04481286555528641,17.316482543945312,0.039992548525333405,0,3,2,0.06090560530907834,0.0,0.10549160286106044,6.667924511466893,0.38511601508415005,24.505435779819944,17.311881125900015,0.034599536137308914,336.8449346228966,175.39274876715606,20260205::OBJ_MP_0965_0085.fits.gz::23723,20260205::67::20260205::OBJ_MP_0965_0085.fits.gz::23723,retained_after_posthoc_audit
20260205,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260205/20260205_unknown_review_full.fits,23,00000LJ,67,2,OBJ_MP_0965_0112.fits.gz,OBJ_MP_0965_0112_cat.fits.gz,23701,20260205002701020152,20260205002700010009;20260205002701020152,26,1->2,61076.54752079861,106.65195187772397,23.999883767667225,106.65193773027812,23.99990151611155,8.21785377524975e-05,7.522088251477044e-05,8539.4019754788,3797.9032107501876,17.17305564880371,0.037283554673194885,17.12232780456543,0.03273264691233635,0,3,2,0.06090560530907834,0.0,0.10549160286106044,6.667924511466893,0.38511601508415005,24.505435779819944,17.311881125900015,0.034599536137308914,336.8449346228966,175.39274876715606,20260205::OBJ_MP_0965_0112.fits.gz::23701,20260205::67::20260205::OBJ_MP_0965_0112.fits.gz::23701,retained_after_posthoc_audit
20260206,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260206/20260206_unknown_review_full.fits,21,00000LX,102,0,OBJ_MP_0965_0014.fits.gz,OBJ_MP_0965_0014_cat.fits.gz,50842,20260206001400010135,20260206001400010135;20260206001401020280,13,0->1,61077.50686840278,108.20381288154975,23.10009663546793,108.20383605540711,23.100105536665215,9.35321030368641e-05,8.592244191163445e-05,5713.885609590994,8246.557269191379,17.364055633544922,0.04787684231996536,17.334285736083984,0.04036426916718483,0,3,2,0.053970381121304686,0.0,0.09347944220595587,9.733894994068523,0.5787914294140409,22.820360807055298,18.482621340835408,0.04076552683002232,302.85869847434503,166.3064920225102,20260206::OBJ_MP_0965_0014.fits.gz::50842,20260206::102::20260206::OBJ_MP_0965_0014.fits.gz::50842,retained_after_posthoc_audit
20260206,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260206/20260206_unknown_review_full.fits,22,00000LX,102,1,OBJ_MP_0965_0040.fits.gz,OBJ_MP_0965_0040_cat.fits.gz,55601,20260206001400010135;20260206001401020280,20260206001400010135;20260206001401020280,13,0->1;1->2,61077.53237195602,108.20155773148494,23.100582814487257,108.20155711801198,23.100572237888496,5.426143988529475e-05,5.004193456414896e-05,5718.737587218812,8233.76815371067,17.341073989868164,0.04237113147974014,17.280723571777344,0.03358819708228111,0,3,2,0.053970381121304686,0.0,0.09347944220595587,9.733894994068523,0.5787914294140409,22.820360807055298,18.482621340835408,0.04076552683002232,302.85869847434503,166.3064920225102,20260206::OBJ_MP_0965_0040.fits.gz::55601,20260206::102::20260206::OBJ_MP_0965_0040.fits.gz::55601,retained_after_posthoc_audit
20260206,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260206/20260206_unknown_review_full.fits,23,00000LX,102,2,OBJ_MP_0965_0066.fits.gz,OBJ_MP_0965_0066_cat.fits.gz,53262,20260206001401020280,20260206001400010135;20260206001401020280,13,1->2,61077.55788368056,108.19927959862635,23.101112618735886,108.19928658610331,23.101108770368025,6.420324758948937e-05,5.899504767725716e-05,5716.7689097315915,8221.633499718793,17.326677322387695,0.041855763643980026,17.29049301147461,0.034816961735486984,0,3,2,0.053970381121304686,0.0,0.09347944220595587,9.733894994068523,0.5787914294140409,22.820360807055298,18.482621340835408,0.04076552683002232,302.85869847434503,166.3064920225102,20260206::OBJ_MP_0965_0066.fits.gz::53262,20260206::102::20260206::OBJ_MP_0965_0066.fits.gz::53262,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,18,00000Ma,120,0,OBJ_MP_0966_0019.fits.gz,OBJ_MP_0966_0019_cat.fits.gz,28257,20260207001900010049,20260207001900010049;20260207001901020106,18,0->1,61078.462151747684,109.98968301799314,22.47368964996506,109.98968373442878,22.473689342167486,8.520729757321988e-05,7.892665762199158e-05,4828.753460977697,5146.984641405148,17.679658889770508,0.06474746763706207,17.663375854492188,0.0513078048825264,0,3,2,0.05532453227710378,0.0,0.09582490080892803,1.4729235476793987,0.11740158209572255,23.456043903696475,27.613793848627367,0.07579041174204548,354.1796753027618,169.1849835193691,20260207::OBJ_MP_0966_0019.fits.gz::28257,20260207::120::20260207::OBJ_MP_0966_0019.fits.gz::28257,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,19,00000Ma,120,1,OBJ_MP_0966_0046.fits.gz,OBJ_MP_0966_0046_cat.fits.gz,31167,20260207001900010049;20260207001901020106,20260207001900010049;20260207001901020106,18,0->1;1->2,61078.48850773148,109.98697488892371,22.474172361799177,109.98699567065707,22.474169744237475,6.644662786925437e-05,6.162176194735025e-05,4826.693227186248,5133.268707716922,17.854162216186523,0.06705132871866226,17.806550979614258,0.048668958246707916,0,3,2,0.05532453227710378,0.0,0.09582490080892803,1.4729235476793987,0.11740158209572255,23.456043903696475,27.613793848627367,0.07579041174204548,354.1796753027618,169.1849835193691,20260207::OBJ_MP_0966_0046.fits.gz::31167,20260207::120::20260207::OBJ_MP_0966_0046.fits.gz::31167,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,20,00000Ma,120,2,OBJ_MP_0966_0073.fits.gz,OBJ_MP_0966_0073_cat.fits.gz,31843,20260207001901020106,20260207001900010049;20260207001901020106,18,1->2,61078.51480657407,109.98417643145955,22.47466168763813,109.98417347429876,22.474653849915608,7.326497014048527e-05,6.807597988611747e-05,4822.634905660054,5116.132761004054,17.87993049621582,0.06425045430660248,17.866363525390625,0.04782303050160408,0,3,2,0.05532453227710378,0.0,0.09582490080892803,1.4729235476793987,0.11740158209572255,23.456043903696475,27.613793848627367,0.07579041174204548,354.1796753027618,169.1849835193691,20260207::OBJ_MP_0966_0073.fits.gz::31843,20260207::120::20260207::OBJ_MP_0966_0073.fits.gz::31843,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,27,00000Md,159,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,20624,20260207002600010006,20260207002600010006;20260207002601020173,25,0->1,61078.46962516203,106.46522419213309,24.010533969286996,106.4652351168768,24.010532238207592,7.47804277096975e-05,6.864665185801755e-05,8604.796984187918,3323.7181732018144,17.219097137451172,0.044863902032375336,17.148704528808594,0.038431230932474136,0,3,2,0.07318747690309178,0.0,0.1267644284739287,6.446222146185185,0.3639685532382719,24.652521566677006,17.17921697193899,0.05567565788708754,318.74504541121644,176.46237653982163,20260207::OBJ_MP_0965_0026.fits.gz::20624,20260207::159::20260207::OBJ_MP_0965_0026.fits.gz::20624,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,28,00000Md,159,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,22991,20260207002600010006;20260207002601020173,20260207002600010006;20260207002601020173,25,0->1;1->2,61078.495940277775,106.46264396716452,24.010687043518086,106.4626438309408,24.01067357180057,5.905851308796173e-05,5.419412575591309e-05,8598.306608950712,3307.275215507138,17.225772857666016,0.040449708700180054,17.289331436157227,0.033204335719347,0,3,2,0.07318747690309178,0.0,0.1267644284739287,6.446222146185185,0.3639685532382719,24.652521566677006,17.17921697193899,0.05567565788708754,318.74504541121644,176.46237653982163,20260207::OBJ_MP_0965_0053.fits.gz::22991,20260207::159::20260207::OBJ_MP_0965_0053.fits.gz::22991,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,29,00000Md,159,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,22649,20260207002601020173,20260207002600010006;20260207002601020173,25,1->2,61078.52220726852,106.46013727479422,24.010821234696593,106.46014131237776,24.010837024067992,6.31056275182118e-05,5.810405019346376e-05,8592.864538189457,3292.0021995955135,17.239856719970703,0.03921503201127052,17.250507354736328,0.032671842724084854,0,3,2,0.07318747690309178,0.0,0.1267644284739287,6.446222146185185,0.3639685532382719,24.652521566677006,17.17921697193899,0.05567565788708754,318.74504541121644,176.46237653982163,20260207::OBJ_MP_0965_0080.fits.gz::22649,20260207::159::20260207::OBJ_MP_0965_0080.fits.gz::22649,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,33,00000Mf,168,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,37160,20260207002600010040,20260207002600010040;20260207002601020232,25,0->1,61078.46962516203,107.35841963108685,22.512040091874972,107.35844899681675,22.512025009168674,0.00013985386378578823,0.00012947163407872608,3909.38998858906,5833.767229951776,18.520288467407227,0.14665648341178894,18.38776206970215,0.10195861011743546,0,3,2,0.054752391437705994,0.0,0.09483392380600596,2.5880525364381706,0.18857907014635075,22.99673534505769,22.407711586052162,0.05032287205858653,426.48738435176665,167.92245989572692,20260207::OBJ_MP_0965_0026.fits.gz::37160,20260207::168::20260207::OBJ_MP_0965_0026.fits.gz::37160,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,34,00000Mf,168,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,41555,20260207002600010040;20260207002601020232,20260207002600010040;20260207002601020232,25,0->1;1->2,61078.495940277775,107.35511379199956,22.512721533864344,107.35511277934093,22.512717101899696,9.490400033485002e-05,8.798597833958866e-05,3904.258332786751,5815.71459190325,18.31114387512207,0.10823090374469757,18.190277099609375,0.07031472027301788,0,3,2,0.054752391437705994,0.0,0.09483392380600596,2.5880525364381706,0.18857907014635075,22.99673534505769,22.407711586052162,0.05032287205858653,426.48738435176665,167.92245989572692,20260207::OBJ_MP_0965_0053.fits.gz::41555,20260207::168::20260207::OBJ_MP_0965_0053.fits.gz::41555,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,35,00000Mf,168,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,41018,20260207002601020232,20260207002600010040;20260207002601020232,25,1->2,61078.52220726852,107.35182569051236,22.51334347053782,107.35182976933258,22.513323119922504,0.00012637631878931188,0.00011688293038503161,3900.1932576956747,5798.591551133295,18.81363868713379,0.1631399244070053,18.488916397094727,0.09558054059743881,0,3,2,0.054752391437705994,0.0,0.09483392380600596,2.5880525364381706,0.18857907014635075,22.99673534505769,22.407711586052162,0.05032287205858653,426.48738435176665,167.92245989572692,20260207::OBJ_MP_0965_0080.fits.gz::41018,20260207::168::20260207::OBJ_MP_0965_0080.fits.gz::41018,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,36,00000Mg,174,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,42251,20260207002600010066,20260207002600010066;20260207002601020270,25,0->1,61078.46962516203,107.65578265762687,23.29318236879316,107.6557934022534,23.293159193748483,0.00019715276357601397,0.00018089494861683875,6337.980273540947,6701.674930918964,18.62116241455078,0.16129490733146667,18.506471633911133,0.12250757217407227,0,3,2,0.385813499762813,0.0,0.6682485838351551,9.965546283189479,0.5885825142034339,23.648188726952167,18.539843975236217,0.3086310292243722,281.2710999830769,171.6439795602148,20260207::OBJ_MP_0965_0026.fits.gz::42251,20260207::174::20260207::OBJ_MP_0965_0026.fits.gz::42251,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,37,00000Mg,174,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,47236,20260207002600010066;20260207002601020270,20260207002600010066;20260207002601020270,25,0->1;1->2,61078.495940277775,107.65337256758235,23.293451981900247,107.6533917278047,23.293514076579186,0.00015834546594817311,0.0001462164002816735,6331.656312347677,6686.060080357974,18.697092056274414,0.15338607132434845,18.56390380859375,0.11528030037879944,0,3,2,0.385813499762813,0.0,0.6682485838351551,9.965546283189479,0.5885825142034339,23.648188726952167,18.539843975236217,0.3086310292243722,281.2710999830769,171.6439795602148,20260207::OBJ_MP_0965_0053.fits.gz::47236,20260207::174::20260207::OBJ_MP_0965_0053.fits.gz::47236,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,38,00000Mg,174,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,46691,20260207002601020270,20260207002600010066;20260207002601020270,25,1->2,61078.52220726852,107.65135739825168,23.293779417534946,107.65139024050771,23.293804764549026,0.00013616167736074658,0.00012552409173594015,6326.771785545372,6672.50182074139,18.524343490600586,0.12512609362602234,18.368871688842773,0.09203564375638962,0,3,2,0.385813499762813,0.0,0.6682485838351551,9.965546283189479,0.5885825142034339,23.648188726952167,18.539843975236217,0.3086310292243722,281.2710999830769,171.6439795602148,20260207::OBJ_MP_0965_0080.fits.gz::46691,20260207::174::20260207::OBJ_MP_0965_0080.fits.gz::46691,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,39,00000Mh,177,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,49690,20260207002600010121,20260207002600010121;20260207002601020369,25,0->1,61078.46962516203,108.12191325621602,23.11741199765148,108.12191289472275,23.117408740944406,5.953496281563275e-05,5.472557071328765e-05,5786.366392173381,8035.3612589613385,17.063215255737305,0.039283547550439835,17.0413761138916,0.03223981335759163,0,3,2,0.022021402707374686,0.0,0.038142188343107786,3.2648892506029314,0.3567928862095458,23.409110882854076,23.940887484248567,0.02638936965265091,293.3103270417572,168.22889236999907,20260207::OBJ_MP_0965_0026.fits.gz::49690,20260207::177::20260207::OBJ_MP_0965_0026.fits.gz::49690,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,40,00000Mh,177,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,55550,20260207002600010121;20260207002601020369,20260207002600010121;20260207002601020369,25,0->1;1->2,61078.495940277775,108.11963388021974,23.117864710910922,108.1196312904497,23.117859215305625,4.2659988935156434e-05,3.9484443654203005e-05,5780.5359325454065,8020.144490875114,17.03668212890625,0.03436373919248581,17.033483505249023,0.027593867853283882,0,3,2,0.022021402707374686,0.0,0.038142188343107786,3.2648892506029314,0.3567928862095458,23.409110882854076,23.940887484248567,0.02638936965265091,293.3103270417572,168.22889236999907,20260207::OBJ_MP_0965_0053.fits.gz::55550,20260207::177::20260207::OBJ_MP_0965_0053.fits.gz::55550,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,41,00000Mh,177,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,54976,20260207002601020369,20260207002600010121;20260207002601020369,25,1->2,61078.52220726852,108.11735302623146,23.118285961552836,108.11735003907312,23.118271720925033,4.319229090299359e-05,3.984544433066617e-05,5775.911258319099,8005.969301043475,17.11579132080078,0.03530247136950493,17.08397102355957,0.02853252738714218,0,3,2,0.022021402707374686,0.0,0.038142188343107786,3.2648892506029314,0.3567928862095458,23.409110882854076,23.940887484248567,0.02638936965265091,293.3103270417572,168.22889236999907,20260207::OBJ_MP_0965_0080.fits.gz::54976,20260207::177::20260207::OBJ_MP_0965_0080.fits.gz::54976,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,42,00000Mi,178,0,OBJ_MP_0965_0026.fits.gz,OBJ_MP_0965_0026_cat.fits.gz,50649,20260207002600010129,20260207002600010129;20260207002601020374,25,0->1,61078.46962516203,108.1774613591883,23.113985852324937,108.17746288849872,23.11398528048045,1.2825011722839008e-05,1.176951382575453e-05,5775.517166322405,8194.715400007526,15.190118789672852,0.007998421788215637,15.193521499633789,0.007057270500808954,0,3,2,0.036668956903888224,0.003073585126505738,0.06343808221981304,5.117795338945294,0.5115084081995961,23.679473011647612,23.159458115106425,0.03393290500281795,258.7688595811352,172.07930478058896,20260207::OBJ_MP_0965_0026.fits.gz::50649,20260207::178::20260207::OBJ_MP_0965_0026.fits.gz::50649,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,43,00000Mi,178,1,OBJ_MP_0965_0053.fits.gz,OBJ_MP_0965_0053_cat.fits.gz,56677,20260207002600010129;20260207002601020374,20260207002600010129;20260207002601020374,25,0->1;1->2,61078.495940277775,108.17542077887472,23.114266228681398,108.17542129659246,23.11426716871493,1.0364209586555262e-05,9.666611088476884e-06,5769.143749534806,8180.175157140114,15.188132286071777,0.0072767785750329494,15.186419486999512,0.006331188604235649,0,3,2,0.036668956903888224,0.003073585126505738,0.06343808221981304,5.117795338945294,0.5115084081995961,23.679473011647612,23.159458115106425,0.03393290500281795,258.7688595811352,172.07930478058896,20260207::OBJ_MP_0965_0053.fits.gz::56677,20260207::178::20260207::OBJ_MP_0965_0053.fits.gz::56677,retained_after_posthoc_audit
20260207,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/20260207_unknown_review_full.fits,44,00000Mi,178,2,OBJ_MP_0965_0080.fits.gz,OBJ_MP_0965_0080_cat.fits.gz,56073,20260207002601020374,20260207002600010129;20260207002601020374,25,1->2,61078.52220726852,108.17339105718325,23.11450667987656,108.17339120891462,23.114506007054278,1.0643100807783412e-05,9.921142090973945e-06,5763.951462218655,8166.735827873978,15.168084144592285,0.006975746713578701,15.152973175048828,0.00611130241304636,0,3,2,0.036668956903888224,0.003073585126505738,0.06343808221981304,5.117795338945294,0.5115084081995961,23.679473011647612,23.159458115106425,0.03393290500281795,258.7688595811352,172.07930478058896,20260207::OBJ_MP_0965_0080.fits.gz::56073,20260207::178::20260207::OBJ_MP_0965_0080.fits.gz::56073,retained_after_posthoc_audit
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,48,00000NM,232,0,OBJ_MP_0966_0024.fits.gz,OBJ_MP_0966_0024_cat.fits.gz,28152,20260208002400010034,20260208002400010034;20260208002401020099,23,0->1,61079.469076030095,109.88753374439118,22.49259494809523,109.88753918142397,22.492590880426945,6.389899102998697e-05,5.909377122748083e-05,4893.38910716142,4863.768565171162,17.570098876953125,0.052553318440914154,17.62203598022461,0.04257538169622421,0,3,2,0.09475087455301152,0.0,0.164113328787401,6.126693160724735,0.3307972358944953,22.90833527410629,16.969034439282357,0.07726060125921808,351.1547670549097,169.02965138731022,20260208::OBJ_MP_0966_0024.fits.gz::28152,20260208::232::20260208::OBJ_MP_0966_0024.fits.gz::28152,retained_after_posthoc_audit
20260208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/20260208_unknown_review_full.fits,49,00000NM,232,1,OBJ_MP_0966_0051.fits.gz,OBJ_MP_0966_0051_cat.fits.gz,27760,20260208002400010034;20260208002401020099,20260208002400010034;20260208002401020099,23,0->1;1->2,61079.49535907408,109.88478143533406,22.493120187796645,109.88480263237761,22.49310735063812,8.116549854264576e-05,7.493688824311562e-05,4888.9521440469725,4846.052527282662,17.697330474853516,0.057735376060009,17.686120986938477,0.04541211202740669,0,3,2,0.09475087455301152,0.0,0.164113328787401,6.126693160724735,0.3307972358944953,22.90833527410629,16.969034439282357,0.07726060125921808,351.1547670549097,169.02965138731022,20260208::OBJ_MP_0966_0051.fits.gz::27760,20260208::232::20260208::OBJ_MP_0966_0051.fits.gz::27760,retained_after_posthoc_audit
