night,provenance_path,provenance_row,trk_sub,linkage_id,detection_index,image_name,catalog_name,obj_id,source_tracklet_ids,link_tracklet_ids,groups,exp_pairs,mjd,ra_win_deg,dec_win_deg,ra_psf_deg,dec_psf_deg,ra_err_deg,dec_err_deg,x_win_px,y_win_px,mag_aper4,magerr_aper4,mag_psf,magerr_psf,flag,n_obs,n_tracklets,rms_arcsec,med_arcsec,max_arcsec,a_au,ecc,inc_deg,best_v1_kms,lin_rms_arcsec,lin_speed_arcsec_per_day,lin_dir_deg,detection_key,linkage_detection_key,final_paper_status
20251208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251208/20251208_unknown_review_full.fits,43,00000cs,449,1,OBJ_MP_1210_0083.fits.gz,OBJ_MP_1210_0083_cat.fits.gz,9181,20251208002600010026;20251208002601020060,20251208002600010026;20251208002601020060,25,0->1;1->2,61017.48187351852,34.91309581737564,19.71184720022901,34.91309683444,19.71184278652206,1.47550562630272e-05,1.409806746366371e-05,4674.524269274315,5371.393434598873,15.937070846557617,0.012088648974895477,15.951947212219238,0.01072713453322649,0,3,2,0.01636040616895529,0.003073585126505738,0.02816987299420595,3.3040368381776677,0.0012217897043561392,21.55593699135638,16.405946493323977,0.014996751283622099,497.6980885870791,232.22603889423468,20251208::OBJ_MP_1210_0083.fits.gz::9181,20251208::449::20251208::OBJ_MP_1210_0083.fits.gz::9181,retained_after_posthoc_audit
20251208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251208/20251208_unknown_review_full.fits,44,00000cs,449,2,OBJ_MP_1210_0111.fits.gz,OBJ_MP_1210_0111_cat.fits.gz,8505,20251208002601020060,20251208002600010026;20251208002601020060,25,1->2,61017.51100258102,34.9104777510583,19.70865549228764,34.91048026995156,19.708653856017456,2.1134517083964965e-05,1.9910489491792305e-05,4659.225132261522,5356.921967128362,16.15353775024414,0.014611048623919487,16.16417121887207,0.012845578603446484,0,3,2,0.01636040616895529,0.003073585126505738,0.02816987299420595,3.3040368381776677,0.0012217897043561392,21.55593699135638,16.405946493323977,0.014996751283622099,497.6980885870791,232.22603889423468,20251208::OBJ_MP_1210_0111.fits.gz::8505,20251208::449::20251208::OBJ_MP_1210_0111.fits.gz::8505,retained_after_posthoc_audit
20251208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251208/20251208_unknown_review_full.fits,114,00000cR,1115,0,OBJ_MP_1103_0311.fits.gz,OBJ_MP_1103_0311_cat.fits.gz,8268,20251208013000010008,20251208013000010008;20251208013001020046,129,0->1,61017.759598414355,113.95591743336693,23.090286246327047,113.95591786884331,23.090290446086925,7.880878989396933e-05,7.230171931738028e-05,604.3319778786764,2465.481366635175,17.165447235107422,0.07947713136672974,17.148868560791016,0.05393529310822487,0,3,2,0.08456549311697657,0.0,0.1464717306457196,1.38605058504359,0.06208329602776001,23.840010849782153,26.921591304900588,0.11094758760847878,301.5272054278414,168.5434341136023,20251208::OBJ_MP_1103_0311.fits.gz::8268,20251208::1115::20251208::OBJ_MP_1103_0311.fits.gz::8268,retained_after_posthoc_audit
20251208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251208/20251208_unknown_review_full.fits,115,00000cR,1115,1,OBJ_MP_1103_0338.fits.gz,OBJ_MP_1103_0338_cat.fits.gz,8094,20251208013000010008;20251208013001020046,20251208013000010008;20251208013001020046,129,0->1;1->2,61017.78582819444,113.95355964433988,23.090786064143124,113.95356193203502,23.090783651808376,7.843374027061145e-05,7.202229828706663e-05,600.4174276402962,2454.4699969277103,17.121566772460938,0.07615464925765991,17.166358947753906,0.052991971373558044,0,3,2,0.08456549311697657,0.0,0.1464717306457196,1.38605058504359,0.06208329602776001,23.840010849782153,26.921591304900588,0.11094758760847878,301.5272054278414,168.5434341136023,20251208::OBJ_MP_1103_0338.fits.gz::8094,20251208::1115::20251208::OBJ_MP_1103_0338.fits.gz::8094,retained_after_posthoc_audit
20251208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251208/20251208_unknown_review_full.fits,116,00000cR,1115,2,OBJ_MP_1103_0365.fits.gz,OBJ_MP_1103_0365_cat.fits.gz,7603,20251208013001020046,20251208013000010008;20251208013001020046,129,1->2,61017.812041481484,113.95123751976077,23.091158694088328,113.95120995426944,23.091158691818777,0.00010560670347103951,9.704338216920405e-05,595.0197312949742,2445.629582858964,16.95009994506836,0.06647263467311859,17.072832107543945,0.053933028131723404,0,3,2,0.08456549311697657,0.0,0.1464717306457196,1.38605058504359,0.06208329602776001,23.840010849782153,26.921591304900588,0.11094758760847878,301.5272054278414,168.5434341136023,20251208::OBJ_MP_1103_0365.fits.gz::7603,20251208::1115::20251208::OBJ_MP_1103_0365.fits.gz::7603,retained_after_posthoc_audit
20251208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251208/20251208_unknown_review_full.fits,120,00000cT,1141,0,OBJ_MP_0967_0314.fits.gz,OBJ_MP_0967_0314_cat.fits.gz,31906,20251208013300010024,20251208013300010024;20251208013301020098,132,0->1,61017.7626025,113.95568798613895,23.09028017257568,113.95566818426256,23.090286522763623,0.00011434584641278889,0.00010495789734932259,8060.911105981904,8417.71981592947,17.247882843017578,0.08051905781030655,17.237119674682617,0.06737001240253448,0,3,2,0.10940408880090073,0.0,0.18949344035893728,5.884239135801841,0.3032234238716475,24.42393093813755,16.792317020496743,0.08748966105879653,311.0701444369908,167.34953358586463,20251208::OBJ_MP_0967_0314.fits.gz::31906,20251208::1141::20251208::OBJ_MP_0967_0314.fits.gz::31906,retained_after_posthoc_audit
20251208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251208/20251208_unknown_review_full.fits,121,00000cT,1141,1,OBJ_MP_0967_0341.fits.gz,OBJ_MP_0967_0341_cat.fits.gz,31969,20251208013300010024;20251208013301020098,20251208013300010024;20251208013301020098,132,0->1;1->2,61017.78884447917,113.95322766200219,23.090767670420227,113.95324787124459,23.090776529958408,9.489395192474603e-05,8.712516053321906e-05,8057.635236777652,8407.80979344421,17.02466583251953,0.0647340789437294,17.082218170166016,0.054213762283325195,0,3,2,0.10940408880090073,0.0,0.18949344035893728,5.884239135801841,0.3032234238716475,24.42393093813755,16.792317020496743,0.08748966105879653,311.0701444369908,167.34953358586463,20251208::OBJ_MP_0967_0341.fits.gz::31969,20251208::1141::20251208::OBJ_MP_0967_0341.fits.gz::31969,retained_after_posthoc_audit
20251208,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251208/20251208_unknown_review_full.fits,122,00000cT,1141,2,OBJ_MP_0967_0368.fits.gz,OBJ_MP_0967_0368_cat.fits.gz,35026,20251208013301020098,20251208013300010024;20251208013301020098,132,1->2,61017.815052743055,113.95088075597695,23.091272727635747,113.95090225806692,23.091254426078162,6.896417183099857e-05,6.344668415536603e-05,8053.05430666581,8399.33620340523,17.266054153442383,0.07924412190914154,17.16469383239746,0.05192376300692558,0,3,2,0.10940408880090073,0.0,0.18949344035893728,5.884239135801841,0.3032234238716475,24.42393093813755,16.792317020496743,0.08748966105879653,311.0701444369908,167.34953358586463,20251208::OBJ_MP_0967_0368.fits.gz::35026,20251208::1141::20251208::OBJ_MP_0967_0368.fits.gz::35026,retained_after_posthoc_audit
20251209,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251209/20251209_unknown_review_full.fits,192,00000e2,1083,0,OBJ_MP_0969_0457.fits.gz,OBJ_MP_0969_0457_cat.fits.gz,3285,20251209014300010004,20251209014300010004;20251209014301020012,142,0->1,61018.846585810184,117.19939509969666,21.001957651139012,117.19946641292438,21.001844184893802,0.00012050436372135209,0.0001128744561071926,4435.864047492038,1363.6531467648665,17.982437133789062,0.14568771421909332,17.839468002319336,0.10211780667304993,0,3,2,0.3318143578503113,0.0,0.5747193264775802,1.3373163364400535,0.02790389768736063,23.429182014787433,26.484860782554488,0.2820621332583253,279.05819969104846,167.87802706157777,20251209::OBJ_MP_0969_0457.fits.gz::3285,20251209::1083::20251209::OBJ_MP_0969_0457.fits.gz::3285,retained_after_posthoc_audit
20251209,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251209/20251209_unknown_review_full.fits,193,00000e2,1083,1,OBJ_MP_0969_0484.fits.gz,OBJ_MP_0969_0484_cat.fits.gz,3143,20251209014300010004;20251209014301020012,20251209014300010004;20251209014301020012,142,0->1;1->2,61018.87456671296,117.19716804920762,21.002572058584548,117.1971710384903,21.002516210994035,0.00021470498836606566,0.00020033653272832908,4434.304633005997,1361.8999590656515,17.79782485961914,0.12687508761882782,17.841562271118164,0.11604920029640198,0,3,2,0.3318143578503113,0.0,0.5747193264775802,1.3373163364400535,0.02790389768736063,23.429182014787433,26.484860782554488,0.2820621332583253,279.05819969104846,167.87802706157777,20251209::OBJ_MP_0969_0484.fits.gz::3143,20251209::1083::20251209::OBJ_MP_0969_0484.fits.gz::3143,retained_after_posthoc_audit
20251209,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251209/20251209_unknown_review_full.fits,194,00000e2,1083,2,OBJ_MP_0969_0511.fits.gz,OBJ_MP_0969_0511_cat.fits.gz,3054,20251209014301020012,20251209014300010004;20251209014301020012,142,1->2,61018.90068744213,117.19500204254483,21.002834626335385,117.19495404484977,21.002818760260723,0.00022912578839395792,0.00021399025394330806,4433.43441807568,1360.0667185587488,17.909584045410156,0.1459871232509613,17.940372467041016,0.13559024035930634,0,3,2,0.3318143578503113,0.0,0.5747193264775802,1.3373163364400535,0.02790389768736063,23.429182014787433,26.484860782554488,0.2820621332583253,279.05819969104846,167.87802706157777,20251209::OBJ_MP_0969_0511.fits.gz::3054,20251209::1083::20251209::OBJ_MP_0969_0511.fits.gz::3054,retained_after_posthoc_audit
20251214,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251214/20251214_unknown_review_full.fits,81,00000gA,260,0,OBJ_MP_1351_0029.fits.gz,OBJ_MP_1351_0029_cat.fits.gz,28829,20251214001500010031,20251214001500010031;20251214001501020062,14,0->1,61023.453093854165,53.62564755024441,27.18278573240932,53.62572319691745,27.182827093413714,0.00022181146188415823,0.0001988765355847022,6102.435919758115,8458.645753075474,18.792133331298828,0.13966014981269836,18.930768966674805,0.13131242990493774,0,3,2,0.1247234435562645,0.0,0.2160273411343992,1.9173619243435316,0.11336510176440989,28.428627949454466,24.10390768306589,0.1156659688405822,722.499050795012,177.69218566311613,20251214::OBJ_MP_1351_0029.fits.gz::28829,20251214::260::20251214::OBJ_MP_1351_0029.fits.gz::28829,retained_after_posthoc_audit
20251214,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251214/20251214_unknown_review_full.fits,82,00000gA,260,1,OBJ_MP_1351_0059.fits.gz,OBJ_MP_1351_0059_cat.fits.gz,31235,20251214001500010031;20251214001501020062,20251214001500010031;20251214001501020062,14,0->1;1->2,61023.48359408565,53.61876334636927,27.183099803231713,53.61880770007637,27.18312209337982,0.00016210500276514495,0.00014501136135791626,6096.666363347524,8428.564322351856,18.644132614135742,0.11797907203435898,18.732131958007812,0.09660116583108902,0,3,2,0.1247234435562645,0.0,0.2160273411343992,1.9173619243435316,0.11336510176440989,28.428627949454466,24.10390768306589,0.1156659688405822,722.499050795012,177.69218566311613,20251214::OBJ_MP_1351_0059.fits.gz::31235,20251214::260::20251214::OBJ_MP_1351_0059.fits.gz::31235,retained_after_posthoc_audit
20251214,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251214/20251214_unknown_review_full.fits,83,00000gA,260,2,OBJ_MP_1351_0089.fits.gz,OBJ_MP_1351_0089_cat.fits.gz,31908,20251214001501020062,20251214001500010031;20251214001501020062,14,1->2,61023.51369636574,53.61198597725922,27.183275199163923,53.61194950447795,27.183243855846754,0.00019753598888883062,0.00017594836171852535,6093.659993106931,8399.391051799275,18.587139129638672,0.10919728130102158,18.75204086303711,0.09557035565376282,0,3,2,0.1247234435562645,0.0,0.2160273411343992,1.9173619243435316,0.11336510176440989,28.428627949454466,24.10390768306589,0.1156659688405822,722.499050795012,177.69218566311613,20251214::OBJ_MP_1351_0089.fits.gz::31908,20251214::260::20251214::OBJ_MP_1351_0089.fits.gz::31908,retained_after_posthoc_audit
20251215,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251215/20251215_unknown_review_full.fits,108,00000hz,246,0,OBJ_MP_1351_0044.fits.gz,OBJ_MP_1351_0044_cat.fits.gz,24949,20251215001500010023,20251215001500010023;20251215001501020052,14,0->1,61024.44911127315,53.41090022454033,27.189879921580886,53.41090534720939,27.19013454954638,0.00026251444865721396,0.00023379987652560885,6120.441383620824,7872.594422736856,18.682588577270508,0.14169694483280182,18.679101943969727,0.11986705660820007,0,3,2,0.1011951939292949,0.0,0.17527521736732438,3.0224889059532156,0.3564979494153702,53.403376664125624,11.799840963391453,0.073846704600314,705.2998564021708,176.8142409825661,20251215::OBJ_MP_1351_0044.fits.gz::24949,20251215::246::20251215::OBJ_MP_1351_0044.fits.gz::24949,retained_after_posthoc_audit
20251215,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251215/20251215_unknown_review_full.fits,109,00000hz,246,1,OBJ_MP_1351_0074.fits.gz,OBJ_MP_1351_0074_cat.fits.gz,27138,20251215001500010023;20251215001501020052,20251215001500010023;20251215001501020052,14,0->1;1->2,61024.47964878472,53.40413560584203,27.190217469251714,53.40415383611705,27.190261127501728,0.00019639206497856776,0.00017476577007258243,6116.0719099392145,7841.796556638531,18.61531639099121,0.12133558839559555,18.79269027709961,0.10657903552055359,0,3,2,0.1011951939292949,0.0,0.17527521736732438,3.0224889059532156,0.3564979494153702,53.403376664125624,11.799840963391453,0.073846704600314,705.2998564021708,176.8142409825661,20251215::OBJ_MP_1351_0074.fits.gz::27138,20251215::246::20251215::OBJ_MP_1351_0074.fits.gz::27138,retained_after_posthoc_audit
20251215,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251215/20251215_unknown_review_full.fits,110,00000hz,246,2,OBJ_MP_1351_0104.fits.gz,OBJ_MP_1351_0104_cat.fits.gz,25684,20251215001501020052,20251215001500010023;20251215001501020052,14,1->2,61024.511529710646,53.397172727584895,27.19055958949765,53.39712669026029,27.190746226404787,0.00023218102615629732,0.00020712679947720858,6110.389434385353,7808.385871873003,18.71234703063965,0.13301903009414673,18.726255416870117,0.11009583622217178,0,3,2,0.1011951939292949,0.0,0.17527521736732438,3.0224889059532156,0.3564979494153702,53.403376664125624,11.799840963391453,0.073846704600314,705.2998564021708,176.8142409825661,20251215::OBJ_MP_1351_0104.fits.gz::25684,20251215::246::20251215::OBJ_MP_1351_0104.fits.gz::25684,retained_after_posthoc_audit
20251216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251216/20251216_unknown_review_full.fits,66,00000jr,232,0,OBJ_MP_1351_0070.fits.gz,OBJ_MP_1351_0070_cat.fits.gz,23766,20251216001500010020,20251216001500010020;20251216001501020039,14,0->1,61025.441909444446,53.20137741040457,27.19670293978242,53.2012850324212,27.196799906782363,0.00023725290012777123,0.00021129514319540021,6147.688241692304,7265.629720685158,18.568233489990234,0.1283193975687027,18.633129119873047,0.1021154373884201,0,3,2,0.3743722574675839,0.0,0.6484317708781123,1.3821784746844106,0.059455765997205055,26.006710239021807,26.88826947206082,0.3805318535732704,694.9330127129508,176.96202806814262,20251216::OBJ_MP_1351_0070.fits.gz::23766,20251216::232::20251216::OBJ_MP_1351_0070.fits.gz::23766,retained_after_posthoc_audit
20251216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251216/20251216_unknown_review_full.fits,67,00000jr,232,1,OBJ_MP_1351_0100.fits.gz,OBJ_MP_1351_0100_cat.fits.gz,24098,20251216001500010020;20251216001501020039,20251216001500010020;20251216001501020039,14,0->1;1->2,61025.473747986114,53.19472327722889,27.19698029259082,53.194521640865126,27.196972001081342,0.00020402714125822285,0.00018100010857580173,6141.024970123843,7235.932782909634,18.28679847717285,0.09247574210166931,18.636703491210938,0.09548135846853256,0,3,2,0.3743722574675839,0.0,0.6484317708781123,1.3821784746844106,0.059455765997205055,26.006710239021807,26.88826947206082,0.3805318535732704,694.9330127129508,176.96202806814262,20251216::OBJ_MP_1351_0100.fits.gz::24098,20251216::232::20251216::OBJ_MP_1351_0100.fits.gz::24098,retained_after_posthoc_audit
20251216,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251216/20251216_unknown_review_full.fits,68,00000jr,232,2,OBJ_MP_1351_0130.fits.gz,OBJ_MP_1351_0130_cat.fits.gz,25026,20251216001501020039,20251216001500010020;20251216001501020039,14,1->2,61025.50556415509,53.18758166167256,27.197354172423637,53.18754201642021,27.197378274511,0.0001573041184812496,0.00014034694891762456,6136.009394695014,7202.653526623556,18.529150009155273,0.10567829757928848,18.652368545532227,0.09161154925823212,0,3,2,0.3743722574675839,0.0,0.6484317708781123,1.3821784746844106,0.059455765997205055,26.006710239021807,26.88826947206082,0.3805318535732704,694.9330127129508,176.96202806814262,20251216::OBJ_MP_1351_0130.fits.gz::25026,20251216::232::20251216::OBJ_MP_1351_0130.fits.gz::25026,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,108,00000lw,1025,0,OBJ_MP_1102_0391.fits.gz,OBJ_MP_1102_0391_cat.fits.gz,41674,20251217011400010044,20251217011400010044;20251217011401020074,113,0->1,61026.833427488426,113.03709290690854,23.254070771038243,113.03709136104496,23.25407066667862,3.009812267862344e-05,2.7762224242167122e-05,1838.0355082430835,8133.50376654954,17.077938079833984,0.037142861634492874,17.120338439941406,0.02606073021888733,0,3,2,0.0400353389507636,0.0,0.06934324116096383,6.841635294163771,0.40072806850907794,24.516459372553655,17.409171423035946,0.028132424167248482,387.4626133616316,169.93013290790705,20251217::OBJ_MP_1102_0391.fits.gz::41674,20251217::1025::20251217::OBJ_MP_1102_0391.fits.gz::41674,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,109,00000lw,1025,1,OBJ_MP_1102_0417.fits.gz,OBJ_MP_1102_0417_cat.fits.gz,37309,20251217011400010044;20251217011401020074,20251217011400010044;20251217011401020074,113,0->1;1->2,61026.8592416088,113.03411359713503,23.254539705342445,113.03411705220148,23.254543529835782,4.1858707831465836e-05,3.852006625493232e-05,1837.563257142103,8129.724190456071,17.090545654296875,0.042994122952222824,17.11772346496582,0.03186983987689018,0,3,2,0.0400353389507636,0.0,0.06934324116096383,6.841635294163771,0.40072806850907794,24.516459372553655,17.409171423035946,0.028132424167248482,387.4626133616316,169.93013290790705,20251217::OBJ_MP_1102_0417.fits.gz::37309,20251217::1025::20251217::OBJ_MP_1102_0417.fits.gz::37309,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,110,00000lw,1025,2,OBJ_MP_1102_0443.fits.gz,OBJ_MP_1102_0443_cat.fits.gz,32814,20251217011401020074,20251217011400010044;20251217011401020074,113,1->2,61026.88886560185,113.03069854371155,23.25511329096849,113.03069233098859,23.255115220608456,4.935547816842245e-05,4.562290785159462e-05,1839.5759574012445,8129.630806319094,17.260517120361328,0.06684476882219315,17.186262130737305,0.04383508861064911,0,3,2,0.0400353389507636,0.0,0.06934324116096383,6.841635294163771,0.40072806850907794,24.516459372553655,17.409171423035946,0.028132424167248482,387.4626133616316,169.93013290790705,20251217::OBJ_MP_1102_0443.fits.gz::32814,20251217::1025::20251217::OBJ_MP_1102_0443.fits.gz::32814,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,120,00000lA,1134,0,OBJ_MP_0967_0400.fits.gz,OBJ_MP_0967_0400_cat.fits.gz,35807,20251217012300010032,20251217012300010032;20251217012301020119,122,0->1,61026.84266865741,113.59922708816796,21.83534396865852,113.5992257617276,21.8353421790675,9.412892012505836e-06,8.939740094859872e-06,6225.998558526839,7373.168662931835,15.050498008728027,0.008015487343072891,15.066064834594727,0.007104112301021814,0,3,2,0.020232814262018773,0.0,0.035044262281920716,7.345237949725065,0.4418152243569265,22.695446320278247,17.66265513988924,0.012689866571752475,377.5073165324643,162.59738688765185,20251217::OBJ_MP_0967_0400.fits.gz::35807,20251217::1134::20251217::OBJ_MP_0967_0400.fits.gz::35807,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,121,00000lA,1134,1,OBJ_MP_0967_0426.fits.gz,OBJ_MP_0967_0426_cat.fits.gz,32042,20251217012300010032;20251217012301020119,20251217012300010032;20251217012301020119,122,0->1;1->2,61026.86847631945,113.59644256066417,21.83614609699659,113.59644336928504,21.836145047433767,1.2226112986013504e-05,1.1453035678954393e-05,6226.6423035964035,7371.620689052712,15.164767265319824,0.010408037342131138,15.173734664916992,0.008740857243537903,0,3,2,0.020232814262018773,0.0,0.035044262281920716,7.345237949725065,0.4418152243569265,22.695446320278247,17.66265513988924,0.012689866571752475,377.5073165324643,162.59738688765185,20251217::OBJ_MP_0967_0426.fits.gz::32042,20251217::1134::20251217::OBJ_MP_0967_0426.fits.gz::32042,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,122,00000lA,1134,2,OBJ_MP_0967_0452.fits.gz,OBJ_MP_0967_0452_cat.fits.gz,31442,20251217012301020119,20251217012300010032;20251217012301020119,122,1->2,61026.8981053588,113.59325103302943,21.837082298726617,113.59325131266614,21.837080940232973,1.2973674060390294e-05,1.2276655514398271e-05,6231.294044983991,7372.393233261098,15.135032653808594,0.01060581300407648,15.141853332519531,0.009065796621143818,0,3,2,0.020232814262018773,0.0,0.035044262281920716,7.345237949725065,0.4418152243569265,22.695446320278247,17.66265513988924,0.012689866571752475,377.5073165324643,162.59738688765185,20251217::OBJ_MP_0967_0452.fits.gz::31442,20251217::1134::20251217::OBJ_MP_0967_0452.fits.gz::31442,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,138,00000lG,1187,0,OBJ_MP_0968_0406.fits.gz,OBJ_MP_0968_0406_cat.fits.gz,17585,20251217012900010384,20251217012900010384;20251217012901021175,128,0->1,61026.849127361114,115.29324231592786,21.073900343001426,115.29323690717254,21.0738923805885,0.00010665338741944197,9.960097823125125e-05,5226.353047284124,4045.5282765734887,18.061111450195312,0.09388083964586258,18.130634307861328,0.07535731047391891,0,3,2,0.2664640543911831,0.003073585126505738,0.4615190461099436,4.257390951852552,0.03696887457188064,22.941818070625235,14.979042275753443,0.20860765802963516,455.16636692839865,170.04837323268444,20251217::OBJ_MP_0968_0406.fits.gz::17585,20251217::1187::20251217::OBJ_MP_0968_0406.fits.gz::17585,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,139,00000lG,1187,1,OBJ_MP_0968_0432.fits.gz,OBJ_MP_0968_0432_cat.fits.gz,16734,20251217012900010384;20251217012901021175,20251217012900010384;20251217012901021175,128,0->1;1->2,61026.87490996528,115.2899352072843,21.074449463385697,115.28987488420513,21.07445968327816,0.0001637512963128529,0.00015286970475969497,5226.477229436221,4042.3218997253343,18.085494995117188,0.12159431725740433,18.14421844482422,0.10015858709812164,0,3,2,0.2664640543911831,0.003073585126505738,0.4615190461099436,4.257390951852552,0.03696887457188064,22.941818070625235,14.979042275753443,0.20860765802963516,455.16636692839865,170.04837323268444,20251217::OBJ_MP_0968_0432.fits.gz::16734,20251217::1187::20251217::OBJ_MP_0968_0432.fits.gz::16734,retained_after_posthoc_audit
20251217,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20251217/20251217_unknown_review_full.fits,140,00000lG,1187,2,OBJ_MP_0968_0458.fits.gz,OBJ_MP_0968_0458_cat.fits.gz,15336,20251217012901021175,20251217012900010384;20251217012901021175,128,1->2,61026.90455799769,115.28585065878025,21.07511086097495,115.28577495048702,21.07515790656657,0.00017363834658112864,0.00016243330157550417,5230.493214054885,4040.8190898459975,18.039447784423828,0.15566009283065796,18.059574127197266,0.13707703351974487,0,3,2,0.2664640543911831,0.003073585126505738,0.4615190461099436,4.257390951852552,0.03696887457188064,22.941818070625235,14.979042275753443,0.20860765802963516,455.16636692839865,170.04837323268444,20251217::OBJ_MP_0968_0458.fits.gz::15336,20251217::1187::20251217::OBJ_MP_0968_0458.fits.gz::15336,retained_after_posthoc_audit
20260103,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260103/20260103_unknown_review_full.fits,0,00000wD,40,0,OBJ_MP_0924_0044.fits.gz,OBJ_MP_0924_0044_cat.fits.gz,6606,20260103001300010043,20260103001300010043;20260103001301020063,12,0->1,61043.42534581019,357.6800550341952,-3.4461979204455555,357.6800494865885,-3.4462013201197657,4.096403642961377e-05,4.069143062812586e-05,6160.680414943339,6248.228251058203,16.820270538330078,0.04735129699110985,16.8738956451416,0.0334089919924736,0,3,2,0.09772840790019287,0.0,0.1692705678259497,2.0533893048444805,0.9966988221316083,85.38897870094726,0.8451540019378634,0.07876944840706174,220.94781981169825,26.845772003274213,20260103::OBJ_MP_0924_0044.fits.gz::6606,20260103::40::20260103::OBJ_MP_0924_0044.fits.gz::6606,retained_after_posthoc_audit
20260103,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260103/20260103_unknown_review_full.fits,1,00000wD,40,1,OBJ_MP_0924_0072.fits.gz,OBJ_MP_0924_0072_cat.fits.gz,6296,20260103001300010043;20260103001301020063,20260103001300010043;20260103001301020063,12,0->1;1->2,61043.45238027778,357.6815527189068,-3.4454926330490303,357.6815452773158,-3.445498307556751,4.135141364258743e-05,4.1205676617472875e-05,6162.34472803771,6258.859175645872,16.969486236572266,0.05960385128855705,16.885326385498047,0.03793634846806526,0,3,2,0.09772840790019287,0.0,0.1692705678259497,2.0533893048444805,0.9966988221316083,85.38897870094726,0.8451540019378634,0.07876944840706174,220.94781981169825,26.845772003274213,20260103::OBJ_MP_0924_0072.fits.gz::6296,20260103::40::20260103::OBJ_MP_0924_0072.fits.gz::6296,retained_after_posthoc_audit
20260103,/home/admin/pipeline/xiaoyunao/heliolincrr/review_packages/20260103/20260103_unknown_review_full.fits,2,00000wD,40,2,OBJ_MP_0924_0100.fits.gz,OBJ_MP_0924_0100_cat.fits.gz,5045,20260103001301020063,20260103001300010043;20260103001301020063,12,1->2,61043.47920048611,357.68300940639017,-3.4447051624884404,357.6830097736561,-3.4447166406959155,6.500759604932682e-05,6.484452129429386e-05,6165.878646201012,6273.14449366549,16.796602249145508,0.07448496669530869,16.824846267700195,0.05236422270536423,0,3,2,0.09772840790019287,0.0,0.1692705678259497,2.0533893048444805,0.9966988221316083,85.38897870094726,0.8451540019378634,0.07876944840706174,220.94781981169825,26.845772003274213,20260103::OBJ_MP_0924_0100.fits.gz::5045,20260103::40::20260103::OBJ_MP_0924_0100.fits.gz::5045,retained_after_posthoc_audit
