night,trk_sub,linkage_id,n_measurements,n_tracklets,arc_length_min,angular_speed_arcsec_hr,direction_deg,median_instrumental_mag,best_distance_au,rms_arcsec,median_residual_arcsec,max_residual_arcsec,linear_rms_arcsec,is_c2025_y1,source_table
20260207,00000Mg,174,3,2,75.71823334204964,11.719629165961537,171.6439795602148,18.62116241455078,9.965546283189479,0.385813499762813,0.0,0.6682485838351551,0.3086310292243722,False,frozen unknown_review_detections + posthoc review status
20260207,00000Mh,177,3,2,75.71823334204964,12.221263626739884,168.22889236999907,17.063215255737305,3.2648892506029314,0.022021402707374686,0.0,0.038142188343107786,0.02638936965265091,False,frozen unknown_review_detections + posthoc review status
20260207,00000Mi,178,3,2,75.71823334204964,10.782035815880633,172.07930478058896,15.188132286071777,5.117795338945294,0.036668956903888224,0.003073585126505738,0.06343808221981304,0.03393290500281795,False,frozen unknown_review_detections + posthoc review status
20260208,00000NM,232,3,2,75.79684999887832,14.631448627287904,169.02965138731022,17.697330474853516,6.126693160724735,0.09475087455301152,0.0,0.164113328787401,0.07726060125921808,False,frozen unknown_review_detections + posthoc review status
20260208,00000Ot,421,3,2,84.21646666363813,12.850014943639698,177.3244849872605,17.20397186279297,2.050512343783159,0.061701790804972866,0.0,0.10687063659219918,0.06598939166263401,False,frozen unknown_review_detections + posthoc review status
20260208,00000Ow,435,3,2,84.21646666363813,11.919514102103513,166.75394862177575,17.23436737060547,9.12936086379938,0.11905266595080409,0.0,0.206205266203318,0.0919845575073687,False,frozen unknown_review_detections + posthoc review status
20260210,00000P2,35,3,2,79.24600000027567,61.34439777929939,138.70949408606538,18.712482452392578,1.2730882428891959,0.3759209478089134,0.0,0.6511141812344862,0.401660515048673,False,frozen unknown_review_detections + posthoc review status
20260213,00000RM,350,3,2,77.15396666550077,19.700507933305218,167.09367394751888,18.97908592224121,1.4313588831659494,0.15885807208159938,0.0,0.2751502520377691,0.1327767269226828,False,frozen unknown_review_detections + posthoc review status
20260216,00000UH,90,3,2,77.59478332707658,29.62528694534242,154.44598363731478,16.187015533447266,2.694123225758034,0.03305592815652205,0.0,0.0572545470584428,0.020010884385774218,False,frozen unknown_review_detections + posthoc review status
20260216,00000UI,208,3,2,77.49399999389425,29.652460027506294,154.39595290348586,16.253971099853516,2.298790120806364,0.02194978819997458,0.0,0.038018148377731785,0.03298037418519207,False,frozen unknown_review_detections + posthoc review status
20260309,000011l,35,4,3,216.11303332960233,14.799254539492933,141.5235322882326,17.392541885375977,7.738314405051875,0.19100792233934008,0.12905353879018322,0.2843855296271108,0.127688709559028,True,frozen unknown_review_detections + posthoc review status
20260310,000012m,730,3,2,58.685083341551945,24.05998624119913,140.24291005620327,18.29674530029297,2.104123273384414,0.036453635271891376,0.0,0.06313954841150077,0.03425733072894137,False,frozen unknown_review_detections + posthoc review status
20260310,000012H,1026,3,2,70.50836666836403,15.273554625379814,141.96601867862503,17.2771053314209,7.672505887849127,0.03964011368722687,0.0,0.0686586909240834,0.03242928807514419,True,frozen unknown_review_detections + posthoc review status
20260311,000013V,1139,3,2,72.78816667268984,15.484678895379764,142.54470568581297,17.28526496887207,1.5029072143168811,0.04606961329385989,0.003073585126505738,0.07973569389932904,0.03897739651455214,True,frozen unknown_review_detections + posthoc review status
20260407,0000188,1081,3,2,61.86901666224003,16.60817294154198,166.61146174919747,18.627365112304688,1.647459687612105,0.15408852271263287,0.0,0.26688915020151105,0.16581681792699315,False,frozen unknown_review_detections + posthoc review status
20260407,000018c,1098,3,2,61.86748332926072,17.87824278146143,167.42961412659025,18.530046463012695,8.88722533916371,0.2558224991978587,0.0,0.44309756632993963,0.20422336786117692,False,frozen unknown_review_detections + posthoc review status
20260410,000018w,159,4,3,80.13868333306164,27.133411124031895,132.395333638191,18.31671142578125,4.37153308557641,0.28814758107979715,0.07752810050803974,0.5550438617397856,0.2284717879854429,False,frozen unknown_review_detections + posthoc review status
20260410,000018E,394,3,2,61.942566668149084,17.59037528296359,166.04727901899216,18.735841751098633,1.6075587813190408,0.23147313587175564,0.0,0.4009232319171748,0.2242064337393679,False,frozen unknown_review_detections + posthoc review status
20260410,000018H,420,3,2,61.96066667558625,17.14996584610631,166.34794389308334,18.597091674804688,8.75950012665033,0.07170966785190146,0.0,0.12420478811338187,0.0547450745019165,False,frozen unknown_review_detections + posthoc review status
20260420,000019o,807,3,2,62.882766664261,20.848023560682908,131.37555339454292,18.324832916259766,4.478614251382347,0.12421746401157788,0.0,0.2151509588554114,0.10142221077524427,False,frozen unknown_review_detections + posthoc review status
20260422,00001aJ,102,3,2,63.325683338334784,18.6037942656878,128.28349097207945,18.508499145507812,5.666186964234914,0.3325064186619596,0.0,0.5759180109652824,0.2703033914540655,False,frozen unknown_review_detections + posthoc review status
20260503,00001d1,389,3,2,62.90284999762662,14.019228771218009,174.31503999259138,18.32927131652832,1.2115618329779139,0.28578281995425303,0.0,0.49499036409107505,0.26210312821765847,False,frozen unknown_review_detections + posthoc review status
20260508,00001eC,186,6,5,143.36909999256022,13.781549972064575,175.96453855875774,18.42607593536377,3.0900342160307046,0.3515618028100171,0.3067271633157094,0.5425378379984998,0.22777863196354053,False,frozen unknown_review_detections + posthoc review status
20260509,00001fm,221,3,2,80.05664999247529,10.173645096859444,140.9491849158586,19.168703079223633,1.6813433099427144,0.35691104328689155,0.003073585126505738,0.6181804198896,0.3301523721121004,False,frozen unknown_review_detections + posthoc review status
20260509,00001fs,311,3,2,80.16941666021012,9.643783461433555,123.60799624101013,19.104774475097656,-4.590713854099277,0.25669496600229547,0.0,0.4446087231631413,0.207790454197055,False,frozen unknown_review_detections + posthoc review status
20260512,00001fU,105,3,2,84.81876667239703,13.601040563703721,177.7973282157651,18.213409423828125,1.0445012478565936,0.2286259804939655,0.003073585126505738,0.39597988578329507,0.2265898912503116,False,frozen unknown_review_detections + posthoc review status
20260530,00001gL,73,3,2,62.174416658235714,4.760476350723918,164.91327015205044,16.7623348236084,0.904440473886306,0.0914014832679895,0.0,0.15831201290731442,0.09792146302036127,True,frozen unknown_review_detections + posthoc review status
20260530,00001gM,75,3,2,62.02021666103974,5.635733956742789,166.55300712169313,16.728836059570312,0.896872089830674,0.13112362283119852,0.0,0.22711277681613426,0.15118143260545297,True,frozen unknown_review_detections + posthoc review status
20260601,00001h1,9,3,2,62.04941667616367,8.45299015124751,194.34694486910774,18.16482162475586,0.946366023097585,0.01711299773348307,0.0,0.029640581544203716,0.02598939022962518,False,frozen unknown_review_detections + posthoc review status
20260601,00001h8,82,3,2,62.02893333742395,4.092942880742204,166.8455975589077,16.672510147094727,1.6824973720798422,0.0039679813360358465,0.0,0.0068727452774991205,0.008412050918642599,True,frozen unknown_review_detections + posthoc review status
