row_order,link_key,origin_night,trk_sub,linkage_id,n_obs,n_tracklets,unique_detection_n,fit_ok,is_good,rms_arcsec,median_residual_arcsec,max_arcsec,a_au,ecc,inc_deg,raan_deg,argp_deg,nu_deg,best_v1_kms,linear_rms_arcsec,speed_arcsec_per_hour,direction_deg,first_mjd,median_mjd,last_mjd,median_ra_deg,median_dec_deg,median_mag_aper4,time_span_hours,ecliptic_lon_j2000_deg,ecliptic_lat_j2000_deg,solar_elongation_deg,nearest_astronomical_twilight,nearest_twilight_abs_hours,nearest_twilight_signed_hours,final_paper_status,review_notes,source_gif,linear_motion_candidate_group_id,candidate_group_link_count,candidate_group_distinct_night_count,candidate_group_cross_night_primary_edge_count,candidate_group_has_cross_night_primary_edge,candidate_group_is_singleton,candidate_group_interpretation,jpl_first_pass_status,jpl_first_pass_object_name,jpl_first_pass_separation_arcsec,jpl_first_pass_strict_candidate,jpl_first_pass_plausible_candidate,jpl_second_pass_status,jpl_second_pass_object_name,jpl_second_pass_separation_arcsec,jpl_second_pass_numerically_confirmed_candidate,jpl_evidence_scope,mpc_evidence_status,mpc_evidence_source,mpc_submission_id,mpc_ingest_state,mpc_identification,provisional_designation,known_object_id,identity_guardrail,retained_link_source_path,input_manifest_hash
21,20260103|00000wD|40,20260103,00000wD,40,3,2,3,True,True,0.09772840790019287,0.0,0.1692705678259497,2.0533893048444805,0.9966988221316083,85.38897870094726,190.0886111809522,358.24342238284225,-179.99981632241443,0.8451540019378634,0.07876944840706174,9.20615915882076,26.845772003274213,61043.42534581019,61043.45238027778,61043.47920048611,357.6815527189068,-3.4454926330490303,16.820270538330078,1.2925122220767662,356.50134691656444,-2.2397618004210527,73.81171981655515,dusk,0.305826420430094,0.305826420430094,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260103/gifs/00000wD_link0040_20260103.gif,LMG016,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,32866 (1993 FW16),176.7,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260103/L4/20260103_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
22,20260112|00000C3|119,20260112,00000C3,119,3,2,3,True,True,0.40570935589109175,0.0,0.7027092175094145,1.8856468858593944,0.31058142985426423,26.186715233910242,6.16431699212625,99.58585145206115,0.02072331040954964,29.905663443753543,0.41237313402218145,10.790305575283803,30.105441088632485,61052.52973349537,61052.55698405093,61052.584179756945,84.07461822014037,35.44144992382593,16.206707000732422,1.3067102777422406,85.07119409901958,12.10393101878028,150.68037719092973,dusk,2.687867751054,2.687867751054,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260112/gifs/00000C3_link0119_20260112.gif,LMG017,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260112/L4/20260112_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
23,20260205|00000LG|51,20260205,00000LG,51,3,2,3,True,True,0.15606832795671188,0.003073585126505738,0.27030079919985706,6.619960619464066,0.3806609690793234,22.745519369776567,5.8213415666719515,109.68041545895845,0.0054999543980132235,17.28401799323114,0.12531344083026655,15.50809691798768,168.22910548796708,61076.46450630787,61076.491546400466,61076.543359131945,110.19698307267842,22.43542064785421,17.668039321899414,1.8924677777686156,108.61551369643924,0.29150663352244655,152.30072648001644,dusk,0.7108173889573663,0.7108173889573663,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260205/gifs/00000LG_link0051_20260205.gif,LMG018,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260205/L4/20260205_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
24,20260205|00000LJ|67,20260205,00000LJ,67,3,2,3,True,True,0.06090560530907834,0.0,0.10549160286106044,6.667924511466893,0.38511601508415005,24.505435779819944,0.9124756009261983,111.49732559917686,0.005509932133432105,17.311881125900015,0.034599536137308914,14.035205609287358,175.39274876715606,61076.46865206018,61076.49569466435,61076.54752079861,106.65722675287067,23.99948399749754,17.293243408203125,1.8928497222368605,105.19137481819955,1.4340348875502156,148.84380544049853,dusk,0.8103757221833803,0.8103757221833803,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260205/gifs/00000LJ_link0067_20260205.gif,LMG019,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260205/L4/20260205_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
25,20260206|00000LX|102,20260206,00000LX,102,3,2,3,True,True,0.053970381121304686,0.0,0.09347944220595587,9.733894994068523,0.5787914294140409,22.820360807055298,8.551773482522368,105.89663868302456,0.0038050549183905606,18.482621340835408,0.04076552683002232,12.619112436431044,166.3064920225102,61077.50686840278,61077.53237195602,61077.55788368056,108.20155773148494,23.100582814487257,17.341073989868164,1.224366666690912,106.7043462675703,0.7102548269013038,149.3287321701618,dusk,1.672814158955589,1.672814158955589,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260206/gifs/00000LX_link0102_20260206.gif,LMG020,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,478725 (2012 UF59),96.14,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260206/L4/20260206_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
26,20260207|00000Ma|120,20260207,00000Ma,120,3,2,3,True,True,0.05532453227710378,0.0,0.09582490080892803,1.4729235476793987,0.11740158209572255,23.456043903696475,0.2618312179256547,130.41418554505776,0.018505545256881226,27.613793848627367,0.07579041174204548,14.757486470948407,169.1849835193691,61078.462151747684,61078.48850773148,61078.51480657407,109.98697488892371,22.474172361799177,17.854162216186523,1.2637158333091065,108.41795348766394,0.3033730619158468,150.0799012201368,dusk,0.6022219084552489,0.6022219084552489,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/gifs/00000Ma_link0120_20260207.gif,LMG018,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260207/L4/20260207_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
27,20260207|00000Md|159,20260207,00000Md,159,3,2,3,True,True,0.07318747690309178,0.0,0.1267644284739287,6.446222146185185,0.3639685532382719,24.652521566677006,0.036284536764780675,112.5692093141458,0.0036453434862272816,17.17921697193899,0.05567565788708754,13.281043558800684,176.46237653982163,61078.46962516203,61078.495940277775,61078.52220726852,106.46264396716452,24.010687043518086,17.225772857666016,1.2619705557008274,105.0134439708591,1.4250073596291954,146.64204028587233,dusk,0.7806030194624327,0.7806030194624327,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/gifs/00000Md_link0159_20260207.gif,LMG019,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,191350 (2003 QF48),52.73,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260207/L4/20260207_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
28,20260207|00000Mf|168,20260207,00000Mf,168,3,2,3,True,True,0.054752391437705994,0.0,0.09483392380600596,2.5880525364381706,0.18857907014635075,22.99673534505769,2.066586603773733,118.65269017353485,0.009283188311547716,22.407711586052162,0.05032287205858653,17.77030768132361,167.92245989572692,61078.46962516203,61078.495940277775,61078.52220726852,107.35511379199956,22.512721533864344,18.520288467407227,1.2619705557008274,106.00124808969244,0.03198658818698324,147.6569147039855,dusk,0.7806030194624327,0.7806030194624327,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/gifs/00000Mf_link0168_20260207.gif,LMG021,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,187225 (2005 SG141),144.8,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260207/L4/20260207_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
29,20260207|00000Mg|174,20260207,00000Mg,174,3,2,3,True,True,0.385813499762813,0.0,0.6682485838351551,9.965546283189479,0.5885825142034339,23.648188726952167,3.1150140181549544,110.68532649162472,0.003934061479010935,18.539843975236217,0.3086310292243722,11.719629165961537,171.6439795602148,61078.46962516203,61078.495940277775,61078.52220726852,107.65337256758235,23.293451981900247,18.62116241455078,1.2619705557008274,106.1806116366449,0.8399721630090632,147.82646220319754,dusk,0.7806030194624327,0.7806030194624327,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/gifs/00000Mg_link0174_20260207.gif,LMG022,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,204833 (2007 PY34),158.8,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260207/L4/20260207_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
30,20260207|00000Mh|177,20260207,00000Mh,177,3,2,3,True,True,0.022021402707374686,0.0,0.038142188343107786,3.2648892506029314,0.3567928862095458,23.409110882854076,2.1918573892001696,118.91242144322669,0.009918360758746227,23.940887484248567,0.02638936965265091,12.221263626739884,168.22889236999907,61078.46962516203,61078.495940277775,61078.52220726852,108.11963388021974,23.117864710910922,17.063215255737305,1.2619705557008274,106.62742966772875,0.7180607546826135,148.27582556956335,dusk,0.7806030194624327,0.7806030194624327,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/gifs/00000Mh_link0177_20260207.gif,LMG020,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260207/L4/20260207_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
31,20260207|00000Mi|178,20260207,00000Mi,178,3,2,3,True,True,0.036668956903888224,0.003073585126505738,0.06343808221981304,5.117795338945294,0.5115084081995961,23.679473011647612,1.3351760739326477,117.40710541173227,0.008059485703379395,23.159458115106425,0.03393290500281795,10.782035815880633,172.07930478058896,61078.46962516203,61078.495940277775,61078.52220726852,108.17542077887472,23.114266228681398,15.188132286071777,1.2619705557008274,106.6787915074554,0.7208471224476026,148.32711906934526,dusk,0.7806030194624327,0.7806030194624327,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260207/gifs/00000Mi_link0178_20260207.gif,LMG023,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260207/L4/20260207_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
32,20260208|00000NM|232,20260208,00000NM,232,3,2,3,True,True,0.09475087455301152,0.0,0.164113328787401,6.126693160724735,0.3307972358944953,22.90833527410629,4.69437385972704,111.13173827975218,0.0036044827531147823,16.969034439282357,0.07726060125921808,14.631448627287904,169.02965138731022,61079.469076030095,61079.49535907408,61079.52171273148,109.88478143533406,22.493120187796645,17.697330474853516,1.2632808333146386,108.32183049483457,0.30933869306766865,148.9640686251131,dusk,0.7487712140427902,0.7487712140427902,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/gifs/00000NM_link0232_20260208.gif,LMG018,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,843259 (2016 EL11),83.11,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260208/L4/20260208_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
33,20260208|00000Ot|421,20260208,00000Ot,421,3,2,3,True,True,0.061701790804972866,0.0,0.10687063659219918,2.050512343783159,0.17093891306190853,23.834939278682526,1.4999142687662694,122.7501658049235,0.014070267179759304,24.71927747348673,0.06598939166263401,12.850014943639698,177.3244849872605,61079.55333912037,61079.58260363426,61079.61182277778,106.36144938752139,24.016022726590794,17.20397186279297,1.4036077777273022,104.92096610485461,1.4199174442747255,145.45039476640656,dusk,2.842640658491291,2.842640658491291,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/gifs/00000Ot_link0421_20260208.gif,LMG019,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,890231 (2013 RR121),88.73,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260208/L4/20260208_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
34,20260208|00000Ow|435,20260208,00000Ow,435,3,2,3,True,True,0.11905266595080409,0.0,0.206205266203318,9.12936086379938,0.5508995583566482,22.839404493491408,8.364416687319721,106.37229664743258,0.004323392427695868,18.318631320004993,0.0919845575073687,11.919514102103513,166.75394862177575,61079.55333912037,61079.58260363426,61079.61182277778,108.02952915093762,23.136775967897847,17.23436737060547,1.4036077777273022,106.54285995996248,0.7266002614460155,147.0908799595163,dusk,2.842640658491291,2.842640658491291,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260208/gifs/00000Ow_link0435_20260208.gif,LMG020,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260208/L4/20260208_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
35,20260210|00000P2|35,20260210,00000P2,35,3,2,3,True,True,0.3759209478089134,0.0,0.6511141812344862,1.2730882428891959,0.02113895769780018,19.761057181804002,4.1112989853208,311.9183576080494,-179.98189767182237,25.845322797190974,0.401660515048673,61.34439777929939,138.70949408606538,61081.46447868056,61081.49198965278,61081.519510625,119.76433131168722,14.242985140640837,18.712482452392578,1.3207666666712612,118.9561302942293,-6.254795320562468,156.766863709349,dusk,0.6320517834392376,0.6320517834392376,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260210/gifs/00000P2_link0035_20260210.gif,LMG024,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,(2024 QB43),96.81,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260210/L4/20260210_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
36,20260213|00000RM|350,20260213,00000RM,350,3,2,3,True,True,0.15885807208159938,0.0,0.2751502520377691,1.4313588831659494,0.0917721547524057,22.934573429037986,355.4238241712163,141.00618530069056,0.01861319099951995,27.295273119447923,0.1327767269226828,19.700507933305218,167.09367394751888,61084.5157884375,61084.54259320602,61084.56936758102,115.19381710719264,15.027797852897523,18.97908592224121,1.285899444425013,114.43817896074144,-6.299944887708342,149.38180813515982,dusk,1.792568300734274,1.792568300734274,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260213/gifs/00000RM_link0350_20260213.gif,LMG025,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260213/L4/20260213_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
37,20260216|00000UH|90,20260216,00000UH,90,3,2,3,True,True,0.03305592815652205,0.0,0.0572545470584428,2.694123225758034,0.5218309111234035,21.81567915100756,69.3428007429433,243.36557992601735,-179.99778813279477,10.171662356324347,0.020010884385774218,29.62528694534242,154.44598363731478,61087.4491971875,61087.476148298614,61087.5030824537,124.99430327354555,21.18065128115042,16.187015533447266,1.2932463887846097,122.34640301150365,1.5841462004979345,154.87228614332108,dusk,0.1437372951186262,0.1437372951186262,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260216/gifs/00000UH_link0090_20260216.gif,LMG026,2,1,0,False,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,165705 (2001 PP61),170.8,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260216/L4/20260216_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
38,20260216|00000UI|208,20260216,00000UI,208,3,2,3,True,True,0.02194978819997458,0.0,0.038018148377731785,2.298790120806364,0.08647597756215417,21.278821523459488,10.683452189598619,124.00059850361988,0.00908365836017518,21.4236532763111,0.03298037418519207,29.652460027506294,154.39595290348586,61087.45504572917,61087.48198363426,61087.50886100694,124.99319516886875,21.18115359183483,16.253971099853516,1.2915666665649042,122.34528201376709,1.5843994556117245,154.86527106734087,dusk,0.28378535056253895,0.28378535056253895,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260216/gifs/00000UI_link0208_20260216.gif,LMG026,2,1,0,False,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",candidate_within_search_radius_not_associated,165705 (2001 PP61),169.8,False,False,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260216/L4/20260216_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
39,20260309|000011l|35,20260309,000011l,35,4,3,4,True,True,0.19100792233934008,0.12905353879018322,0.2843855296271108,7.738314405051875,0.4701688556333134,19.16655243394908,15.228366214561385,175.34182536296197,0.010801905538330117,17.835479709754274,0.127688709559028,14.799254539492933,141.5235322882326,61108.69579305556,61108.72570941551,61108.845871550926,197.23495477889546,0.5848984131581034,17.392541885375977,3.6018838888267055,195.66136747433816,7.308097421571621,152.20610770108564,dawn,3.577338320959825,-3.577338320959825,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260309/gifs/000011l_link0035_20260309.gif,LMG027,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",strict_candidate_association,C/2025 Y1 (ATLAS),0.1757,True,True,numerically_confirmed_jpl_candidate_association,C/2025 Y1 (ATLAS),0.1612,True,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260309/L4/20260309_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
40,20260310|000012H|1026,20260310,000012H,1026,3,2,3,True,True,0.03964011368722687,0.0,0.0686586909240834,7.672505887849127,0.465624392151104,19.037866922219614,15.258738381324772,175.45797225130798,0.0035187453159094685,17.80789261632792,0.03242928807514419,15.273554625379814,141.96601867862503,61109.762196145835,61109.78664079861,61109.811160289355,197.15334990980924,0.650795890950309,17.2771053314209,1.1751394444727339,195.55992938351622,7.337700544210436,153.31421587442017,dawn,2.0876979212625884,-2.0876979212625884,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260310/gifs/000012H_link1026_20260310.gif,LMG027,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",strict_candidate_association,C/2025 Y1 (ATLAS),0.1459,True,True,numerically_confirmed_jpl_candidate_association,C/2025 Y1 (ATLAS),0.156,True,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260310/L4/20260310_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
41,20260310|000012m|730,20260310,000012m,730,3,2,3,True,True,0.036453635271891376,0.0,0.06313954841150077,2.104123273384414,0.001959615895071008,17.879904708746757,19.063792775151768,132.40604421032884,0.006605953019761065,20.573518708531882,0.03425733072894137,24.05998624119913,140.24291005620327,61109.643039027775,61109.66339591435,61109.68379255787,137.61512571444212,19.556348289512414,18.29674530029297,0.9780847223591991,134.1961944579745,3.1203430347636547,144.3631908003129,dusk,4.234932894876692,4.234932894876692,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260310/gifs/000012m_link0730_20260310.gif,LMG028,1,1,0,False,True,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",not_in_first_pass_table,,,,,not_selected_or_no_second_pass_row,,,,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260310/L4/20260310_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
42,20260311|000013V|1139,20260311,000013V,1139,3,2,3,True,True,0.04606961329385989,0.003073585126505738,0.07973569389932904,1.5029072143168811,0.1350098129372073,23.85267930959282,4.596151787967966,172.65906329386823,0.01790429215245165,27.830515159900013,0.03897739651455214,15.484678895379764,142.54470568581297,61110.74243268518,61110.76767074074,61110.79298002315,197.0761146045194,0.7123267367633851,17.28526496887207,1.2131361112114973,195.46423574594493,7.364925471216301,154.33623794581604,dawn,2.5154492940637283,-2.5154492940637283,retained_after_posthoc_audit,identity/designation/ingestion not yet reconciled with MPC/JPL,/pipeline/xiaoyunao/heliolincrr/review_packages/20260311/gifs/000013V_link1139_20260311.gif,LMG027,3,3,3,True,False,"Linear-motion repeat candidate only; not a confirmed independent object, orbital identity, or MPC/JPL identification.",strict_candidate_association,C/2025 Y1 (ATLAS),0.0352,True,True,numerically_confirmed_jpl_candidate_association,C/2025 Y1 (ATLAS),0.0981,True,"JPL positional/rate association only; not evidence of MPC ingest, MPC identification, provisional designation, or discovery confirmation.",pending_no_authoritative_mpc_evidence,,,pending,,,,One retained single-night linkage row; not necessarily one independent object.,/processed1/20260311/L4/20260311_unknown_links.fits,b93f28f3eacc6672987f5c277b99593a53bbbccca7293c0f81606109e51ffdd6
