healpix_nside,pixel,ecliptic_lon_deg,ecliptic_lat_deg,detection_count
64,17361,114.609375,16.957763300004146,13
64,17362,116.015625,16.957763300004146,52
64,17363,117.421875,16.957763300004146,47
64,17364,118.828125,16.957763300004146,25
64,17365,120.234375,16.957763300004146,31
64,17366,121.640625,16.957763300004146,24
64,17367,123.04687499999994,16.957763300004146,34
64,17368,124.453125,16.957763300004146,35
64,17369,125.859375,16.957763300004146,12
64,17370,127.265625,16.957763300004146,30
64,17371,128.671875,16.957763300004146,23
64,17372,130.078125,16.957763300004146,43
64,17373,131.484375,16.957763300004146,57
64,17374,132.890625,16.957763300004146,113
64,17375,134.296875,16.957763300004146,44
64,17376,135.703125,16.957763300004146,49
64,17377,137.109375,16.957763300004146,56
64,17378,138.515625,16.957763300004146,48
64,17379,139.921875,16.957763300004146,20
64,17380,141.328125,16.957763300004146,39
64,17381,142.734375,16.957763300004146,34
64,17382,144.140625,16.957763300004146,14
64,17383,145.546875,16.957763300004146,31
64,17384,146.953125,16.957763300004146,67
64,17385,148.359375,16.957763300004146,35
64,17386,149.765625,16.957763300004146,56
64,17387,151.171875,16.957763300004146,19
64,17388,152.578125,16.957763300004146,50
64,17389,153.984375,16.957763300004146,30
64,17390,155.390625,16.957763300004146,44
64,17391,156.796875,16.957763300004146,50
64,17392,158.203125,16.957763300004146,43
64,17393,159.609375,16.957763300004146,51
64,17394,161.015625,16.957763300004146,48
64,17395,162.421875,16.957763300004146,53
64,17396,163.828125,16.957763300004146,62
64,17397,165.234375,16.957763300004146,46
64,17398,166.640625,16.957763300004146,36
64,17399,168.046875,16.957763300004146,53
64,17400,169.453125,16.957763300004146,29
64,17401,170.859375,16.957763300004146,22
64,17402,172.265625,16.957763300004146,80
64,17403,173.671875,16.957763300004146,62
64,17404,175.078125,16.957763300004146,47
64,17405,176.484375,16.957763300004146,57
64,17406,177.890625,16.957763300004146,132
64,17407,179.296875,16.957763300004146,68
64,17408,-179.296875,16.957763300004146,80
64,17409,-177.890625,16.957763300004146,48
64,17410,-176.484375,16.957763300004146,39
64,17411,-175.078125,16.957763300004146,9
64,17412,-173.671875,16.957763300004146,25
64,17413,-172.265625,16.957763300004146,15
64,17414,-170.859375,16.957763300004146,17
64,17415,-169.453125,16.957763300004146,9
64,17416,-168.046875,16.957763300004146,30
64,17417,-166.640625,16.957763300004146,19
64,17418,-165.234375,16.957763300004146,18
64,17419,-163.828125,16.957763300004146,14
