object_key,detection_count,night_count,time_baseline_days
N:41361,9,3,12.945033703705121
N:41118,4,2,5.989145347222802
N:485777,2,1,0.0006114814823376946
N:93594,1,1,0.0
N:1852,24,6,43.021653993055224
N:7155,2,1,0.03406998842547182
N:9117,11,4,15.998153275460936
N:63152,18,4,30.958811435186362
N:110519,12,5,12.956059918979008
N:157074,3,1,0.03406998842547182
N:15317,7,3,27.946976458333666
N:90225,3,2,5.970489733794238
N:91339,2,1,0.016980462962237652
N:29156,1,1,0.0
N:12042,9,3,27.964411527776974
N:21100,3,1,0.03408912036684342
N:23141,11,3,27.964411527776974
N:35613,1,1,0.0
N:36390,6,2,7.96615240740357
N:46179,7,2,7.972948738424748
N:27414,4,3,27.943686435188283
N:33293,1,1,0.0
N:87427,1,1,0.0
N:3779,18,5,43.01526561342325
N:40108,3,1,0.03396781250194181
N:41380,6,3,42.94477353009279
N:41443,5,3,32.04544116897887
N:54375,3,1,0.03396781250194181
N:66981,3,1,0.03396781250194181
N:78848,3,1,0.03396781250194181
N:15212,11,4,65.02321104166913
N:21957,4,1,0.0447739930532407
N:59982,6,3,13.027626435185084
N:86226,3,1,0.03396781250194181
N:2381,21,5,42.95689469906938
N:3420,17,5,16.020844849532295
N:3638,32,7,60.95381024305243
N:6148,22,7,42.95689469906938
N:10120,8,3,42.90707378472143
N:11901,12,2,3.9167125462918193
N:13548,8,2,3.915920810184616
N:18718,17,7,42.9277637268533
N:20244,5,1,0.010943807865260169
N:20389,13,5,16.046510648149706
N:24389,9,3,32.00581973379303
N:33101,15,4,68.94345489583066
N:35605,18,6,64.98551129629777
N:40239,14,4,30.89860082175437
N:78932,2,1,0.0032371296256314963
N:87381,1,1,0.0
N:117692,6,1,0.010943807865260169
N:31968,3,1,0.007706678239628673
N:44531,1,1,0.0
N:201165,2,1,0.007706678239628673
N:329864,1,1,0.0
N:716452,2,1,0.00383711805625353
N:46635,4,1,0.007114108790119644
N:89523,2,1,0.0038395254596252926
N:44214,14,3,5.040135671297321
N:56202,10,3,5.023628379625734
N:33615,1,1,0.0
N:112884,1,1,0.0
N:866,21,8,73.91711690972443
N:3561,22,9,73.94024667824124
N:4974,15,6,73.93641516203934
N:7301,9,5,64.96965277777781
N:11864,19,7,65.02311564815318
N:12276,22,11,72.91676947916858
N:17921,4,2,4.010868668985495
N:18876,23,9,65.0202402314826
N:19454,20,8,65.0290952199066
N:26560,12,5,63.91336409722862
N:31154,15,6,45.949020405096235
N:32339,7,3,32.00487320602406
N:32804,10,5,45.927500914353004
N:36052,4,2,3.9601055439852644
N:42566,18,8,65.01007729167031
N:42950,7,3,31.98202619213407
N:66132,4,3,32.004035219906655
N:78146,4,2,4.010868668985495
N:98943,10,3,15.069958298612619
N:106900,6,2,4.010868668985495
N:238214,3,2,4.010868668985495
N:334001,5,1,0.04284678240219364
S:2011ya88,1,1,0.0
N:62948,3,2,3.993001006943814
N:170448,1,1,0.0
N:46000,1,1,0.0
N:732,26,7,73.9327013541697
N:17918,2,1,0.03574430555454455
N:18903,16,6,65.02403787037474
N:19449,3,1,0.03574430555454455
N:23733,9,2,4.024082337957225
N:40584,7,3,31.973220729167224
N:45977,7,3,31.981070000001637
N:48241,8,4,32.00292660879495
N:52052,7,3,63.968407187501725
N:62483,6,3,32.00292660879495
N:66848,11,5,64.9321098611108
N:68869,5,2,4.010553796295426
N:73716,11,3,10.006558067128935
N:82832,6,3,32.00292660879495
N:91435,1,1,0.0
N:131093,6,2,4.010553796295426
N:193744,2,1,0.03574430555454455
N:862632,1,1,0.0
N:91621,2,1,0.017901724531839136
N:52868,8,5,65.00978844907513
N:62953,1,1,0.0
N:1754,29,10,73.92972931712575
N:5638,10,5,72.93688127314817
N:8146,19,7,65.01642980323959
N:16888,8,4,31.97725589120091
N:20407,18,8,68.89170467592339
N:20593,4,2,4.01370777777629
N:20664,10,3,73.91043106481084
N:21520,4,3,31.97725589120091
N:22065,11,6,45.943289571754576
N:22214,6,2,4.01370777777629
N:33634,21,8,65.01836981481028
N:36897,11,6,63.93449724536913
N:40153,13,4,45.95609568286454
N:40492,7,3,31.884277546290832
N:41181,4,2,3.963107523144572
N:43271,7,3,31.981454386572295
N:43856,1,1,0.0
N:46618,3,1,0.035726319438253995
N:46826,3,1,0.035726319438253995
N:50361,4,2,4.016708113420464
N:86544,13,5,45.93280608795612
N:92928,7,4,45.929842164347065
N:114400,7,3,31.981454386572295
N:190188,7,2,4.026151157406275
N:323308,7,2,4.023031053235172
N:101264,1,1,0.0
N:233097,1,1,0.0
N:28368,9,6,45.91135747685621
N:194679,1,1,0.0
N:200609,1,1,0.0
N:224693,1,1,0.0
N:243840,1,1,0.0
N:2690,14,5,15.99070506944554
N:3862,14,5,16.028145474541816
N:6552,1,1,0.0
N:16133,6,3,5.996244340283738
N:18804,20,6,40.95639523148566
N:19485,7,3,5.996244340283738
N:24061,6,1,0.03488307870429708
N:51665,3,1,0.03407906250504311
N:51955,3,1,0.03407906250504311
N:67149,2,2,6.002334745375265
N:111065,2,1,0.03407906250504311
N:182103,1,1,0.0
N:17997,1,1,0.0
N:39227,1,1,0.0
N:48310,1,1,0.0
N:16030,11,5,13.003211898147129
N:28489,3,1,0.034072569440468214
N:34287,9,4,12.97309624999616
N:34706,4,2,12.951579432869039
N:72431,8,3,12.980363217589911
N:176994,3,1,0.034072569440468214
N:222753,1,1,0.0
N:71364,2,1,0.016971736105915625
N:20610,3,1,0.03408062500238884
N:157584,1,1,0.0
N:3194,19,7,44.9902639120337
N:6734,18,6,16.036595821758965
N:13137,34,10,68.97481987268111
N:40688,1,1,0.0
N:40832,5,2,12.993180208330159
N:43560,16,7,61.00193578703329
N:57046,5,2,7.97651267360925
N:62728,3,1,0.03406400462699821
N:64158,4,2,7.956279097219522
N:96327,5,2,7.97651267360925
N:35642,1,1,0.0
N:72409,1,1,0.0
N:111681,1,1,0.0
N:2639,14,5,40.94871616898308
N:12445,11,5,15.96674158564565
N:17157,14,5,42.97884623842401
N:19523,4,2,7.957822476855654
N:24397,3,2,30.93807068287424
N:24433,18,7,60.95764814814902
N:26586,9,4,30.94950729166885
N:31429,6,1,0.034974953705386724
N:36032,8,3,7.969712835649261
N:41256,2,1,0.03419133101851912
N:43784,5,2,30.945859143517737
N:66715,3,1,0.03419133101851912
N:77895,5,3,7.969712835649261
N:44182,1,1,0.0
N:87472,1,1,0.0
N:211423,2,1,0.01713249999738764
N:334044,8,3,7.95265400462813
N:72764,1,1,0.0
N:4786,16,4,13.02693077546428
N:8174,27,8,64.9790471990782
N:8197,24,8,68.91544707176217
N:9100,10,4,30.90657851852302
N:13023,32,9,64.96243402778055
N:16066,8,4,30.902930370371905
N:18147,7,3,13.020408275464433
N:47519,4,2,13.045297650467546
N:88472,2,1,0.0038273032405413687
N:89133,3,1,0.00769287037110189
N:93479,4,2,3.9578218055612524
N:163366,3,1,0.00769287037110189
N:167410,1,1,0.0
N:19399,1,1,0.0
N:1209,22,7,68.95717196758778
N:2960,24,9,68.96999638888519
N:3072,16,6,68.96999638888519
N:3701,20,6,68.96104637731332
N:5343,31,8,65.02651181713009
N:7043,26,9,68.96999638888519
N:15865,20,7,65.02734795138531
N:17247,4,2,15.069958298612619
N:22144,16,5,65.02651181713009
N:27684,1,1,0.0
N:28259,1,1,0.0
N:32812,11,5,65.0027151967588
N:33131,7,4,31.99858937499812
N:65731,5,2,4.023313368052186
N:67438,2,1,0.017884050925204065
N:73862,1,1,0.0
N:88028,1,1,0.0
N:104364,1,1,0.0
N:113037,2,2,3.9725452199054416
N:128611,6,2,4.023313368052186
N:159475,5,2,4.023313368052186
N:50485,1,1,0.0
N:79080,1,1,0.0
N:6526,21,9,65.02766716435144
N:12210,7,3,31.988493252312765
N:25826,6,2,4.024082337957225
N:26071,4,2,3.973479027772555
N:29347,9,4,45.95258670138719
N:35398,3,1,0.03574738425959367
N:41633,3,1,0.03574738425959367
N:49824,3,1,0.03574738425959367
N:52931,5,2,3.998765486110642
N:53256,1,1,0.0
N:62263,7,3,45.928249178236
N:71091,3,1,0.03574738425959367
N:97390,5,2,4.024082337957225
N:103378,10,2,4.024082337957225
N:115791,1,1,0.0
N:117193,6,2,4.024082337957225
N:117370,6,2,4.024082337957225
N:164017,2,1,0.017878715276310686
N:16721,2,1,0.017868668983282987
N:32321,4,2,3.9808867708343314
N:36248,3,2,3.9556003124962444
N:76474,3,2,4.006203622680914
N:129428,5,2,4.006203622680914
N:170685,1,1,0.0
S:2020vv41,1,1,0.0
N:51136,1,1,0.0
N:73496,1,1,0.0
N:134226,1,1,0.0
N:158573,1,1,0.0
N:5361,28,11,68.95669585648284
N:5935,24,8,73.91987410879665
N:12763,10,5,45.903974884262425
N:13130,7,3,31.986698935186723
N:18003,13,5,45.94898216435104
N:31863,1,1,0.0
N:37303,7,3,31.986698935186723
N:40126,4,2,4.000869803239766
N:40183,7,2,4.026151157406275
N:40735,4,2,4.026151157406275
N:47174,3,1,0.035749386574025266
N:47957,3,1,0.035749386574025266
N:49283,4,2,4.026151157406275
N:50788,6,1,0.040951215276436415
N:52342,6,3,32.01643614583736
N:56497,12,6,45.932261469904915
N:59117,1,1,0.0
N:62258,3,1,0.035749386574025266
N:63923,1,1,0.0
N:64235,5,1,0.04324357638688525
N:68751,4,2,4.026151157406275
N:76868,3,2,4.026151157406275
N:78941,1,1,0.0
N:90871,6,2,4.026151157406275
N:94735,1,1,0.0
N:95585,1,1,0.0
N:102471,6,2,4.026151157406275
N:103825,4,2,4.026151157406275
N:113476,3,1,0.035749386574025266
N:172992,3,2,4.000869803239766
N:222890,2,2,4.026151157406275
N:268487,4,2,4.000869803239766
N:46161,1,1,0.0
N:207416,1,1,0.0
N:247812,1,1,0.0
N:90908,2,2,3.9651204166657408
N:6919,22,8,65.01836094907776
N:8556,20,8,61.01190008102276
N:11101,6,4,31.979187037039082
N:15987,3,1,0.0357316782392445
N:24448,5,3,16.98007700231392
N:27069,4,2,4.021705358798499
N:27097,9,4,45.94522071759275
N:28244,8,5,31.983385532410466
N:39973,17,7,64.9945916666693
N:41479,13,6,45.934737233794294
N:41531,8,5,37.00130447917036
N:43258,4,2,4.021705358798499
N:44166,25,11,72.97354065972468
N:45532,7,5,31.983385532410466
N:51266,13,5,45.954077129630605
N:53800,4,2,4.021705358798499
N:59318,4,2,4.024109479170875
N:61255,3,1,0.0357316782392445
N:68289,11,5,63.96652422453917
N:74981,4,2,4.021705358798499
N:78699,16,7,63.89981858796091
N:91017,4,2,4.021705358798499
N:96891,3,2,15.065133483796671
N:101042,2,1,0.017841134264017455
N:110496,3,2,4.021705358798499
N:119272,6,4,16.98007700231392
N:124269,2,1,0.017841134264017455
N:137203,3,1,0.0357316782392445
N:160940,4,2,4.021705358798499
N:38034,2,1,0.017890543975227047
N:207532,2,1,0.017890543975227047
N:220408,2,1,0.017890543975227047
N:32397,2,2,3.9859736805592547
N:125473,1,1,0.0
N:6550,6,2,13.009296249998442
N:6744,9,4,12.999426608796057
N:8494,3,1,0.03419082175969379
N:13839,6,2,5.9839699652729905
N:18346,4,2,12.979271157404582
N:24520,3,1,0.03419082175969379
N:30109,2,1,0.017056979166227393
N:31409,2,1,0.03419082175969379
N:34640,1,1,0.0
N:41381,16,4,12.999426608796057
N:48114,2,1,0.03419082175969379
N:50052,17,7,65.02020243055449
N:87337,3,1,0.03419082175969379
N:88710,3,1,0.03419082175969379
N:25748,5,3,15.967812604161736
N:41707,2,1,0.017133842593466397
N:96552,1,1,0.0
N:6931,13,6,44.96995586805133
N:20436,5,3,64.96676297453814
N:22288,10,5,44.96523049768439
N:23166,2,1,0.017080486111808568
N:31423,3,1,0.03408567129372386
N:33067,10,3,6.003485266206553
N:33272,3,2,5.961022060182586
N:57917,2,1,0.017080486111808568
N:58451,11,4,13.00170751157566
N:60845,3,1,0.03408567129372386
N:75670,4,2,5.996941041667014
N:38098,1,1,0.0
N:1052,37,10,69.02773648148286
N:1421,22,7,44.99954090278334
N:3562,11,4,44.972727777778346
N:5951,37,11,69.02674053241208
N:19031,12,5,15.972769675929158
N:19313,16,4,13.015188321762253
N:19361,5,2,5.999712951394031
N:26852,17,7,61.00916399306152
N:28313,5,3,6.007505949077313
N:33385,7,3,6.007505949077313
N:41217,5,2,5.999712951394031
N:42947,1,1,0.0
N:46918,1,1,0.0
N:84938,2,1,0.017096597228373867
N:674901,1,1,0.0
N:66160,1,1,0.0
N:251955,1,1,0.0
N:3651,9,3,7.944972175922885
N:17174,3,1,0.03408677082916256
N:20755,14,7,44.94696809027664
N:42914,3,1,0.03408677082916256
N:62754,3,1,0.03408677082916256
N:67229,6,2,7.951067569440056
N:67628,8,4,12.947363414350548
N:87377,4,2,7.944972175922885
N:124053,3,1,0.03408677082916256
N:38925,3,2,5.9896151157372515
N:102315,2,1,0.016986145827104338
N:21575,6,2,7.939921087963739
N:2364,20,6,44.974752037036524
N:20103,18,8,64.99242781250359
N:24058,5,2,7.939086516205862
N:33366,2,1,0.03419092592957895
N:33860,14,5,30.939142499999434
N:37410,4,2,64.97126943287003
N:56484,14,5,64.98693521990936
N:69538,4,2,7.939921087963739
N:75658,1,1,0.0
N:103600,3,1,0.03419092592957895
N:158022,3,1,0.03419092592957895
N:222541,13,3,30.93630001157726
N:20519,5,4,30.935240972219617
N:68479,1,1,0.0
N:85692,1,1,0.0
N:33291,1,1,0.0
N:101313,1,1,0.0
N:187846,1,1,0.0
N:7346,19,5,68.94806614582922
N:10308,15,6,64.98313231481006
N:12504,8,3,45.90240178240492
N:13170,16,5,65.004349895833
N:13872,3,1,0.017853287034085952
N:16427,24,8,65.03185806713009
N:17120,10,2,45.97977526620525
N:21585,7,2,64.96048144676024
N:22865,2,1,0.03570836805738509
N:24115,15,5,65.00808878472162
N:29907,6,1,0.05300277777860174
N:31159,8,2,45.927853078705084
N:33581,10,4,65.02814651620429
N:36382,9,1,0.05300277777860174
N:38776,6,1,0.05300277777860174
N:50699,4,1,0.0351134953671135
N:52322,6,1,0.05300277777860174
N:91009,6,1,0.05300277777860174
N:96561,3,1,0.017853287034085952
N:96865,7,2,45.93515592592303
N:131903,5,1,0.05300277777860174
N:133437,4,1,0.05300277777860174
N:206999,6,1,0.05300277777860174
N:287727,1,1,0.0
N:317826,2,1,0.017853287034085952
N:61952,3,2,64.96883418981452
N:66052,5,1,0.03574336805468192
N:79867,7,1,0.03574336805468192
N:153303,6,1,0.049663263889669906
N:281783,2,1,0.03574336805468192
N:670720,2,1,0.01844895833346527
N:49885,1,1,0.0
N:77925,1,1,0.0
N:13032,3,1,0.01788928241148824
N:313707,1,1,0.0
N:516681,1,1,0.0
N:165307,1,1,0.0
N:206088,1,1,0.0
N:288,18,5,68.96189768518525
N:7089,10,5,64.97164651620551
N:10785,13,4,65.02736312500201
N:14808,6,1,0.03750728008890292
N:20650,2,1,0.017871701391413808
N:22040,8,2,45.95334438657301
N:23253,14,6,64.9924949999986
N:24795,3,1,0.03572150463151047
N:28159,5,2,45.92789796295983
N:29873,3,1,0.03572150463151047
N:33548,3,1,0.03572150463151047
N:35139,3,1,0.03572150463151047
N:37882,3,1,0.03572150463151047
N:38072,4,2,16.988349062499765
N:38459,7,2,45.952734131940815
N:43679,3,1,0.03572150463151047
N:45353,4,2,45.901618391202646
N:45691,6,2,45.95599421296356
N:46941,3,1,0.03572150463151047
N:53468,2,1,0.017871701391413808
N:63170,2,1,0.017871701391413808
N:69937,6,1,0.0417815972250537
N:71225,3,1,0.03572150463151047
N:79805,3,1,0.03572150463151047
N:86333,3,1,0.03572150463151047
N:86869,3,1,0.03572150463151047
N:89628,3,1,0.03572150463151047
N:91792,2,1,0.017871701391413808
N:96238,3,1,0.03572150463151047
N:109402,2,1,0.03572150463151047
N:112316,3,1,0.03572150463151047
N:113828,4,2,36.98381009259174
N:117310,1,1,0.0
N:122209,3,1,0.03572150463151047
N:138324,3,1,0.03572150463151047
N:200711,2,1,0.03572150463151047
N:223921,1,1,0.0
N:26177,3,2,45.885547083329584
N:73359,1,1,0.0
N:91969,2,1,0.017849803240096662
N:129474,1,1,0.0
N:93587,1,1,0.0
N:335167,1,1,0.0
N:2355,20,6,65.02132550926035
N:3028,24,9,68.96481008101546
N:3166,24,7,65.02132550926035
N:3282,25,7,65.02132550926035
N:4521,19,5,64.9536604398163
N:4597,14,7,68.91394350694463
N:8216,7,4,17.010516631940845
N:8374,20,7,65.02132550926035
N:8495,13,6,65.02132550926035
N:9523,4,2,45.92186034721817
N:10180,22,9,65.01199870370328
N:11916,13,8,64.97436807869963
N:13208,10,5,45.89931026619888
N:18817,11,5,65.02783767360961
N:21482,3,1,0.03574398148339242
N:25326,6,4,45.895580775460985
N:25690,3,1,0.03574398148339242
N:25775,5,3,16.982311446758104
N:27422,3,1,0.03574398148339242
N:32861,5,3,17.03855937499611
N:34324,3,1,0.03574398148339242
N:37202,9,4,45.95278189814417
N:38236,2,1,0.01787386574142147
N:40130,2,1,0.03574398148339242
N:46939,4,2,4.030785590279265
N:50375,4,2,4.030785590279265
N:63689,4,2,4.030785590279265
N:68973,8,4,40.954080879630055
N:70970,5,3,45.94814637731179
N:71149,5,3,65.0003056481437
N:87566,10,5,17.02410883101402
N:88576,3,2,4.030785590279265
N:92479,3,1,0.03574398148339242
N:135990,3,1,0.03574398148339242
N:153871,3,2,4.030785590279265
N:164055,1,1,0.0
N:251017,2,1,0.03574398148339242
N:255672,2,1,0.03574398148339242
N:314635,1,1,0.0
N:42613,2,2,4.012911724537844
N:53621,1,1,0.0
N:97617,1,1,0.0
N:12717,1,1,0.0
N:52403,1,1,0.0
N:93974,2,2,64.93681348379323
N:2956,27,8,65.01181362268835
N:3929,23,9,65.01832578703761
N:4325,27,7,65.01555351851857
N:8696,8,3,45.94327001157217
N:9620,14,6,56.90700211805961
N:10537,25,8,65.01181362268835
N:11144,5,3,45.89067692129902
N:13947,17,8,65.02255775462982
N:17902,3,1,0.035732407406612765
N:19721,25,9,65.01456097222399
N:19744,6,3,45.91610718749871
N:22937,4,2,4.020460138890485
N:34162,5,1,0.039472303236834705
N:38766,4,2,4.020460138890485
N:40822,2,1,0.035732407406612765
N:48625,9,6,56.883709340276255
N:49242,11,7,64.9945510532416
N:49434,4,2,4.020460138890485
N:49789,4,2,43.95837115740869
N:53595,1,1,0.0
N:53871,16,7,56.9089170833322
N:57605,5,3,64.96304557870462
N:59153,3,1,0.035732407406612765
N:61413,2,1,0.035732407406612765
N:62914,4,2,9.875932893519348
N:66398,4,2,4.020460138890485
N:69143,19,8,63.00836949074437
N:74040,2,1,0.035732407406612765
N:77929,3,1,0.035732407406612765
N:84958,2,1,0.035732407406612765
N:89166,2,1,0.035732407406612765
N:96908,4,2,4.020460138890485
N:98319,3,1,0.035732407406612765
N:102749,3,1,0.035732407406612765
N:106525,9,4,17.009031064815645
N:115337,4,2,4.020460138890485
N:127497,1,1,0.0
N:135665,2,1,0.017833483798312955
N:161557,3,1,0.035732407406612765
N:33328,2,1,0.021573379628534894
N:72366,2,1,0.01789892360829981
N:494231,2,1,0.01789892360829981
N:42041,1,1,0.0
N:69364,1,1,0.0
N:176030,2,1,0.039472303236834705
N:331634,2,2,3.984727731483872
N:162,17,6,44.98321599537303
N:4117,20,6,16.02851392361481
N:4520,41,11,69.01611019676056
N:5918,13,4,44.96509468750446
N:6922,6,4,13.005490243056556
N:12295,21,9,65.00813028935227
N:15237,12,5,15.992768773146963
N:15439,2,1,0.01696634259133134
N:16503,12,5,15.992768773146963
N:17456,4,2,6.000646539352601
N:17877,6,3,6.001523229169834
N:20329,1,1,0.0
N:21616,9,4,12.977226770832203
N:25341,4,2,5.013744317133387
N:36242,1,1,0.0
N:65034,3,1,0.033969467593124136
N:10133,15,6,16.007297835647478
N:19403,1,1,0.0
N:60279,1,1,0.0
N:72662,4,2,5.9768208449095255
N:55378,1,1,0.0
N:74101,1,1,0.0
N:1483,16,6,44.95751255787036
N:1522,23,8,60.994988969905535
N:3019,20,6,44.99112312500074
N:3686,11,4,13.004698472221207
N:5338,12,5,44.97310307870066
N:5515,5,2,6.040880081018258
N:6578,19,8,64.96747164351837
N:6840,3,1,0.033961527777137235
N:10477,4,2,5.971920787036652
N:10683,14,5,13.008286608797789
N:14044,13,5,40.94057215278008
N:21903,9,4,44.9372684490736
N:25224,3,1,0.033961527777137235
N:25820,4,2,5.971920787036652
N:37506,2,1,0.033961527777137235
N:37558,10,5,13.008286608797789
N:39932,1,1,0.0
N:44918,3,2,7.941367928237014
N:47335,1,1,0.0
N:58835,4,2,6.024885763887141
N:67508,4,2,6.000731458334485
N:46383,1,1,0.0
N:6999,4,3,6.006918553241121
N:181977,1,1,0.0
N:495507,1,1,0.0
N:268,30,7,68.96322940971731
N:308,23,8,68.96501200231432
N:922,14,3,45.95078826388635
N:1544,12,6,68.97529293981643
N:2470,16,5,68.96501200231432
N:3327,26,9,68.93765701388475
N:5014,12,5,64.94591971064801
N:10053,8,3,45.95078826388635
N:10386,11,4,64.96202630786865
N:11146,8,4,68.91034802082868
N:14227,6,4,64.91715164351626
N:17231,2,1,0.01789021990407491
N:22372,3,1,0.03574471064348472
N:24210,8,3,16.938059317129955
N:24249,15,6,65.02950902777957
N:25388,2,1,0.01789021990407491
N:25829,7,2,7.963306446756178
N:28919,12,5,65.02480700231536
N:37381,3,1,0.03574471064348472
N:38524,2,1,0.01789021990407491
N:43535,3,1,0.03574471064348472
N:47614,3,1,0.03574471064348472
N:49999,3,1,0.03574471064348472
N:50154,3,1,0.03574471064348472
N:51340,3,1,0.03574471064348472
N:60150,4,2,45.90279175925389
N:61263,3,1,0.03574471064348472
N:69906,6,1,0.03653805555222789
N:70801,3,1,0.03574471064348472
N:77222,1,1,0.0
N:78140,3,1,0.03574471064348472
N:87289,1,1,0.0
N:96405,4,2,37.010645127309544
N:132787,2,1,0.03574471064348472
N:148172,2,1,0.03574471064348472
N:157052,3,2,7.942843310185708
N:158229,3,1,0.03574471064348472
N:171425,1,1,0.0
N:174617,1,1,0.0
N:210684,1,1,0.0
N:24666,2,1,0.017854490739409812
N:29196,1,1,0.0
N:62100,1,1,0.0
N:203465,1,1,0.0
N:1261,26,8,68.96580534722307
N:2922,7,3,45.9509713541629
N:7492,11,5,64.98145292823756
N:7799,16,6,65.02834769675974
N:8772,13,5,45.957056736107916
N:12970,5,2,46.96439256944723
N:13055,20,8,65.00934567129298
N:16986,4,2,9.90753368055448
N:17036,3,1,0.035744502310990356
N:17442,3,1,0.035744502310990356
N:18730,3,1,0.035744502310990356
N:19497,7,4,64.97768678240391
N:21337,4,2,45.92470140046498
N:21545,4,2,31.99684151620022
N:21806,4,1,0.02044082176144002
N:24752,7,2,15.061609606484126
N:24885,4,2,9.90753368055448
N:25146,4,2,45.90069493055489
N:26393,3,1,0.035744502310990356
N:39958,2,1,0.017890775459818542
N:40154,3,1,0.035744502310990356
N:44662,1,1,0.0
N:45648,4,2,64.95793527778005
N:50703,2,1,0.035744502310990356
N:60046,2,1,0.035744502310990356
N:60140,2,1,0.035744502310990356
N:62802,4,2,15.06432982638944
N:64485,1,1,0.0
N:67689,4,2,45.90446364583477
N:83332,2,1,0.035744502310990356
N:96094,2,1,0.035744502310990356
N:103050,4,2,45.90632105324039
N:131368,3,1,0.035744502310990356
N:139781,1,1,0.0
N:153896,3,1,0.035744502310990356
N:170289,3,1,0.035744502310990356
N:230693,3,1,0.035744502310990356
N:13533,1,1,0.0
N:223284,3,2,15.07241173611692
N:283658,1,1,0.0
N:51579,1,1,0.0
N:57113,1,1,0.0
N:59034,1,1,0.0
N:76938,1,1,0.0
N:85,25,9,73.92477478009096
N:151,22,8,67.9282686574079
N:721,15,6,67.9282686574079
N:1873,7,3,56.884971134255466
N:3049,19,5,68.91566417823924
N:4741,20,8,67.9282686574079
N:5249,13,5,64.92635923610942
N:6024,25,9,68.97719934027555
N:9875,13,5,65.02304618055496
N:14135,4,2,16.986266446758236
N:14579,8,3,45.95846070601692
N:15950,18,7,65.00396170138265
N:17538,3,1,0.035747743051615544
N:19876,3,1,0.035747743051615544
N:28012,8,4,65.00117701388808
N:28086,16,5,45.92358101851278
N:30708,3,1,0.035747743051615544
N:44846,2,1,0.035747743051615544
N:45717,3,1,0.035747743051615544
N:47095,3,1,0.035747743051615544
N:47777,3,1,0.035747743051615544
N:50958,3,1,0.035747743051615544
N:59313,3,1,0.035747743051615544
N:61069,5,1,0.040393749994109385
N:61939,3,1,0.035747743051615544
N:73875,3,1,0.035747743051615544
N:79771,5,2,45.92823114583007
N:79905,3,1,0.035747743051615544
N:80465,3,1,0.035747743051615544
N:87637,3,1,0.035747743051615544
N:91322,3,1,0.035747743051615544
N:94390,3,1,0.035747743051615544
N:97721,3,1,0.035747743051615544
N:97941,3,1,0.035747743051615544
N:99059,3,1,0.035747743051615544
N:108148,1,1,0.0
N:129542,3,1,0.035747743051615544
N:134679,3,1,0.035747743051615544
N:136249,1,1,0.0
N:157030,2,1,0.035747743051615544
N:200119,1,1,0.0
N:730560,1,1,0.0
N:134376,1,1,0.0
N:155732,1,1,0.0
N:564181,1,1,0.0
N:78068,1,1,0.0
N:88571,1,1,0.0
N:138192,1,1,0.0
N:143964,1,1,0.0
N:174620,1,1,0.0
N:608435,1,1,0.0
N:1910,31,9,68.95903809027368
N:2653,23,8,68.9687465740717
N:9486,3,1,0.0357504745334154
N:10472,5,3,16.995404594905267
N:12093,2,1,0.0357504745334154
N:13870,10,5,64.99175689814729
N:14187,17,8,65.0163896527738
N:15027,17,8,64.9936843518517
N:15931,19,7,65.01830086805421
N:19541,11,5,45.9024336921284
N:20993,6,3,15.109895127316122
N:21437,11,6,45.89935870370391
N:37700,1,1,0.0
N:39584,3,1,0.0357504745334154
N:44656,3,1,0.0357504745334154
N:45381,3,1,0.0357504745334154
N:47226,13,6,64.99646903934627
N:48125,3,1,0.0357504745334154
N:48324,3,1,0.0357504745334154
N:49404,10,4,65.01830086805421
N:50534,3,1,0.0357504745334154
N:56471,5,3,16.963796493051632
N:60880,4,2,9.87967278934957
N:61852,3,1,0.0357504745334154
N:64353,2,1,0.0357504745334154
N:74935,3,1,0.0357504745334154
N:78510,7,3,16.995404594905267
N:96660,7,4,45.924706157406035
N:100429,1,1,0.0
N:107540,3,1,0.0357504745334154
N:117742,3,1,0.0357504745334154
N:150992,2,1,0.0357504745334154
N:205172,3,1,0.0357504745334154
N:326668,1,1,0.0
N:50931,2,1,0.017902037034218665
N:57611,2,1,0.017902037034218665
N:62214,1,1,0.0
N:90862,1,1,0.0
N:143642,2,1,0.017902037034218665
N:200839,2,1,0.017902037034218665
N:885356,1,1,0.0
N:72752,1,1,0.0
N:156963,1,1,0.0
N:1399,6,2,11.04686473379843
N:2160,5,2,11.04686473379843
N:2520,3,1,0.03379332175973104
N:2721,3,1,0.03379332175973104
N:2871,7,2,11.076427581021562
N:3303,3,1,0.03379332175973104
N:4054,3,1,0.03379332175973104
N:4362,3,1,0.03379332175973104
N:11327,3,1,0.03379332175973104
N:12009,3,1,0.03379332175973104
N:18554,2,1,0.03379332175973104
N:25806,3,1,0.03379332175973104
N:29211,3,1,0.03379332175973104
N:111259,1,1,0.0
N:542182,1,1,0.0
N:5745,2,1,0.01763523148110835
N:89726,1,1,0.0
N:193975,1,1,0.0
N:194101,1,1,0.0
N:305,27,10,68.95770947916753
N:1207,37,13,67.93883207175531
N:2807,26,10,64.95472378472186
N:3316,23,7,68.9285950462945
N:5204,17,5,64.94715111111145
N:8932,16,7,64.94426343750092
N:8974,10,4,46.92980187499779
N:9641,3,1,0.03573721064458368
N:14899,7,3,46.92980187499779
N:17033,11,4,46.95629670139169
N:18034,13,4,64.94426343750092
N:18075,3,1,0.03573721064458368
N:19709,7,3,16.896833067126863
N:24542,7,3,16.922079826385016
