object_key,asteroid_number,asteroid_name,detection_count,night_count,first_mjd,last_mjd,join_method,join_status,catalog_number,catalog_name,catalog_epoch,a_au,ecc,inc_deg,H_mag,mean_anomaly_epoch_deg,arg_peri_deg,node_deg,mean_motion_deg_day,time_baseline_days,orbit_class
N:48631,48631,Hasantufan,11,2,61000.42122510417,61015.43538512731,number,matched,48631,Hasantufan,2026-03-01,2.23522791,0.19870379,4.554224,15.52,55.12668,164.656606,183.473517,0.29493163365469266,15.014160023143631,Main belt
N:49803,49803,1999 XG35,2,1,61000.44693503472,61000.46915322917,number,matched,49803,1999 XG35,2026-03-01,2.21707176,0.18904802,2.874768,16.43,70.729647,242.811269,85.194544,0.2985619431148319,0.02221819444821449,Main belt
N:50265,50265,2000 BN28,6,1,61000.42122510417,61000.46915322917,number,matched,50265,2000 BN28,2026-03-01,2.2409859,0.08041162,10.250869,15.2,287.353385,97.055842,34.80484,0.2937956679517313,0.04792812500090804,Main belt
N:52822,52822,1998 RN6,5,2,61000.446142291665,61006.49999282407,number,matched,52822,1998 RN6,2026-03-01,2.24468132,0.15453021,6.962762,15.77,46.539171,167.151444,196.271937,0.29307045270060117,6.053850532407523,Main belt
N:77113,77113,2001 DU74,1,1,61000.44693503472,61000.44693503472,number,matched,77113,2001 DU74,2026-03-01,2.44156036,0.09657429,15.542669,14.58,174.417087,201.043257,23.894032,0.2583466746372938,0.0,Main belt
N:79111,79111,1981 ES40,9,1,61000.42061693287,61000.49124200232,number,matched,79111,1981 ES40,2026-03-01,2.76414702,0.27203341,8.578417,14.74,348.233094,251.124005,186.889879,0.2144679328334908,0.07062506944930647,Main belt
N:93710,93710,2000 VR33,1,1,61000.44693503472,61000.44693503472,number,matched,93710,2000 VR33,2026-03-01,2.61519142,0.15856483,2.594138,15.57,351.81326,302.308719,121.851339,0.2330498617937535,0.0,Main belt
N:95543,95543,2002 ED87,3,1,61000.44693503472,61000.49124200232,number,matched,95543,2002 ED87,2026-03-01,3.0589999,0.12436779,17.377587,14.35,105.17481,248.669619,25.913877,0.1842191947599951,0.04430696759663988,Main belt
N:111832,111832,2002 EU10,6,1,61000.42122510417,61000.49124200232,number,matched,111832,2002 EU10,2026-03-01,1.96133551,0.08985831,21.337145,16.41,319.460604,272.509241,199.935074,0.3588196653679043,0.07001689814933343,Inner belt / Hungaria
N:121851,121851,2000 CO31,3,1,61000.44693503472,61000.49124200232,number,matched,121851,2000 CO31,2026-03-01,2.24131534,0.12744772,3.983126,16.14,58.521042,178.842304,168.766427,0.29373089494560733,0.04430696759663988,Main belt
N:200736,200736,2001 VE67,1,1,61000.44693503472,61000.44693503472,number,matched,200736,2001 VE67,2026-03-01,2.29165212,0.14985688,6.570354,16.54,39.409502,332.765923,37.379492,0.28410641320026836,0.0,Main belt
N:2519,2519,Annagerman,34,8,61000.42061693287,61063.49558949074,number,matched,2519,Annagerman,2026-03-01,3.14607621,0.16592304,2.420894,11.78,67.465042,225.627008,83.796517,0.17662420325584116,63.07497255787166,Main belt
N:7656,7656,Joemontani,6,2,61000.44693503472,61015.43452033565,number,matched,7656,Joemontani,2026-03-01,3.04066102,0.20019504,1.506106,14.02,57.740479,271.511134,49.956161,0.1858883034668081,14.987585300928913,Main belt
N:15489,15489,1999 CJ78,26,7,61000.42061693287,61067.50356939815,number,matched,15489,1999 CJ78,2026-03-01,3.17642314,0.21116997,7.811227,13.09,6.01898,207.690134,189.012073,0.17409910842437784,67.08295246527996,Main belt
N:29788,29788,Rachelrossi,5,2,61000.44693503472,61015.43452033565,number,matched,29788,Rachelrossi,2026-03-01,2.5366462,0.12239102,1.834932,14.86,60.558506,165.497296,169.909863,0.24395752955133015,14.987585300928913,Main belt
N:47732,47732,2000 DR51,3,1,61000.4218409375,61000.44693503472,number,matched,47732,2000 DR51,2026-03-01,3.17964995,0.16226066,1.935721,14.5,57.735546,224.193068,97.804174,0.17383415369688765,0.025094097218243405,Main belt
N:74787,74787,1999 SH2,8,1,61000.42122510417,61000.49124200232,number,matched,74787,1999 SH2,2026-03-01,2.41092178,0.19771298,2.45019,15.71,15.887645,254.374023,146.078968,0.2632869862275793,0.07001689814933343,Main belt
N:19526,19526,1999 FS7,2,1,61000.46915322917,61000.49124200232,number,matched,19526,1999 FS7,2026-03-01,2.1504133,0.18814264,1.459926,15.56,111.240827,167.6272,114.14003,0.31255119784299584,0.02208877314842539,Main belt
N:33598,33598,Christineliu,1,1,61000.46915322917,61000.46915322917,number,matched,33598,Christineliu,2026-03-01,2.59961607,0.14805578,5.642666,14.53,110.2432,84.820722,189.899596,0.23514743962786328,0.0,Main belt
N:73092,73092,2002 GZ19,1,1,61000.46915322917,61000.46915322917,number,matched,73092,2002 GZ19,2026-03-01,2.64726318,0.09969668,13.444142,14.71,211.039681,162.619315,27.099901,0.2288275943908592,0.0,Main belt
N:159706,159706,2002 SK50,1,1,61000.46915322917,61000.46915322917,number,matched,159706,2002 SK50,2026-03-01,3.20675187,0.25221289,1.712321,15.07,358.565109,294.591136,116.937998,0.1716350728961177,0.0,Main belt
N:217814,217814,2001 BO46,2,1,61000.42122510417,61000.46915322917,number,matched,217814,2001 BO46,2026-03-01,2.9780181,0.24816344,8.784441,15.48,353.851358,229.596287,192.948472,0.19178430996686843,0.04792812500090804,Main belt
N:42558,42558,1996 VV15,1,1,61000.49124200232,61000.49124200232,number,matched,42558,1996 VV15,2026-03-01,2.38164158,0.13674803,3.458326,15.99,162.213039,174.240807,58.637423,0.2681572035801349,0.0,Main belt
N:78624,78624,2002 TL14,1,1,61000.49124200232,61000.49124200232,number,matched,78624,2002 TL14,2026-03-01,2.77062547,0.07122254,6.919542,15.09,35.22974,331.892678,32.040251,0.2137161491998256,0.0,Main belt
N:92811,92811,2000 QF167,2,1,61000.423653680555,61000.49124200232,number,matched,92811,2000 QF167,2026-03-01,2.32805327,0.09876725,6.591803,15.9,351.837991,237.587977,188.379732,0.2774691498584686,0.06758832176274154,Main belt
N:184967,184967,2005 WA182,1,1,61000.49124200232,61000.49124200232,number,matched,184967,2005 WA182,2026-03-01,2.98584307,0.01327561,10.086558,15.68,356.808115,211.224047,187.431745,0.19103089320054867,0.0,Main belt
N:1767,1767,Lampland,23,8,61000.446142291665,61067.50356939815,number,matched,1767,Lampland,2026-03-01,3.01962795,0.09596335,9.828101,11.8,62.841088,135.758604,192.064679,0.18783387537006124,67.05742710648337,Main belt
N:1938,1938,Lausanna,20,7,61000.446142291665,61067.47623212963,number,matched,1938,Lausanna,2026-03-01,2.23556811,0.16068662,3.336738,12.63,162.781937,64.805575,171.653118,0.29486431390448103,67.03008983796462,Main belt
N:2624,2624,Samitchell,21,8,61000.446142291665,61063.49558949074,number,matched,2624,Samitchell,2026-03-01,3.9421283,0.11654793,2.799263,10.88,75.376549,139.049324,161.501989,0.12592383505573287,63.049447199075075,Outer belt / Hilda
N:6686,6686,Hernius,27,8,61000.446142291665,61067.47623212963,number,matched,6686,Hernius,2026-03-01,2.94768892,0.09952179,2.384255,12.81,349.101155,256.779034,160.757846,0.194751853811167,67.03008983796462,Main belt
N:8757,8757,Cyaneus,3,1,61000.446142291665,61000.49043315972,number,matched,8757,Cyaneus,2026-03-01,2.19175924,0.06472674,1.956974,14.97,212.026361,138.250803,64.298448,0.3037489634867187,0.044290868056123145,Main belt
N:9301,9301,1985 RB4,3,1,61000.446142291665,61000.49043315972,number,matched,9301,1985 RB4,2026-03-01,2.22800417,0.22263057,1.453535,15.63,84.529016,148.839486,159.480332,0.2963671575052272,0.044290868056123145,Main belt
N:11410,11410,1999 FU34,25,8,61000.446142291665,61067.450838425924,number,matched,11410,1999 FU34,2026-03-01,3.93797813,0.16379585,5.765971,11.56,66.998337,266.022527,39.248926,0.1261229510636347,67.00469613425958,Outer belt / Hilda
N:11775,11775,Kohler,6,2,61000.446142291665,61006.49999282407,number,matched,11775,Kohler,2026-03-01,2.17309209,0.02879437,3.374243,15.2,8.036819,245.03173,164.814347,0.3076712226258913,6.053850532407523,Main belt
N:14887,14887,1991 RQ14,3,1,61000.446142291665,61000.49043315972,number,matched,14887,1991 RQ14,2026-03-01,3.17850009,0.16268628,1.936724,13.92,41.987995,286.996055,58.68771,0.17392849206918834,0.044290868056123145,Main belt
N:15417,15417,Babylon,13,5,61000.446142291665,61042.442272754626,number,matched,15417,Babylon,2026-03-01,3.92593774,0.05180411,3.184677,11.95,111.910101,193.657865,75.720569,0.12670360211194842,41.996130462961446,Outer belt / Hilda
N:15542,15542,2000 DN3,5,2,61000.446142291665,61006.49999282407,number,matched,15542,2000 DN3,2026-03-01,2.75430639,0.10669498,9.938094,13.99,294.336793,87.742471,31.982113,0.215618340555304,6.053850532407523,Main belt
N:17747,17747,1998 BJ42,2,1,61000.446142291665,61000.46835800926,number,matched,17747,1998 BJ42,2026-03-01,2.31787186,0.17012019,2.278738,15.61,317.664098,318.635602,155.774606,0.27929935922390176,0.0222157175958273,Main belt
N:23335,23335,2542 P-L,11,4,61000.446142291665,61063.516383090275,number,matched,23335,2542 P-L,2026-03-01,2.35409913,0.23243354,3.702245,15.26,31.961908,331.820007,50.149462,0.2728770136728957,63.07024079861003,Main belt
N:24326,24326,2000 AS53,3,2,61000.446142291665,61006.49999282407,number,matched,24326,2000 AS53,2026-03-01,3.11426582,0.10005015,2.501938,14.15,82.165646,185.221361,118.7699,0.17933727023232549,6.053850532407523,Main belt
N:35344,35344,1997 HX6,4,2,61000.446142291665,61006.48134684028,number,matched,35344,1997 HX6,2026-03-01,2.98680066,0.16255909,2.354651,13.74,246.320433,64.61639,97.333798,0.19093903172520532,6.035204548614274,Main belt
N:36181,36181,1999 TT10,14,6,61000.446142291665,61063.463266990744,number,matched,36181,1999 TT10,2026-03-01,3.02410296,0.08772502,11.201266,12.87,85.658029,270.354853,31.206123,0.18741710015883706,63.01712469907943,Main belt
N:36425,36425,2000 PM5,1,1,61000.446142291665,61000.446142291665,number,matched,36425,2000 PM5,2026-03-01,5.16829323,0.07784277,6.226385,12.43,329.160028,252.198791,166.559156,0.08388481573295617,0.0,Jupiter Trojan region
N:38065,38065,1999 FK19,4,2,61000.446142291665,61006.462735787034,number,matched,38065,1999 FK19,2026-03-01,2.13824476,0.05591462,2.632181,15.26,203.255839,126.17175,84.955219,0.3152230372009841,6.016593495369307,Main belt
N:46186,46186,2001 FS124,6,2,61000.446142291665,61006.49999282407,number,matched,46186,2001 FS124,2026-03-01,2.43492292,0.19190792,3.178931,15.17,53.72962,185.599926,159.406994,0.25940374830611984,6.053850532407523,Main belt
N:53634,53634,2000 DF1,5,2,61000.446142291665,61006.49999282407,number,matched,53634,2000 DF1,2026-03-01,2.27383259,0.13017708,5.924605,14.63,142.729098,218.779393,36.735668,0.2874526678223433,6.053850532407523,Main belt
N:59462,59462,1999 GQ45,4,1,61000.446142291665,61000.49043315972,number,matched,59462,1999 GQ45,2026-03-01,2.54482263,0.10276312,12.348949,14.99,279.914426,305.120549,192.166728,0.24278273338671671,0.044290868056123145,Main belt
N:65309,65309,2002 JZ66,3,1,61000.446142291665,61000.49043315972,number,matched,65309,2002 JZ66,2026-03-01,2.16909911,0.15235218,3.11059,16.37,47.143481,205.272409,161.323752,0.30852117704329884,0.044290868056123145,Main belt
N:66059,66059,1998 QZ100,3,1,61000.446142291665,61000.49043315972,number,matched,66059,1998 QZ100,2026-03-01,3.07676606,0.26689199,2.630636,14.95,48.231729,240.61497,90.734667,0.18262589593189504,0.044290868056123145,Main belt
N:66087,66087,1998 RW69,3,1,61000.446142291665,61000.49043315972,number,matched,66087,1998 RW69,2026-03-01,3.0829433,0.25325471,2.733328,15.05,34.159075,217.179874,138.916139,0.1820772844637983,0.044290868056123145,Main belt
N:66682,66682,1999 TR35,4,2,61000.446142291665,61015.43048232639,number,matched,66682,1999 TR35,2026-03-01,2.40250434,0.15664861,24.880265,14.16,193.947253,182.664041,25.586765,0.2646718801597304,14.984340034723573,Main belt
N:68092,68092,2000 YV109,6,2,61000.446142291665,61006.496347465276,number,matched,68092,2000 YV109,2026-03-01,2.36835617,0.21982628,3.242443,15.79,40.620887,297.048155,69.960647,0.27041672638282943,6.050205173611175,Main belt
N:73306,73306,2002 JD74,1,1,61000.446142291665,61000.446142291665,number,matched,73306,2002 JD74,2026-03-01,3.13939854,0.21648438,8.846748,14.62,67.996286,121.203334,185.169768,0.1771880366246965,0.0,Main belt
N:74339,74339,1998 VW16,2,1,61000.446142291665,61000.49043315972,number,matched,74339,1998 VW16,2026-03-01,2.73579767,0.22568455,5.324906,16.04,352.698927,254.644193,175.273938,0.21781014834156134,0.044290868056123145,Main belt
N:76522,76522,2000 GD51,1,1,61000.446142291665,61000.446142291665,number,matched,76522,2000 GD51,2026-03-01,3.19477607,0.11035014,14.570373,14.12,16.373208,186.244283,193.573426,0.1726010525069922,0.0,Main belt
N:76583,76583,2000 GF136,10,4,61000.446142291665,61063.432004699076,number,matched,76583,2000 GF136,2026-03-01,3.22404937,0.02178833,21.278872,12.85,39.775518,160.600704,193.210742,0.17025565604691828,62.98586240741133,Main belt
N:92907,92907,2000 RK7,11,2,61000.446142291665,61015.43707564815,number,matched,92907,2000 RK7,2026-03-01,2.60441462,0.06869809,22.542358,14.36,48.781551,326.712132,27.400712,0.2344978616959098,14.990933356486494,Main belt
N:98086,98086,2000 RW70,3,1,61000.446142291665,61000.49043315972,number,matched,98086,2000 RW70,2026-03-01,2.33731127,0.13040565,6.342911,15.24,92.055143,267.98286,37.138179,0.2758222164770862,0.044290868056123145,Main belt
N:102887,102887,1999 XM4,4,2,61000.446142291665,61006.45908721065,number,matched,102887,1999 XM4,2026-03-01,2.41040282,0.20409681,2.270203,15.61,15.324596,225.634644,179.663558,0.2633720193809884,6.012944918984431,Main belt
N:109407,109407,2001 QM182,12,4,61000.446142291665,61063.48910494213,number,matched,109407,2001 QM182,2026-03-01,2.88413748,0.21187642,13.396976,14.21,24.544719,179.582257,197.225954,0.20122416611043864,63.04296265046287,Main belt
N:114966,114966,2003 QY61,3,1,61000.446142291665,61000.49043315972,number,matched,114966,2003 QY61,2026-03-01,2.38157276,0.20204317,3.90502,16.23,31.833804,326.113633,54.43558,0.26816882702014455,0.044290868056123145,Main belt
N:131612,131612,2001 XU24,3,1,61000.446142291665,61000.49043315972,number,matched,131612,2001 XU24,2026-03-01,2.29994747,0.18570496,5.793929,16.23,1.314609,13.771577,52.971785,0.28257074609071825,0.044290868056123145,Main belt
N:376925,376925,2002 CX32,1,1,61000.446142291665,61000.446142291665,number,matched,376925,2002 CX32,2026-03-01,2.56581822,0.25501833,5.134919,17.27,310.134299,71.040902,53.993588,0.23980887222124408,0.0,Main belt
N:26201,26201,Sayonisaha,1,1,61000.46835800926,61000.46835800926,number,matched,26201,Sayonisaha,2026-03-01,2.44220419,0.09644799,6.558762,15.79,226.932983,350.598623,192.448643,0.25824452078542337,0.0,Main belt
N:82226,82226,2001 HD61,2,1,61000.46835800926,61000.49043315972,number,matched,82226,2001 HD61,2026-03-01,2.22658712,0.13241672,7.330367,16.09,95.166153,114.523888,189.709236,0.2966501245776598,0.022075150460295845,Main belt
N:93350,93350,2000 SR252,1,1,61000.46835800926,61000.46835800926,number,matched,93350,2000 SR252,2026-03-01,2.59491645,0.06774426,3.081318,15.84,51.673612,222.507402,128.042234,0.235786537556651,0.0,Main belt
N:45500,45500,Motegi,1,1,61000.49043315972,61000.49043315972,number,matched,45500,Motegi,2026-03-01,3.10578891,0.14248532,2.579339,14.3,272.147576,63.084025,74.298953,0.1800719930972087,0.0,Main belt
N:57431,57431,2001 SB39,1,1,61000.49043315972,61000.49043315972,number,matched,57431,2001 SB39,2026-03-01,2.85409673,0.0852351,2.83788,14.71,3.261628,267.259631,133.235498,0.20440948396444716,0.0,Main belt
N:92030,92030,1999 VX177,1,1,61000.49043315972,61000.49043315972,number,matched,92030,1999 VX177,2026-03-01,3.01366801,0.12587226,10.769926,15.02,330.758918,254.862215,185.495261,0.18839135146976255,0.0,Main belt
N:258220,258220,2001 TV35,1,1,61000.49043315972,61000.49043315972,number,matched,258220,2001 TV35,2026-03-01,2.87322016,0.20812612,9.149092,15.8,351.927644,36.60452,28.675558,0.20237213632314213,0.0,Main belt
N:1784,1784,Benguella,29,9,61000.44778579861,61067.5027190625,number,matched,1784,Benguella,2026-03-01,2.40404761,0.13310025,1.47251,12.2,115.484269,184.33942,95.261164,0.2644170632762897,67.05493326388387,Main belt
N:3111,3111,Misuzu,24,6,61000.44778579861,61063.564296655095,number,matched,3111,Misuzu,2026-03-01,2.22382929,0.16059194,2.011606,13.7,32.369828,291.927436,95.403604,0.2972021212200329,63.11651085648191,Main belt
N:3348,3348,Pokryshkin,14,6,61000.44778579861,61067.47814215278,number,matched,3348,Pokryshkin,2026-03-01,3.17342739,0.16090958,10.387577,12.17,134.021207,61.5693,185.753956,0.17434569377653378,67.03035635416745,Main belt
N:3996,3996,Fugaku,30,9,61000.44778579861,61067.47538722222,number,matched,3996,Fugaku,2026-03-01,2.25875049,0.1045098,2.28405,13.12,158.320084,156.069437,90.710211,0.29033653143588906,67.02760142360785,Main belt
N:4406,4406,Mahler,3,1,61000.44778579861,61000.49211582176,number,matched,4406,Mahler,2026-03-01,3.15017655,0.13017654,1.904262,13.08,208.191887,89.420716,100.592219,0.17627946849671874,0.04433002314908663,Main belt
N:11893,11893,1991 FZ2,4,2,61000.44778579861,61006.47772769676,number,matched,11893,1991 FZ2,2026-03-01,3.03924378,0.03462703,6.324328,13.59,225.081562,358.903018,175.793812,0.1860183419245273,6.029941898144898,Main belt
N:12731,12731,1991 RW12,16,5,61000.44778579861,61063.511715625,number,matched,12731,1991 RW12,2026-03-01,2.42085992,0.04815974,3.743588,13.8,116.1318,100.889008,187.802313,0.2616673784625005,63.06392982638499,Main belt
N:13285,13285,Stephicks,7,3,61000.44778579861,61063.46431541667,number,matched,13285,Stephicks,2026-03-01,2.45347219,0.11913309,6.863493,14.61,44.658485,175.021231,187.451514,0.2564675153306856,63.016529618056666,Main belt
N:15698,15698,1986 QO2,8,3,61000.44778579861,61015.47460097222,number,matched,15698,1986 QO2,2026-03-01,3.12943939,0.16561592,1.862142,13.69,63.500735,200.358569,120.689699,0.17803453589672216,15.026815173609066,Main belt
N:18199,18199,2583 P-L,2,1,61000.44778579861,61000.47001855324,number,matched,18199,2583 P-L,2026-03-01,2.92233717,0.07832372,2.934474,14.41,91.264887,244.876211,56.50937,0.19729159814624941,0.022232754628930707,Main belt
N:20531,20531,Stevebabcock,3,1,61000.44778579861,61000.49211582176,number,matched,20531,Stevebabcock,2026-03-01,2.38060318,0.1908972,2.931793,14.54,122.655931,210.304673,57.114975,0.26833267474132727,0.04433002314908663,Main belt
N:20678,20678,1999 VE9,16,6,61000.44778579861,61055.42433915509,number,matched,20678,1999 VE9,2026-03-01,2.43477589,0.21247977,1.327756,14.83,344.654952,351.354744,97.286923,0.2594272457719816,54.97655335647869,Main belt
N:20861,20861,Lesliebeh,3,1,61000.44778579861,61000.49211582176,number,matched,20861,Lesliebeh,2026-03-01,2.61877122,0.10012792,2.641314,15.2,6.058796,285.91081,120.249136,0.23257216443920625,0.04433002314908663,Main belt
N:21752,21752,Johnthurmon,7,3,61000.44778579861,61015.43622858796,number,matched,21752,Johnthurmon,2026-03-01,2.38817348,0.12253362,5.156013,14.67,330.000917,50.944834,44.300989,0.2670577999013019,14.988442789348483,Main belt
N:29499,29499,1997 WT21,1,1,61000.44778579861,61000.44778579861,number,matched,29499,1997 WT21,2026-03-01,2.84880686,0.0726864,3.119659,14.43,50.570301,287.562344,60.220575,0.20497909158632038,0.0,Main belt
N:33857,33857,2000 HU74,2,1,61000.44778579861,61000.47001855324,number,matched,33857,2000 HU74,2026-03-01,2.29197355,0.20386122,2.271746,16.26,63.423164,193.74527,143.634487,0.2840466499958065,0.022232754628930707,Main belt
N:50628,50628,2000 EA69,4,2,61000.44778579861,61006.45908721065,number,matched,50628,2000 EA69,2026-03-01,3.20890909,0.15603501,1.995995,14.1,52.428793,260.432744,73.962396,0.17146202699432195,6.011301412036119,Main belt
N:51532,51532,2001 FN130,2,1,61000.44778579861,61000.47001855324,number,matched,51532,2001 FN130,2026-03-01,2.73877634,0.056543,4.800977,14.95,117.719218,236.427047,43.098025,0.2174549122585984,0.022232754628930707,Main belt
N:55246,55246,2001 RM93,4,2,61000.44778579861,61006.459904131945,number,matched,55246,2001 RM93,2026-03-01,2.84462809,0.15995864,2.192816,14.96,46.760718,272.872952,76.003478,0.2054309300765296,6.012118333332182,Main belt
N:65925,65925,1998 FE54,1,1,61000.44778579861,61000.44778579861,number,matched,65925,1998 FE54,2026-03-01,2.36309441,0.09317368,9.094479,15.37,316.465292,274.347773,191.815294,0.27132040991832557,0.0,Main belt
N:78122,78122,2002 NG4,1,1,61000.44778579861,61000.44778579861,number,matched,78122,2002 NG4,2026-03-01,3.1591054,0.18814395,2.496697,15.18,58.712196,178.568741,145.324448,0.17553264619495693,0.0,Main belt
N:78901,78901,2003 ST66,8,3,61000.44778579861,61015.43622858796,number,matched,78901,2003 ST66,2026-03-01,3.12064241,0.22896303,11.453258,14.38,22.929581,177.634494,197.99293,0.178787875723625,14.988442789348483,Main belt
N:108040,108040,2001 FA155,12,3,61000.44778579861,61015.43357086806,number,matched,108040,2001 FA155,2026-03-01,2.42897016,0.18664623,11.758414,15.28,37.38322,338.156342,33.329223,0.26035792673691077,14.985785069446138,Main belt
N:112641,112641,2002 PC82,2,1,61000.44778579861,61000.47001855324,number,matched,112641,2002 PC82,2026-03-01,2.43489926,0.2185568,2.067145,16.25,23.120884,219.781781,175.025224,0.25940752926804417,0.022232754628930707,Main belt
N:119183,119183,2001 QV82,2,1,61000.44778579861,61000.49211582176,number,matched,119183,2001 QV82,2026-03-01,2.52347962,0.19663846,13.535696,16.18,23.303419,187.520073,203.171376,0.24586933767695376,0.04433002314908663,Main belt
N:270934,270934,2002 UX61,6,2,61000.44778579861,61006.49717462963,number,matched,270934,2002 UX61,2026-03-01,3.1791404,0.2536817,14.677532,15.22,14.70204,188.871507,201.51741,0.1738759483635488,6.049388831015676,Main belt
N:617196,617196,2003 WB88,3,1,61000.44778579861,61000.49211582176,number,matched,617196,2003 WB88,2026-03-01,1.82805871,0.23132028,20.888202,17.93,37.616205,359.328246,43.608831,0.3987666819414812,0.04433002314908663,Mars-crosser
N:7714,7714,Briccialdi,5,2,61000.47001855324,61015.47460097222,number,matched,7714,Briccialdi,2026-03-01,2.27409663,0.15035066,1.479965,14.98,78.341942,249.65944,74.073705,0.28740260609788465,15.004582418980135,Main belt
N:14314,14314,Tokigawa,3,3,61000.47001855324,61015.43357086806,number,matched,14314,Tokigawa,2026-03-01,3.13587744,0.16935542,2.141622,13.81,337.989598,15.423933,62.01662,0.1774865520687345,14.963552314817207,Main belt
N:17238,17238,Brianwu,1,1,61000.47001855324,61000.47001855324,number,matched,17238,Brianwu,2026-03-01,3.12279634,0.13788831,2.399074,14.01,300.565204,337.034571,135.580105,0.1786029308304475,0.0,Main belt
N:59820,59820,1999 RT23,1,1,61000.47001855324,61000.47001855324,number,matched,59820,1999 RT23,2026-03-01,2.65214784,0.10256062,3.467164,15.41,36.287479,321.49312,46.739739,0.22819571209331033,0.0,Main belt
N:76427,76427,2000 FJ22,2,1,61000.47001855324,61000.49211582176,number,matched,76427,2000 FJ22,2026-03-01,3.15499651,0.03700529,16.061236,14.03,279.853908,93.482936,27.605487,0.17587566358423365,0.02209726852015592,Main belt
N:106965,106965,2000 YR84,1,1,61000.47001855324,61000.47001855324,number,matched,106965,2000 YR84,2026-03-01,2.36021008,0.17748839,2.410565,16.44,347.535535,306.134729,136.844382,0.2718179185804106,0.0,Main belt
N:313721,313721,2003 UU149,1,1,61000.47001855324,61000.47001855324,number,matched,313721,2003 UU149,2026-03-01,2.3812669,0.22215389,3.146814,16.81,20.514887,327.154246,73.006085,0.2682204957880553,0.0,Main belt
N:47903,47903,2000 GX55,1,1,61000.49211582176,61000.49211582176,number,matched,47903,2000 GX55,2026-03-01,3.16421483,0.10246759,6.298491,13.82,268.70507,315.946078,183.969496,0.17510765469049483,0.0,Main belt
N:153527,153527,2001 SM47,1,1,61000.49211582176,61000.49211582176,number,matched,153527,2001 SM47,2026-03-01,2.27329824,0.14728003,7.659809,16.0,76.934535,289.719539,36.36204,0.2875540245357679,0.0,Main belt
N:1084,1084,Tamariwa,27,8,61000.45223984954,61067.5027190625,number,matched,1084,Tamariwa,2026-03-01,2.68801021,0.13147546,3.897169,10.92,96.384503,109.179153,186.785475,0.22364423254029053,67.05047921295773,Main belt
N:1378,1378,Leonce,22,8,61000.45223984954,61063.48732457176,number,matched,1378,Leonce,2026-03-01,2.37359302,0.15104238,3.591929,12.38,154.015333,201.967735,43.498828,0.2695222909641481,63.035084722221654,Main belt
N:1615,1615,Bardwell,23,8,61000.45223984954,61067.504501655094,number,matched,1615,Bardwell,2026-03-01,3.1159741,0.18334053,1.691721,11.51,2.974941,254.412222,152.429117,0.17918981251795188,67.05226180555474,Main belt
N:1967,1967,Menzel,22,8,61000.45223984954,61067.514782592596,number,matched,1967,Menzel,2026-03-01,2.23322344,0.1386722,3.900281,12.1,19.21159,347.871487,57.750558,0.295328804558674,67.06254274305684,Main belt
N:2411,2411,Zellner,21,8,61000.45223984954,61067.504501655094,number,matched,2411,Zellner,2026-03-01,2.22501889,0.08723595,1.616631,12.79,147.66869,129.497975,130.992194,0.29696380568183495,67.05226180555474,Main belt
N:10783,10783,1991 RB9,6,2,61000.45223984954,61006.49717462963,number,matched,10783,1991 RB9,2026-03-01,2.86396546,0.06182688,1.962398,13.77,356.41546,233.749317,177.808245,0.2033538550201738,6.044934780089534,Main belt
N:11084,11084,Gio,2,1,61000.45223984954,61000.496571261574,number,matched,11084,Gio,2026-03-01,2.32257102,0.12481518,3.761105,15.53,286.12079,332.424729,168.345471,0.27845214619528463,0.04433141203480773,Main belt
N:12752,12752,Kvarnis,3,1,61000.45223984954,61000.496571261574,number,matched,12752,Kvarnis,2026-03-01,2.42939973,0.12484021,3.294094,15.42,310.618077,315.80853,160.680574,0.2602888744876778,0.04433141203480773,Main belt
N:14654,14654,Rajivgupta,13,4,61000.45223984954,61063.48732457176,number,matched,14654,Rajivgupta,2026-03-01,3.1458163,0.14701069,1.467586,13.62,347.875423,265.29988,157.912981,0.1766460929692654,63.035084722221654,Main belt
N:15060,15060,1999 AD,13,6,61000.45223984954,61067.45691465278,number,matched,15060,1999 AD,2026-03-01,2.26468593,0.10450611,3.67849,14.47,356.850979,237.93405,190.70044,0.2891958795951185,67.00467480324005,Main belt
N:15126,15126,Brittanyanderson,3,1,61000.45223984954,61000.496571261574,number,matched,15126,Brittanyanderson,2026-03-01,2.27165243,0.17269502,4.18818,15.85,73.374561,151.107557,178.35688,0.28786658005141186,0.04433141203480773,Main belt
N:22132,22132,Merkley,2,1,61000.45223984954,61000.47446751157,number,matched,22132,Merkley,2026-03-01,2.94162623,0.07970444,2.65828,14.64,331.45725,290.067192,148.330678,0.19535423911504893,0.02222766203340143,Main belt
N:28467,28467,Maurentejamie,5,2,61000.45223984954,61006.49717462963,number,matched,28467,Maurentejamie,2026-03-01,2.23719777,0.12585808,6.975156,15.25,301.461253,81.003259,49.274309,0.2945421870021658,6.044934780089534,Main belt
N:32879,32879,1993 OO5,2,1,61000.45223984954,61000.47446751157,number,matched,32879,1993 OO5,2026-03-01,2.29970923,0.07676596,1.715306,15.75,309.923188,9.079928,105.844336,0.28261465690158105,0.02222766203340143,Main belt
N:33505,33505,1999 GZ21,2,1,61000.45223984954,61000.496571261574,number,matched,33505,1999 GZ21,2026-03-01,2.31547231,0.06006378,10.663737,15.57,288.082677,91.514172,42.243014,0.279733633287533,0.04433141203480773,Main belt
