object_key,asteroid_number,asteroid_name,detection_count,night_count,first_mjd,last_mjd,join_method,join_status,catalog_number,catalog_name,catalog_epoch,a_au,ecc,inc_deg,H_mag,mean_anomaly_epoch_deg,arg_peri_deg,node_deg,mean_motion_deg_day,time_baseline_days,orbit_class
N:232659,232659,2003 WP44,1,1,61047.497191296294,61047.497191296294,number,matched,232659,2003 WP44,2026-03-01,3.09033922,0.16245367,9.54944,15.69,20.044199,123.61177,307.744106,0.18142404403726212,0.0,Main belt
N:326905,326905,2003 WT124,1,1,61047.497191296294,61047.497191296294,number,matched,326905,2003 WT124,2026-03-01,2.37978449,0.19761837,4.804012,17.27,17.309372,95.050578,350.626653,0.26847115377436515,0.0,Main belt
N:96482,96482,1998 HP144,8,4,61047.43654613426,61066.54719646991,number,matched,96482,1998 HP144,2026-03-01,2.56618799,0.18829098,5.965213,15.33,311.744883,135.326279,36.211661,0.23975704188031574,19.110650335649552,Main belt
N:214069,214069,2004 GX6,1,1,61047.43654613426,61047.43654613426,number,matched,214069,2004 GX6,2026-03-01,2.7569626,0.02026603,7.003387,16.98,50.35841,18.318165,30.206278,0.21530680769980187,0.0,Main belt
N:259613,259613,2003 UR375,1,1,61047.43654613426,61047.43654613426,number,matched,259613,2003 UR375,2026-03-01,2.33761589,0.05718687,5.329672,17.34,11.646113,120.951405,333.347426,0.27576830371067995,0.0,Main belt
N:490562,490562,2009 WU26,1,1,61047.46689357639,61047.46689357639,number,matched,490562,2009 WU26,2026-03-01,3.02197568,0.09213348,10.128558,17.18,42.169854,0.010684,49.650764,0.1876150296819675,0.0,Main belt
N:88700,88700,2001 RF143,1,1,61047.494282719905,61047.494282719905,number,matched,88700,2001 RF143,2026-03-01,2.78111292,0.10429626,8.235189,15.15,335.867538,180.349371,311.020143,0.21250841878677929,0.0,Main belt
N:127246,127246,2002 JV32,4,3,61047.494282719905,61063.66111130787,number,matched,127246,2002 JV32,2026-03-01,3.00100133,0.11704856,11.177956,14.6,55.043773,336.000774,56.202961,0.1895853575495259,16.16682858796412,Main belt
N:253196,253196,2002 XW55,2,2,61047.494282719905,61066.54480471065,number,matched,253196,2002 XW55,2026-03-01,2.79299451,0.12217804,24.245826,15.14,320.191969,230.404885,280.602102,0.21115382392119403,19.05052199074271,Main belt
N:190117,190117,2004 VB57,2,1,61047.4383019213,61047.49620340278,number,matched,190117,2004 VB57,2026-03-01,2.57539764,0.29438488,13.796117,15.78,61.916206,297.028996,74.185983,0.23847213162010128,0.05790148147934815,Main belt
N:203330,203330,2001 TH193,2,2,61047.4383019213,61048.50652920139,number,matched,203330,2001 TH193,2026-03-01,2.27523542,0.19951304,4.727329,16.39,71.606884,23.492782,350.712411,0.2871868590235745,1.068227280091378,Main belt
N:723678,723678,2007 EJ145,1,1,61047.4383019213,61047.4383019213,number,matched,723678,2007 EJ145,2026-03-01,2.91334941,0.07385492,5.300268,17.24,18.643631,60.561825,20.459039,0.1982052766215859,0.0,Main belt
N:81722,81722,2000 JY34,1,1,61047.49620340278,61047.49620340278,number,matched,81722,2000 JY34,2026-03-01,2.80254099,0.21292486,7.678969,14.69,106.04718,288.525013,42.239287,0.21007584245495517,0.0,Main belt
N:106573,106573,2000 WR90,3,2,61047.49620340278,61063.69206412037,number,matched,106573,2000 WR90,2026-03-01,2.32869543,0.10217769,10.085457,15.57,208.52491,200.660909,58.999301,0.2773543856200462,16.19586071759113,Main belt
N:159607,159607,2001 YO115,1,1,61047.75729405093,61047.75729405093,number,matched,159607,2001 YO115,2026-03-01,2.26920267,0.20493772,6.924842,16.0,111.232074,284.19823,82.268667,0.28833286343187675,0.0,Main belt
N:487454,487454,2014 SM58,1,1,61047.58891453704,61047.58891453704,number,matched,487454,2014 SM58,2026-03-01,2.96993488,0.12880625,10.351377,16.89,89.834397,321.890304,26.035244,0.1925678064910883,0.0,Main belt
S:2016ww80,,2016 WW80,1,1,61047.58891453704,61047.58891453704,normalized_name,matched,,2016 WW80,2026-03-01,2.70552658,0.26442718,13.35791,18.07,324.064149,108.505019,52.105352,0.221475844522486,0.0,Main belt
N:504480,504480,2008 EN149,1,1,61047.45888200231,61047.45888200231,number,matched,504480,2008 EN149,2026-03-01,2.41481129,0.07580654,8.040768,17.84,304.146529,139.452747,25.126307,0.26265113225849807,0.0,Main belt
N:748508,748508,2013 RW125,1,1,61047.45888200231,61047.45888200231,number,matched,748508,2013 RW125,2026-03-01,3.17993581,0.07813702,8.843726,16.62,48.935023,80.590225,316.437169,0.1738107140188445,0.0,Main belt
N:346744,346744,2009 BS14,1,1,61047.44920012732,61047.44920012732,number,matched,346744,2009 BS14,2026-03-01,2.58801338,0.10582992,15.398562,16.62,318.151028,89.074914,62.997308,0.23673054495966728,0.0,Main belt
N:458427,458427,2011 AS36,1,1,61047.5049065162,61047.5049065162,number,matched,458427,2011 AS36,2026-03-01,3.03447604,0.0794296,10.298076,16.6,177.662219,321.46323,312.59067,0.18645691946829837,0.0,Main belt
N:416468,416468,2003 WQ78,1,1,61047.50192284722,61047.50192284722,number,matched,416468,2003 WQ78,2026-03-01,2.36605948,0.11015104,6.606879,17.58,65.374897,2.339392,26.758481,0.2708105546567182,0.0,Main belt
S:2008ub391,,2008 UB391,1,1,61047.50192284722,61047.50192284722,normalized_name,matched,,2008 UB391,2026-03-01,3.07400467,0.06644899,8.635463,17.02,86.750469,34.201018,327.163678,0.18287203148498252,0.0,Main belt
N:312018,312018,2007 RJ45,1,1,61047.443739409726,61047.443739409726,number,matched,312018,2007 RJ45,2026-03-01,2.31231922,0.13281165,7.007455,17.73,78.71676,45.737815,326.710365,0.2803059975588977,0.0,Main belt
N:419630,419630,2010 SK34,1,1,61047.47366311343,61047.47366311343,number,matched,419630,2010 SK34,2026-03-01,2.38782593,0.17782057,5.653128,17.92,29.151173,62.481506,8.437309,0.2671161077417938,0.0,Main belt
N:93405,93405,2000 SV293,1,1,61047.501046875,61047.501046875,number,matched,93405,2000 SV293,2026-03-01,2.57075568,0.21492177,8.568117,15.61,107.41799,8.562328,322.057564,0.2391183293507437,0.0,Main belt
N:198530,198530,2004 XJ106,1,1,61047.501046875,61047.501046875,number,matched,198530,2004 XJ106,2026-03-01,2.59953322,0.23295197,13.755275,16.61,5.103064,38.308017,67.196609,0.2351586813310566,0.0,Main belt
N:508472,508472,2016 NB66,1,1,61047.501046875,61047.501046875,number,matched,508472,2016 NB66,2026-03-01,2.54947939,0.14729017,13.634576,16.77,15.896097,25.950511,62.191757,0.24211785382222195,0.0,Main belt
N:123526,123526,2000 XO12,8,4,61047.73831346065,61084.69441133102,number,matched,123526,2000 XO12,2026-03-01,2.56250337,0.11436346,12.53912,15.26,292.267995,237.165087,339.985424,0.2402743471982678,36.95609787036665,Main belt
N:51485,51485,2001 FB73,4,3,61047.755982476854,61087.5161075463,number,matched,51485,2001 FB73,2026-03-01,2.37807987,0.1340591,7.524121,15.28,188.170334,244.338837,65.333065,0.26875986777260447,39.76012506944244,Main belt
N:65827,65827,1996 VG32,1,1,61047.46209143518,61047.46209143518,number,matched,65827,1996 VG32,2026-03-01,3.19702149,0.05831077,10.947507,14.26,239.691806,203.732785,15.534337,0.1724192455667867,0.0,Main belt
N:720217,720217,2000 CL152,1,1,61047.46209143518,61047.46209143518,number,matched,720217,2000 CL152,2026-03-01,3.05275012,0.15961662,14.064691,16.85,267.687413,248.917696,313.587681,0.18478520170184423,0.0,Main belt
N:478744,478744,2012 UC84,1,1,61047.49092539352,61047.49092539352,number,matched,478744,2012 UC84,2026-03-01,2.63817265,0.12371109,8.356295,17.05,63.001374,5.550436,18.789869,0.230011342746612,0.0,Main belt
N:161320,161320,2003 QE33,1,1,61047.51818478009,61047.51818478009,number,matched,161320,2003 QE33,2026-03-01,2.63721953,0.19435412,14.30619,15.35,119.372186,14.762372,303.184311,0.23013604693706624,0.0,Main belt
N:203956,203956,2003 SX63,3,2,61047.45551221065,61048.508293125,number,matched,203956,2003 SX63,2026-03-01,2.64738366,0.25080111,12.029529,16.38,26.807565,115.303354,310.009129,0.2288119739679537,1.0527809143532068,Main belt
N:835131,835131,2011 BP191,1,1,61047.45551221065,61047.45551221065,number,matched,835131,2011 BP191,2026-03-01,3.06531999,0.09989324,10.50151,16.99,101.397023,17.928782,323.936525,0.18364975263437822,0.0,Main belt
N:359726,359726,2011 UD28,1,1,61047.483825868054,61047.483825868054,number,matched,359726,2011 UD28,2026-03-01,2.76100651,0.13140786,8.088131,16.78,28.125169,60.227436,6.4047,0.21483395705962674,0.0,Main belt
N:208788,208788,2002 QL36,1,1,61047.50881587963,61047.50881587963,number,matched,208788,2002 QL36,2026-03-01,2.69316465,0.10338524,9.296539,15.89,140.386216,333.348322,337.097786,0.2230024917713782,0.0,Main belt
N:314661,314661,2006 QC12,1,1,61047.50881587963,61047.50881587963,number,matched,314661,2006 QC12,2026-03-01,2.34179753,0.19201105,9.590018,16.96,210.833466,278.564808,338.912033,0.2750299934082762,0.0,Main belt
N:70960,70960,1999 XH7,5,3,61047.45777550926,61063.682713159724,number,matched,70960,1999 XH7,2026-03-01,2.64412517,0.11015196,14.372221,14.53,262.618927,156.409433,56.533146,0.22923506921030867,16.22493765046238,Main belt
N:737260,737260,2016 AE272,1,1,61047.486608148145,61047.486608148145,number,matched,737260,2016 AE272,2026-03-01,3.08405794,0.10374385,10.253462,16.99,251.711972,197.313929,20.273713,0.18197858384455026,0.0,Main belt
N:196032,196032,2002 SH21,1,1,61047.513885231485,61047.513885231485,number,matched,196032,2002 SH21,2026-03-01,3.12488268,0.05751886,9.799733,15.28,89.503976,349.491396,14.397344,0.17842409328345726,0.0,Main belt
N:544921,544921,2014 WV491,1,1,61047.513885231485,61047.513885231485,number,matched,544921,2014 WV491,2026-03-01,3.1543427,0.18915553,18.975501,15.74,125.970757,255.092633,62.185966,0.17593034782603026,0.0,Main belt
N:74144,74144,1998 QV77,1,1,61047.537991770834,61047.537991770834,number,matched,74144,1998 QV77,2026-03-01,2.69155614,0.16340294,12.957068,15.11,62.156927,57.230598,325.325142,0.22320242554868927,0.0,Main belt
N:102613,102613,1999 VQ20,1,1,61047.537991770834,61047.537991770834,number,matched,102613,1999 VQ20,2026-03-01,2.38363554,0.22223118,10.833246,15.25,86.975078,358.799644,352.875748,0.2678207954596565,0.0,Main belt
N:884329,884329,2017 HO,1,1,61047.537991770834,61047.537991770834,number,matched,884329,2017 HO,2026-03-01,1.81205005,0.1986561,31.894525,18.7,125.001099,251.984001,79.418563,0.40406272677836386,0.0,Mars-crosser
N:169355,169355,2001 UO31,1,1,61047.56297208333,61047.56297208333,number,matched,169355,2001 UO31,2026-03-01,3.22126813,0.0740454,14.78796,14.45,296.82391,131.680592,36.436925,0.17047620150444748,0.0,Main belt
N:195967,195967,2002 RC176,1,1,61047.56297208333,61047.56297208333,number,matched,195967,2002 RC176,2026-03-01,3.14171336,0.24233913,12.931851,14.93,27.88843,89.373136,329.172553,0.17699224400934283,0.0,Main belt
N:94027,94027,2000 XL39,5,3,61047.56677765046,61066.54049982639,number,matched,94027,2000 XL39,2026-03-01,2.59120453,0.12940613,13.953187,14.69,81.099129,44.187731,322.962434,0.23629336794362377,18.973722175927833,Main belt
N:881912,881912,2015 RN146,1,1,61047.56677765046,61047.56677765046,number,matched,881912,2015 RN146,2026-03-01,2.79879872,0.20224579,8.995057,17.85,20.111937,65.657011,13.989341,0.21049732145539246,0.0,Main belt
S:2019px35,,2019 PX35,1,1,61047.59158099537,61047.59158099537,normalized_name,matched,,2019 PX35,2026-03-01,2.98722998,0.16616114,11.865942,17.73,44.047728,60.014778,344.163805,0.19089787101765007,0.0,Main belt
N:64161,64161,2001 TQ45,15,8,61047.72362832176,61087.76719503472,number,matched,64161,2001 TQ45,2026-03-01,2.79338558,0.13250276,9.74874,15.22,45.439091,45.619698,30.881033,0.21110948362156803,40.04356671296409,Main belt
N:22270,22270,1981 EQ30,7,4,61047.748723530094,61093.68931451389,number,matched,22270,1981 EQ30,2026-03-01,2.59034131,0.26743778,12.650617,14.22,165.250701,317.342121,1.07317,0.23641149339255854,45.94059098379512,Main belt
S:2014hq251,,2014 HQ251,1,1,61047.73373130787,61047.73373130787,normalized_name,matched,,2014 HQ251,2026-03-01,2.60620549,0.18144259,12.132198,18.41,353.87963,153.101858,354.576197,0.23425619826881436,0.0,Main belt
S:2015jh27,,2015 JH27,1,1,61047.74343003472,61047.74343003472,normalized_name,matched,,2015 JH27,2026-03-01,2.45051945,0.15439074,9.827267,18.67,335.898272,114.671501,58.298429,0.2569311986322569,0.0,Main belt
N:349385,349385,2007 WU55,1,1,61047.77653570602,61047.77653570602,number,matched,349385,2007 WU55,2026-03-01,2.64522336,0.19622656,14.091399,16.36,172.102611,248.601614,73.459366,0.22909233030163928,0.0,Main belt
N:114848,114848,2003 PE4,2,2,61048.617069513886,61107.59064768519,number,matched,114848,2003 PE4,2026-03-01,2.33968359,0.13638372,4.417441,16.22,43.290887,245.607992,166.306855,0.2754028183143254,58.973578171302506,Main belt
N:591869,591869,2014 GZ30,1,1,61048.617069513886,61048.617069513886,number,matched,591869,2014 GZ30,2026-03-01,2.66455322,0.0925457,5.800239,17.4,4.054406,264.35789,192.721339,0.22660394971099784,0.0,Main belt
N:27488,27488,2000 GM98,3,3,61048.613680925926,61052.73126813657,number,matched,27488,2000 GM98,2026-03-01,3.1584963,0.20047106,8.723042,13.23,171.573745,50.58984,227.335086,0.1755834245143247,4.117587210646889,Main belt
N:48189,48189,2001 HR49,2,2,61048.613680925926,61050.59507274305,number,matched,48189,2001 HR49,2026-03-01,3.15218486,0.29620468,13.241314,14.14,96.745706,89.193543,236.883335,0.1761110294105884,1.9813918171275873,Main belt
N:51868,51868,2001 PE4,2,2,61048.613680925926,61050.52196244213,number,matched,51868,2001 PE4,2026-03-01,3.16558474,0.14156061,20.988784,14.09,117.071125,218.38831,104.952575,0.17499399996658122,1.908281516203715,Main belt
N:8519,8519,1992 DB10,4,3,61048.60883356482,61052.63698775463,number,matched,8519,1992 DB10,2026-03-01,3.25267954,0.06739398,5.996699,13.96,133.355898,129.873057,190.116341,0.16801271775253926,4.028154189814813,Main belt
N:11141,11141,Jindrawalter,4,3,61048.60883356482,61052.63698775463,number,matched,11141,Jindrawalter,2026-03-01,2.60010475,0.3274869,13.046002,14.28,105.152009,210.918992,113.603572,0.23508115011511502,4.028154189814813,Main belt
N:12063,12063,1998 FH11,4,3,61048.60883356482,61052.63698775463,number,matched,12063,1998 FH11,2026-03-01,2.34674033,0.12956482,8.773915,15.0,249.781426,98.097306,129.701478,0.27416153205761623,4.028154189814813,Main belt
N:23604,23604,1996 AL,15,8,61048.60883356482,61093.597646608796,number,matched,23604,1996 AL,2026-03-01,2.93751851,0.18140446,16.045457,13.96,335.330063,28.483626,113.02361,0.19576414682115328,44.98881304397946,Main belt
N:35365,35365,Cooney,5,3,61048.60883356482,61050.67152510417,number,matched,35365,Cooney,2026-03-01,2.29203392,0.06991319,5.620267,16.18,17.908887,231.266358,219.322116,0.28403542779058816,2.0626915393513627,Main belt
N:40086,40086,1998 MK33,4,3,61048.60883356482,61052.67172677083,number,matched,40086,1998 MK33,2026-03-01,2.66953565,0.2273626,12.724612,14.49,88.112489,236.024811,112.462697,0.2259698442947756,4.062893206013541,Main belt
N:45062,45062,1999 XM31,7,5,61048.60883356482,61062.702345474536,number,matched,45062,1999 XM31,2026-03-01,3.02430053,0.1140531,9.531642,14.24,293.800806,59.464315,121.298955,0.18739873522220069,14.093511909719382,Main belt
N:47649,47649,Susanbrew,4,3,61048.60883356482,61052.63698775463,number,matched,47649,Susanbrew,2026-03-01,3.06561447,0.08634021,10.487676,14.54,271.046934,72.344156,126.66906,0.1836232914399337,4.028154189814813,Main belt
N:51238,51238,2000 JT34,11,6,61048.60883356482,61055.696626400466,number,matched,51238,2000 JT34,2026-03-01,3.19607223,0.20919574,9.465501,13.54,83.700523,122.626908,230.611486,0.17249606619233343,7.087792835649452,Main belt
N:53173,53173,1999 CF22,12,6,61048.60883356482,61093.58986449074,number,matched,53173,1999 CF22,2026-03-01,3.12066373,0.12890686,20.219846,13.29,300.094641,69.669965,103.64438,0.17878604354079633,44.98103092592646,Main belt
N:60310,60310,1999 XD215,8,6,61048.60883356482,61062.702345474536,number,matched,60310,1999 XD215,2026-03-01,2.66920796,0.18198518,13.579389,14.95,78.96057,251.620871,113.401321,0.2260114579487134,14.093511909719382,Main belt
N:67756,67756,2000 UP50,11,6,61048.60883356482,61059.68339625,number,matched,67756,2000 UP50,2026-03-01,2.32994299,0.09816269,5.822891,15.16,42.818945,205.76295,214.176256,0.277131652757243,11.07456268518581,Main belt
N:70720,70720,Davidskillman,11,6,61048.60883356482,61093.563131111114,number,matched,70720,Davidskillman,2026-03-01,2.64789889,0.02828128,22.864968,13.63,295.938879,65.464452,104.438017,0.22874519362819717,44.95429754629731,Main belt
N:78529,78529,2002 RZ98,4,3,61048.60883356482,61052.63698775463,number,matched,78529,2002 RZ98,2026-03-01,3.14441411,0.11178295,6.005999,14.62,27.79154,245.583417,183.141372,0.17676426394849973,4.028154189814813,Main belt
N:78768,78768,2002 VF17,10,6,61048.60883356482,61055.696626400466,number,matched,78768,2002 VF17,2026-03-01,2.75484858,0.17064136,7.972505,14.55,68.781382,238.602458,138.145511,0.21555468895033086,7.087792835649452,Main belt
N:83455,83455,2001 SB63,1,1,61048.60883356482,61048.60883356482,number,matched,83455,2001 SB63,2026-03-01,2.80133446,0.07827112,5.804765,15.15,101.118991,176.117485,177.288377,0.21021157603087662,0.0,Main belt
N:84982,84982,2003 YM65,5,4,61048.60883356482,61052.63698775463,number,matched,84982,2003 YM65,2026-03-01,2.7131048,0.17844655,15.577116,15.45,64.309697,266.754475,114.387424,0.22054855628589573,4.028154189814813,Main belt
N:96112,96112,5063 T-2,15,8,61048.60883356482,61093.607574733796,number,matched,96112,5063 T-2,2026-03-01,2.27948906,0.12696349,7.006967,15.2,48.684794,179.220162,232.623097,0.2863833766982732,44.998741168979905,Main belt
N:101582,101582,1999 BZ8,13,7,61048.60883356482,61093.606702777775,number,matched,101582,1999 BZ8,2026-03-01,2.47603412,0.13333686,9.583852,15.6,340.579273,9.598146,126.816585,0.25297006730041893,44.9978692129589,Main belt
N:130438,130438,2000 QS17,3,2,61048.60883356482,61052.64466297454,number,matched,130438,2000 QS17,2026-03-01,2.28749362,0.0437666,6.590072,16.18,355.540223,332.219797,142.116891,0.2848814929407775,4.035829409724101,Main belt
N:139831,139831,2001 RH35,1,1,61048.60883356482,61048.60883356482,number,matched,139831,2001 RH35,2026-03-01,2.76728713,0.04558908,4.873603,15.67,67.224671,197.182315,193.776329,0.21410299320842036,0.0,Main belt
N:216931,216931,1998 UM16,5,4,61048.60883356482,61062.704529201386,number,matched,216931,1998 UM16,2026-03-01,2.44936139,0.2074536,5.334771,16.18,57.862254,190.745163,199.49014,0.25711343607902054,14.095695636569872,Main belt
S:2013nu11,,2013 NU11,1,1,61048.60883356482,61048.60883356482,normalized_name,matched,,2013 NU11,2026-03-01,1.97920787,0.0799969,17.51954,18.82,308.389378,270.189686,265.058261,0.35397041092636,0.0,Inner belt / Hungaria
N:15044,15044,1998 XY16,13,9,61048.634801712964,61093.59567392361,number,matched,15044,1998 XY16,2026-03-01,3.10570806,0.05736804,5.493522,13.68,80.929555,207.571031,166.428196,0.18007902478617216,44.96087221064954,Main belt
N:708190,708190,2011 UE461,1,1,61048.616160046295,61048.616160046295,number,matched,708190,2011 UE461,2026-03-01,2.75857989,0.10241719,4.834757,17.4,113.357099,188.511856,141.557607,0.21511749153790907,0.0,Main belt
N:43801,43801,1991 PL15,1,1,61048.60637429398,61048.60637429398,number,matched,43801,1991 PL15,2026-03-01,3.11228082,0.14541642,6.443368,14.41,109.180197,199.203643,127.917818,0.17950886845433672,0.0,Main belt
N:279091,279091,2008 WL131,1,1,61048.63234640046,61048.63234640046,number,matched,279091,2008 WL131,2026-03-01,3.17620444,0.04986581,7.763813,15.37,154.311569,64.075511,231.323005,0.17411709032596187,0.0,Main belt
N:30063,30063,Jessicashi,1,1,61048.60026042824,61048.60026042824,number,matched,30063,Jessicashi,2026-03-01,2.24953131,0.17542577,3.172367,16.08,140.404477,166.950965,141.826878,0.2921231738022565,0.0,Main belt
N:39111,39111,2000 WR30,1,1,61048.60026042824,61048.60026042824,number,matched,39111,2000 WR30,2026-03-01,2.32411237,0.11132282,5.609146,15.39,211.808246,129.771538,123.853714,0.27817518817044795,0.0,Main belt
N:128642,128642,2004 RK27,2,1,61048.60026042824,61048.626190902774,number,matched,128642,2004 RK27,2026-03-01,2.55721543,0.21506445,6.146099,16.59,22.534465,316.564034,119.145327,0.24102000960158915,0.025930474534106907,Main belt
N:225816,225816,2001 WZ9,1,1,61048.60026042824,61048.60026042824,number,matched,225816,2001 WZ9,2026-03-01,2.51671936,0.16771889,5.496943,16.62,37.535524,300.362491,115.281039,0.2468606617563215,0.0,Main belt
S:2001ko88,,2001 KO88,1,1,61048.60026042824,61048.60026042824,normalized_name,matched,,2001 KO88,2026-03-01,3.09934823,0.21253984,3.771086,17.61,32.342864,267.063016,145.860872,0.18063358943327615,0.0,Main belt
N:732110,732110,2013 XF2,1,1,61048.626190902774,61048.626190902774,number,matched,732110,2013 XF2,2026-03-01,2.56509732,0.19622605,12.014897,16.89,358.417585,214.739876,258.073545,0.23990997386010346,0.0,Main belt
N:51995,51995,2001 TK101,13,7,61048.569931157406,61107.59064768519,number,matched,51995,2001 TK101,2026-03-01,2.79152691,0.11223432,8.385872,14.69,345.062266,235.740059,247.570568,0.21132036185271116,59.0207165277825,Main belt
N:53827,53827,2000 EH149,1,1,61048.59831969907,61048.59831969907,number,matched,53827,2000 EH149,2026-03-01,2.43731045,0.07066095,4.199357,15.6,124.829429,203.782751,128.095883,0.25902268326663935,0.0,Main belt
N:97770,97770,2000 JJ72,6,4,61048.62425988426,61052.675933032406,number,matched,97770,2000 JJ72,2026-03-01,2.80660011,0.24594047,8.827894,14.72,71.592824,246.751028,114.82278,0.209620265621324,4.051673148147529,Main belt
N:107182,107182,2001 BA26,3,2,61048.62425988426,61052.64886981482,number,matched,107182,2001 BA26,2026-03-01,2.35079537,0.11972691,2.373428,16.27,358.972993,293.806484,178.563619,0.2734524594419579,4.024609930558654,Main belt
N:172290,172290,2002 TW166,2,2,61048.62425988426,61052.64886981482,number,matched,172290,2002 TW166,2026-03-01,2.70656266,0.02419386,13.641784,15.4,61.772854,140.14239,257.674251,0.22134868430473767,4.024609930558654,Main belt
N:464279,464279,2015 YY4,1,1,61048.62425988426,61048.62425988426,number,matched,464279,2015 YY4,2026-03-01,3.023792,0.18331386,16.246518,16.17,2.444717,357.472202,102.654318,0.18744601123461502,0.0,Main belt
S:2014pm72,,2014 PM72,1,1,61048.62425988426,61048.62425988426,normalized_name,matched,,2014 PM72,2026-03-01,2.95419535,0.1456933,5.245,17.58,33.462135,288.790245,129.459342,0.19410881508194375,0.0,Main belt
S:2021vx59,,2021 VX59,1,1,61048.62425988426,61048.62425988426,normalized_name,matched,,2021 VX59,2026-03-01,2.68434412,0.12159737,10.522868,17.72,294.729398,286.655206,254.642379,0.22410254547893127,0.0,Main belt
N:7611,7611,Hashitatsu,17,6,61048.546490347224,61093.58448100695,number,matched,7611,Hashitatsu,2026-03-01,2.98968242,0.15066102,8.494113,12.28,173.902131,170.938847,109.196546,0.19066302857284165,45.03799065972271,Main belt
N:8864,8864,1991 VU,19,10,61048.546490347224,61107.58887357639,number,matched,8864,1991 VU,2026-03-01,2.61375298,0.15318621,6.973308,13.56,63.334018,142.051668,243.846836,0.23324227153761687,59.04238322916353,Main belt
N:10487,10487,Danpeterson,18,9,61048.546490347224,61093.5880628125,number,matched,10487,Danpeterson,2026-03-01,2.31475684,0.16912231,24.888664,12.7,153.282588,202.873433,98.327491,0.2798633379397382,45.04157246527757,Main belt
N:11102,11102,Bertorighini,15,8,61048.546490347224,61093.597646608796,number,matched,11102,Bertorighini,2026-03-01,2.58688332,0.1156714,2.728857,14.42,80.624476,167.959564,202.899466,0.23688568276473718,45.05115626157203,Main belt
N:13133,13133,Jandecleir,10,5,61048.546490347224,61093.58986449074,number,matched,13133,Jandecleir,2026-03-01,2.6479819,0.12020935,3.130822,14.79,35.596347,205.184808,216.291062,0.22873443751820807,45.04337414351903,Main belt
N:19412,19412,1998 FC24,12,5,61048.546490347224,61093.597646608796,number,matched,19412,1998 FC24,2026-03-01,2.33834128,0.10631338,2.894129,14.31,66.635982,222.203409,167.685239,0.27563999220827823,45.05115626157203,Main belt
N:25621,25621,2000 AF41,9,4,61048.546490347224,61052.66489033565,number,matched,25621,2000 AF41,2026-03-01,2.70224839,0.16871696,14.215573,13.78,171.781092,175.584469,107.638093,0.2218789866168086,4.118399988423334,Main belt
N:28964,28964,Ashokverma,6,2,61048.546490347224,61052.66489033565,number,matched,28964,Ashokverma,2026-03-01,3.06708312,0.23645852,3.64882,13.92,91.482433,172.395048,168.879725,0.1834914172533805,4.118399988423334,Main belt
N:33470,33470,1999 FQ37,10,3,61048.546490347224,61052.64886981482,number,matched,33470,1999 FQ37,2026-03-01,2.78279892,0.03791246,4.460723,14.0,171.334898,119.287996,168.617634,0.21231532097580574,4.102379467592982,Main belt
N:35088,35088,1990 VU4,1,1,61048.546490347224,61048.546490347224,number,matched,35088,1990 VU4,2026-03-01,2.29942453,0.13803729,5.667873,15.88,83.397443,248.571294,119.693366,0.28266714582798924,0.0,Main belt
N:35172,35172,Miyaharamisao,7,3,61048.546490347224,61052.66489033565,number,matched,35172,Miyaharamisao,2026-03-01,2.30715258,0.15656832,3.974236,14.76,147.366572,160.181098,146.876543,0.28124810083833707,4.118399988423334,Main belt
N:38513,38513,1999 TJ236,10,4,61048.546490347224,61052.675933032406,number,matched,38513,1999 TJ236,2026-03-01,2.96991818,0.17431347,8.430386,13.91,98.418167,221.808163,118.852539,0.19256943072113145,4.129442685181857,Main belt
N:38767,38767,2000 RB7,8,5,61048.546490347224,61055.724422824074,number,matched,38767,2000 RB7,2026-03-01,2.57120118,0.20239236,3.737322,15.23,72.718836,185.493871,183.959796,0.23905618567133052,7.177932476850401,Main belt
N:43118,43118,1999 XD43,9,5,61048.546490347224,61062.702345474536,number,matched,43118,1999 XD43,2026-03-01,2.97683904,0.06596654,8.378536,14.23,44.239326,162.338329,250.055898,0.19189826352370634,14.155855127311952,Main belt
N:46129,46129,2001 FP46,6,3,61048.546490347224,61052.6378397338,number,matched,46129,2001 FP46,2026-03-01,2.39769144,0.10640345,2.676965,15.36,84.166658,188.119487,181.852451,0.2654691960507483,4.091349386573711,Main belt
N:64131,64131,2001 TP26,11,6,61048.546490347224,61062.702345474536,number,matched,64131,2001 TP26,2026-03-01,2.25799286,0.15920678,4.704771,15.92,20.703016,203.545469,243.785609,0.2904826697081259,14.155855127311952,Main belt
N:74860,74860,1999 TZ89,14,6,61048.546490347224,61066.60286584491,number,matched,74860,1999 TZ89,2026-03-01,2.37468584,0.19536911,2.18339,15.93,16.655176,278.883654,172.118483,0.26933626290770657,18.056375497682893,Main belt
N:84311,84311,2002 TE41,10,4,61048.546490347224,61052.62185834491,number,matched,84311,2002 TE41,2026-03-01,2.4451059,0.12611908,5.832795,15.5,28.887345,192.88713,240.035106,0.25778495275020097,4.075367997684225,Main belt
N:88964,88964,2001 TX54,1,1,61048.546490347224,61048.546490347224,number,matched,88964,2001 TX54,2026-03-01,2.78260698,0.01635236,5.52582,15.28,325.314796,275.583574,223.056712,0.21233728913681924,0.0,Main belt
N:122846,122846,2000 SY126,5,2,61048.546490347224,61052.6378397338,number,matched,122846,2000 SY126,2026-03-01,2.57862543,0.28109542,5.463629,15.98,58.116657,248.668156,129.828478,0.23802451114198944,4.091349386573711,Main belt
