image,panel,asteroid_number,asteroid_name,epoch_mjd,pred_ra_deg,pred_dec_deg,obs_ra_win_deg,obs_dec_win_deg,x_win_px,y_win_px,mag_aper4
OBJ_MP_0940_0273.fits.gz,B,1857,Parchomenko,61000.58544048611,35.77059765622647,15.360391284647537,35.77058673387613,15.360388948946612,7082.412664899466,2971.55798771875,14.392452239990234
OBJ_MP_0940_0273.fits.gz,C,2300,Stebbins,61000.58544048611,36.15970053369778,15.321183145873237,36.15967889065968,15.321199885307799,6948.433026516931,4139.646047880435,15.77501392364502
OBJ_MP_0940_0273.fits.gz,D,9000,Hal,61000.58544048611,36.60440615348529,14.25321269107596,36.60439243382492,14.253229622090727,3610.4383884546273,5452.49447564394,16.61907958984375
OBJ_MP_0940_0273.fits.gz,E,11749,1999 NZ10,61000.58544048611,35.499164772172755,15.386902303821728,35.499185509970474,15.386897698628772,7174.700436739821,2156.613554893134,17.730485916137695
