night,trk_sub,linkage_id,n_link_member_rows,n_unique_detections,first_mjd,median_mjd,last_mjd,median_ra_deg,median_dec_deg,median_mag_aper4,median_mag_psf,n_obs,n_tracklets,rms_arcsec,med_arcsec,max_arcsec,a_au,ecc,inc_deg,raan_deg,argp_deg,nu_deg,best_v1_kms,lin_rms_arcsec,lin_speed_arcsec_per_day,lin_dir_deg,speed_arcsec_per_hour,final_paper_status,n_detections,median_mjd_utc,median_time_utc,median_time_local,dusk_end_utc,dawn_start_utc,hours_after_dusk_end,hours_before_dawn_start,nearest_twilight,nearest_twilight_abs_hours,nearest_twilight_signed_hours,median_mag_aper4_legacy_twilight,median_mag_psf_legacy_twilight,median_ra_deg_legacy_twilight,median_dec_deg_legacy_twilight,twilight_metrics_status
20251208,00000cR,1115,3,3,61017.759598414355,61017.78582819444,61017.81204148149,113.95355964433988,23.090786064143124,17.121566772460938,17.148868560791016,3,2,0.0845654931169765,0.0,0.1464717306457196,1.38605058504359,0.06208329602776,23.840010849782153,359.7314758951508,86.1759719069974,0.0179691041938349,26.921591304900588,0.1109475876084787,301.5272054278414,168.5434341136023,12.563633559493391,retained_after_posthoc_audit,3,61017.78582819444,2025-12-08T18:51:35.556,2025-12-09T02:51:35.556000+08:00,2025-12-08T10:20:40.169,2025-12-08T21:42:58.341,8.51538530882676,2.856329232486348,dawn_start,2.856329232486348,-2.856329232486348,17.121566772460938,17.148868560791016,113.95355964433988,23.090786064143124,legacy_site_coordinates_do_not_use_for_final_figure
20251208,00000cT,1141,3,3,61017.7626025,61017.78884447917,61017.815052743055,113.9532276620022,23.090767670420227,17.247882843017578,17.16469383239746,3,2,0.1094040888009007,0.0,0.1894934403589372,5.884239135801841,0.3032234238716475,24.42393093813755,2.1717557030349375,101.96573037202492,0.0035543094746695,16.792317020496743,0.0874896610587965,311.0701444369908,167.34953358586463,12.96125601820795,retained_after_posthoc_audit,3,61017.78884447917,2025-12-08T18:55:56.163,2025-12-09T02:55:56.163000+08:00,2025-12-08T10:20:40.169,2025-12-08T21:42:58.341,8.587776142230675,2.783938399082433,dawn_start,2.783938399082433,-2.783938399082433,17.247882843017578,17.16469383239746,113.9532276620022,23.090767670420227,legacy_site_coordinates_do_not_use_for_final_figure
20251208,00000cs,449,3,3,61017.452854953706,61017.48187351852,61017.51100258102,34.91309581737564,19.71184720022901,16.15353775024414,16.16417121887207,3,2,0.0163604061689552,0.0030735851265057,0.0281698729942059,3.3040368381776677,0.0012217897043561,21.55593699135638,318.4510265900238,87.6467469754704,0.0047830333059611,16.405946493323977,0.014996751283622,497.6980885870791,232.22603889423468,20.737420357794964,retained_after_posthoc_audit,3,61017.48187351852,2025-12-08T11:33:53.872,2025-12-08T19:33:53.872000+08:00,2025-12-08T10:20:40.169,2025-12-08T21:42:58.341,1.220473086635998,10.151241454677107,dusk_end,1.220473086635998,1.220473086635998,16.15353775024414,16.16417121887207,34.91309581737564,19.71184720022901,legacy_site_coordinates_do_not_use_for_final_figure
20251209,00000e2,1083,3,3,61018.846585810184,61018.87456671296,61018.90068744213,117.19716804920762,21.002572058584548,17.909584045410156,17.841562271118164,3,2,0.3318143578503113,0.0,0.5747193264775802,1.3373163364400535,0.0279038976873606,23.429182014787433,0.8532958350575427,86.96105806502538,0.0182366757440274,26.484860782554488,0.2820621332583253,279.05819969104846,167.87802706157777,11.62742498712702,retained_after_posthoc_audit,3,61018.87456671296,2025-12-09T20:59:22.564,2025-12-10T04:59:22.564000+08:00,2025-12-09T10:20:47.513,2025-12-09T21:43:43.761,10.64306976966971,0.7392215056978744,dawn_start,0.7392215056978744,-0.7392215056978744,17.909584045410156,17.841562271118164,117.19716804920762,21.002572058584548,legacy_site_coordinates_do_not_use_for_final_figure
20251214,00000gA,260,3,3,61023.453093854165,61023.48359408565,61023.51369636574,53.61876334636927,27.183099803231713,18.644132614135746,18.75204086303711,3,2,0.1247234435562645,0.0,0.2160273411343992,1.9173619243435316,0.1133651017644098,28.428627949454462,7.489145100730212,65.17253520284697,0.0142170709832704,24.10390768306589,0.1156659688405822,722.499050795012,177.6921856631161,30.10412711645883,retained_after_posthoc_audit,3,61023.48359408565,2025-12-14T11:36:22.529,2025-12-14T19:36:22.529000+08:00,2025-12-14T10:21:52.642,2025-12-14T21:47:14.481,1.2416353609340347,10.181097781222668,dusk_end,1.2416353609340347,1.2416353609340347,18.644132614135746,18.75204086303711,53.61876334636927,27.183099803231713,legacy_site_coordinates_do_not_use_for_final_figure
20251215,00000hz,246,3,3,61024.44911127315,61024.47964878472,61024.511529710646,53.40413560584203,27.190217469251714,18.682588577270508,18.726255416870117,3,2,0.1011951939292949,0.0,0.1752752173673243,3.0224889059532156,0.3564979494153702,53.403376664125624,38.31819742875276,214.19416085758775,-179.99702774439868,11.799840963391452,0.073846704600314,705.2998564021708,176.8142409825661,29.387494016757117,retained_after_posthoc_audit,3,61024.47964878472,2025-12-15T11:30:41.655,2025-12-15T19:30:41.655000+08:00,2025-12-15T10:22:11.205,2025-12-15T21:47:53.059,1.141791775394251,10.286501017069952,dusk_end,1.141791775394251,1.141791775394251,18.682588577270508,18.726255416870117,53.40413560584203,27.190217469251714,legacy_site_coordinates_do_not_use_for_final_figure
20251216,00000jr,232,3,3,61025.441909444446,61025.473747986114,61025.50556415509,53.19472327722889,27.19698029259082,18.529150009155273,18.636703491210938,3,2,0.3743722574675839,0.0,0.6484317708781123,1.3821784746844106,0.059455765997205,26.006710239021807,4.008068769870906,73.92820046203937,0.0217836683629318,26.88826947206082,0.3805318535732704,694.9330127129508,176.96202806814262,28.95554219637295,retained_after_posthoc_audit,3,61025.473747986114,2025-12-16T11:22:11.826,2025-12-16T19:22:11.826000+08:00,2025-12-16T10:22:31.554,2025-12-16T21:48:30.355,0.9945201024160856,10.438480243675604,dusk_end,0.9945201024160856,0.9945201024160856,18.529150009155273,18.636703491210938,53.19472327722889,27.19698029259082,legacy_site_coordinates_do_not_use_for_final_figure
20251217,00000lA,1134,3,3,61026.84266865741,61026.86847631945,61026.8981053588,113.59644256066416,21.83614609699659,15.135032653808594,15.141853332519531,3,2,0.0202328142620187,0.0,0.0350442622819207,7.345237949725065,0.4418152243569265,22.695446320278247,12.716283449626207,94.07228376153232,0.0039513950654238,17.66265513988924,0.0126898665717524,377.5073165324643,162.59738688765185,15.729471522186012,retained_after_posthoc_audit,3,61026.86847631945,2025-12-17T20:50:36.354,2025-12-18T04:50:36.354000+08:00,2025-12-17T10:22:53.666,2025-12-17T21:49:06.316,10.461857763447956,0.9749895530686592,dawn_start,0.9749895530686592,-0.9749895530686592,15.135032653808594,15.141853332519531,113.59644256066416,21.83614609699659,legacy_site_coordinates_do_not_use_for_final_figure
20251217,00000lG,1187,3,3,61026.849127361114,61026.87490996528,61026.90455799769,115.2899352072843,21.074449463385697,18.061111450195312,18.130634307861328,3,2,0.2664640543911831,0.0030735851265057,0.4615190461099436,4.257390951852552,0.0369688745718806,22.941818070625235,2.031681712787879,105.22350216607632,0.0033506652511421,14.979042275753445,0.2086076580296351,455.16636692839865,170.04837323268444,18.965265288683277,retained_after_posthoc_audit,3,61026.87490996528,2025-12-17T20:59:52.221,2025-12-18T04:59:52.221000+08:00,2025-12-17T10:22:53.666,2025-12-17T21:49:06.316,10.61626526338809,0.8205820531285246,dawn_start,0.8205820531285246,-0.8205820531285246,18.061111450195312,18.130634307861328,115.2899352072843,21.074449463385697,legacy_site_coordinates_do_not_use_for_final_figure
20251217,00000lw,1025,3,3,61026.833427488426,61026.8592416088,61026.88886560185,113.03411359713505,23.254539705342445,17.090545654296875,17.120338439941406,3,2,0.0400353389507636,0.0,0.0693432411609638,6.841635294163771,0.4007280685090779,24.516459372553655,1.0902647368962923,104.1997840002834,0.0038947862040118,17.409171423035946,0.0281324241672484,387.4626133616316,169.93013290790705,16.14427555673465,retained_after_posthoc_audit,3,61026.8592416088,2025-12-17T20:37:18.475,2025-12-18T04:37:18.475000+08:00,2025-12-17T10:22:53.666,2025-12-17T21:49:06.316,10.240224707909553,1.196622608607064,dawn_start,1.196622608607064,-1.196622608607064,17.090545654296875,17.120338439941406,113.03411359713505,23.254539705342445,legacy_site_coordinates_do_not_use_for_final_figure
20260103,00000wD,40,3,3,61043.42534581019,61043.45238027778,61043.47920048611,357.6815527189068,-3.4454926330490303,16.820270538330078,16.8738956451416,3,2,0.0977284079001928,0.0,0.1692705678259497,2.0533893048444805,0.9966988221316084,85.38897870094726,190.0886111809522,358.24342238284225,-179.99981632241443,0.8451540019378634,0.0787694484070617,220.94781981169825,26.845772003274213,9.20615915882076,retained_after_posthoc_audit,3,61043.45238027778,2026-01-03T10:51:25.656,2026-01-03T18:51:25.656000+08:00,2026-01-03T10:33:03.820,2026-01-03T21:55:17.997,0.306065442043316,11.06453915305126,dusk_end,0.306065442043316,0.306065442043316,16.820270538330078,16.8738956451416,357.6815527189068,-3.4454926330490303,legacy_site_coordinates_do_not_use_for_final_figure
20260112,00000C3,119,3,3,61052.52973349537,61052.55698405093,61052.584179756945,84.07461822014037,35.44144992382593,16.206707000732422,18.2840576171875,3,2,0.4057093558910917,0.0,0.7027092175094145,1.8856468858593944,0.3105814298542642,26.18671523391024,6.16431699212625,99.58585145206116,0.0207233104095496,29.905663443753543,0.4123731340221814,258.96733380681127,30.105441088632485,10.790305575283803,retained_after_posthoc_audit,3,61052.55698405093,2026-01-12T13:22:03.422,2026-01-12T21:22:03.422000+08:00,2026-01-12T10:40:46.263,2026-01-12T21:55:04.322,2.688099656203328,8.550249992033976,dusk_end,2.688099656203328,2.688099656203328,16.206707000732422,18.2840576171875,84.07461822014037,35.44144992382593,legacy_site_coordinates_do_not_use_for_final_figure
20260205,00000LG,51,3,3,61076.46450630787,61076.491546400466,61076.543359131945,110.19698307267842,22.43542064785421,17.668039321899414,17.684589385986328,3,2,0.1560683279567118,0.0030735851265057,0.270300799199857,6.619960619464066,0.3806609690793234,22.745519369776567,5.8213415666719515,109.68041545895844,0.0054999543980132,17.28401799323114,0.1253134408302665,372.1943260317043,168.22910548796708,15.508096917987679,retained_after_posthoc_audit,3,61076.491546400466,2026-02-05T11:47:49.609,2026-02-05T19:47:49.609000+08:00,2026-02-05T11:05:09.954,2026-02-05T21:41:42.384,0.7110151748287366,9.897993057923069,dusk_end,0.7110151748287366,0.7110151748287366,17.668039321899414,17.684589385986328,110.19698307267842,22.43542064785421,legacy_site_coordinates_do_not_use_for_final_figure
20260205,00000LJ,67,3,3,61076.46865206018,61076.49569466435,61076.54752079861,106.65722675287068,23.99948399749754,17.293243408203125,17.316482543945312,3,2,0.0609056053090783,0.0,0.1054916028610604,6.667924511466893,0.38511601508415,24.505435779819944,0.9124756009261984,111.49732559917686,0.0055099321334321,17.311881125900015,0.0345995361373089,336.8449346228966,175.39274876715606,14.035205609287358,retained_after_posthoc_audit,3,61076.49569466435,2026-02-05T11:53:48.019,2026-02-05T19:53:48.019000+08:00,2026-02-05T11:05:09.954,2026-02-05T21:41:42.384,0.8105735080547505,9.798434724697051,dusk_end,0.8105735080547505,0.8105735080547505,17.293243408203125,17.316482543945312,106.65722675287068,23.99948399749754,legacy_site_coordinates_do_not_use_for_final_figure
20260206,00000LX,102,3,3,61077.50686840278,61077.53237195602,61077.55788368056,108.20155773148494,23.100582814487257,17.341073989868164,17.29049301147461,3,2,0.0539703811213046,0.0,0.0934794422059558,9.733894994068525,0.5787914294140409,22.820360807055295,8.551773482522368,105.89663868302456,0.0038050549183905,18.482621340835408,0.0407655268300223,302.85869847434503,166.3064920225102,12.619112436431044,retained_after_posthoc_audit,3,61077.53237195602,2026-02-06T12:46:36.937,2026-02-06T20:46:36.937000+08:00,2026-02-06T11:06:14.100,2026-02-06T21:40:45.945,1.6730101563675173,8.902502253696438,dusk_end,1.6730101563675173,1.6730101563675173,17.341073989868164,17.29049301147461,108.20155773148494,23.100582814487257,legacy_site_coordinates_do_not_use_for_final_figure
20260207,00000Ma,120,3,3,61078.46215174768,61078.48850773148,61078.51480657407,109.98697488892373,22.474172361799177,17.854162216186523,17.806550979614258,3,2,0.0553245322771037,0.0,0.095824900808928,1.4729235476793987,0.1174015820957225,23.456043903696475,0.2618312179256547,130.41418554505776,0.0185055452568812,27.613793848627367,0.0757904117420454,354.1796753027618,169.1849835193691,14.757486470948407,retained_after_posthoc_audit,3,61078.48850773148,2026-02-07T11:43:27.068,2026-02-07T19:43:27.068000+08:00,2026-02-07T11:07:18.370,2026-02-07T21:39:47.826,0.6024160918943053,9.939099479913704,dusk_end,0.6024160918943053,0.6024160918943053,17.854162216186523,17.806550979614258,109.98697488892373,22.474172361799177,legacy_site_coordinates_do_not_use_for_final_figure
20260207,00000Md,159,3,3,61078.46962516203,61078.495940277775,61078.52220726852,106.46264396716452,24.01068704351809,17.225772857666016,17.250507354736328,3,2,0.0731874769030917,0.0,0.1267644284739287,6.446222146185185,0.3639685532382719,24.65252156667701,0.0362845367647806,112.5692093141458,0.0036453434862272,17.17921697193899,0.0556756578870875,318.74504541121644,176.46237653982163,13.281043558800684,retained_after_posthoc_audit,3,61078.495940277775,2026-02-07T11:54:09.240,2026-02-07T19:54:09.240000+08:00,2026-02-07T11:07:18.370,2026-02-07T21:39:47.826,0.7807972029014891,9.76071836890652,dusk_end,0.7807972029014891,0.7807972029014891,17.225772857666016,17.250507354736328,106.46264396716452,24.01068704351809,legacy_site_coordinates_do_not_use_for_final_figure
20260207,00000Mf,168,3,3,61078.46962516203,61078.495940277775,61078.52220726852,107.35511379199956,22.512721533864344,18.520288467407227,18.38776206970215,3,2,0.0547523914377059,0.0,0.0948339238060059,2.5880525364381706,0.1885790701463507,22.99673534505769,2.066586603773733,118.65269017353484,0.0092831883115477,22.40771158605216,0.0503228720585865,426.48738435176665,167.92245989572692,17.77030768132361,retained_after_posthoc_audit,3,61078.495940277775,2026-02-07T11:54:09.240,2026-02-07T19:54:09.240000+08:00,2026-02-07T11:07:18.370,2026-02-07T21:39:47.826,0.7807972029014891,9.76071836890652,dusk_end,0.7807972029014891,0.7807972029014891,18.520288467407227,18.38776206970215,107.35511379199956,22.512721533864344,legacy_site_coordinates_do_not_use_for_final_figure
20260207,00000Mg,174,3,3,61078.46962516203,61078.495940277775,61078.52220726852,107.65337256758237,23.293451981900247,18.62116241455078,18.506471633911133,3,2,0.385813499762813,0.0,0.6682485838351551,9.96554628318948,0.5885825142034339,23.648188726952167,3.1150140181549544,110.68532649162472,0.0039340614790109,18.539843975236217,0.3086310292243722,281.2710999830769,171.6439795602148,11.719629165961537,retained_after_posthoc_audit,3,61078.495940277775,2026-02-07T11:54:09.240,2026-02-07T19:54:09.240000+08:00,2026-02-07T11:07:18.370,2026-02-07T21:39:47.826,0.7807972029014891,9.76071836890652,dusk_end,0.7807972029014891,0.7807972029014891,18.62116241455078,18.506471633911133,107.65337256758237,23.293451981900247,legacy_site_coordinates_do_not_use_for_final_figure
20260207,00000Mh,177,3,3,61078.46962516203,61078.495940277775,61078.52220726852,108.11963388021974,23.11786471091092,17.063215255737305,17.0413761138916,3,2,0.0220214027073746,0.0,0.0381421883431077,3.264889250602931,0.3567928862095458,23.409110882854076,2.1918573892001696,118.91242144322668,0.0099183607587462,23.940887484248567,0.0263893696526509,293.3103270417572,168.22889236999907,12.221263626739884,retained_after_posthoc_audit,3,61078.495940277775,2026-02-07T11:54:09.240,2026-02-07T19:54:09.240000+08:00,2026-02-07T11:07:18.370,2026-02-07T21:39:47.826,0.7807972029014891,9.76071836890652,dusk_end,0.7807972029014891,0.7807972029014891,17.063215255737305,17.0413761138916,108.11963388021974,23.11786471091092,legacy_site_coordinates_do_not_use_for_final_figure
20260207,00000Mi,178,3,3,61078.46962516203,61078.495940277775,61078.52220726852,108.17542077887472,23.1142662286814,15.188132286071776,15.186419486999512,3,2,0.0366689569038882,0.0030735851265057,0.063438082219813,5.117795338945294,0.5115084081995961,23.679473011647612,1.3351760739326477,117.40710541173227,0.0080594857033793,23.159458115106425,0.0339329050028179,258.7688595811352,172.07930478058896,10.782035815880633,retained_after_posthoc_audit,3,61078.495940277775,2026-02-07T11:54:09.240,2026-02-07T19:54:09.240000+08:00,2026-02-07T11:07:18.370,2026-02-07T21:39:47.826,0.7807972029014891,9.76071836890652,dusk_end,0.7807972029014891,0.7807972029014891,15.188132286071776,15.186419486999512,108.17542077887472,23.1142662286814,legacy_site_coordinates_do_not_use_for_final_figure
20260208,00000NM,232,3,3,61079.469076030095,61079.49535907408,61079.52171273148,109.88478143533406,22.493120187796645,17.697330474853516,17.686120986938477,3,2,0.0947508745530115,0.0,0.164113328787401,6.126693160724735,0.3307972358944953,22.90833527410629,4.69437385972704,111.13173827975218,0.0036044827531147,16.969034439282357,0.077260601259218,351.1547670549097,169.02965138731022,14.631448627287904,retained_after_posthoc_audit,3,61079.49535907408,2026-02-08T11:53:19.024,2026-02-08T19:53:19.024000+08:00,2026-02-08T11:08:22.755,2026-02-08T21:38:48.049,0.7489635585720489,9.758062577700278,dusk_end,0.7489635585720489,0.7489635585720489,17.697330474853516,17.686120986938477,109.88478143533406,22.493120187796645,legacy_site_coordinates_do_not_use_for_final_figure
20260208,00000Ot,421,3,3,61079.55333912037,61079.58260363426,61079.61182277778,106.3614493875214,24.01602272659079,17.20397186279297,17.137300491333008,3,2,0.0617017908049728,0.0,0.1068706365921991,2.050512343783159,0.1709389130619085,23.834939278682526,1.4999142687662694,122.7501658049235,0.0140702671797593,24.71927747348673,0.065989391662634,308.40035864735273,177.3244849872605,12.850014943639698,retained_after_posthoc_audit,3,61079.58260363426,2026-02-08T13:58:56.954,2026-02-08T21:58:56.954000+08:00,2026-02-08T11:08:22.755,2026-02-08T21:38:48.049,2.842833003020551,7.664193133251776,dusk_end,2.842833003020551,2.842833003020551,17.20397186279297,17.137300491333008,106.3614493875214,24.01602272659079,legacy_site_coordinates_do_not_use_for_final_figure
20260208,00000Ow,435,3,3,61079.55333912037,61079.58260363426,61079.61182277778,108.02952915093762,23.136775967897847,17.23436737060547,17.236927032470703,3,2,0.119052665950804,0.0,0.206205266203318,9.12936086379938,0.5508995583566482,22.839404493491408,8.364416687319721,106.37229664743258,0.0043233924276958,18.318631320004993,0.0919845575073687,286.0683384504843,166.75394862177575,11.919514102103513,retained_after_posthoc_audit,3,61079.58260363426,2026-02-08T13:58:56.954,2026-02-08T21:58:56.954000+08:00,2026-02-08T11:08:22.755,2026-02-08T21:38:48.049,2.842833003020551,7.664193133251776,dusk_end,2.842833003020551,2.842833003020551,17.23436737060547,17.236927032470703,108.02952915093762,23.136775967897847,legacy_site_coordinates_do_not_use_for_final_figure
20260210,00000P2,35,3,3,61081.46447868056,61081.49198965278,61081.519510625,119.76433131168722,14.242985140640837,18.712482452392575,19.105466842651367,3,2,0.3759209478089134,0.0,0.6511141812344862,1.273088242889196,0.0211389576978001,19.761057181804,4.1112989853208,311.9183576080494,-179.98189767182237,25.845322797190978,0.401660515048673,1472.2655467031857,138.70949408606538,61.344397779299406,retained_after_posthoc_audit,3,61081.49198965278,2026-02-10T11:48:27.906,2026-02-10T19:48:27.906000+08:00,2026-02-10T11:10:31.841,2026-02-10T21:36:43.612,0.632240376118002,9.8043626599985,dusk_end,0.632240376118002,0.632240376118002,18.712482452392575,19.105466842651367,119.76433131168722,14.242985140640837,legacy_site_coordinates_do_not_use_for_final_figure
