category,exists,hash_status,mtime_utc,path,sha256,size_bytes
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:43:01.266170+00:00,/pipeline/ref/healpix/healpix-00135.fits,,5958720
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:01:52.215493+00:00,/pipeline/ref/healpix/healpix-00136.fits,,6526080
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:27:06.618116+00:00,/pipeline/ref/healpix/healpix-00137.fits,,7680960
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T17:06:55.009621+00:00,/pipeline/ref/healpix/healpix-00138.fits,,8746560
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:42:15.740094+00:00,/pipeline/ref/healpix/healpix-00139.fits,,9397440
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:16:30.739684+00:00,/pipeline/ref/healpix/healpix-00140.fits,,11134080
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:24:27.443326+00:00,/pipeline/ref/healpix/healpix-00141.fits,,11160000
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T17:06:17.719078+00:00,/pipeline/ref/healpix/healpix-00142.fits,,14852160
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:41:55.665062+00:00,/pipeline/ref/healpix/healpix-00143.fits,,16496640
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:12:56.026495+00:00,/pipeline/ref/healpix/healpix-00144.fits,,18547200
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:21:18.991584+00:00,/pipeline/ref/healpix/healpix-00145.fits,,17637120
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T17:03:11.256638+00:00,/pipeline/ref/healpix/healpix-00146.fits,,15249600
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:38:46.364832+00:00,/pipeline/ref/healpix/healpix-00147.fits,,13573440
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:05:35.424262+00:00,/pipeline/ref/healpix/healpix-00148.fits,,14676480
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:31:11.465105+00:00,/pipeline/ref/healpix/healpix-00149.fits,,13507200
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:08:31.447665+00:00,/pipeline/ref/healpix/healpix-00150.fits,,12136320
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:33:37.627845+00:00,/pipeline/ref/healpix/healpix-00151.fits,,10356480
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:57:40.479825+00:00,/pipeline/ref/healpix/healpix-00152.fits,,8631360
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:49:51.946647+00:00,/pipeline/ref/healpix/healpix-00153.fits,,7390080
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:05:19.842948+00:00,/pipeline/ref/healpix/healpix-00154.fits,,6629760
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:30:12.207275+00:00,/pipeline/ref/healpix/healpix-00155.fits,,5820480
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:54:40.776575+00:00,/pipeline/ref/healpix/healpix-00156.fits,,5192640
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:46:20.411952+00:00,/pipeline/ref/healpix/healpix-00157.fits,,4708800
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:14:17.737097+00:00,/pipeline/ref/healpix/healpix-00158.fits,,4536000
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:23:01.918222+00:00,/pipeline/ref/healpix/healpix-00159.fits,,4029120
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:34:06.403816+00:00,/pipeline/ref/healpix/healpix-00160.fits,,3640320
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:09:08.856358+00:00,/pipeline/ref/healpix/healpix-00161.fits,,3533760
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:51:23.470558+00:00,/pipeline/ref/healpix/healpix-00162.fits,,3576960
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:59:38.322312+00:00,/pipeline/ref/healpix/healpix-00163.fits,,3562560
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:28:48.864589+00:00,/pipeline/ref/healpix/healpix-00164.fits,,3623040
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:03:35.620778+00:00,/pipeline/ref/healpix/healpix-00165.fits,,3844800
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:46:04.244094+00:00,/pipeline/ref/healpix/healpix-00166.fits,,4060800
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:54:05.008684+00:00,/pipeline/ref/healpix/healpix-00167.fits,,4294080
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:23:40.391794+00:00,/pipeline/ref/healpix/healpix-00168.fits,,4749120
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:14:52.305827+00:00,/pipeline/ref/healpix/healpix-00169.fits,,5434560
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:26:05.183521+00:00,/pipeline/ref/healpix/healpix-00170.fits,,5984640
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:17:51.888553+00:00,/pipeline/ref/healpix/healpix-00171.fits,,6644160
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:42:22.006104+00:00,/pipeline/ref/healpix/healpix-00172.fits,,7672320
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T17:06:44.427749+00:00,/pipeline/ref/healpix/healpix-00173.fits,,8856000
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:20:45.833100+00:00,/pipeline/ref/healpix/healpix-00174.fits,,9777600
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:12:36.845381+00:00,/pipeline/ref/healpix/healpix-00175.fits,,9339840
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:37:14.553777+00:00,/pipeline/ref/healpix/healpix-00176.fits,,10765440
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T17:01:50.356922+00:00,/pipeline/ref/healpix/healpix-00177.fits,,13489920
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:32:37.418927+00:00,/pipeline/ref/healpix/healpix-00178.fits,,18077760
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:07:13.538190+00:00,/pipeline/ref/healpix/healpix-00179.fits,,18040320
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:15:48.152962+00:00,/pipeline/ref/healpix/healpix-00180.fits,,21674880
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:23:57.498618+00:00,/pipeline/ref/healpix/healpix-00181.fits,,22037760
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T17:05:01.259425+00:00,/pipeline/ref/healpix/healpix-00182.fits,,20790720
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:40:26.006936+00:00,/pipeline/ref/healpix/healpix-00183.fits,,16565760
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:10:24.545733+00:00,/pipeline/ref/healpix/healpix-00184.fits,,15073920
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:18:42.270410+00:00,/pipeline/ref/healpix/healpix-00185.fits,,16102080
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:59:54.455998+00:00,/pipeline/ref/healpix/healpix-00186.fits,,14457600
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:35:17.190774+00:00,/pipeline/ref/healpix/healpix-00187.fits,,12695040
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:09:12.715215+00:00,/pipeline/ref/healpix/healpix-00188.fits,,10805760
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:34:49.872786+00:00,/pipeline/ref/healpix/healpix-00189.fits,,9074880
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:06:48.640709+00:00,/pipeline/ref/healpix/healpix-00190.fits,,7695360
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:31:47.627021+00:00,/pipeline/ref/healpix/healpix-00191.fits,,6802560
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:57:16.191396+00:00,/pipeline/ref/healpix/healpix-00192.fits,,6091200
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:49:20.679195+00:00,/pipeline/ref/healpix/healpix-00193.fits,,5281920
gaia_healpix_tile,True,manifest_metadata_only,2025-10-29T16:01:43.674298+00:00,/pipeline/ref/healpix/healpix-00194.fits,,4772160
