night,path,exists,mtime_utc,sha256,parse_status,parameter_line,declared_group_n,skip_reason_counts,group_started_n,group_complete_n,group_failed_n,exposure_group_membership_n,grouped_gaia_input_detection_n,common_area_survivor_detection_n,edge_shell_survivor_detection_n,static_survivor_detection_n,tracklet_n,missing_stage_group_n,duplicate_stage_line_n
20251205,/pipeline/xiaoyunao/data/heliolincrr/20251205/tracklets_linreproj/make_tracklet.log,True,2026-05-14T11:39:00.425010+00:00,5d174f2446a22e8bf6c645ae25323251c339e3b6f5861a327c8a00dfcf68d1b4,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,151,"{""no tracklets"": 1}",151,151,0,458,106557,106557,54720,35873,2649,0,0
20251206,/pipeline/xiaoyunao/data/heliolincrr/20251206/tracklets_linreproj/make_tracklet.log,True,2026-05-14T11:45:18.503525+00:00,1523d3afb2f8f0d6bf7a8b8f874997fcc658230b70347bc4f70252c3aa318313,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,106,"{""fewer than 2 exposures with sources after common-area cut"": 1}",106,106,0,335,131475,131475,97320,36503,4818,0,0
20251207,/pipeline/xiaoyunao/data/heliolincrr/20251207/tracklets_linreproj/make_tracklet.log,True,2026-05-14T11:57:25.289654+00:00,c97d98d3c239c5fb726d6a9fb677f35840bc50a9e86c839ebd051c52b89b90d0,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,149,"{""fewer than 2 exposures with sources after common-area cut"": 5}",149,149,0,461,242195,242195,202782,85060,17171,0,0
20251208,/pipeline/xiaoyunao/data/heliolincrr/20251208/tracklets_linreproj/make_tracklet.log,True,2026-05-14T12:25:45.528127+00:00,45097a697d04455a4b7d58f67b187b002cf11019afe004c50e841339f742708a,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,95,{},95,95,0,302,204900,204900,167394,49943,7613,0,0
20251209,/pipeline/xiaoyunao/data/heliolincrr/20251209/tracklets_linreproj/make_tracklet.log,True,2026-05-14T12:40:16.165950+00:00,20dd0d80654b5b180e34c8f4a73621c9eca79d697f1b3ab5cbc08df6661ab638,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,152,"{""no tracklets"": 1}",152,152,0,462,231987,231987,179669,68214,8115,0,0
20251210,/pipeline/xiaoyunao/data/heliolincrr/20251210/tracklets_linreproj/make_tracklet.log,True,2026-05-14T13:03:31.563700+00:00,393acf646deb2df658d736b83764bab551e3e79d7bc708db16ad1d42d713747b,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,134,{},134,134,0,400,284065,284065,237599,83068,8437,0,0
20251211,/pipeline/xiaoyunao/data/heliolincrr/20251211/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20251212,/pipeline/xiaoyunao/data/heliolincrr/20251212/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20251213,/pipeline/xiaoyunao/data/heliolincrr/20251213/tracklets_linreproj/make_tracklet.log,True,2026-05-14T13:23:01.062274+00:00,4c1f18aef24aeb96fe7f62522c5ae3a786d4d988dcb80a6f953a5dbf02edb7bd,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,96,"{""no tracklets"": 2}",96,96,0,266,134994,134994,108909,48709,4711,0,0
20251214,/pipeline/xiaoyunao/data/heliolincrr/20251214/tracklets_linreproj/make_tracklet.log,True,2026-05-14T13:35:22.214877+00:00,cdb066cc13075ced8c34ccbb78f7252edf440c7b03931efe157c4998175b554d,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,84,"{""no tracklets"": 6}",84,84,0,258,170057,170057,142801,51821,6517,0,0
20251215,/pipeline/xiaoyunao/data/heliolincrr/20251215/tracklets_linreproj/make_tracklet.log,True,2026-05-14T13:51:21.472035+00:00,939c3f5ac3a6cf3649752b266464fe892d00f69cd4139f23302344126f64109e,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,137,{},137,137,0,427,284145,284145,235277,81289,10405,0,0
20251216,/pipeline/xiaoyunao/data/heliolincrr/20251216/tracklets_linreproj/make_tracklet.log,True,2026-05-14T14:26:16.775612+00:00,b575802bab0963153e3473315eb5beba6bfd1694438991c809b1d639d99e1011,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,135,{},135,135,0,402,273015,273015,224338,85130,9600,0,0
20251217,/pipeline/xiaoyunao/data/heliolincrr/20251217/tracklets_linreproj/make_tracklet.log,True,2026-05-14T14:55:12.101714+00:00,64a3662bd45124fe37d2935649f0eac42cc06fd609ea730f1b76d7a44a469cc0,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,129,{},129,129,0,423,301948,301948,255694,86798,9985,0,0
20251218,/pipeline/xiaoyunao/data/heliolincrr/20251218/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20251219,/pipeline/xiaoyunao/data/heliolincrr/20251219/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20251220,/pipeline/xiaoyunao/data/heliolincrr/20251220/tracklets_linreproj/make_tracklet.log,True,2026-05-14T15:12:57.746248+00:00,0591cdc73c866beeed30d93bc4a0e4f383c3365d98fee6d46aa7ef6d97dd66d5,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,149,"{""no tracklets"": 1}",149,149,0,430,385239,385239,336709,105361,8130,0,0
20251221,/pipeline/xiaoyunao/data/heliolincrr/20251221/tracklets_linreproj/make_tracklet.log,True,2026-05-14T15:19:55.336552+00:00,1624d954430fff5dd5478f9890060a9eae93c5a34b8f4adf863b99729da6f848,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,88,"{""no tracklets"": 2}",88,88,0,260,177835,177835,151645,47724,3567,0,0
20251222,/pipeline/xiaoyunao/data/heliolincrr/20251222/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20251223,/pipeline/xiaoyunao/data/heliolincrr/20251223/tracklets_linreproj/make_tracklet.log,True,2026-05-14T15:30:48.308786+00:00,fe7ed91a4ea65c6e10cb007c91c8e342921cf46ad97f4915cddc276b677aaa24,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,95,"{""no tracklets"": 1}",95,95,0,268,254799,254799,224111,68190,7239,0,0
20251224,/pipeline/xiaoyunao/data/heliolincrr/20251224/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20251225,/pipeline/xiaoyunao/data/heliolincrr/20251225/tracklets_linreproj/make_tracklet.log,True,2026-05-14T15:46:46.350167+00:00,7f7a495ec49ea6fe5fafb368d4a45b5ed921dcf1147424de1ea8746a34abe22b,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,109,{},109,109,0,302,313281,313281,281758,79494,7314,0,0
20251226,/pipeline/xiaoyunao/data/heliolincrr/20251226/tracklets_linreproj/make_tracklet.log,True,2026-05-14T16:06:29.544530+00:00,f405e7a81958985d1bf88c8c421de49d471500d1a641ffb2f5474e4d60485244,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,180,{},180,180,0,624,554412,554412,481608,132490,111933,0,0
20251227,/pipeline/xiaoyunao/data/heliolincrr/20251227/tracklets_linreproj/make_tracklet.log,True,2026-05-14T16:09:27.594529+00:00,f79129764d0907fa1345d561c5167abbc79a996700b41828a49ff1dc9e72696c,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,148,{},148,148,0,451,377177,377177,320640,94139,8409,0,0
20251228,/pipeline/xiaoyunao/data/heliolincrr/20251228/tracklets_linreproj/make_tracklet.log,True,2026-05-14T16:21:24.683741+00:00,9d6f3c0ad758c295403f7a744c4832948ce744c3f1e162e9acff5233fff191f5,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,128,{},128,128,0,498,499068,499068,439639,114814,14391,0,0
20251229,/pipeline/xiaoyunao/data/heliolincrr/20251229/tracklets_linreproj/make_tracklet.log,True,2026-05-14T17:09:07.243783+00:00,4d6cd6fcb98186d371a2030a92293554286525945203e05bc8c5732a66df487c,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,148,{},148,148,0,471,456607,456607,391519,103280,12279,0,0
20251230,/pipeline/xiaoyunao/data/heliolincrr/20251230/tracklets_linreproj/make_tracklet.log,True,2026-05-14T17:29:52.753949+00:00,d07b6c304bdfcf536288db9fc72718e539cdb492ecbc0c5cf8adfe90e2253692,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,136,{},136,136,0,405,197515,197515,147252,58273,7945,0,0
20251231,/pipeline/xiaoyunao/data/heliolincrr/20251231/tracklets_linreproj/make_tracklet.log,True,2026-05-14T17:51:40.698248+00:00,a7aafe62e4e8ec613bc1c737bb4d70bad1f9148a6858d433fa2fca101f301bb3,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,155,{},155,155,0,436,182120,182120,135428,53815,6130,0,0
20260101,/pipeline/xiaoyunao/data/heliolincrr/20260101/tracklets_linreproj/make_tracklet.log,True,2026-05-14T18:03:31.774897+00:00,72c2de840f5e61805112cafd8a7e1ff9b601d0f68f424700583b95cfe014aeb8,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,149,"{""no tracklets"": 2}",149,149,0,410,124306,124306,83526,33674,3768,0,0
20260102,/pipeline/xiaoyunao/data/heliolincrr/20260102/tracklets_linreproj/make_tracklet.log,True,2026-05-14T18:13:08.604615+00:00,287f87f89cabe4769264d2e71d5ed2727523844c60730f617475822180315252,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,163,{},163,163,0,484,134543,134543,77584,43097,5967,0,0
20260103,/pipeline/xiaoyunao/data/heliolincrr/20260103/tracklets_linreproj/make_tracklet.log,True,2026-05-14T18:24:48.034563+00:00,52ace9b29fa78dd46fd806d6bde309320cf46fa56480553d524c1016c56a8aed,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,29,{},29,29,0,93,26044,26044,16871,9038,718,0,0
20260104,/pipeline/xiaoyunao/data/heliolincrr/20260104/tracklets_linreproj/make_tracklet.log,True,2026-05-14T18:28:18.936957+00:00,678e1bd3af3076e3ae587adfb5d0a507168ff68ae4194691ad722e8afb46d9cd,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,162,{},162,162,0,497,208870,208870,149931,60339,9325,0,0
20260105,/pipeline/xiaoyunao/data/heliolincrr/20260105/tracklets_linreproj/make_tracklet.log,True,2026-05-14T18:46:34.561531+00:00,30b6ad66ca66b5b9745f176b274782fe31e30931ba8e8205a09342f9c5c33c09,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,155,"{""fewer than 2 exposures with sources after common-area cut"": 16, ""no tracklets"": 1}",155,155,0,459,199599,199599,156836,63219,10777,0,0
20260106,/pipeline/xiaoyunao/data/heliolincrr/20260106/tracklets_linreproj/make_tracklet.log,True,2026-05-14T19:00:33.225864+00:00,d3ce83afc896b8bb0ec420e8ea909997caf75b9b5007fd8562f4a7e8d94e73ba,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,128,"{""fewer than 2 exposures with sources after common-area cut"": 1}",128,128,0,404,206144,206144,168057,100530,10270,0,0
20260107,/pipeline/xiaoyunao/data/heliolincrr/20260107/tracklets_linreproj/make_tracklet.log,True,2026-05-14T19:18:14.824592+00:00,6f8f243bf76dba95fd66b0fb8dd2e0e67034cbf28d3937b4653979c48e74577d,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,147,{},147,147,0,450,248547,248547,179805,70567,8587,0,0
20260108,/pipeline/xiaoyunao/data/heliolincrr/20260108/tracklets_linreproj/make_tracklet.log,True,2026-05-14T19:41:11.025744+00:00,c78db216951a978a10e81d227b18d4ede19da20d4a551620ec77403671b078b4,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,69,{},69,69,0,222,118858,118858,89037,51054,3581,0,0
20260109,/pipeline/xiaoyunao/data/heliolincrr/20260109/tracklets_linreproj/make_tracklet.log,True,2026-05-14T19:50:19.167915+00:00,ca782790ec33cd696cfbc4f3dd82e71d15ccc2757f9d06e8532e4bb149be8153,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,80,{},80,80,0,252,151591,151591,123285,55259,3796,0,0
20260110,/pipeline/xiaoyunao/data/heliolincrr/20260110/tracklets_linreproj/make_tracklet.log,True,2026-05-14T19:57:11.464012+00:00,3113c49768f3fd5d98660b34fdbbff3de4c8d70689fbaea5efb62869e6339939,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,122,"{""no tracklets"": 1}",122,122,0,379,188117,188117,152310,79150,6219,0,0
20260111,/pipeline/xiaoyunao/data/heliolincrr/20260111/tracklets_linreproj/make_tracklet.log,True,2026-05-14T20:07:52.565422+00:00,e8d724a1b2d72834f91ec012f9d228becc3827100d1d23ac77bd8aa5e211dcce,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,104,{},104,104,0,326,238382,238382,205126,105722,7671,0,0
20260112,/pipeline/xiaoyunao/data/heliolincrr/20260112/tracklets_linreproj/make_tracklet.log,True,2026-05-14T20:10:44.665950+00:00,d7dc4c6fe31d74a35d925f4c5d5a0a7d0b6d8aefe9d3afab7128d411c5968826,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,81,{},81,81,0,259,143082,143082,107016,56572,5048,0,0
20260113,/pipeline/xiaoyunao/data/heliolincrr/20260113/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260114,/pipeline/xiaoyunao/data/heliolincrr/20260114/tracklets_linreproj/make_tracklet.log,True,2026-05-14T20:20:39.664855+00:00,45cd5fc00bfc038a61927d3761a4bee493df0d7fe1f454ee3087a6565c358111,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,125,{},125,125,0,375,358506,358506,307372,103087,10163,0,0
20260115,/pipeline/xiaoyunao/data/heliolincrr/20260115/tracklets_linreproj/make_tracklet.log,True,2026-05-14T20:43:27.977480+00:00,e76ba3f4a1ae9a9c226f10ee451439fb398cb3e05e472989472e1a97f203437e,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,128,{},128,128,0,372,203907,203907,149318,80985,4889,0,0
20260116,/pipeline/xiaoyunao/data/heliolincrr/20260116/tracklets_linreproj/make_tracklet.log,True,2026-05-14T20:58:09.223250+00:00,6842ad5e09b32eca6ca17827cd58d18199e16f3f4463d2c186d5318c108fe190,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,128,"{""no tracklets"": 1}",128,128,0,362,274643,274643,232354,83376,6484,0,0
20260117,/pipeline/xiaoyunao/data/heliolincrr/20260117/tracklets_linreproj/make_tracklet.log,True,2026-05-14T21:09:36.173892+00:00,22764edf6a53d62feee9370ba8c40b99454b22e68af83e871b363cd94a5ecc43,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,78,{},78,78,0,245,81796,81796,55282,23218,2496,0,0
20260118,/pipeline/xiaoyunao/data/heliolincrr/20260118/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260119,/pipeline/xiaoyunao/data/heliolincrr/20260119/tracklets_linreproj/make_tracklet.log,True,2026-05-14T21:17:36.737202+00:00,e5a212bdcd8af6c8aa96ec14b7cf9c2f83f7b8ad96f1d1c703bd3c7b305eb530,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,134,"{""no tracklets"": 2}",134,134,0,310,165904,165904,135624,63710,3019,0,0
20260120,/pipeline/xiaoyunao/data/heliolincrr/20260120/tracklets_linreproj/make_tracklet.log,True,2026-05-14T21:22:02.256324+00:00,ff0eebb0bd499a10d8b007ff1680432db7e9f6724f84f7013f921bb2cd25e03d,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,127,"{""no tracklets"": 4}",127,127,0,336,248247,248247,212438,74316,3821,0,0
20260121,/pipeline/xiaoyunao/data/heliolincrr/20260121/tracklets_linreproj/make_tracklet.log,True,2026-05-14T21:28:24.664185+00:00,8f674791350991b1a5134922d44e46416e980d1a47463d42e9acdd32c3abab57,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,156,{},156,156,0,467,459913,459913,406304,109528,9635,0,0
20260122,/pipeline/xiaoyunao/data/heliolincrr/20260122/tracklets_linreproj/make_tracklet.log,True,2026-05-14T21:47:49.979692+00:00,f17cb2632037a76c1e29dc048f5a4392bb250f9f0fd312115c6c03b702b60e34,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,161,{},161,161,0,474,485691,485691,431246,116765,10944,0,0
20260123,/pipeline/xiaoyunao/data/heliolincrr/20260123/tracklets_linreproj/make_tracklet.log,True,2026-05-14T22:02:46.848890+00:00,8a1fdac4f77a0bf25f8988d47b3f6ad0af81478b828b91391fe5d0dce8899cd9,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,174,{},174,174,0,460,437556,437556,380889,108359,9685,0,0
20260124,/pipeline/xiaoyunao/data/heliolincrr/20260124/tracklets_linreproj/make_tracklet.log,True,2026-05-14T22:16:05.160201+00:00,78486e6f61a1113be122224543d3e49cb72e2217345177fd241c5d5d98faffae,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,157,{},157,157,0,480,347510,347510,281547,107853,8699,0,0
20260125,/pipeline/xiaoyunao/data/heliolincrr/20260125/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260126,/pipeline/xiaoyunao/data/heliolincrr/20260126/tracklets_linreproj/make_tracklet.log,True,2026-05-14T22:32:49.081726+00:00,159f8359bb44f19006968e4a983893b43811b002f2c4536bf837436d29421a9f,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,132,{},132,132,0,457,424637,424637,362449,90292,10141,0,0
20260127,/pipeline/xiaoyunao/data/heliolincrr/20260127/tracklets_linreproj/make_tracklet.log,True,2026-05-14T22:49:26.155048+00:00,0105428a5f396333f694170ceb2d6bcd2eca58050184d3376dadb78202400e79,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,116,"{""no tracklets"": 7}",116,116,0,323,111062,111062,69215,37648,3370,0,0
20260128,/pipeline/xiaoyunao/data/heliolincrr/20260128/tracklets_linreproj/make_tracklet.log,True,2026-05-14T22:51:54.105627+00:00,b1023895317af471fcb594bb3841c2953e3edce4d8aa07ae80972df7b414ccf1,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,4,{},4,4,0,9,2869,2869,1261,1022,27,0,0
20260129,/pipeline/xiaoyunao/data/heliolincrr/20260129/tracklets_linreproj/make_tracklet.log,True,2026-05-14T22:53:32.287201+00:00,5e86461615eb5fa8c4885019bfeed0312fe6e64e68e8323d32c12dded150a9f1,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,97,"{""fewer than 2 exposures with sources after common-area cut"": 1, ""no tracklets"": 4}",97,97,0,293,74110,74110,39525,25961,3126,0,0
20260130,/pipeline/xiaoyunao/data/heliolincrr/20260130/tracklets_linreproj/make_tracklet.log,False,,,missing,,,{},0,0,0,0,0,0,0,0,0,0,0
20260131,/pipeline/xiaoyunao/data/heliolincrr/20260131/tracklets_linreproj/make_tracklet.log,True,2026-05-14T22:59:30.022161+00:00,3b5451a2d0f6f16e88737d200683ad70657d74bd9d892f17a5c6d2a6d7c83f91,ok,vmin=3.0 vmax=63.0 r_static=2.0 min_repeat=2 erode_pix=30 edge_pix=500 fallback_margin=0.1 hdu=1 skip_common_area=True edge_shell_min=300.0 edge_shell_max=500.0 max_tracklets_per_group=100000,97,{},97,97,0,265,92998,92998,62619,24417,2271,0,0
