metric,lower,upper,stage,eligible_object_n,survived_object_n,survival_fraction,ci95_low,ci95_high,denominator_definition
median_n_sources,1916.0,12766.0,is_good_survived,20458,16407,0.8019845537198163,0.7964673690479684,0.8073883506274264,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,12766.0,15385.0,strict_linked,20463,16629,0.8126374431901481,0.807232644258099,0.8179248831377892,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,12766.0,15385.0,fit_ok_survived,20463,16629,0.8126374431901481,0.807232644258099,0.8179248831377892,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,12766.0,15385.0,is_good_survived,20463,16629,0.8126374431901481,0.807232644258099,0.8179248831377892,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,15385.0,21405.0,strict_linked,20483,16290,0.7952936581555436,0.7897129124835053,0.800763663630749,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,15385.0,21405.0,fit_ok_survived,20483,16290,0.7952936581555436,0.7897129124835053,0.800763663630749,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,15385.0,21405.0,is_good_survived,20483,16290,0.7952936581555436,0.7897129124835053,0.800763663630749,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,21405.0,38716.0,strict_linked,20460,15409,0.753128054740958,0.7471725601177476,0.7589885153012231,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,21405.0,38716.0,fit_ok_survived,20460,15409,0.753128054740958,0.7471725601177476,0.7589885153012231,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,21405.0,38716.0,is_good_survived,20460,15409,0.753128054740958,0.7471725601177476,0.7589885153012231,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,38716.0,434761.00000000006,strict_linked,20483,11164,0.54503734804472,0.5382100407738845,0.5518477655360104,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,38716.0,434761.00000000006,fit_ok_survived,20483,11164,0.54503734804472,0.5382100407738845,0.5518477655360104,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_n_sources,38716.0,434761.00000000006,is_good_survived,20483,11164,0.54503734804472,0.5382100407738845,0.5518477655360104,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,2.2023,3.0506200000000003,strict_linked,20470,15583,0.7612603810454324,0.7553716338145104,0.7670510889321225,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,2.2023,3.0506200000000003,fit_ok_survived,20470,15583,0.7612603810454324,0.7553716338145104,0.7670510889321225,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,2.2023,3.0506200000000003,is_good_survived,20470,15583,0.7612603810454324,0.7553716338145104,0.7670510889321225,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.0506200000000003,3.289,strict_linked,20466,15512,0.7579399980455389,0.7520236668573818,0.7637595169664692,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.0506200000000003,3.289,fit_ok_survived,20466,15512,0.7579399980455389,0.7520236668573818,0.7637595169664692,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.0506200000000003,3.289,is_good_survived,20466,15512,0.7579399980455389,0.7520236668573818,0.7637595169664692,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.289,3.5334,strict_linked,20470,15705,0.7672203224230582,0.7613812679015932,0.7729591011006658,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.289,3.5334,fit_ok_survived,20470,15705,0.7672203224230582,0.7613812679015932,0.7729591011006658,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.289,3.5334,is_good_survived,20470,15705,0.7672203224230582,0.7613812679015932,0.7729591011006658,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.5334,3.9452,strict_linked,20468,15196,0.7424272034395153,0.7363912678312702,0.7483721580658197,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.5334,3.9452,fit_ok_survived,20468,15196,0.7424272034395153,0.7363912678312702,0.7483721580658197,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.5334,3.9452,is_good_survived,20468,15196,0.7424272034395153,0.7363912678312702,0.7483721580658197,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.9452,9.477700000000002,strict_linked,20473,13903,0.6790895325550725,0.6726618553812267,0.6854500152774781,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.9452,9.477700000000002,fit_ok_survived,20473,13903,0.6790895325550725,0.6726618553812267,0.6854500152774781,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_seeing_arcsec,3.9452,9.477700000000002,is_good_survived,20473,13903,0.6790895325550725,0.6726618553812267,0.6854500152774781,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,569.8026,927.9246,strict_linked,20437,14514,0.7101825121103881,0.7039235227975236,0.7163625019880553,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,569.8026,927.9246,fit_ok_survived,20437,14514,0.7101825121103881,0.7039235227975236,0.7163625019880553,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,569.8026,927.9246,is_good_survived,20437,14514,0.7101825121103881,0.7039235227975236,0.7163625019880553,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,927.9246,1071.0929,strict_linked,20497,15031,0.733326828316339,0.7272295310540751,0.7393366837626618,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,927.9246,1071.0929,fit_ok_survived,20497,15031,0.733326828316339,0.7272295310540751,0.7393366837626618,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,927.9246,1071.0929,is_good_survived,20497,15031,0.733326828316339,0.7272295310540751,0.7393366837626618,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1071.0929,1275.9445,strict_linked,20466,15264,0.7458223394898856,0.7398114851791461,0.7517409296376364,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1071.0929,1275.9445,fit_ok_survived,20466,15264,0.7458223394898856,0.7398114851791461,0.7517409296376364,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1071.0929,1275.9445,is_good_survived,20466,15264,0.7458223394898856,0.7398114851791461,0.7517409296376364,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1275.9445,1808.877,strict_linked,20475,14930,0.7291819291819291,0.723052503627509,0.7352253739990923,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1275.9445,1808.877,fit_ok_survived,20475,14930,0.7291819291819291,0.723052503627509,0.7352253739990923,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1275.9445,1808.877,is_good_survived,20475,14930,0.7291819291819291,0.723052503627509,0.7352253739990923,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1808.877,48039.46880000001,strict_linked,20472,16160,0.7893708479874951,0.783731246398967,0.7949018722363628,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1808.877,48039.46880000001,fit_ok_survived,20472,16160,0.7893708479874951,0.783731246398967,0.7949018722363628,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_sky_adu,1808.877,48039.46880000001,is_good_survived,20472,16160,0.7893708479874951,0.783731246398967,0.7949018722363628,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,17.19,20.19,strict_linked,20137,15553,0.7723593385310622,0.7665162872892408,0.7780984956842938,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,17.19,20.19,fit_ok_survived,20137,15553,0.7723593385310622,0.7665162872892408,0.7780984956842938,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,17.19,20.19,is_good_survived,20137,15553,0.7723593385310622,0.7665162872892408,0.7780984956842938,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.19,20.46,strict_linked,20432,15079,0.7380090054815975,0.7319353692675964,0.7439931614757257,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.19,20.46,fit_ok_survived,20432,15079,0.7380090054815975,0.7319353692675964,0.7439931614757257,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.19,20.46,is_good_survived,20432,15079,0.7380090054815975,0.7319353692675964,0.7439931614757257,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.46,20.64,strict_linked,20009,14766,0.7379679144385026,0.7318296473701925,0.7440148257694635,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.46,20.64,fit_ok_survived,20009,14766,0.7379679144385026,0.7318296473701925,0.7440148257694635,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.46,20.64,is_good_survived,20009,14766,0.7379679144385026,0.7318296473701925,0.7440148257694635,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.64,20.8,strict_linked,20353,15138,0.7437724168427259,0.7377293520478561,0.7497234789855323,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.64,20.8,fit_ok_survived,20353,15138,0.7437724168427259,0.7377293520478561,0.7497234789855323,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.64,20.8,is_good_survived,20353,15138,0.7437724168427259,0.7377293520478561,0.7497234789855323,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.8,21.580000000000002,strict_linked,21416,15363,0.7173608516996638,0.7112916377833106,0.7233521021294392,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.8,21.580000000000002,fit_ok_survived,21416,15363,0.7173608516996638,0.7112916377833106,0.7233521021294392,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
median_limiting_mag,20.8,21.580000000000002,is_good_survived,21416,15363,0.7173608516996638,0.7112916377833106,0.7233521021294392,object-night with >=3 distinct 1.5-arcsec known detections and 3<=first-last rate<=63 arcsec/h
