night,raw_science_n,l2_mp_n,plan_n,plan_matched_raw_n,known_predicted_n,known_match1_n,known_mask15_n,known_ades_n,known_mpc_state,gaia_survivor_n,grouped_gaia_input_detection_n,edge_shell_survivor_detection_n,static_survivor_detection_n,tracklet_n,link_n,orbit_fit_n,orbit_is_good_n,unknown_n,review_real_n,submit_real_n,audit_initial_n,audit_real_n,unknown_mpc_state,quality_code,quality_reason,code_commit,input_manifest_hash,raw_all_mp_n,raw_not_in_plan_n,plan_not_acquired_n,acquired_frame_plan_compliance,planned_frame_realization,summary_known_mask15_n,masked_catalog_detection_n,link_member_n,link_all_non_known_n,orbit_fit_non_known_n,orbit_is_good_non_known_n,known_after_gaia_n,known_ge3_object_n,known_ge3_linked_object_n,summary_exists,mag_flag_prefilter_detection_n,gaia_removed_n,gaia_ok_file_n,gaia_log_file_n,gaia_status_counts,tracklet_stage_state,common_area_survivor_detection_n,tracklet_log_n,tracklet_group_n,tracklet_skip_reason_counts,primary_science_included,unknown_science_included,l2_detection_n,tracklet_count_log_minus_summary
20251228,498,498,0,0,182851,10122,10545,8066,reply_received,499068,499068,439639,114814,14391,1977,1977,1977,181,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,498,498,0,0.0,,10545,499068,5036,181,181,181,9670,2074,1721,True,9664567,9165499,498,498,"{""ok"": 498}",ok,499068,14391,128,{},True,True,11140498,0.0
20251229,471,471,0,0,181142,9371,9710,7261,reply_received,456607,456607,391519,103280,12279,1929,1905,1905,75,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,471,471,0,0.0,,9710,456607,3902,99,75,75,8829,2224,1747,True,9004484,8547877,471,471,"{""ok"": 471}",ok,456607,12279,148,{},True,True,10478372,0.0
20251230,436,427,0,0,131670,3245,3461,2092,reply_received,209375,197515,147252,58273,7945,634,634,634,84,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,436,436,0,0.0,,3461,209375,1269,84,84,84,3172,662,514,True,6268872,6059497,425,427,"{""empty_after_prefilter"": 2, ""ok"": 425}",ok,197515,7945,136,{},True,True,7374585,0.0
20251231,451,451,0,0,113685,2777,2961,1763,reply_received,196518,182120,135428,53815,6130,517,516,516,41,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,451,451,0,0.0,,2961,196518,1067,42,41,41,2767,552,453,True,4680622,4484104,451,451,"{""ok"": 451}",ok,182120,6130,155,{},True,True,5321468,0.0
20260101,444,441,0,0,108836,2269,2355,1404,reply_received,138792,124306,83526,33674,3768,431,429,429,30,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,444,444,0,0.0,,2355,138792,863,32,30,30,2232,448,385,True,3337556,3198764,440,441,"{""empty_after_prefilter"": 1, ""ok"": 440}",ok,124306,3768,149,"{""no tracklets"": 2}",True,True,3765124,0.0
20260102,518,518,0,0,188399,2451,2659,1493,reply_received,147349,134543,77584,43097,5967,448,441,441,43,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,518,518,0,0.0,,2659,147349,908,50,43,43,2451,485,382,True,4873271,4725922,518,518,"{""ok"": 518}",ok,134543,5967,163,{},True,True,5620289,0.0
20260103,118,118,0,0,40207,624,672,336,reply_received,31948,26044,16871,9038,718,79,74,74,1,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,118,118,0,0.0,,672,31948,164,6,1,1,624,114,68,True,936585,904637,118,118,"{""ok"": 118}",ok,26044,718,29,{},True,True,1058992,0.0
20260104,497,497,0,0,131978,3863,4059,2852,reply_received,208870,208870,149931,60339,9325,800,800,800,64,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,497,497,0,0.0,,4059,208870,1600,64,64,64,3645,879,699,True,7915128,7706258,497,497,"{""ok"": 497}",ok,208870,9325,162,{},True,True,9138950,0.0
20260105,508,488,0,0,133598,3025,3175,1696,reply_received,209516,199599,156836,63219,10777,499,480,480,42,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,508,508,0,0.0,,3175,209516,1005,61,42,42,2895,525,412,True,6768905,6559389,437,488,"{""empty_after_prefilter"": 51, ""ok"": 437}",ok,199599,10777,155,"{""fewer than 2 exposures with sources after common-area cut"": 16, ""no tracklets"": 1}",True,True,7901691,0.0
20260106,435,432,0,0,159380,2931,3275,1843,reply_received,217315,206144,168057,100530,10270,496,496,496,60,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,435,435,0,0.0,,3275,217315,1021,60,60,60,2720,604,416,True,7948666,7731351,430,432,"{""empty_after_prefilter"": 2, ""ok"": 430}",ok,206144,10270,128,"{""fewer than 2 exposures with sources after common-area cut"": 1}",True,True,10102058,0.0
20260107,464,464,0,0,147139,7352,7770,5105,reply_received,253970,248547,179805,70567,8587,1287,1287,1287,79,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,464,464,0,0.0,,7770,253970,2605,79,79,79,6524,1610,1160,True,13654541,13400571,464,464,"{""ok"": 464}",ok,248547,8587,147,{},True,True,17049861,0.0
20260108,226,226,0,0,81573,3919,4234,2253,reply_received,119399,118858,89037,51054,3581,468,468,468,27,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,226,226,0,0.0,,4234,119399,950,27,27,27,3254,699,415,True,10456250,10336851,226,226,"{""ok"": 226}",ok,118858,3581,69,{},True,True,14012972,0.0
20260109,271,271,0,0,97433,2731,3017,1474,reply_received,166894,151591,123285,55259,3796,353,353,353,17,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,271,271,0,0.0,,3017,166894,797,17,17,17,2583,428,311,True,5195164,5028270,271,271,"{""ok"": 271}",ok,151591,3796,80,{},True,True,6644058,0.0
20260110,392,392,0,0,134043,4516,4992,2563,reply_received,194053,188117,152310,79150,6219,547,547,547,29,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,392,392,0,0.0,,4992,194053,1116,29,29,29,3804,845,499,True,13001993,12807940,392,392,"{""ok"": 392}",ok,188117,6219,122,"{""no tracklets"": 1}",True,True,17637535,0.0
20260111,347,347,0,0,106042,180,419,0,matched_without_ades,251018,238382,205126,105722,7671,378,378,378,0,0,0,0,0,not_run,excluded_primary,upstream_wcs_failure_8_to_11_arcsec,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,347,347,0,0.0,,419,251018,765,378,378,378,9,1,0,True,12707278,12456260,347,347,"{""ok"": 347}",ok,238382,7671,104,{},False,False,18373862,0.0
20260112,271,271,0,0,91060,4900,5459,2887,reply_received,152433,143082,107016,56572,5048,441,440,440,17,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,271,271,0,0.0,,5459,152433,897,18,17,17,3707,867,405,True,17318321,17165888,271,271,"{""ok"": 271}",ok,143082,5048,81,{},True,True,25198482,0.0
20260113,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260114,405,405,0,0,158086,9501,10177,5678,reply_received,386663,358506,307372,103087,10163,1160,1160,1160,62,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,405,405,0,0.0,,10177,386663,2345,62,62,62,7985,1740,1049,True,19567928,19181265,405,405,"{""ok"": 405}",ok,358506,10163,125,{},True,True,27151322,0.0
20260115,413,413,0,0,151260,5072,5572,2749,reply_received,228104,203907,149318,80985,4889,591,591,591,47,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,413,413,0,0.0,,5572,228104,1191,47,47,47,4244,843,524,True,18549808,18321704,413,413,"{""ok"": 413}",ok,203907,4889,128,{},True,True,24343560,0.0
20260116,393,393,0,0,139571,5521,5997,2780,reply_received,290699,274643,232354,83376,6484,666,645,645,41,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,393,393,0,0.0,,5997,290699,1332,62,41,41,4993,885,566,True,9981136,9690437,393,393,"{""ok"": 393}",ok,274643,6484,128,"{""no tracklets"": 1}",True,True,13374587,0.0
20260117,245,245,0,0,81235,1761,1869,988,reply_received,81796,81796,55282,23218,2496,286,278,278,22,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,245,245,0,0.0,,1869,81796,574,30,22,22,1676,313,246,True,3737869,3656073,245,245,"{""ok"": 245}",ok,81796,2496,78,{},True,True,4162844,0.0
20260118,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260119,456,456,0,0,128302,3819,4081,1271,reply_received,271248,165904,135624,63710,3019,76,75,75,4,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,456,456,0,0.0,,4081,271248,152,5,4,4,3527,400,68,True,8596056,8324808,456,456,"{""ok"": 456}",ok,165904,3019,134,"{""no tracklets"": 2}",True,True,11195025,0.0
20260120,508,508,0,0,91904,3279,3569,1636,reply_received,373090,248247,212438,74316,3821,290,280,280,11,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,508,508,0,0.0,,3569,373090,580,21,11,11,3033,524,253,True,11320409,10947319,508,508,"{""ok"": 508}",ok,248247,3821,127,"{""no tracklets"": 4}",True,True,14768533,0.0
20260121,492,492,0,0,132159,7455,7842,4906,reply_received,476264,459913,406304,109528,9635,1327,1289,1289,65,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,492,492,0,0.0,,7842,476264,2657,103,65,65,6641,1566,1180,True,13039018,12562754,492,492,"{""ok"": 492}",ok,459913,9635,156,{},True,True,17456261,0.0
20260122,501,501,0,0,160040,7876,8253,4806,reply_received,503199,485691,431246,116765,10944,1234,1199,1199,49,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,501,501,0,0.0,,8253,503199,2471,84,49,49,7238,1482,1079,True,10987079,10483880,501,501,"{""ok"": 501}",ok,485691,10944,161,{},True,True,13621391,0.0
20260123,486,486,0,0,187961,9448,9837,4844,reply_received,455634,437556,380889,108359,9685,1200,1163,1163,36,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,486,486,0,0.0,,9837,455634,2409,73,36,36,8490,1502,1083,True,12163062,11707428,486,486,"{""ok"": 486}",ok,437556,9685,174,{},True,True,15241157,0.0
20260124,482,482,0,0,175862,7692,8396,4622,reply_received,348747,347510,281547,107853,8699,926,926,926,45,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,482,482,0,0.0,,8396,348747,1871,45,45,45,6297,1404,843,True,23649678,23300931,482,482,"{""ok"": 482}",ok,347510,8699,157,{},True,True,33372891,0.0
20260125,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260126,496,496,0,0,159664,7818,8205,5761,reply_received,457719,424637,362449,90292,10141,1279,1279,1279,55,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,496,496,0,0.0,,8205,457719,3401,55,55,55,7187,1500,1145,True,13538603,13080884,496,496,"{""ok"": 496}",ok,424637,10141,132,{},True,True,16900766,0.0
20260127,374,362,0,0,112177,2287,2431,998,reply_received,119972,111062,69215,37648,3370,186,185,185,4,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,374,374,0,0.0,,2431,119972,384,5,4,4,1846,309,179,True,8101829,7981857,358,362,"{""empty_after_prefilter"": 4, ""ok"": 358}",ok,111062,3370,116,"{""no tracklets"": 7}",True,True,10097690,0.0
20260128,34,34,0,0,10597,128,162,6,reply_received,9896,2869,1261,1022,27,0,0,0,0,0,0,0,0,true_zero_catalog,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,34,34,0,0.0,,162,9896,0,0,0,0,96,2,0,True,1868170,1858274,34,34,"{""ok"": 34}",ok,2869,27,4,{},True,True,2230668,0.0
20260129,319,313,0,0,97949,1179,1282,731,reply_received,77194,74110,39525,25961,3126,209,209,209,18,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,319,319,0,0.0,,1282,77194,422,18,18,18,1039,229,182,True,7790218,7713024,308,313,"{""empty_after_prefilter"": 5, ""ok"": 308}",ok,74110,3126,97,"{""fewer than 2 exposures with sources after common-area cut"": 1, ""no tracklets"": 4}",True,True,9236465,0.0
20260130,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260131,317,315,0,0,99937,1631,1702,708,reply_received,108144,92998,62619,24417,2271,222,213,213,6,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,317,317,0,0.0,,1702,108144,447,15,6,6,1580,238,199,True,3421184,3313040,315,315,"{""ok"": 315}",ok,92998,2271,97,{},True,True,3867489,0.0
20260201,292,285,0,0,100115,1066,1157,463,reply_received,77053,54052,29957,18837,3044,134,134,134,17,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,292,292,0,0.0,,1157,77053,269,17,17,17,1027,159,112,True,2402179,2325126,283,285,"{""empty_after_prefilter"": 2, ""ok"": 283}",ok,54052,3044,77,"{""no tracklets"": 4}",True,True,2835825,0.0
20260202,493,493,0,0,169185,3216,3448,1868,reply_received,149573,149573,86405,49561,7525,520,517,517,54,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,493,493,0,0.0,,3448,149573,1046,57,54,54,2903,573,440,True,9318742,9169169,493,493,"{""ok"": 493}",ok,149573,7525,173,{},True,True,11097611,0.0
20260203,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260204,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260205,287,286,0,0,87895,1876,2208,907,reply_received,200034,196820,163570,80090,3764,178,178,178,14,2,2,2,2,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,287,287,0,0.0,,2208,200034,357,14,14,14,1402,324,155,True,12368743,12168709,286,286,"{""ok"": 286}",ok,196820,3764,92,"{""no tracklets"": 4}",True,True,18586281,0.0
20260206,240,240,0,0,74943,2574,2927,1497,reply_received,168323,166529,135761,60016,3273,299,299,299,14,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,240,240,0,0.0,,2927,168323,600,14,14,14,1972,495,275,True,12824726,12656403,240,240,"{""ok"": 240}",ok,166529,3273,75,{},True,True,19172615,0.0
20260207,495,495,0,0,165113,5602,6128,3724,reply_received,341774,332691,277948,100681,8024,977,977,977,51,6,6,6,6,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,495,495,0,0.0,,6128,341774,1989,51,51,51,4927,1211,869,True,17316845,16975071,495,495,"{""ok"": 495}",ok,332691,8024,149,{},True,True,24646506,0.0
20260208,489,489,0,0,178174,8683,9212,5735,reply_received,447849,435793,377015,121779,11307,1504,1504,1504,92,3,3,3,3,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,489,489,0,0.0,,9212,447849,3047,92,92,92,7737,1794,1338,True,18499389,18051540,489,489,"{""ok"": 489}",ok,435793,11307,156,{},True,True,25541084,0.0
20260209,1,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,raw_without_l2;l2_missing,missing_l2,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,1,1,0,0.0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260210,140,140,0,0,52862,3858,4027,2457,reply_received,159392,157784,139189,38330,3874,567,567,567,23,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,140,140,0,0.0,,4027,159392,1144,23,23,23,3476,754,516,True,5766996,5607604,140,140,"{""ok"": 140}",ok,157784,3874,53,{},True,True,7109665,0.0
20260211,416,416,0,0,140230,8751,9051,5973,reply_received,455023,447769,399690,104229,10268,1559,1559,1559,81,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,416,416,0,0.0,,9051,455023,3178,81,81,81,8238,1819,1408,True,9648030,9193007,416,416,"{""ok"": 416}",ok,447769,10268,145,{},True,True,11425336,0.0
20260212,289,289,0,0,103689,4914,5051,1150,reply_received,267395,265043,234719,87545,4229,169,169,169,15,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,289,289,0,0.0,,5051,267395,351,15,15,15,4443,351,147,True,5470164,5202769,289,289,"{""ok"": 289}",ok,265043,4229,111,"{""no tracklets"": 1}",True,True,6269386,0.0
20260213,394,394,0,0,138501,7967,8255,5747,reply_received,365127,350668,309311,85170,9498,1596,1596,1596,107,1,1,1,1,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,394,394,0,0.0,,8255,365127,3222,107,107,107,7493,1787,1416,True,9152209,8787082,394,394,"{""ok"": 394}",ok,350668,9498,117,{},True,True,10576362,0.0
20260214,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260215,461,461,0,0,150050,6753,7069,4275,reply_received,345908,321627,276482,80905,7805,1129,1129,1129,42,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,461,461,0,0.0,,7069,345908,2258,42,42,42,6537,1337,1030,True,7545039,7199131,461,461,"{""ok"": 461}",ok,321627,7805,143,{},True,True,8505597,0.0
20260216,482,482,0,0,174240,12203,12582,8713,reply_received,610845,569069,515496,132858,14003,2183,2183,2183,70,2,2,2,2,reply_received,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,482,482,0,0.0,,12582,610845,4593,70,70,70,11579,2462,1986,True,9395685,8784840,482,482,"{""ok"": 482}",ok,569069,14003,145,{},True,True,10785717,0.0
20260217,486,486,0,0,154147,9335,9704,6307,reply_received,513091,503204,452276,125921,12545,1832,1832,1832,127,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,486,486,0,0.0,,9704,513091,3695,127,127,127,8939,2030,1611,True,9033516,8520425,486,486,"{""ok"": 486}",ok,503204,12545,155,{},True,True,10198530,0.0
20260218,497,497,0,0,161610,8367,8815,5487,reply_received,508827,473993,418585,118417,11004,1520,1502,1502,67,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,497,497,0,0.0,,8815,508827,3040,85,67,67,7674,1818,1373,True,12601777,12092950,497,497,"{""ok"": 497}",ok,473993,11004,157,{},True,True,16515945,0.0
20260219,278,278,0,0,114937,6048,6211,3474,reply_received,228444,211124,180155,55660,6256,942,942,942,91,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,278,278,0,0.0,,6211,228444,1884,91,91,91,5754,1063,803,True,5474758,5246314,278,278,"{""ok"": 278}",ok,211124,6256,91,{},True,True,6196488,0.0
20260220,462,462,0,0,126746,3305,3531,0,matched_without_ades,226113,211140,160119,75080,5546,571,558,558,28,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,462,462,0,0.0,,3531,226113,1144,41,28,28,3082,610,501,True,12218632,11992519,462,462,"{""ok"": 462}",ok,211140,5546,139,{},True,True,14539462,0.0
20260221,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,0,0,0,0,0,0,not_run,no_strict_raw,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,missing,0,0,0,{},True,True,0,
20260222,429,429,0,0,145211,7286,7672,4574,reply_received,491640,412103,364598,95027,8141,1295,1295,1295,49,0,0,0,0,catalog_nonempty,quality_ok,,d2f0057bd4cdd4c7a3c6c2431f6449a72c327284,1696aab4b60098bd8168c3ddf22814b9d09727ec11202d6fd99d7c2f1643bc58,429,429,0,0.0,,7672,491640,2609,49,49,49,6818,1433,1171,True,11683846,11192206,429,429,"{""ok"": 429}",ok,412103,8141,128,{},True,True,14557859,0.0
