field_id,exposure_n,night_n,first_night,last_night,open_shutter_s
1740,29,10,20251115,20260120,870.0
0140,28,11,20251205,20260201,840.0
0144,28,10,20251129,20260122,840.0
0155,28,11,20251217,20260220,840.0
0314,28,9,20251205,20260315,840.0
0402,28,11,20251207,20260201,840.0
0405,28,11,20251129,20260122,840.0
0848,28,11,20260105,20260430,840.0
0864,28,10,20260202,20260426,840.0
0988,28,11,20260101,20260403,840.0
1120,28,12,20251229,20260430,840.0
1125,28,12,20260101,20260528,840.0
1126,28,14,20260102,20260528,840.0
1127,28,12,20260106,20260529,840.0
1217,28,10,20251213,20260120,840.0
1229,28,11,20251119,20260330,840.0
1230,28,11,20251119,20260223,840.0
1341,28,11,20251119,20260127,840.0
1404,28,10,20260213,20260406,840.0
1407,28,10,20260213,20260601,840.0
1510,28,13,20251201,20260310,840.0
1808,28,9,20260401,20260715,840.0
0017,27,10,20251129,20260122,810.0
0018,27,10,20251129,20260122,810.0
0148,27,11,20251119,20260218,810.0
0158,27,9,20251217,20260308,810.0
0269,27,9,20251221,20260201,810.0
0271,27,10,20251207,20260201,810.0
0551,27,13,20251221,20260308,810.0
0552,27,10,20260106,20260308,810.0
0687,27,12,20260108,20260330,810.0
0806,27,11,20251121,20260115,810.0
0851,27,13,20260102,20260430,810.0
0942,27,10,20251206,20260123,810.0
0961,27,12,20251122,20260306,810.0
0965,27,11,20251122,20260208,810.0
0984,27,10,20251229,20260430,810.0
1119,27,9,20251229,20260430,810.0
1221,27,10,20251217,20260127,810.0
1466,27,8,20251115,20260620,810.0
1498,27,12,20251120,20260223,810.0
1534,27,11,20260208,20260530,810.0
1535,27,12,20260216,20260503,810.0
1602,27,10,20251115,20260120,810.0
1626,27,8,20251115,20260127,810.0
1640,27,8,20251201,20260222,810.0
1729,27,5,20251203,20260117,810.0
1738,27,9,20251115,20260117,810.0
0027,26,10,20251213,20260220,780.0
0276,26,12,20251206,20260122,780.0
0318,26,10,20260102,20260316,780.0
0399,26,10,20251123,20260201,780.0
0447,26,11,20260102,20260411,780.0
0531,26,11,20251119,20260201,780.0
0535,26,12,20251128,20260127,780.0
0681,26,9,20251217,20260220,780.0
0684,26,12,20251221,20260202,780.0
0685,26,9,20260106,20260222,780.0
0690,26,10,20260111,20260330,780.0
0799,26,8,20251119,20260127,780.0
0803,26,12,20251128,20260131,780.0
0805,26,11,20251121,20260131,780.0
0819,26,8,20251223,20260222,780.0
0850,26,10,20260105,20260430,780.0
0958,26,10,20260110,20260330,780.0
0990,26,12,20260102,20260528,780.0
1074,26,12,20251119,20260127,780.0
1094,26,10,20251119,20260330,780.0
1201,26,11,20251121,20260120,780.0
1279,26,7,20260331,20260715,780.0
1351,26,9,20251213,20260120,780.0
1467,26,9,20251115,20260126,780.0
1468,26,8,20251115,20260120,780.0
1540,26,9,20260215,20260601,780.0
1679,26,7,20260401,20260715,780.0
0014,25,8,20251207,20260201,750.0
0146,25,10,20251206,20260122,750.0
0159,25,8,20260107,20260308,750.0
0270,25,10,20251207,20260201,750.0
0448,25,11,20260102,20260430,750.0
0722,25,11,20260102,20260507,750.0
0820,25,8,20260106,20260222,750.0
0931,25,8,20251119,20260123,750.0
1197,25,7,20251120,20260620,750.0
1402,25,11,20260202,20260503,750.0
1508,25,10,20251128,20260222,750.0
1509,25,10,20251201,20260306,750.0
1641,25,12,20251201,20260310,750.0
1665,25,13,20260211,20260530,750.0
1667,25,12,20260216,20260530,750.0
1671,25,8,20260218,20260601,750.0
1797,25,12,20260216,20260530,750.0
0030,24,9,20260106,20260308,720.0
0056,24,4,20260104,20260311,720.0
0137,24,9,20251123,20260201,720.0
0141,24,9,20251207,20260201,720.0
0267,24,9,20251123,20260201,720.0
0577,24,7,20251230,20260312,720.0
0668,24,11,20251128,20260127,720.0
0671,24,9,20251121,20260115,720.0
0807,24,9,20251121,20260123,720.0
0930,24,8,20251119,20260123,720.0
0938,24,11,20251119,20260131,720.0
0989,24,9,20260101,20260528,720.0
1095,24,10,20251119,20260330,720.0
1121,24,10,20251230,20260403,720.0
1135,24,9,20260202,20260503,720.0
1200,24,9,20251121,20260115,720.0
1220,24,10,20251217,20260127,720.0
1355,24,9,20251217,20260127,720.0
1405,24,10,20260213,20260530,720.0
1536,24,11,20260216,20260530,720.0
1611,24,8,20251207,20260120,720.0
1732,24,9,20251115,20260120,720.0
1831,24,4,20260503,20260620,720.0
0057,23,8,20260102,20260311,690.0
0184,23,8,20260102,20260311,690.0
0532,23,9,20251123,20260201,690.0
0536,23,10,20251129,20260122,690.0
0581,23,11,20260102,20260430,690.0
0662,23,7,20251119,20260127,690.0
0666,23,8,20251128,20260127,690.0
0672,23,8,20251121,20260102,690.0
0720,23,7,20260122,20260403,690.0
0797,23,7,20251119,20260127,690.0
0798,23,7,20251119,20260127,690.0
0855,23,9,20260102,20260507,690.0
0937,23,10,20251119,20260127,690.0
0985,23,11,20251230,20260430,690.0
1066,23,8,20251121,20260123,690.0
1096,23,11,20251119,20260222,690.0
1281,23,7,20260401,20260715,690.0
1342,23,9,20251119,20260127,690.0
1499,23,10,20251120,20260223,690.0
1507,23,10,20251125,20260222,690.0
1699,23,3,20260503,20260611,690.0
1793,23,13,20260126,20260530,690.0
1829,23,3,20260503,20260620,690.0
0011,22,7,20251221,20260201,660.0
0053,22,8,20251205,20260311,660.0
0136,22,7,20251123,20260127,660.0
0139,22,9,20251205,20260201,660.0
0147,22,9,20251207,20260202,660.0
0183,22,8,20251205,20260311,660.0
0277,22,10,20251207,20260122,660.0
0317,22,8,20260102,20260316,660.0
0397,22,7,20251119,20260127,660.0
0584,22,6,20260109,20260217,660.0
0586,22,7,20260109,20260403,660.0
0588,22,9,20260102,20260507,660.0
0663,22,8,20251119,20260127,660.0
0664,22,8,20251119,20260127,660.0
0686,22,9,20260107,20260330,660.0
0824,22,9,20260111,20260330,660.0
0856,22,10,20260102,20260528,660.0
0857,22,11,20260102,20260507,660.0
0954,22,9,20251119,20260222,660.0
0998,22,8,20260129,20260530,660.0
1207,22,9,20251119,20260127,660.0
1415,22,6,20260401,20260715,660.0
1546,22,7,20260410,20260715,660.0
1828,22,3,20260503,20260611,660.0
0012,21,8,20251221,20260201,630.0
0015,21,7,20251129,20260122,630.0
0024,21,9,20251213,20260220,630.0
0025,21,9,20251213,20260220,630.0
0138,21,8,20251221,20260201,630.0
0149,21,9,20251213,20260218,630.0
0186,21,8,20260102,20260316,630.0
0268,21,8,20251221,20260201,630.0
0313,21,8,20251205,20260312,630.0
0450,21,8,20260102,20260316,630.0
0589,21,9,20260122,20260507,630.0
0670,21,9,20251129,20260131,630.0
0716,21,10,20260105,20260430,630.0
0723,21,9,20260122,20260507,630.0
0792,21,7,20251121,20260102,630.0
0795,21,7,20251127,20260123,630.0
0802,21,8,20251128,20260127,630.0
0804,21,10,20251128,20260131,630.0
0926,21,6,20251121,20260102,630.0
0932,21,9,20251119,20260123,630.0
0936,21,8,20251119,20260127,630.0
1062,21,5,20251127,20260620,630.0
1072,21,10,20251119,20260127,630.0
1073,21,8,20251119,20260127,630.0
1128,21,8,20260109,20260529,630.0
1260,21,9,20260106,20260507,630.0
1333,21,6,20251115,20251229,630.0
1403,21,10,20260202,20260503,630.0
1475,21,7,20251119,20260117,630.0
1598,21,5,20251203,20260117,630.0
1736,21,8,20251120,20260126,630.0
1822,21,3,20260528,20260611,630.0
1832,21,3,20260503,20260620,630.0
0023,20,9,20251213,20260218,600.0
0026,20,10,20251213,20260220,600.0
0389,20,6,20251119,20260101,600.0
0582,20,9,20260102,20260318,600.0
0667,20,7,20251128,20260123,600.0
0721,20,8,20260102,20260507,600.0
0793,20,7,20251121,20260119,600.0
0801,20,5,20251128,20260123,600.0
0928,20,5,20251127,20260119,600.0
0929,20,7,20251127,20260123,600.0
1065,20,7,20251127,20260123,600.0
1144,20,4,20260215,20260428,600.0
1269,20,9,20260202,20260503,600.0
1413,20,7,20260331,20260715,600.0
1639,20,9,20251125,20260222,600.0
1689,20,3,20260403,20260620,600.0
1730,20,7,20251115,20260620,600.0
1809,20,6,20260401,20260601,600.0
1810,20,6,20260401,20260507,600.0
1811,20,4,20260429,20260611,600.0
1812,20,4,20260429,20260611,600.0
1818,20,3,20260403,20260620,600.0
0009,19,7,20251123,20260127,570.0
0055,19,7,20251205,20260311,570.0
0315,19,8,20260102,20260316,570.0
0316,19,8,20260102,20260316,570.0
0583,19,5,20260109,20260318,570.0
0794,19,7,20251121,20260119,570.0
0800,19,6,20251128,20260127,570.0
0854,19,7,20260101,20260403,570.0
0935,19,8,20251127,20260126,570.0
0991,19,10,20260102,20260528,570.0
1133,19,6,20260202,20260530,570.0
1198,19,7,20251120,20260115,570.0
1199,19,7,20251121,20260115,570.0
1270,19,8,20260202,20260406,570.0
1273,19,6,20260308,20260504,570.0
1400,19,10,20260202,20260530,570.0
1414,19,7,20260401,20260715,570.0
1548,19,5,20260401,20260506,570.0
1558,19,3,20260403,20260620,570.0
1607,19,7,20251120,20260126,570.0
1664,19,11,20260208,20260530,570.0
1690,19,3,20260403,20260620,570.0
1737,19,7,20251120,20260126,570.0
1817,19,4,20260403,20260620,570.0
1819,19,3,20260403,20260620,570.0
1820,19,3,20260403,20260620,570.0
1826,19,3,20260529,20260611,570.0
0002,18,5,20251123,20260101,540.0
0020,18,9,20251207,20260202,540.0
0129,18,5,20251123,20260101,540.0
0131,18,6,20251121,20260101,540.0
0185,18,7,20260102,20260315,540.0
0258,18,5,20251123,20260101,540.0
0261,18,6,20251121,20260101,540.0
0391,18,5,20251121,20260101,540.0
0393,18,6,20251121,20260101,540.0
0449,18,7,20260102,20260316,540.0
0519,18,6,20251119,20251205,540.0
0523,18,6,20251121,20260101,540.0
0524,18,6,20251121,20260101,540.0
0527,18,6,20251121,20260123,540.0
0528,18,6,20251119,20260123,540.0
0656,18,5,20251121,20251230,540.0
0660,18,6,20251121,20260123,540.0
0790,18,3,20251121,20251230,540.0
0796,18,6,20251119,20260127,540.0
0927,18,4,20251127,20260102,540.0
0939,18,10,20251121,20260131,540.0
1063,18,4,20251127,20260102,540.0
1064,18,4,20251127,20260102,540.0
1196,18,4,20251120,20260104,540.0
1559,18,3,20260403,20260620,540.0
0019,17,6,20251207,20260121,510.0
0022,17,8,20251213,20260202,510.0
0054,17,6,20251205,20260311,510.0
0259,17,6,20251119,20260101,510.0
0266,17,6,20251123,20260127,510.0
0319,17,6,20260104,20260316,510.0
0390,17,6,20251119,20260101,510.0
0392,17,6,20251121,20260101,510.0
0394,17,6,20251121,20260119,510.0
0395,17,7,20251121,20260119,510.0
0651,17,6,20251119,20251205,510.0
0717,17,7,20260102,20260318,510.0
0785,17,6,20251119,20251205,510.0
0786,17,6,20251119,20251205,510.0
0849,17,7,20260105,20260430,510.0
1139,17,6,20260217,20260504,510.0
1208,17,8,20251119,20260127,510.0
1267,17,8,20260202,20260530,510.0
1416,17,5,20260401,20260506,510.0
1435,17,3,20260503,20260611,510.0
1449,17,5,20251119,20251204,510.0
1533,17,9,20260208,20260530,510.0
1568,17,3,20260503,20260611,510.0
1681,17,5,20260401,20260506,510.0
1700,17,3,20260503,20260620,510.0
1821,17,3,20260528,20260611,510.0
0021,16,7,20251209,20260202,480.0
0255,16,3,20251119,20251217,480.0
0396,16,6,20251119,20260119,480.0
0451,16,5,20260109,20260217,480.0
0452,16,5,20260109,20260217,480.0
0585,16,5,20260109,20260217,480.0
0652,16,6,20251119,20251205,480.0
0863,16,7,20260129,20260426,480.0
0995,16,5,20260129,20260529,480.0
1266,16,8,20260129,20260530,480.0
1274,16,5,20260308,20260601,480.0
1280,16,6,20260410,20260715,480.0
1330,16,5,20251120,20251231,480.0
1401,16,9,20260202,20260530,480.0
1458,16,6,20251122,20260103,480.0
1459,16,6,20251122,20260103,480.0
1560,16,2,20260403,20260528,480.0
1567,16,3,20260503,20260611,480.0
1688,16,3,20260403,20260620,480.0
1691,16,2,20260403,20260528,480.0
1698,16,3,20260503,20260611,480.0
0004,15,5,20251121,20260101,450.0
0005,15,4,20251123,20260101,450.0
0008,15,5,20251123,20260122,450.0
0132,15,5,20251121,20260101,450.0
0257,15,4,20251123,20251205,450.0
0260,15,5,20251123,20260101,450.0
0262,15,5,20251121,20260101,450.0
0385,15,3,20251119,20251205,450.0
0387,15,4,20251119,20251205,450.0
0454,15,5,20260129,20260217,450.0
0516,15,4,20251124,20251205,450.0
0517,15,5,20251119,20251205,450.0
0518,15,5,20251119,20251205,450.0
0520,15,5,20251119,20251205,450.0
0522,15,5,20251119,20260101,450.0
0526,15,5,20251121,20260119,450.0
0587,15,6,20260102,20260217,450.0
0649,15,5,20251119,20251205,450.0
0650,15,5,20251119,20251205,450.0
0653,15,5,20251119,20251205,450.0
0657,15,3,20251121,20251230,450.0
0658,15,5,20251121,20260102,450.0
0659,15,5,20251121,20260119,450.0
0661,15,4,20251205,20260123,450.0
0715,15,7,20260109,20260430,450.0
0729,15,6,20260213,20260426,450.0
0787,15,6,20251124,20251205,450.0
0993,15,6,20260109,20260529,450.0
1145,15,2,20260331,20260428,450.0
1282,15,4,20260401,20260428,450.0
1419,15,4,20260429,20260611,450.0
1420,15,4,20260429,20260611,450.0
1426,15,3,20260403,20260620,450.0
1532,15,8,20260208,20260530,450.0
1550,15,3,20260401,20260506,450.0
1551,15,3,20260429,20260611,450.0
1552,15,4,20260429,20260611,450.0
1562,15,2,20260528,20260529,450.0
1591,15,5,20251122,20260103,450.0
1682,15,3,20260429,20260611,450.0
1683,15,4,20260429,20260611,450.0
1684,15,4,20260429,20260611,450.0
1693,15,2,20260528,20260529,450.0
1728,15,3,20251203,20260105,450.0
1813,15,4,20260429,20260611,450.0
0007,14,5,20251123,20260122,420.0
0130,14,5,20251123,20260101,420.0
0134,14,5,20251123,20260122,420.0
0135,14,5,20251123,20260122,420.0
0265,14,5,20251123,20260122,420.0
0322,14,5,20260129,20260219,420.0
0525,14,5,20251121,20260101,420.0
0865,14,6,20260202,20260530,420.0
0992,14,7,20260109,20260507,420.0
1132,14,6,20260129,20260530,420.0
1272,14,5,20260213,20260504,420.0
1417,14,5,20260401,20260506,420.0
1418,14,4,20260429,20260611,420.0
1450,14,4,20251119,20251204,420.0
1460,14,5,20251120,20260103,420.0
1592,14,5,20251122,20260103,420.0
1680,14,4,20260401,20260506,420.0
1687,14,3,20260403,20260620,420.0
1695,14,2,20260529,20260611,420.0
1722,14,4,20251122,20251231,420.0
1814,14,6,20260429,20260611,420.0
1815,14,6,20260430,20260620,420.0
1816,14,3,20260403,20260620,420.0
1824,14,2,20260529,20260611,420.0
1825,14,2,20260529,20260611,420.0
1840,14,4,20251120,20260601,420.0
0320,13,4,20260109,20260217,390.0
0590,13,6,20260213,20260507,390.0
0591,13,6,20260213,20260507,390.0
0724,13,6,20260213,20260507,390.0
0994,13,3,20260129,20260529,390.0
1004,13,4,20260217,20260504,390.0
1141,13,4,20260217,20260601,390.0
1422,13,5,20260430,20260620,390.0
1448,13,4,20251119,20251130,390.0
1463,13,5,20251120,20251231,390.0
1556,13,3,20260403,20260620,390.0
1581,13,4,20251120,20251204,390.0
1582,13,4,20251120,20251204,390.0
1583,13,4,20251120,20251204,390.0
1597,13,4,20251203,20260105,390.0
1686,13,5,20260430,20260620,390.0
1850,13,4,20251122,20251231,390.0
0001,12,3,20251124,20251205,360.0
0003,12,4,20251123,20260101,360.0
0263,12,4,20251121,20260101,360.0
0321,12,4,20260129,20260217,360.0
0386,12,4,20251119,20251205,360.0
0388,12,4,20251119,20251205,360.0
0453,12,4,20260129,20260217,360.0
0648,12,4,20251124,20251205,360.0
0655,12,3,20251123,20260103,360.0
0783,12,4,20251124,20251205,360.0
0784,12,4,20251124,20251205,360.0
0788,12,3,20251127,20260103,360.0
0789,12,3,20251127,20260103,360.0
0919,12,4,20251124,20251205,360.0
0925,12,3,20251121,20260103,360.0
0997,12,5,20260129,20260426,360.0
1059,12,3,20251120,20260103,360.0
1143,12,5,20260215,20260601,360.0
1182,12,2,20251119,20251130,360.0
1271,12,5,20260213,20260406,360.0
1329,12,3,20251120,20251220,360.0
1331,12,3,20251203,20260103,360.0
1332,12,4,20251127,20260620,360.0
1423,12,3,20260403,20260620,360.0
1465,12,3,20251203,20260120,360.0
1553,12,4,20260429,20260611,360.0
1557,12,3,20260403,20260620,360.0
1590,12,4,20251122,20251231,360.0
1701,12,3,20260503,20260620,360.0
1702,12,3,20260504,20260620,360.0
1708,12,2,20251122,20260601,360.0
1712,12,3,20251120,20251204,360.0
1721,12,4,20251122,20251231,360.0
1723,12,4,20251122,20251231,360.0
1830,12,3,20260503,20260620,360.0
1837,12,2,20251122,20260601,360.0
1848,12,5,20251120,20251227,360.0
1851,12,4,20251122,20251231,360.0
0006,11,3,20251123,20260101,330.0
0058,11,4,20260102,20260217,330.0
0187,11,4,20260102,20260217,330.0
0323,11,4,20260202,20260217,330.0
0324,11,3,20260213,20260217,330.0
0455,11,4,20260202,20260217,330.0
0920,11,4,20251124,20251205,330.0
0996,11,4,20260129,20260219,330.0
1056,11,3,20251125,20260103,330.0
1140,11,4,20260217,20260504,330.0
1142,11,3,20260217,20260601,330.0
1147,11,2,20260401,20260428,330.0
1183,11,3,20251119,20251204,330.0
1283,11,4,20260401,20260429,330.0
1315,11,3,20251119,20251130,330.0
1316,11,3,20251119,20251204,330.0
1325,11,5,20251125,20260103,330.0
1425,11,3,20260403,20260620,330.0
1457,11,5,20251122,20251227,330.0
1554,11,5,20260430,20260611,330.0
1564,11,2,20260529,20260611,330.0
1718,11,3,20251120,20251227,330.0
1719,11,4,20251120,20251227,330.0
1724,11,4,20251122,20251231,330.0
1852,11,4,20251122,20251231,330.0
1853,11,3,20251122,20251231,330.0
0059,10,4,20260102,20260217,300.0
0594,10,4,20260213,20260312,300.0
0728,10,5,20260129,20260426,300.0
0858,10,6,20260109,20260507,300.0
0860,10,4,20260129,20260219,300.0
1054,10,3,20251125,20251227,300.0
1319,10,3,20251120,20251204,300.0
1421,10,4,20260507,20260611,300.0
1434,10,2,20260530,20260611,300.0
1452,10,3,20251120,20251204,300.0
1453,10,3,20251120,20251204,300.0
1456,10,4,20251122,20251227,300.0
1462,10,4,20251120,20251231,300.0
1464,10,3,20251203,20251231,300.0
1549,10,4,20260401,20260506,300.0
1555,10,4,20260430,20260620,300.0
1580,10,3,20251120,20251130,300.0
1584,10,3,20251120,20251204,300.0
1594,10,4,20251120,20251231,300.0
1595,10,4,20251120,20251231,300.0
1685,10,4,20260507,20260611,300.0
1694,10,1,20260529,20260529,300.0
1727,10,4,20251203,20260105,300.0
1823,10,1,20260529,20260529,300.0
1855,10,3,20251203,20251231,300.0
0060,9,3,20260104,20260217,270.0
0133,9,3,20251123,20260101,270.0
0188,9,3,20260104,20260217,270.0
0325,9,4,20260213,20260219,270.0
0326,9,4,20260213,20260219,270.0
0457,9,4,20260213,20260219,270.0
0458,9,4,20260213,20260219,270.0
0459,9,4,20260213,20260219,270.0
0515,9,2,20251125,20251202,270.0
0521,9,2,20251202,20251217,270.0
0598,9,3,20260213,20260330,270.0
0654,9,3,20251127,20251205,270.0
0782,9,3,20251124,20251205,270.0
0791,9,3,20251121,20251230,270.0
0861,9,4,20260129,20260219,270.0
0862,9,5,20260129,20260219,270.0
0866,9,4,20260213,20260330,270.0
0918,9,3,20251124,20251205,270.0
0922,9,4,20251125,20260103,270.0
1061,9,3,20251120,20251220,270.0
1180,9,2,20251119,20251122,270.0
1194,9,3,20251120,20260103,270.0
1195,9,3,20251120,20260103,270.0
1286,9,2,20260429,20260611,270.0
1287,9,3,20260429,20260611,270.0
1328,9,2,20251120,20260103,270.0
1424,9,2,20260403,20260620,270.0
1439,9,2,20260504,20260620,270.0
1447,9,3,20251119,20251122,270.0
1461,9,3,20251120,20260103,270.0
1566,9,3,20260529,20260611,270.0
1696,9,2,20260529,20260611,270.0
1697,9,3,20260529,20260611,270.0
1703,9,2,20260504,20260620,270.0
1713,9,3,20251120,20251204,270.0
1714,9,3,20251120,20251204,270.0
1715,9,2,20251120,20251204,270.0
1720,9,4,20251122,20251227,270.0
1725,9,4,20251203,20251231,270.0
1833,9,2,20260504,20260620,270.0
1838,9,2,20251122,20260601,270.0
1839,9,3,20251120,20260601,270.0
1841,9,3,20251120,20251204,270.0
1842,9,3,20251120,20251204,270.0
1843,9,3,20251120,20251204,270.0
1844,9,3,20251120,20251204,270.0
1847,9,3,20251120,20251227,270.0
0062,8,2,20260215,20260217,240.0
0128,8,2,20251124,20251202,240.0
0190,8,3,20260213,20260217,240.0
0191,8,3,20260213,20260217,240.0
0192,8,3,20260213,20260217,240.0
0193,8,3,20260213,20260217,240.0
0194,8,3,20260213,20260217,240.0
0256,8,3,20251123,20251202,240.0
0264,8,3,20251123,20260101,240.0
0327,8,4,20260213,20260219,240.0
0456,8,3,20260213,20260217,240.0
0464,8,2,20260217,20260330,240.0
0597,8,3,20260213,20260217,240.0
0725,8,4,20260213,20260219,240.0
0726,8,4,20260129,20260219,240.0
0921,8,3,20251124,20251130,240.0
0923,8,3,20251125,20260103,240.0
1000,8,4,20260202,20260426,240.0
1003,8,4,20260215,20260427,240.0
1047,8,2,20251119,20251130,240.0
1137,8,4,20260213,20260406,240.0
1148,8,1,20260401,20260401,240.0
1184,8,2,20251130,20251204,240.0
1189,8,3,20251125,20251227,240.0
1190,8,3,20251125,20251227,240.0
1192,8,3,20251120,20260103,240.0
1301,8,2,20260530,20260611,240.0
1317,8,2,20251130,20251204,240.0
1318,8,2,20251130,20251204,240.0
1324,8,4,20251125,20251227,240.0
1326,8,3,20251120,20260103,240.0
1427,8,1,20260528,20260528,240.0
1431,8,1,20260529,20260529,240.0
1561,8,1,20260528,20260528,240.0
1563,8,1,20260529,20260529,240.0
1588,8,3,20251122,20251227,240.0
1589,8,3,20251122,20251227,240.0
1692,8,1,20260528,20260528,240.0
1849,8,3,20251122,20251227,240.0
0328,7,3,20260215,20260219,210.0
0384,7,1,20251205,20251205,210.0
0596,7,3,20260213,20260217,210.0
0730,7,4,20260213,20260426,210.0
0731,7,3,20260213,20260217,210.0
0859,7,4,20260109,20260219,210.0
0915,7,2,20251125,20251130,210.0
1005,7,2,20260217,20260504,210.0
1006,7,3,20260217,20260504,210.0
1149,7,2,20260401,20260429,210.0
1150,7,2,20260401,20260429,210.0
1185,7,2,20251120,20251130,210.0
1191,7,3,20251125,20260103,210.0
1430,7,1,20260529,20260529,210.0
1451,7,2,20251130,20251204,210.0
1575,7,1,20260601,20260601,210.0
1593,7,3,20251122,20251231,210.0
1596,7,3,20251203,20251231,210.0
1706,7,1,20260601,20260601,210.0
1707,7,1,20260601,20260601,210.0
1726,7,3,20251203,20251231,210.0
1835,7,1,20260601,20260601,210.0
1836,7,1,20260601,20260601,210.0
1854,7,3,20251203,20251231,210.0
0061,6,2,20260215,20260217,180.0
0065,6,1,20260217,20260217,180.0
0189,6,2,20260215,20260217,180.0
0460,6,3,20260215,20260219,180.0
0592,6,3,20260215,20260219,180.0
0595,6,3,20260213,20260217,180.0
0647,6,2,20251124,20251125,180.0
0727,6,3,20260129,20260215,180.0
0732,6,3,20260215,20260330,180.0
0733,6,3,20260215,20260330,180.0
0781,6,2,20251124,20251125,180.0
0867,6,3,20260215,20260330,180.0
0868,6,3,20260215,20260330,180.0
0916,6,2,20251124,20251125,180.0
0917,6,2,20251124,20251125,180.0
0924,6,2,20251127,20260103,180.0
1009,6,1,20260428,20260428,180.0
1011,6,2,20260401,20260428,180.0
1057,6,3,20251125,20260103,180.0
1058,6,2,20251120,20260103,180.0
1060,6,2,20251217,20260103,180.0
1138,6,2,20260406,20260427,180.0
1193,6,2,20251120,20260103,180.0
1284,6,1,20260429,20260429,180.0
1285,6,1,20260429,20260429,180.0
1288,6,2,20260507,20260611,180.0
1290,6,1,20260403,20260403,180.0
1310,6,1,20260601,20260601,180.0
1313,6,2,20251119,20251122,180.0
1314,6,2,20251119,20251122,180.0
1322,6,3,20251125,20251227,180.0
1323,6,3,20251125,20251227,180.0
1327,6,2,20251120,20260103,180.0
1432,6,2,20260529,20260611,180.0
1433,6,2,20260529,20260611,180.0
1437,6,2,20260530,20260620,180.0
1444,6,1,20260601,20260601,180.0
1446,6,2,20251119,20251122,180.0
1565,6,2,20260529,20260611,180.0
1569,6,2,20260530,20260620,180.0
1570,6,2,20260530,20260620,180.0
1571,6,2,20260530,20260620,180.0
1577,6,1,20260601,20260601,180.0
1579,6,2,20251120,20251122,180.0
1585,6,2,20251120,20251204,180.0
1586,6,2,20251120,20251204,180.0
1709,6,2,20251122,20260601,180.0
1710,6,2,20251120,20251122,180.0
1711,6,2,20251120,20251122,180.0
1716,6,2,20251120,20251204,180.0
1717,6,2,20251120,20251204,180.0
1845,6,2,20251120,20251204,180.0
1846,6,2,20251120,20251204,180.0
0063,5,2,20260215,20260217,150.0
0064,5,2,20260215,20260217,150.0
0734,5,3,20260215,20260330,150.0
1048,5,1,20251130,20251130,150.0
1053,5,2,20251125,20251130,150.0
1055,5,2,20251125,20251130,150.0
1136,5,2,20260202,20260330,150.0
1188,5,2,20251125,20251130,150.0
1293,5,1,20260528,20260528,150.0
1294,5,1,20260528,20260528,150.0
1295,5,1,20260528,20260528,150.0
1309,5,1,20260601,20260601,150.0
1428,5,1,20260528,20260528,150.0
1429,5,1,20260528,20260528,150.0
1443,5,1,20260601,20260601,150.0
1455,5,2,20251120,20251125,150.0
1576,5,1,20260601,20260601,150.0
1587,5,2,20251120,20251122,150.0
0461,4,3,20260215,20260312,120.0
0462,4,2,20260215,20260217,120.0
0463,4,2,20260215,20260217,120.0
0593,4,2,20260215,20260217,120.0
0870,4,2,20260217,20260406,120.0
0914,4,1,20251130,20251130,120.0
1001,4,2,20260215,20260330,120.0
1002,4,2,20260215,20260330,120.0
1049,4,1,20251130,20251130,120.0
1050,4,1,20251130,20251130,120.0
1052,4,2,20251125,20251128,120.0
0195,3,1,20260213,20260213,90.0
0329,3,2,20260215,20260217,90.0
0330,3,2,20260215,20260217,90.0
0599,3,1,20260330,20260330,90.0
0646,3,1,20251124,20251124,90.0
0779,3,1,20251125,20251125,90.0
0780,3,1,20251125,20251125,90.0
0912,3,1,20251119,20251119,90.0
1010,3,1,20260428,20260428,90.0
1045,3,1,20251119,20251119,90.0
1046,3,1,20251119,20251119,90.0
1146,3,1,20260428,20260428,90.0
1151,3,1,20260429,20260429,90.0
1152,3,1,20260429,20260429,90.0
1181,3,1,20251119,20251119,90.0
1187,3,2,20251125,20251130,90.0
1289,3,1,20260509,20260509,90.0
1291,3,1,20260528,20260528,90.0
1292,3,1,20260620,20260620,90.0
1297,3,1,20260529,20260529,90.0
1298,3,1,20260529,20260529,90.0
1299,3,1,20260611,20260611,90.0
1300,3,1,20260611,20260611,90.0
1304,3,1,20260620,20260620,90.0
1305,3,1,20260620,20260620,90.0
1306,3,1,20260620,20260620,90.0
1320,3,1,20251120,20251120,90.0
1321,3,2,20251125,20251130,90.0
1436,3,1,20260530,20260530,90.0
1438,3,1,20260620,20260620,90.0
1440,3,1,20260620,20260620,90.0
1454,3,1,20251120,20251120,90.0
1572,3,1,20260620,20260620,90.0
1573,3,1,20260620,20260620,90.0
1578,3,1,20251122,20251122,90.0
1704,3,1,20260620,20260620,90.0
0735,2,2,20260215,20260217,60.0
0869,2,2,20260215,20260217,60.0
1186,2,1,20251125,20251125,60.0
0736,1,1,20260217,20260217,30.0
0871,1,1,20260217,20260217,30.0
0872,1,1,20260217,20260217,30.0
0873,1,1,20260217,20260217,30.0
1007,1,1,20260217,20260217,30.0
1008,1,1,20260217,20260217,30.0
