night,plan_archive_available,plan_active_acquired_cohort,acquired_frame_in_plan_active_denominator,acquired_frame_outside_plan_archive,field_id,pair_id,match_status,match_rule,mode,cycle_id,repeat,plan_row,plan_manifest_line,planned_start_utc,actual_start_utc,actual_time_source,time_residual_s,abs_time_residual_s,planned_exptime_s,actual_exptime_s,planned_interval_prev_same_cycle_field_s,planned_baseline_from_first_same_cycle_field_s,actual_interval_prev_matched_same_cycle_field_s,actual_baseline_from_first_matched_same_cycle_field_s,planned_inter_start_prev_global_s,planned_gap_proxy_prev_global_s,actual_inter_start_prev_global_s,actual_gap_proxy_prev_global_s,raw_file_name,raw_path,raw_sequence_id,raw_manifest_line,l2_join_status,l2_file_name,l2_path,l2_manifest_line,sky_adu,sky_rms_adu,sky_mag,limiting_mag,seeing_arcsec,fwhm_header,ccd_zeropoint,ccd_zeropoint_rms,photometric_rms,n_sources,n_wcs,n_stars,n_match_calibration,n_psf,moon_phase_fraction,moon_sep_deg,planned_ra_deg,planned_dec_deg,known_limitation_codes,input_manifest_hash
20260420,True,True,True,False,1260,20260420:1260:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,99,8950,2026-04-20T14:11:35Z,2026-04-20T14:41:00.900000Z,l2_obs_time_utc,1765.9,1765.9,30.0,30.0,1800.0,1800.0,1885.917,1885.917,80.0,50.0,89.742,59.742000000000004,OBJ_MP_1260_0159.fits,/raw1/20260420/OBJ/OBJ_MP_1260_0159.fits,0159,36195,matched,OBJ_MP_1260_0159_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_1260_0159_cat.fits.gz,35525,935.7704,26.7897,19.8299,20.47,3.3661,2.9141,26.9448,0.0321,0.0,14355.0,2294.0,2734.0,450.0,1425.0,0.13675242361908452,100.28379177928257,175.9754436843075,7.803302928077337,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0723,20260420:0723:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,100,8951,2026-04-20T14:12:55Z,2026-04-20T14:42:37.443000Z,l2_obs_time_utc,1782.443,1782.443,30.0,30.0,1800.0,1800.0,1885.444,1885.444,80.0,50.0,96.543,66.543,OBJ_MP_0723_0160.fits,/raw1/20260420/OBJ/OBJ_MP_0723_0160.fits,0160,36102,matched,OBJ_MP_0723_0160_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0723_0160_cat.fits.gz,35432,1154.4596,29.2655,19.5607,20.38,3.2957,2.8531,26.9035,0.0331,0.0,15838.0,2805.0,3125.0,528.0,1297.0,0.1368287233048361,106.34427847770584,176.53163375716488,-4.098907036974206,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0590,20260420:0590:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,101,8952,2026-04-20T14:14:15Z,2026-04-20T14:43:53.786000Z,l2_obs_time_utc,1778.786,1778.786,30.0,30.0,1800.0,1800.0,1885.684,1885.684,80.0,50.0,76.343,46.343,OBJ_MP_0590_0161.fits,/raw1/20260420/OBJ/OBJ_MP_0590_0161.fits,0161,36078,matched,OBJ_MP_0590_0161_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0590_0161_cat.fits.gz,35408,1180.8683,30.1232,19.525,20.41,3.1564,2.7325,26.8923,0.0356,0.0,15684.0,3197.0,3153.0,591.0,1406.0,0.13690504012587806,108.73354314656633,177.559608910463,-7.463664803598792,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0992,20260420:0992:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,102,8953,2026-04-20T14:15:35Z,2026-04-20T14:45:23.314000Z,l2_obs_time_utc,1788.314,1788.314,30.0,30.0,1800.0,1800.0,1886.424,1886.424,80.0,50.0,89.528,59.528000000000006,OBJ_MP_0992_0162.fits,/raw1/20260420/OBJ/OBJ_MP_0992_0162.fits,0162,36150,matched,OBJ_MP_0992_0162_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0992_0162_cat.fits.gz,35480,1024.3577,27.6596,19.714,20.49,3.1744,2.7482,26.927,0.0331,0.0,14273.0,2832.0,2828.0,435.0,1232.0,0.13698137409600758,105.23223821137468,178.00496532603452,1.0944716875446894,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,1127,20260420:1127:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,103,8954,2026-04-20T14:16:55Z,2026-04-20T14:46:37.222000Z,l2_obs_time_utc,1782.222,1782.222,30.0,30.0,1800.0,1800.0,1882.636,1882.636,80.0,50.0,73.908,43.908,OBJ_MP_1127_0163.fits,/raw1/20260420/OBJ/OBJ_MP_1127_0163.fits,0163,36174,matched,OBJ_MP_1127_0163_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_1127_0163_cat.fits.gz,35504,974.0399,28.0256,19.7768,20.53,3.1109,2.6933,26.9352,0.0306,0.0,14326.0,2818.0,2764.0,429.0,1442.0,0.1370577251950389,103.87427377697648,178.0476814484366,3.9917304207833064,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0858,20260420:0858:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,104,8955,2026-04-20T14:18:15Z,2026-04-20T14:48:01.275000Z,l2_obs_time_utc,1786.275,1786.275,30.0,30.0,1800.0,1800.0,1882.629,1882.629,80.0,50.0,84.053,54.053,OBJ_MP_0858_0164.fits,/raw1/20260420/OBJ/OBJ_MP_0858_0164.fits,0164,36129,matched,OBJ_MP_0858_0164_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0858_0164_cat.fits.gz,35459,1039.9397,28.3115,19.6832,20.47,3.163,2.7383,26.9126,0.0295,0.0,15701.0,3149.0,3105.0,544.0,1354.0,0.13713409342702937,106.90044195037636,178.31792169277023,-1.9568604808118335,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,1261,20260420:1261:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,105,8956,2026-04-20T14:19:35Z,2026-04-20T14:49:29.999000Z,l2_obs_time_utc,1794.999,1794.999,30.0,30.0,1800.0,1800.0,1881.769,1881.769,80.0,50.0,88.724,58.724000000000004,OBJ_MP_1261_0165.fits,/raw1/20260420/OBJ/OBJ_MP_1261_0165.fits,0165,36198,matched,OBJ_MP_1261_0165_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_1261_0165_cat.fits.gz,35528,970.0289,27.0721,19.7871,20.6,2.9494,2.5534,26.9411,0.028,0.0,13671.0,2759.0,2724.0,427.0,1255.0,0.13721047878418835,102.85606748304794,178.44608299017702,6.736411577860227,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0724,20260420:0724:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,106,8957,2026-04-20T14:20:55Z,2026-04-20T14:51:06.860000Z,l2_obs_time_utc,1811.86,1811.86,30.0,30.0,1800.0,1800.0,1881.86,1881.86,80.0,50.0,96.861,66.861,OBJ_MP_0724_0166.fits,/raw1/20260420/OBJ/OBJ_MP_0724_0166.fits,0166,36105,matched,OBJ_MP_0724_0166_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0724_0166_cat.fits.gz,35435,1182.4895,29.6772,19.5364,20.47,3.0239,2.6178,26.9052,0.0336,0.0,16244.0,3016.0,3109.0,528.0,1362.0,0.13728688126384692,108.92313824572807,178.99056611978574,-5.165526151763336,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,1395,20260420:1395:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,107,8958,2026-04-20T14:22:15Z,2026-04-20T14:52:47.723000Z,l2_obs_time_utc,1832.723,1832.723,30.0,30.0,1800.0,1800.0,1882.121,1882.121,80.0,50.0,100.863,70.863,OBJ_MP_1395_0167.fits,/raw1/20260420/OBJ/OBJ_MP_1395_0167.fits,0167,36243,matched,OBJ_MP_1395_0167_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_1395_0167_cat.fits.gz,35573,949.5798,27.4265,19.8169,20.62,2.9237,2.5313,26.9478,0.0317,0.0,14063.0,2548.0,2653.0,452.0,1290.0,0.13736330085383103,102.19095979789708,179.20352087378473,9.328276260406728,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0591,20260420:0591:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,108,8959,2026-04-20T14:23:35Z,2026-04-20T14:54:33.594000Z,l2_obs_time_utc,1858.594,1858.594,30.0,30.0,1800.0,1800.0,1882.164,1882.164,80.0,50.0,105.871,75.871,OBJ_MP_0591_0168.fits,/raw1/20260420/OBJ/OBJ_MP_0591_0168.fits,0168,36081,matched,OBJ_MP_0591_0168_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0591_0168_cat.fits.gz,35411,1148.9333,29.7075,19.5314,20.39,3.1758,2.7492,26.869,0.0362,0.0,16189.0,3293.0,3254.0,563.0,1310.0,0.13743973755628552,111.29915302393702,180.0318409372979,-8.536536337603353,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0993,20260420:0993:0002,matched,monotonic_minimum_total_absolute_time_residual,normal,2,2,109,8960,2026-04-20T14:24:55Z,2026-04-20T14:56:04.149000Z,l2_obs_time_utc,1869.149,1869.149,30.0,30.0,1800.0,1800.0,1883.164,1883.164,80.0,50.0,90.555,60.55500000000001,OBJ_MP_0993_0169.fits,/raw1/20260420/OBJ/OBJ_MP_0993_0169.fits,0169,36153,matched,OBJ_MP_0993_0169_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0993_0169_cat.fits.gz,35483,1024.8795,27.9577,19.7062,20.58,2.8835,2.4964,26.9197,0.0321,0.0,15713.0,3073.0,3038.0,499.0,1260.0,0.13751619136419213,107.79168009954931,180.45753486089103,0.031421486988348075,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0855,20260420:0855:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,110,8961,2026-04-20T14:26:55Z,2026-04-20T14:57:35.483000Z,l2_obs_time_utc,1840.483,1840.483,30.0,30.0,1800.0,3600.0,1884.794,3770.606,120.0,90.0,91.334,61.334,OBJ_MP_0855_0170.fits,/raw1/20260420/OBJ/OBJ_MP_0855_0170.fits,0170,36121,matched,OBJ_MP_0855_0170_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0855_0170_cat.fits.gz,35451,1069.1069,28.9354,19.6529,20.61,2.7448,2.3763,26.9124,0.0354,0.0,15581.0,2951.0,2917.0,495.0,1406.0,0.1376309041354834,98.80297421298496,170.95411550255713,1.2195938765452496,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0721,20260420:0721:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,111,8962,2026-04-20T14:28:15Z,2026-04-20T14:58:51.155000Z,l2_obs_time_utc,1836.155,1836.155,30.0,30.0,1800.0,3600.0,1884.164,3770.878,80.0,50.0,75.672,45.672,OBJ_MP_0721_0171.fits,/raw1/20260420/OBJ/OBJ_MP_0721_0171.fits,0171,36097,matched,OBJ_MP_0721_0171_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0721_0171_cat.fits.gz,35427,1169.5,29.9341,19.5396,20.48,2.9653,2.567,26.8964,0.0337,0.0,13996.0,2761.0,2835.0,540.0,1259.0,0.1377074006840205,100.83351701924366,171.61828560676952,-1.9759319585808324,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0588,20260420:0588:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,112,8963,2026-04-20T14:29:35Z,2026-04-20T15:00:07.514000Z,l2_obs_time_utc,1832.514,1832.514,30.0,30.0,1800.0,3600.0,1883.354,3771.677,80.0,50.0,76.359,46.358999999999995,OBJ_MP_0588_0172.fits,/raw1/20260420/OBJ/OBJ_MP_0588_0172.fits,0172,36073,matched,OBJ_MP_0588_0172_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0588_0172_cat.fits.gz,35403,1104.519,31.2468,19.5812,20.45,3.0658,2.6541,26.876,0.0336,0.0,15459.0,3034.0,2997.0,557.0,1326.0,0.13778391432114745,103.21776203422252,172.62894710016224,-5.325804944662051,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0990,20260420:0990:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,113,8964,2026-04-20T14:30:55Z,2026-04-20T15:01:37.219000Z,l2_obs_time_utc,1842.219,1842.219,30.0,30.0,1800.0,3600.0,1884.616,3770.568,80.0,50.0,89.705,59.705,OBJ_MP_0990_0173.fits,/raw1/20260420/OBJ/OBJ_MP_0990_0173.fits,0173,36145,matched,OBJ_MP_0990_0173_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0990_0173_cat.fits.gz,35475,1029.7943,27.9768,19.6933,20.49,3.1248,2.7052,26.9121,0.0302,0.0,14201.0,2289.0,2759.0,459.0,1260.0,0.1378604450433526,99.7310376291573,173.09348658051746,3.213863709058913,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,1125,20260420:1125:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,114,8965,2026-04-20T14:32:15Z,2026-04-20T15:02:51.146000Z,l2_obs_time_utc,1836.146,1836.146,30.0,30.0,1800.0,3600.0,1883.381,3768.222,80.0,50.0,73.927,43.92700000000001,OBJ_MP_1125_0174.fits,/raw1/20260420/OBJ/OBJ_MP_1125_0174.fits,0174,36169,matched,OBJ_MP_1125_0174_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_1125_0174_cat.fits.gz,35499,1009.2083,27.3346,19.7254,20.58,2.9243,2.5318,26.9223,0.0339,0.0,13710.0,2773.0,2740.0,478.0,1365.0,0.1379369928385077,98.37831838493571,173.12172148007764,6.113891839381438,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0856,20260420:0856:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,115,8966,2026-04-20T14:33:35Z,2026-04-20T15:04:14.926000Z,l2_obs_time_utc,1839.926,1839.926,30.0,30.0,1800.0,3600.0,1883.243,3768.38,80.0,50.0,83.78,53.78,OBJ_MP_0856_0175.fits,/raw1/20260420/OBJ/OBJ_MP_0856_0175.fits,0175,36124,matched,OBJ_MP_0856_0175_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0856_0175_cat.fits.gz,35454,990.3601,29.1404,19.7327,20.53,3.0312,2.6242,26.909,0.0304,0.0,14330.0,2748.0,2856.0,490.0,1225.0,0.1380135577087529,101.39311756572619,173.4105393157812,0.16536030182165365,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0722,20260420:0722:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,116,8967,2026-04-20T14:34:55Z,2026-04-20T15:05:30.546000Z,l2_obs_time_utc,1835.546,1835.546,30.0,30.0,1800.0,3600.0,1884.402,3769.411,80.0,50.0,75.62,45.620000000000005,OBJ_MP_0722_0176.fits,/raw1/20260420/OBJ/OBJ_MP_0722_0176.fits,0176,36100,matched,OBJ_MP_0722_0176_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0722_0176_cat.fits.gz,35430,1102.4739,29.2938,19.5973,20.43,3.1566,2.7326,26.89,0.0334,0.0,15376.0,2954.0,2905.0,510.0,1233.0,0.13809013964714167,103.4251506685236,174.07477401489376,-3.0350573901241735,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0589,20260420:0589:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,117,8968,2026-04-20T14:36:15Z,2026-04-20T15:06:46.046000Z,l2_obs_time_utc,1831.046,1831.046,30.0,30.0,1800.0,3600.0,1884.138,3768.12,80.0,50.0,75.5,45.5,OBJ_MP_0589_0177.fits,/raw1/20260420/OBJ/OBJ_MP_0589_0177.fits,0177,36076,matched,OBJ_MP_0589_0177_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0589_0177_cat.fits.gz,35406,1082.606,28.4924,19.5998,20.39,3.2359,2.8012,26.8727,0.0319,0.0,15607.0,2960.0,3081.0,545.0,1514.0,0.13816673865164925,105.81124273064889,175.09256550540567,-6.392760737199113,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0991,20260420:0991:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,118,8969,2026-04-20T14:37:35Z,2026-04-20T15:08:15.676000Z,l2_obs_time_utc,1840.676,1840.676,30.0,30.0,1800.0,3600.0,1883.581,3768.232,80.0,50.0,89.63,59.629999999999995,OBJ_MP_0991_0178.fits,/raw1/20260420/OBJ/OBJ_MP_0991_0178.fits,0178,36148,matched,OBJ_MP_0991_0178_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0991_0178_cat.fits.gz,35478,944.5532,27.0014,19.7888,20.49,3.2016,2.7717,26.9138,0.0284,0.0,14184.0,2726.0,2865.0,454.0,1330.0,0.13824335471393973,102.31965212136338,175.55084299236194,2.1559358818121908,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,1126,20260420:1126:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,119,8970,2026-04-20T14:38:55Z,2026-04-20T15:09:30.032000Z,l2_obs_time_utc,1835.032,1835.032,30.0,30.0,1800.0,3600.0,1882.974,3768.06,80.0,50.0,74.356,44.355999999999995,OBJ_MP_1126_0179.fits,/raw1/20260420/OBJ/OBJ_MP_1126_0179.fits,0179,36172,matched,OBJ_MP_1126_0179_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_1126_0179_cat.fits.gz,35502,937.1383,26.9337,19.815,20.65,2.814,2.4363,26.9315,0.0317,0.0,14718.0,2858.0,2828.0,455.0,1215.0,0.13831998782300736,100.96576422689334,175.58748170821943,5.054572716708951,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0857,20260420:0857:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,120,8971,2026-04-20T14:40:15Z,2026-04-20T15:10:54.174000Z,l2_obs_time_utc,1839.174,1839.174,30.0,30.0,1800.0,3600.0,1883.016,3768.027,80.0,50.0,84.142,54.141999999999996,OBJ_MP_0857_0180.fits,/raw1/20260420/OBJ/OBJ_MP_0857_0180.fits,0180,36127,matched,OBJ_MP_0857_0180_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0857_0180_cat.fits.gz,35457,1049.3379,28.9861,19.6639,20.6,2.7842,2.4103,26.9031,0.0313,0.0,15345.0,2939.0,3006.0,475.0,1492.0,0.13839663798393637,103.9830105705869,175.86458466832167,-0.89410673347922,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,1260,20260420:1260:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,121,8972,2026-04-20T14:41:35Z,2026-04-20T15:12:23.733000Z,l2_obs_time_utc,1848.733,1848.733,30.0,30.0,1800.0,3600.0,1882.833,3768.75,80.0,50.0,89.559,59.559,OBJ_MP_1260_0181.fits,/raw1/20260420/OBJ/OBJ_MP_1260_0181.fits,0181,36196,matched,OBJ_MP_1260_0181_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_1260_0181_cat.fits.gz,35526,898.9614,29.4205,19.851,20.65,2.8279,2.4482,26.9223,0.0312,0.0,14398.0,2344.0,2798.0,432.0,994.0,0.1384733051927603,99.95169198665137,175.9754436843075,7.803302928077337,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0723,20260420:0723:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,122,8973,2026-04-20T14:42:55Z,2026-04-20T15:14:00.273000Z,l2_obs_time_utc,1865.273,1865.273,30.0,30.0,1800.0,3600.0,1882.83,3768.274,80.0,50.0,96.54,66.54,OBJ_MP_0723_0182.fits,/raw1/20260420/OBJ/OBJ_MP_0723_0182.fits,0182,36103,matched,OBJ_MP_0723_0182_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0723_0182_cat.fits.gz,35433,1158.8845,29.3767,19.523,20.42,3.0664,2.6545,26.8699,0.0336,0.0,15938.0,2760.0,3073.0,523.0,1282.0,0.13854998943415747,106.0013296888699,176.53163375716488,-4.098907036974206,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0590,20260420:0590:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,123,8974,2026-04-20T14:44:15Z,2026-04-20T15:15:16.753000Z,l2_obs_time_utc,1861.753,1861.753,30.0,30.0,1800.0,3600.0,1882.967,3768.651,80.0,50.0,76.48,46.480000000000004,OBJ_MP_0590_0183.fits,/raw1/20260420/OBJ/OBJ_MP_0590_0183.fits,0183,36079,matched,OBJ_MP_0590_0183_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0590_0183_cat.fits.gz,35409,1156.4253,32.571,19.5033,20.41,3.0498,2.6401,26.8479,0.0367,0.0,15269.0,3066.0,3010.0,592.0,1284.0,0.1386266907064459,108.3893044236812,177.559608910463,-7.463664803598792,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0992,20260420:0992:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,124,8975,2026-04-20T14:45:35Z,2026-04-20T15:16:46.365000Z,l2_obs_time_utc,1871.365,1871.365,30.0,30.0,1800.0,3600.0,1883.051,3769.475,80.0,50.0,89.612,59.611999999999995,OBJ_MP_0992_0184.fits,/raw1/20260420/OBJ/OBJ_MP_0992_0184.fits,0184,36151,matched,OBJ_MP_0992_0184_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0992_0184_cat.fits.gz,35481,1043.0657,32.1281,19.637,20.5,2.9638,2.5659,26.8697,0.0329,0.0,13511.0,2571.0,2554.0,436.0,1276.0,0.13870340901206646,104.89223770295621,178.00496532603452,1.0944716875446894,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,1127,20260420:1127:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,125,8976,2026-04-20T14:46:55Z,2026-04-20T15:18:00.732000Z,l2_obs_time_utc,1865.732,1865.732,30.0,30.0,1800.0,3600.0,1883.51,3766.146,80.0,50.0,74.367,44.367000000000004,OBJ_MP_1127_0185.fits,/raw1/20260420/OBJ/OBJ_MP_1127_0185.fits,0185,36175,matched,OBJ_MP_1127_0185_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_1127_0185_cat.fits.gz,35505,974.6669,27.5709,19.7444,20.55,2.9694,2.5708,26.9035,0.0304,0.0,14250.0,2799.0,2752.0,423.0,1364.0,0.13878014434107666,103.53679564827839,178.0476814484366,3.9917304207833064,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
20260420,True,True,True,False,0858,20260420:0858:0003,matched,monotonic_minimum_total_absolute_time_residual,normal,2,3,126,8977,2026-04-20T14:48:15Z,2026-04-20T15:19:24.760000Z,l2_obs_time_utc,1869.76,1869.76,30.0,30.0,1800.0,3600.0,1883.485,3766.114,80.0,50.0,84.028,54.028000000000006,OBJ_MP_0858_0186.fits,/raw1/20260420/OBJ/OBJ_MP_0858_0186.fits,0186,36130,matched,OBJ_MP_0858_0186_cat.fits.gz,/processed1/20260420/L2/OBJ_MP_0858_0186_cat.fits.gz,35460,1054.3081,28.1085,19.6493,20.45,3.1604,2.736,26.8935,0.0295,0.0,15750.0,3155.0,3120.0,550.0,1380.0,0.13885689668561185,106.55713268689418,178.31792169277023,-1.9568604808118335,near_sun_solar_separation_sort_overwritten_by_ra_sort;scheduler_history_ingestion_stalled_after_20260330_server_audit,a6a11f498afd43f99b5add50f0c61e7005c7dcbcab19c1c7b4ab62776daf32bc
