dra_bin_center_arcsec,ddec_bin_center_arcsec,matched_n
-0.99,-0.99,0
-0.99,-0.97,0
-0.99,-0.95,0
-0.99,-0.9299999999999999,0
-0.99,-0.91,0
-0.99,-0.89,0
-0.99,-0.87,0
-0.99,-0.85,0
-0.99,-0.8300000000000001,0
-0.99,-0.81,0
-0.99,-0.79,0
-0.99,-0.77,0
-0.99,-0.75,0
-0.99,-0.73,0
-0.99,-0.71,0
-0.99,-0.69,0
-0.99,-0.6699999999999999,0
-0.99,-0.6499999999999999,0
-0.99,-0.63,0
-0.99,-0.61,0
-0.99,-0.5900000000000001,0
-0.99,-0.5700000000000001,0
-0.99,-0.55,0
-0.99,-0.53,0
-0.99,-0.51,0
-0.99,-0.49,0
-0.99,-0.47,0
-0.99,-0.44999999999999996,0
-0.99,-0.43,0
-0.99,-0.41000000000000003,0
-0.99,-0.39,0
-0.99,-0.37,0
-0.99,-0.35,0
-0.99,-0.32999999999999996,0
-0.99,-0.30999999999999994,0
-0.99,-0.29,0
-0.99,-0.27,0
-0.99,-0.25,0
-0.99,-0.22999999999999998,0
-0.99,-0.20999999999999996,0
-0.99,-0.18999999999999995,0
-0.99,-0.16999999999999998,0
-0.99,-0.15000000000000002,1
-0.99,-0.13,5
-0.99,-0.10999999999999999,5
-0.99,-0.08999999999999997,7
-0.99,-0.06999999999999995,6
-0.99,-0.04999999999999999,7
-0.99,-0.030000000000000027,3
-0.99,-0.010000000000000009,5
-0.99,0.010000000000000009,9
-0.99,0.030000000000000027,3
-0.99,0.050000000000000044,4
-0.99,0.07000000000000006,3
-0.99,0.09000000000000008,6
-0.99,0.1100000000000001,4
-0.99,0.13000000000000012,3
-0.99,0.15000000000000002,0
-0.99,0.16999999999999993,1
-0.99,0.18999999999999995,0
-0.99,0.20999999999999996,0
-0.99,0.22999999999999998,0
-0.99,0.25,0
-0.99,0.27,0
-0.99,0.29000000000000004,0
-0.99,0.31000000000000005,0
-0.99,0.33000000000000007,0
-0.99,0.3500000000000001,0
-0.99,0.3700000000000001,0
-0.99,0.3900000000000001,0
-0.99,0.41000000000000003,0
-0.99,0.42999999999999994,0
-0.99,0.44999999999999996,0
-0.99,0.47,0
-0.99,0.49,0
-0.99,0.51,0
-0.99,0.53,0
-0.99,0.55,0
-0.99,0.5700000000000001,0
-0.99,0.5900000000000001,0
-0.99,0.6100000000000001,0
-0.99,0.6300000000000001,0
-0.99,0.6500000000000001,0
-0.99,0.67,0
-0.99,0.69,0
-0.99,0.71,0
-0.99,0.73,0
-0.99,0.75,0
-0.99,0.77,0
-0.99,0.79,0
-0.99,0.81,0
-0.99,0.8300000000000001,0
-0.99,0.8500000000000001,0
-0.99,0.8700000000000001,0
-0.99,0.8900000000000001,0
-0.99,0.91,0
-0.99,0.9299999999999999,0
-0.99,0.95,0
-0.99,0.97,0
-0.99,0.99,0
-0.97,-0.99,0
-0.97,-0.97,0
-0.97,-0.95,0
-0.97,-0.9299999999999999,0
-0.97,-0.91,0
-0.97,-0.89,0
-0.97,-0.87,0
-0.97,-0.85,0
-0.97,-0.8300000000000001,0
-0.97,-0.81,0
-0.97,-0.79,0
-0.97,-0.77,0
-0.97,-0.75,0
-0.97,-0.73,0
-0.97,-0.71,0
-0.97,-0.69,0
-0.97,-0.6699999999999999,0
-0.97,-0.6499999999999999,0
-0.97,-0.63,0
-0.97,-0.61,0
-0.97,-0.5900000000000001,0
-0.97,-0.5700000000000001,0
-0.97,-0.55,0
-0.97,-0.53,0
-0.97,-0.51,0
-0.97,-0.49,0
-0.97,-0.47,0
-0.97,-0.44999999999999996,0
-0.97,-0.43,0
-0.97,-0.41000000000000003,0
-0.97,-0.39,0
-0.97,-0.37,0
-0.97,-0.35,0
-0.97,-0.32999999999999996,0
-0.97,-0.30999999999999994,0
-0.97,-0.29,0
-0.97,-0.27,1
-0.97,-0.25,4
-0.97,-0.22999999999999998,4
-0.97,-0.20999999999999996,3
-0.97,-0.18999999999999995,5
-0.97,-0.16999999999999998,3
-0.97,-0.15000000000000002,4
-0.97,-0.13,4
-0.97,-0.10999999999999999,4
-0.97,-0.08999999999999997,7
-0.97,-0.06999999999999995,6
-0.97,-0.04999999999999999,3
-0.97,-0.030000000000000027,2
-0.97,-0.010000000000000009,7
-0.97,0.010000000000000009,9
-0.97,0.030000000000000027,3
-0.97,0.050000000000000044,6
-0.97,0.07000000000000006,5
-0.97,0.09000000000000008,8
-0.97,0.1100000000000001,6
-0.97,0.13000000000000012,5
-0.97,0.15000000000000002,4
-0.97,0.16999999999999993,4
-0.97,0.18999999999999995,5
-0.97,0.20999999999999996,2
-0.97,0.22999999999999998,4
-0.97,0.25,0
-0.97,0.27,0
-0.97,0.29000000000000004,0
-0.97,0.31000000000000005,0
-0.97,0.33000000000000007,0
-0.97,0.3500000000000001,0
-0.97,0.3700000000000001,0
-0.97,0.3900000000000001,0
-0.97,0.41000000000000003,0
-0.97,0.42999999999999994,0
-0.97,0.44999999999999996,0
-0.97,0.47,0
-0.97,0.49,0
-0.97,0.51,0
-0.97,0.53,0
-0.97,0.55,0
-0.97,0.5700000000000001,0
-0.97,0.5900000000000001,0
-0.97,0.6100000000000001,0
-0.97,0.6300000000000001,0
-0.97,0.6500000000000001,0
-0.97,0.67,0
-0.97,0.69,0
-0.97,0.71,0
-0.97,0.73,0
-0.97,0.75,0
-0.97,0.77,0
-0.97,0.79,0
-0.97,0.81,0
-0.97,0.8300000000000001,0
-0.97,0.8500000000000001,0
-0.97,0.8700000000000001,0
-0.97,0.8900000000000001,0
-0.97,0.91,0
-0.97,0.9299999999999999,0
-0.97,0.95,0
-0.97,0.97,0
-0.97,0.99,0
-0.95,-0.99,0
-0.95,-0.97,0
-0.95,-0.95,0
-0.95,-0.9299999999999999,0
-0.95,-0.91,0
-0.95,-0.89,0
-0.95,-0.87,0
-0.95,-0.85,0
-0.95,-0.8300000000000001,0
-0.95,-0.81,0
-0.95,-0.79,0
-0.95,-0.77,0
-0.95,-0.75,0
-0.95,-0.73,0
-0.95,-0.71,0
-0.95,-0.69,0
-0.95,-0.6699999999999999,0
-0.95,-0.6499999999999999,0
-0.95,-0.63,0
-0.95,-0.61,0
-0.95,-0.5900000000000001,0
-0.95,-0.5700000000000001,0
-0.95,-0.55,0
-0.95,-0.53,0
-0.95,-0.51,0
-0.95,-0.49,0
-0.95,-0.47,0
-0.95,-0.44999999999999996,0
-0.95,-0.43,0
-0.95,-0.41000000000000003,0
-0.95,-0.39,0
-0.95,-0.37,0
-0.95,-0.35,0
-0.95,-0.32999999999999996,0
-0.95,-0.30999999999999994,6
-0.95,-0.29,2
-0.95,-0.27,5
-0.95,-0.25,3
-0.95,-0.22999999999999998,4
-0.95,-0.20999999999999996,7
-0.95,-0.18999999999999995,12
-0.95,-0.16999999999999998,5
-0.95,-0.15000000000000002,8
-0.95,-0.13,8
-0.95,-0.10999999999999999,7
-0.95,-0.08999999999999997,8
-0.95,-0.06999999999999995,6
-0.95,-0.04999999999999999,3
-0.95,-0.030000000000000027,4
-0.95,-0.010000000000000009,3
-0.95,0.010000000000000009,3
-0.95,0.030000000000000027,9
-0.95,0.050000000000000044,9
-0.95,0.07000000000000006,6
-0.95,0.09000000000000008,7
-0.95,0.1100000000000001,8
-0.95,0.13000000000000012,5
-0.95,0.15000000000000002,4
-0.95,0.16999999999999993,10
-0.95,0.18999999999999995,2
-0.95,0.20999999999999996,5
-0.95,0.22999999999999998,1
-0.95,0.25,5
-0.95,0.27,4
-0.95,0.29000000000000004,6
-0.95,0.31000000000000005,2
-0.95,0.33000000000000007,0
-0.95,0.3500000000000001,0
-0.95,0.3700000000000001,0
-0.95,0.3900000000000001,0
-0.95,0.41000000000000003,0
-0.95,0.42999999999999994,0
-0.95,0.44999999999999996,0
-0.95,0.47,0
-0.95,0.49,0
-0.95,0.51,0
-0.95,0.53,0
-0.95,0.55,0
-0.95,0.5700000000000001,0
-0.95,0.5900000000000001,0
-0.95,0.6100000000000001,0
-0.95,0.6300000000000001,0
-0.95,0.6500000000000001,0
-0.95,0.67,0
-0.95,0.69,0
-0.95,0.71,0
-0.95,0.73,0
-0.95,0.75,0
-0.95,0.77,0
-0.95,0.79,0
-0.95,0.81,0
-0.95,0.8300000000000001,0
-0.95,0.8500000000000001,0
-0.95,0.8700000000000001,0
-0.95,0.8900000000000001,0
-0.95,0.91,0
-0.95,0.9299999999999999,0
-0.95,0.95,0
-0.95,0.97,0
-0.95,0.99,0
-0.9299999999999999,-0.99,0
-0.9299999999999999,-0.97,0
-0.9299999999999999,-0.95,0
-0.9299999999999999,-0.9299999999999999,0
-0.9299999999999999,-0.91,0
-0.9299999999999999,-0.89,0
-0.9299999999999999,-0.87,0
-0.9299999999999999,-0.85,0
-0.9299999999999999,-0.8300000000000001,0
-0.9299999999999999,-0.81,0
-0.9299999999999999,-0.79,0
-0.9299999999999999,-0.77,0
-0.9299999999999999,-0.75,0
-0.9299999999999999,-0.73,0
-0.9299999999999999,-0.71,0
-0.9299999999999999,-0.69,0
-0.9299999999999999,-0.6699999999999999,0
-0.9299999999999999,-0.6499999999999999,0
-0.9299999999999999,-0.63,0
-0.9299999999999999,-0.61,0
-0.9299999999999999,-0.5900000000000001,0
-0.9299999999999999,-0.5700000000000001,0
-0.9299999999999999,-0.55,0
-0.9299999999999999,-0.53,0
-0.9299999999999999,-0.51,0
-0.9299999999999999,-0.49,0
-0.9299999999999999,-0.47,0
-0.9299999999999999,-0.44999999999999996,0
-0.9299999999999999,-0.43,0
-0.9299999999999999,-0.41000000000000003,0
-0.9299999999999999,-0.39,0
-0.9299999999999999,-0.37,2
-0.9299999999999999,-0.35,8
-0.9299999999999999,-0.32999999999999996,6
-0.9299999999999999,-0.30999999999999994,4
-0.9299999999999999,-0.29,6
