night,plan_archive_available,plan_active_acquired_cohort,plan_exposure_n,acquired_strict_frame_n,plan_active_acquired_frame_denominator_n,plan_active_cohort_matched_frame_n,plan_active_acquired_not_matched_n,full_interval_acquired_without_plan_archive_n,multiset_matched_frame_n,planned_not_acquired_n,acquired_not_planned_n,acquired_frame_plan_compliance,planned_frame_realization,planned_unique_field_n,acquired_unique_field_n,actual_time_available_n,matched_pair_with_two_times_n,abs_time_residual_median_s,abs_time_residual_p90_s,planned_revisit_interval_n,planned_revisit_interval_median_s,actual_revisit_interval_n,actual_revisit_interval_median_s,planned_revisit_baseline_n,planned_revisit_baseline_median_s,actual_revisit_baseline_n,actual_revisit_baseline_median_s,actual_gap_proxy_n,actual_gap_proxy_median_s,actual_gap_proxy_p90_s,matched_with_l2_n,normal_planned_n,normal_matched_n,normal_planned_realization,near_sun_planned_n,near_sun_matched_n,near_sun_planned_realization,followup_planned_n,followup_matched_n,followup_planned_realization,quality_code,quality_reason,primary_science_included,near_sun_selection_status,history_feedback_status,attribution_limit,input_manifest_hash
20260420,True,True,372,345,345,345,0,0,345,27,0,1.0,0.9274193548387096,91,91,345,345,1752.765,2521.9824,248,1800.0,221,1882.629,124,3600.0,122,3761.5789999999997,344,53.835,64.8853,345,330,310,0.9393939393939394,42,35,0.8333333333333334,0,0,,quality_ok,,True,mode_label_is_end_of_night_block; current code does not retain minimum-solar-elongation ordering because the candidate list is re-sorted by RA,production history feedback was observed stalled after 20260330; recent-night cooldown and current coverage feedback must not be assumed active,plan realization and wall-clock gap diagnostics only; do not attribute unmatched frames or gaps to weather or equipment efficiency,dbb46a8e7c9ac8b676de38304feef9c2622d52b25c200fe3ca598e1949fb0263
