healpix_nside,healpix_ordering,pixel,ra_deg,dec_deg,matched_detection_n
64,RING,8894,87.18749999999999,39.45089470914606,11
64,RING,8895,88.59375,39.45089470914606,29
64,RING,8896,90.0,39.45089470914606,21
64,RING,8897,91.40625,39.45089470914606,59
64,RING,8898,92.8125,39.45089470914606,21
64,RING,8899,94.21875,39.45089470914606,30
64,RING,8900,95.625,39.45089470914606,36
64,RING,8901,97.03124999999999,39.45089470914606,35
64,RING,8902,98.4375,39.45089470914606,26
64,RING,8903,99.84374999999999,39.45089470914606,39
64,RING,8904,101.24999999999999,39.45089470914606,35
64,RING,8905,102.65624999999999,39.45089470914606,38
64,RING,8906,104.0625,39.45089470914606,30
64,RING,8907,105.46875,39.45089470914606,35
64,RING,8908,106.875,39.45089470914606,19
64,RING,8909,108.28125,39.45089470914606,18
64,RING,8910,109.6875,39.45089470914606,20
64,RING,8911,111.09375,39.45089470914606,29
64,RING,8912,112.49999999999999,39.45089470914606,29
64,RING,8913,113.90625,39.45089470914606,10
64,RING,8914,115.31249999999997,39.45089470914606,12
64,RING,8915,116.71875000000001,39.45089470914606,6
64,RING,8916,118.125,39.45089470914606,1
64,RING,8917,119.53125,39.45089470914606,1
64,RING,8918,120.9375,39.45089470914606,2
64,RING,8919,122.34374999999999,39.45089470914606,2
64,RING,8922,126.5625,39.45089470914606,1
64,RING,8928,135.0,39.45089470914606,1
64,RING,8930,137.8125,39.45089470914606,2
64,RING,8931,139.21875,39.45089470914606,6
64,RING,8932,140.62499999999997,39.45089470914606,5
64,RING,8933,142.03125,39.45089470914606,2
64,RING,8939,150.46875,39.45089470914606,2
64,RING,9113,35.85937499999999,38.68218745348943,2
64,RING,9114,37.265625,38.68218745348943,4
64,RING,9123,49.92187499999999,38.68218745348943,1
64,RING,9129,58.35937500000001,38.68218745348943,5
64,RING,9130,59.765625,38.68218745348943,9
64,RING,9131,61.17187499999999,38.68218745348943,1
64,RING,9132,62.57812499999999,38.68218745348943,4
