dra_bin_center_arcsec,ddec_bin_center_arcsec,matched_n
-0.9375,-0.012499999999999956,6
-0.9375,0.012500000000000067,5
-0.9375,0.03750000000000009,8
-0.9375,0.0625,12
-0.9375,0.08750000000000002,11
-0.9375,0.11250000000000004,8
-0.9375,0.13750000000000007,7
-0.9375,0.1625000000000001,10
-0.9375,0.1875000000000001,8
-0.9375,0.21250000000000013,11
-0.9375,0.23750000000000004,6
-0.9375,0.26250000000000007,9
-0.9375,0.2875000000000001,7
-0.9375,0.3125000000000001,4
-0.9375,0.33750000000000013,6
-0.9375,0.36250000000000004,0
-0.9375,0.38750000000000007,0
-0.9375,0.4125000000000001,0
-0.9375,0.4375000000000001,0
-0.9375,0.46250000000000013,0
-0.9375,0.48750000000000004,0
-0.9375,0.5125000000000001,0
-0.9375,0.5375000000000001,0
-0.9375,0.5625000000000001,0
-0.9375,0.5875000000000001,0
-0.9375,0.6125,0
-0.9375,0.6375000000000001,0
-0.9375,0.6625000000000001,0
-0.9375,0.6875000000000001,0
-0.9375,0.7125000000000001,0
-0.9375,0.7375,0
-0.9375,0.7625000000000001,0
-0.9375,0.7875000000000001,0
-0.9375,0.8125000000000001,0
-0.9375,0.8375000000000001,0
-0.9375,0.8625,0
-0.9375,0.8875000000000001,0
-0.9375,0.9125000000000001,0
-0.9375,0.9375000000000001,0
-0.9375,0.9625000000000001,0
-0.9375,0.9875,0
-0.9125000000000001,-0.9875,0
-0.9125000000000001,-0.9624999999999999,0
-0.9125000000000001,-0.9375,0
-0.9125000000000001,-0.9125000000000001,0
-0.9125000000000001,-0.8875,0
-0.9125000000000001,-0.8625,0
-0.9125000000000001,-0.8374999999999999,0
-0.9125000000000001,-0.8125,0
-0.9125000000000001,-0.7875000000000001,0
-0.9125000000000001,-0.7625,0
-0.9125000000000001,-0.7375,0
-0.9125000000000001,-0.7124999999999999,0
-0.9125000000000001,-0.6875,0
-0.9125000000000001,-0.6625,0
-0.9125000000000001,-0.6375,0
-0.9125000000000001,-0.6125,0
-0.9125000000000001,-0.5874999999999999,0
-0.9125000000000001,-0.5625,0
-0.9125000000000001,-0.5375,0
-0.9125000000000001,-0.5125,0
-0.9125000000000001,-0.4875,0
-0.9125000000000001,-0.46249999999999997,0
-0.9125000000000001,-0.43749999999999994,0
-0.9125000000000001,-0.4124999999999999,6
-0.9125000000000001,-0.38749999999999996,7
-0.9125000000000001,-0.3625,8
-0.9125000000000001,-0.33749999999999997,11
-0.9125000000000001,-0.31249999999999994,4
-0.9125000000000001,-0.2874999999999999,6
-0.9125000000000001,-0.26249999999999996,11
-0.9125000000000001,-0.2375,8
-0.9125000000000001,-0.21249999999999997,11
-0.9125000000000001,-0.18749999999999994,10
-0.9125000000000001,-0.16249999999999992,8
-0.9125000000000001,-0.13749999999999996,18
-0.9125000000000001,-0.11249999999999999,9
-0.9125000000000001,-0.08749999999999997,16
-0.9125000000000001,-0.062499999999999944,7
-0.9125000000000001,-0.03749999999999992,6
-0.9125000000000001,-0.012499999999999956,13
-0.9125000000000001,0.012500000000000067,12
-0.9125000000000001,0.03750000000000009,10
-0.9125000000000001,0.0625,16
-0.9125000000000001,0.08750000000000002,6
-0.9125000000000001,0.11250000000000004,5
-0.9125000000000001,0.13750000000000007,9
-0.9125000000000001,0.1625000000000001,12
-0.9125000000000001,0.1875000000000001,6
-0.9125000000000001,0.21250000000000013,12
-0.9125000000000001,0.23750000000000004,13
-0.9125000000000001,0.26250000000000007,10
-0.9125000000000001,0.2875000000000001,13
-0.9125000000000001,0.3125000000000001,10
-0.9125000000000001,0.33750000000000013,5
-0.9125000000000001,0.36250000000000004,7
-0.9125000000000001,0.38750000000000007,5
-0.9125000000000001,0.4125000000000001,2
-0.9125000000000001,0.4375000000000001,0
-0.9125000000000001,0.46250000000000013,0
