field_id,exposure_n,night_n,first_night,last_night,open_shutter_s,center_ra_deg,center_dec_deg,nominal_pixel_n_nside512
1789,70,26,20251231,20260529,2100.0,181.1618172518255,17.266908081571625,777
0307,68,23,20251205,20260311,2040.0,130.57455305003487,4.589662915698016,773
0706,68,21,20251213,20260428,2040.0,133.80999359502093,12.026607006038521,755
0708,68,23,20251213,20260428,2040.0,139.0276251454239,10.480411125695934,775
0841,68,23,20251203,20260428,2040.0,135.4908766115221,14.335697823622993,758
1264,68,18,20260129,20260601,2040.0,185.82909250704597,3.5361312298790097,773
1773,68,26,20251201,20260428,2040.0,137.00967406231516,33.487799434321026,772
1513,67,24,20251206,20260428,2010.0,140.74402632325786,26.817644340989183,759
0975,66,23,20251203,20260428,1980.0,134.82057221395755,17.31368738228529,758
1114,66,22,20251203,20260504,1980.0,145.17285028113082,16.96039013814211,777
1116,66,22,20251215,20260504,1980.0,150.41081241054925,15.159443262144867,758
1383,66,27,20251206,20260504,1980.0,148.35654258268607,21.571602941651456,766
1643,66,23,20251201,20260428,1980.0,135.81958809995464,30.999607331697508,755
0176,65,22,20251205,20260311,1950.0,130.0600674315214,1.9563381639550304,772
0979,65,24,20251203,20260504,1950.0,145.3993499652243,14.053955157257299,758
1379,65,23,20251203,20260428,1950.0,137.3246348366994,24.992518322286735,778
1644,65,25,20251201,20260428,1950.0,138.78110850400833,30.195873749986763,757
1783,65,19,20251228,20260403,1950.0,165.52923535016987,23.84750244571576,759
1787,65,21,20251231,20260605,1950.0,176.03410348481762,19.480510816989685,768
0440,64,21,20251205,20260311,1920.0,133.95291572438276,6.415233463341299,775
0572,64,22,20251213,20260427,1920.0,132.43901927983848,9.628442036549222,775
0707,64,22,20251213,20260428,1920.0,136.42746951205228,11.270259299593091,775
1111,64,21,20251203,20260428,1920.0,137.14648173883427,19.446416778898854,759
1659,64,23,20251231,20260529,1920.0,179.30207622485582,15.13808686429243,758
1765,64,25,20251121,20260426,1920.0,111.22786954506704,38.44228755736202,778
0177,63,20,20251205,20260311,1890.0,132.63219499946547,1.2262647572921193,755
0845,63,22,20251216,20260504,1890.0,145.92004774619346,11.044807981095557,774
1112,63,21,20251203,20260428,1890.0,139.84545744004126,18.649243272867484,759
1250,63,23,20251207,20260504,1890.0,150.5656562907357,17.957052127832313,740
0842,62,21,20251203,20260428,1860.0,138.12633937010588,13.559887805588684,758
1517,62,25,20251206,20260504,1860.0,151.8590199331651,23.218380633817393,778
0949,61,16,20251214,20260222,1830.0,60.707723677522885,20.927351391262714,754
0981,61,22,20251216,20260504,1830.0,150.56787942868172,12.251479789283533,775
1384,61,25,20251206,20260504,1830.0,151.0436671107514,20.64417298280702,759
0036,60,23,20251127,20260308,1800.0,98.22251979793114,4.678995786032029,756
0840,60,18,20251203,20260428,1800.0,132.83595857410296,15.077067845064947,774
1110,60,21,20251203,20260428,1800.0,134.4234058327796,20.209332130001034,759
1512,60,22,20251206,20260428,1800.0,137.88337273544886,27.63858849890147,764
0308,59,19,20251205,20260311,1770.0,133.15310220899823,3.860987387198394,775
0711,59,21,20251230,20260504,1770.0,146.72906354539,7.9283977768766425,755
1113,59,21,20251203,20260429,1770.0,142.52072257636019,17.819874239954217,777
1117,59,21,20251216,20260504,1770.0,152.99857349710916,14.222167845037232,775
1527,59,21,20251231,20260529,1770.0,177.8247428029188,12.847976442378409,775
0035,58,18,20251210,20260308,1740.0,95.54411850433196,4.813444151434052,771
0712,58,20,20251230,20260504,1740.0,149.26554073698324,7.023192290497086,755
0810,58,21,20251209,20260222,1740.0,49.06815608894859,15.583724532548882,758
0980,58,21,20251215,20260504,1740.0,147.99303694396082,13.16542656052672,776
1249,58,23,20251207,20260504,1740.0,147.91982252214268,18.874935760045688,740
1645,58,22,20251206,20260428,1740.0,141.7042294172597,29.35512460601551,758
1780,58,16,20251206,20260428,1740.0,157.36128983178727,26.994955688410023,759
1784,58,21,20251231,20260403,1740.0,168.19229822769503,22.76910913150151,759
0573,57,20,20251213,20260312,1710.0,135.04067053469055,8.886506010197854,756
0846,57,20,20251216,20260504,1710.0,148.48251080092953,10.150337560456036,755
0977,57,19,20251203,20260428,1710.0,140.15202881713975,15.746696560847154,777
1395,57,22,20260106,20260529,1710.0,179.20352087378473,9.328276260406728,775
1788,57,21,20251231,20260512,1710.0,178.60647656199012,18.374316336827096,777
0174,56,17,20251205,20260310,1680.0,124.88094791457551,3.300745057239635,773
0306,56,20,20251205,20260311,1680.0,127.98310806563146,5.280924961938747,755
0439,56,18,20251225,20260311,1680.0,131.36439201839568,7.147909106829989,756
0847,56,21,20251216,20260504,1680.0,151.02866111933164,9.23106583225741,763
0574,55,19,20251205,20260428,1650.0,137.6266738548228,8.110243651924316,775
0713,55,21,20260105,20260504,1650.0,151.78817579176726,6.093901534148221,775
1104,55,20,20251128,20260426,1650.0,117.5835098061531,23.956580604659244,760
1261,55,20,20260106,20260529,1650.0,178.44608299017702,6.736411577860227,768
1514,55,22,20251206,20260406,1650.0,143.57108932472303,25.962689666399765,778
1655,55,19,20251231,20260528,1650.0,169.06736920335638,19.485162255642525,776
1775,55,21,20251206,20260427,1650.0,143.03053597611492,31.791098345846365,756
0428,54,18,20251127,20260306,1620.0,102.00975941050227,12.454434654749225,775
0542,54,19,20251209,20260222,1620.0,50.90291065740194,10.523343773430083,758
0676,54,19,20251210,20260222,1620.0,51.2676995968778,13.379649548872525,776
1115,54,20,20251215,20260504,1620.0,147.802582060112,16.07288165699992,777
1247,54,20,20251203,20260407,1620.0,142.55419383396512,20.629545974466385,778
0178,53,17,20251205,20260311,1590.0,135.1929999878434,0.45977533674901383,755
0309,53,17,20251205,20260311,1590.0,135.71898122020505,3.096555153987269,771
0427,53,17,20251127,20260306,1590.0,99.27930462161534,12.654185933377269,738
0843,53,18,20251203,20260428,1590.0,140.7426718999025,12.751523940000917,775
0947,53,17,20251213,20260222,1590.0,55.134733131993805,19.798441088912956,759
1085,53,16,20251214,20260127,1590.0,61.65645721089414,23.82423091469715,778
1223,53,21,20251115,20260223,1590.0,71.72331654731214,27.980453570029116,765
1526,53,22,20251231,20260605,1590.0,175.31175129085938,13.928725104998238,775
1623,53,21,20251115,20260126,1590.0,70.95298677006014,35.98781062717287,768
1662,53,22,20260126,20260601,1590.0,186.83085278791756,11.863723348378203,775
1753,53,19,20251115,20260108,1590.0,69.93340990791017,38.575570512421976,758
1762,53,20,20251120,20260222,1590.0,100.98806186176613,39.36359132273823,772
0042,52,16,20251127,20260213,1560.0,114.17771991945042,2.8054514576596814,755
0162,52,18,20251215,20260308,1560.0,92.9743148053685,7.568894325755397,773
0164,52,19,20251127,20260308,1560.0,98.36055834508313,7.350526688589681,792
0438,52,16,20251205,20260310,1560.0,128.7615523641514,7.843824306596509,775
0680,52,17,20251214,20260222,1560.0,62.044694080656065,15.724208108238106,758
1103,52,19,20251124,20260426,1560.0,114.6988999132239,24.425544004480784,760
1489,52,17,20251115,20260223,1560.0,65.78643089721504,32.634443456615614,743
1490,52,19,20251115,20260223,1560.0,68.92857222064764,33.05126322018645,773
1523,52,15,20251231,20260528,1560.0,167.68386053202687,17.139060636370274,758
1635,52,21,20251121,20260426,1560.0,110.79161453147596,35.789577325301764,768
1656,52,18,20251231,20260528,1560.0,171.65324791180288,18.406901276685264,740
1764,52,21,20251121,20260426,1560.0,107.83953097893013,38.8124792646147,742
1785,52,19,20251231,20260528,1560.0,170.82928268266957,21.680224941537524,759
0045,51,17,20251205,20260310,1530.0,122.04220593437255,1.2212778025044344,756
0175,51,18,20251205,20260311,1530.0,127.47635661788323,2.6483588501279813,773
0575,51,17,20251205,20260428,1530.0,140.19740390139282,7.301435779746981,755
0704,51,14,20251213,20260310,1530.0,128.52221356617864,13.431612363612789,758
1354,51,17,20251214,20260127,1530.0,61.15272301806642,29.186720700105923,762
1357,51,21,20251115,20260223,1530.0,70.27204348909349,30.511753439451823,775
1772,51,20,20251201,20260310,1530.0,133.9336695060862,34.27720551039431,766
0031,50,12,20251129,20260308,1500.0,84.81743928084914,4.827938241354051,775
0046,50,18,20251205,20260310,1500.0,124.6432439036871,0.6049800675202059,755
0047,50,18,20251205,20260311,1500.0,127.23373711888198,-0.05310221686370171,756
0437,50,17,20251205,20260310,1500.0,126.14433758326906,8.501336277510166,755
0569,50,16,20251205,20260310,1500.0,124.53875617779688,11.631102994370066,775
0944,50,16,20251209,20260222,1500.0,46.93343919837466,17.793940469644358,740
1129,50,18,20260109,20260601,1500.0,182.95820601984693,1.8633285859702786,772
1244,50,15,20251203,20260428,1500.0,134.3094650842546,23.025741091311563,760
1381,50,19,20251203,20260407,1500.0,142.89901498457672,23.34444343239232,760
1621,50,20,20251115,20260223,1500.0,64.46006212761145,35.1580510208338,769
1634,50,20,20251121,20260426,1500.0,107.51906262329246,36.14838695075894,768
1658,50,19,20251231,20260512,1500.0,176.76852875727488,16.23116126155923,757
1751,50,19,20251115,20260126,1500.0,63.22925631615873,37.695319478855076,764
1752,50,17,20251115,20260108,1500.0,66.56490214826597,38.16515964248275,780
0559,49,14,20260114,20260306,1470.0,97.31394464235457,15.44479821052014,757
0677,49,17,20251213,20260222,1470.0,53.9363395545988,14.027834765403052,758
0811,49,18,20251210,20260222,1470.0,51.756332172146564,16.26173363186258,758
1081,49,16,20251210,20260222,1470.0,50.36089235489079,21.445889652939076,778
1130,49,18,20260129,20260601,1470.0,185.41192963893505,0.801678457549747,755
1219,49,16,20251214,20260127,1470.0,59.871415560700726,26.230079956487128,759
1337,49,15,20251115,20260126,1470.0,14.218837904226785,15.00909752297358,757
1398,49,19,20260207,20260601,1470.0,186.61701372098887,6.11180785477572,756
1614,49,15,20251119,20260120,1470.0,42.79870450369035,30.628885636037175,758
1646,49,21,20251206,20260312,1470.0,144.58954646445355,28.480012512030285,758
1763,49,19,20251121,20260202,1470.0,104.42476704781171,39.120093752848284,773
1776,49,19,20251206,20260331,1470.0,145.9766615974006,30.88955967749376,758
1779,49,15,20251206,20260429,1470.0,154.57191948582425,28.006317394804192,759
1786,49,17,20251231,20260528,1470.0,173.4424597179329,20.58324468988015,759
0163,48,18,20251213,20260308,1440.0,95.66883233934432,7.485551287358843,755
0169,48,14,20251127,20260213,1440.0,111.73466917141927,5.917536816130884,772
0434,48,15,20251204,20260306,1440.0,118.20820040285768,10.227925910707294,775
0543,48,17,20251210,20260222,1440.0,53.54045432530406,11.180607998036344,775
0557,48,18,20260111,20260330,1440.0,91.76886521697871,15.61477144192021,771
0827,48,17,20251122,20260306,1440.0,96.73851551653966,20.827851267054704,759
0835,48,17,20251204,20260306,1440.0,119.27063241127996,18.204230419447455,740
0968,48,17,20251128,20260426,1440.0,115.48713925749419,21.587372264931176,778
0970,48,18,20251128,20260306,1440.0,121.11371896945113,20.579502890460425,778
0971,48,17,20251128,20260303,1440.0,123.89752838149924,20.00821054569371,758
1097,48,13,20251122,20260218,1440.0,97.05340286799603,26.17004475645248,759
1391,48,16,20251231,20260528,1440.0,169.19933602928072,13.598110436562802,775
1524,48,15,20251231,20260528,1440.0,170.24323465290482,16.07640564994493,757
1766,48,19,20251121,20260426,1440.0,114.58575336706718,38.01132923375067,765
0293,47,16,20260111,20260308,1410.0,93.28504623547482,10.237601646640993,756
0296,47,19,20251127,20260306,1410.0,101.41605229938496,9.818545080887674,776
0310,47,15,20251205,20260311,1410.0,138.2725613220613,2.2980687694073354,755
0441,47,16,20251205,20260311,1410.0,136.52733560028184,5.64748952088133,756
0442,47,16,20251205,20260312,1410.0,139.08801240823425,4.84641185539497,755
0943,47,14,20251207,20260123,1410.0,44.24317116368795,17.050061363671094,777
0972,47,17,20251203,20260303,1410.0,126.66057347932161,19.394204505898827,759
1238,47,18,20251124,20260426,1410.0,117.10039658332421,26.759014058759075,759
1394,47,18,20251231,20260529,1410.0,176.71890409751438,10.401800513491013,755
1633,47,20,20251121,20260202,1410.0,104.22358186543481,36.447422255675285,783
1782,47,17,20251208,20260403,1410.0,162.83784323647552,24.91295520429423,778
0172,46,13,20251127,20260303,1380.0,119.65531354965616,4.480603273052616,765
0292,46,15,20260110,20260308,1380.0,90.56931152437463,10.274378629162737,755
0425,46,15,20260112,20260308,1380.0,93.80412215794316,12.900588176602685,769
0566,46,14,20251204,20260306,1380.0,116.49938694139433,13.265268932257166,738
0679,46,16,20251213,20260222,1380.0,59.325345371345804,15.201674568303863,758
0701,46,16,20251204,20260306,1380.0,120.45967418617501,15.244184089997075,777
0817,46,15,20251217,20260202,1380.0,68.27498563625522,19.446318742855592,759
0836,46,15,20251204,20260306,1380.0,122.02141905501954,17.661824141756867,777
0837,46,15,20251207,20260303,1380.0,124.7538510659336,17.0762490751829,777
0974,46,17,20251203,20260428,1380.0,132.1223390457588,18.045101763543734,759
1080,46,17,20251209,20260222,1380.0,47.59599893315585,20.747319504142787,759
1084,46,16,20251213,20260201,1380.0,58.79847117789508,23.295710513379124,778
1091,46,16,20251119,20260330,1380.0,79.18988551423283,25.960911857554887,759
1100,46,18,20251122,20260306,1380.0,105.93662820497856,25.533921341266844,778
1203,46,17,20251115,20260126,1380.0,16.45060930479599,13.016298482868411,775
1265,46,18,20260129,20260601,1380.0,188.28621496022686,2.4760594212886367,773
1347,46,18,20251121,20260127,1380.0,40.837573197808055,24.466759512786965,778
1353,46,18,20251213,20260127,1380.0,58.16312604262229,28.644107884859505,758
1372,46,17,20251124,20260426,1380.0,116.87297175718295,29.516461568338045,758
1654,46,16,20251231,20260403,1380.0,166.45990255017244,20.55401416870386,778
0033,45,14,20251213,20260308,1350.0,90.18092562397253,4.925577226137283,755
0034,45,16,20251213,20260308,1350.0,92.86317957360711,4.895710342979438,756
0048,45,16,20251205,20260311,1350.0,129.8137113789769,-0.7514574948803475,743
0050,45,16,20251205,20260311,1350.0,134.9429333616613,-2.262628973511273,773
0294,45,16,20251216,20260308,1350.0,95.99902933632823,10.149183785254936,776
0305,45,16,20251205,20260310,1350.0,125.37869026479893,5.933169173643018,772
0561,45,18,20251127,20260306,1350.0,102.84092739960516,15.069261181653632,771
0705,45,14,20251213,20260310,1350.0,131.17493930373308,12.74764689178941,751
0709,45,15,20251220,20260407,1350.0,141.61087612718237,9.658903147657997,775
0828,45,15,20251122,20260306,1350.0,99.59203401942828,20.676713628439767,760
0946,45,16,20251213,20260222,1350.0,52.37939052450177,19.169990412320722,777
0948,45,17,20251213,20260222,1350.0,57.911077902815215,20.38479339396611,778
0967,45,16,20251204,20260330,1350.0,112.64657606738513,22.020903937174577,778
1239,45,16,20251128,20260427,1350.0,120.03202249824528,26.2482915723674,759
1257,45,15,20251231,20260528,1350.0,168.51022710698342,10.976490707237222,757
1502,45,17,20251121,20260426,1350.0,107.48304021212246,33.45678940954225,769
1505,45,16,20251124,20260426,1350.0,116.91745155969019,32.23007843411853,755
1608,45,11,20251115,20260117,1350.0,25.693925183204605,25.217742337431712,778
1625,45,13,20251115,20260127,1350.0,77.54404059455544,36.58164602540179,769
1636,45,18,20251121,20260426,1350.0,114.03776486525179,35.37260690004841,748
1739,45,14,20251115,20260120,1350.0,26.40076580170505,28.347837464815576,759
1795,45,17,20260211,20260530,1350.0,196.25597239394057,10.717827369658812,775
0039,44,14,20251127,20260208,1320.0,106.23091070238081,3.966764262424998,772
0049,44,16,20251205,20260311,1320.0,132.38333796823616,-1.4885105268298537,772
0423,44,15,20260110,20260330,1320.0,88.32019386048552,12.940763071812889,776
0570,44,14,20251215,20260310,1320.0,127.18804395354177,11.002410757064036,775
0814,44,16,20251213,20260222,1320.0,59.936039281537575,18.05292146634159,756
0830,44,18,20251122,20260220,1320.0,105.2760764234186,20.218533920021756,759
0945,44,16,20251210,20260222,1320.0,49.64553491509393,18.501212201383034,759
1237,44,16,20251124,20260426,1320.0,114.14607480024011,27.220897829147958,759
1251,44,16,20251216,20260429,1320.0,153.1882293650246,17.015030451319515,740
1346,44,16,20251119,20260127,1320.0,38.05549606247412,23.637350102637285,759
1358,44,17,20251115,20260223,1320.0,73.35504793661902,30.847026921025666,756
1361,44,16,20251115,20260218,1320.0,82.696651045165,31.51549263870943,755
1501,44,18,20251121,20260207,1320.0,104.29374732876269,33.753130558892565,772
1503,44,18,20251121,20260426,1320.0,110.65202618275342,33.10315497001844,772
1624,44,15,20251115,20260126,1320.0,74.23803520711961,36.31499246065887,748
1663,44,18,20260126,20260601,1320.0,189.32310662590973,10.780839061585123,775
1792,44,21,20260126,20260601,1320.0,188.74744308963218,13.959247935035192,757
0041,43,16,20251127,20260211,1290.0,111.53709518273284,3.241017819115409,772
0168,43,16,20251127,20260211,1290.0,109.07480711499261,6.302880599258351,791
0171,43,12,20251127,20260303,1290.0,117.02559192792467,5.005250074835307,759
0283,43,16,20251213,20260220,1290.0,66.28173243698804,8.311548691124644,775
0299,43,17,20251127,20260220,1290.0,109.49437960961608,8.945902283780718,758
0304,43,14,20251205,20260310,1290.0,122.76137333488468,6.544850783705155,755
0424,43,17,20260111,20260330,1290.0,91.06246145791282,12.946537974360723,758
0546,43,15,20251213,20260220,1290.0,61.546430305874125,12.907179992935061,775
0560,43,14,20251127,20260306,1290.0,100.08052557092071,15.28250540728358,757
0812,43,13,20251213,20260222,1290.0,54.463971110291524,16.90039945381294,777
1224,43,16,20251115,20260222,1290.0,74.73379113619681,28.288668710679108,777
1226,43,16,20251115,20260222,1290.0,80.79559067855824,28.74136928120227,758
1234,43,17,20251122,20260208,1290.0,105.16524621190246,28.29830020602668,740
1370,43,17,20251124,20260426,1290.0,110.7847991280044,30.384220556178374,775
1371,43,16,20251124,20260426,1290.0,113.84047982707494,29.976440092078704,753
1399,43,16,20260208,20260601,1290.0,189.08065890757655,5.047656081750896,755
1471,43,16,20251115,20260126,1290.0,14.558346070843223,18.053006774713204,775
1504,43,17,20251124,20260426,1290.0,113.79771457696998,32.69369686094718,756
1620,43,15,20251115,20260126,1290.0,61.258335276558164,34.659114998909004,752
1622,43,18,20251115,20260223,1290.0,67.69256740291357,35.60159050034556,770
1747,43,15,20251119,20260120,1290.0,50.27065968301872,35.26816615562113,772
1748,43,15,20251119,20260120,1290.0,53.448536400844084,35.952069119969735,764
1749,43,15,20251115,20260105,1290.0,56.66871464446575,36.58631509471131,748
1750,43,15,20251115,20260126,1290.0,59.9296494551984,37.16824409057723,763
1754,43,16,20251115,20260108,1290.0,73.33107846944574,38.924578029976644,773
1768,43,15,20251125,20260427,1290.0,121.19657967039831,36.975528461933486,765
0040,42,15,20251127,20260211,1260.0,108.88789932613733,3.628448016048711,755
0161,42,14,20260110,20260308,1260.0,90.27832722728513,7.6003310743413435,755
0173,42,15,20251205,20260310,1260.0,122.2738737712092,3.9119768315329333,772
0284,42,16,20251214,20260220,1260.0,68.95115836429738,8.727215050261368,756
0435,42,14,20251205,20260303,1260.0,120.86732796818204,9.69487161263678,775
0678,42,14,20251213,20260222,1260.0,56.62236095789649,14.635709293981899,758
0963,42,14,20251122,20260306,1260.0,101.13778629668683,23.255708196717542,760
0973,42,14,20251207,20260303,1260.0,129.40229288582734,18.739230535483316,759
1088,42,16,20251115,20260222,1260.0,70.35087661811684,25.122350757741405,778
1089,42,17,20251115,20260222,1260.0,73.28379829947352,25.454496934048834,778
1099,42,16,20251122,20260208,1260.0,102.98602569891867,25.79972359713256,778
1105,42,14,20251128,20260427,1260.0,120.44744679767788,23.44028953653106,758
1218,42,15,20251213,20260126,1260.0,56.96502590327682,25.67072108229196,759
1369,42,18,20251121,20260426,1260.0,107.70821787536134,30.738262203605714,756
1382,42,16,20251203,20260407,1260.0,145.64199593037992,22.47246207397417,776
1511,42,17,20251201,20260428,1260.0,134.98866268661556,28.423059845794473,777
1522,42,13,20251231,20260403,1260.0,165.1051986564006,18.191353597074357,759
1531,42,19,20260126,20260601,1260.0,187.7795493967441,8.527492496143184,755
1603,42,16,20251115,20260126,1260.0,12.330308424579757,20.057824721397978,758
1637,42,17,20251124,20260426,1260.0,117.25444727916269,34.89930520125174,752
0044,41,15,20251205,20260303,1230.0,119.43074201706155,1.794350079163749,773
0179,41,14,20251205,20260311,1230.0,137.7428869329998,-0.34144482123519476,755
0545,41,15,20251213,20260222,1230.0,58.86260896425529,12.374052954229171,775
0571,41,13,20251215,20260310,1230.0,129.82149821052047,10.33430925954659,775
0693,41,13,20260116,20260306,1230.0,98.32432337209704,18.070956965532815,777
0695,41,16,20251204,20260306,1230.0,103.92391617920998,17.659101774335593,777
0702,41,13,20251209,20260306,1230.0,123.16423694733028,14.6815072407882,772
0809,41,16,20251208,20260127,1230.0,46.399602122364115,14.868143938606051,757
0829,41,17,20251122,20260306,1230.0,102.43853460290129,20.473392302750213,758
0839,41,14,20251207,20260310,1230.0,130.16143214733225,15.782146449165989,758
0969,41,15,20251128,20260330,1230.0,118.30992385051228,21.106415067073193,778
1082,41,15,20251213,20260222,1230.0,53.14991663053724,22.104739893169782,760
1107,41,13,20251128,20260303,1230.0,126.10872898471159,22.272362215097097,760
1109,41,13,20251207,20260306,1230.0,131.67603805724136,20.935953282965414,778
1227,41,17,20251115,20260330,1230.0,83.8414905964959,28.884158356815075,757
1378,41,15,20251201,20260428,1230.0,134.49221155407125,25.763996717920424,759
1492,41,14,20251115,20260126,1230.0,75.28100918078398,33.71660300941698,743
1494,41,13,20251115,20260127,1230.0,81.70317516321498,34.14862916632964,751
1518,41,17,20251206,20260429,1230.0,154.56102312262612,22.2519354264756,759
1519,41,15,20251208,20260318,1230.0,157.23501225459196,21.263664630533142,778
1613,41,15,20251119,20260120,1230.0,39.85555592574329,29.807636945275178,775
1746,41,15,20251119,20260120,1230.0,47.13611039099081,34.53735957996116,752
1767,41,16,20251125,20260401,1230.0,117.90965502051374,37.521655921486996,764
1778,41,15,20251206,20260429,1230.0,151.74585646398407,28.994367882182043,740
0043,40,14,20251127,20260303,1200.0,116.80911336030918,2.322833875335072,772
0167,40,15,20251127,20260220,1200.0,106.4064468316028,6.6396675053760505,755
0300,40,14,20251127,20260213,1200.0,112.16985550035558,8.557574161450614,772
0301,40,13,20251127,20260303,1200.0,114.83502805486538,8.122127531768987,756
0302,40,12,20251127,20260303,1200.0,117.48909270999765,7.640690888360047,761
0415,40,15,20251214,20260220,1200.0,66.54386604740237,11.065030267238862,775
0432,40,14,20251204,20260213,1200.0,112.85154030500294,11.159785548772533,775
0556,40,15,20260110,20260330,1200.0,88.99380165159256,15.621949597436977,777
0562,40,15,20251127,20260220,1200.0,105.59358909012757,14.805687485304524,757
0688,40,15,20260109,20260330,1200.0,84.26054330180118,18.191323307552775,759
0700,40,14,20251204,20260306,1200.0,117.7388203466914,15.763300653583807,777
1068,40,15,20251115,20260123,1200.0,16.17262334888694,10.00815609967338,775
1069,40,15,20251115,20260126,1200.0,18.686838358107995,11.023571673368247,755
1078,40,15,20251207,20260123,1200.0,42.139110392254956,19.238926713397362,759
1123,40,15,20260101,20260528,1200.0,168.16677006089034,8.214053386940623,756
1202,40,15,20251115,20260120,1200.0,13.92505932922486,11.985642242925337,756
1211,40,15,20251121,20260120,1200.0,37.359037473180706,20.601495870192412,762
1242,40,14,20251201,20260303,1200.0,128.67784437268836,24.440810748943502,746
1338,40,15,20251115,20260126,1200.0,16.776038683469086,16.044058901248167,757
1368,40,17,20251121,20260207,1200.0,104.61330994870342,31.037198445523625,775
1481,40,14,20251120,20260120,1200.0,41.73754335419898,27.530876079301173,777
1487,40,16,20251213,20260127,1200.0,59.58330540686491,31.640926838165125,756
1491,40,17,20251115,20260223,1200.0,72.09441349325576,33.41248244199513,773
1506,40,16,20251124,20260427,1200.0,120.00894323912696,31.714135298457897,756
1520,40,15,20251208,20260430,1200.0,159.88256927365347,20.255930868651667,778
1777,40,15,20251206,20260312,1200.0,148.88130678481795,29.95637544664514,757
0037,39,15,20251127,20260208,1170.0,100.89719684343157,4.492719255925876,792
0165,39,15,20251127,20260208,1170.0,101.04820946689848,7.164183631471061,755
0166,39,14,20251127,20260208,1170.0,103.7305577345689,6.9270206126558,755
0279,39,13,20251209,20260218,1170.0,55.71862326683946,6.1965483126453735,775
0281,39,13,20251213,20260220,1170.0,60.976022287580406,7.342000480987525,772
0295,39,15,20251127,20260306,1170.0,98.70982814910252,10.00936971599815,775
0544,39,14,20251213,20260222,1170.0,56.19379077068564,11.798032172309533,755
0547,39,15,20251214,20260220,1170.0,64.24460970471375,13.396005175279146,775
0568,39,14,20251205,20260306,1170.0,121.87390068763241,12.218804217881505,775
0691,39,14,20260112,20260306,1170.0,92.70238935927668,18.27607605710213,759
0838,39,13,20251207,20260303,1170.0,127.4673246793398,16.44912543026553,776
1079,39,13,20251208,20260123,1170.0,44.85541784544735,20.01099518011908,759
1102,39,15,20251124,20260426,1170.0,111.79506190872178,24.845659473501406,741
1204,39,15,20251115,20260126,1170.0,18.992322157039485,14.033581716816526,758
1222,39,14,20251115,20260223,1170.0,68.72976465439429,27.619108292627846,777
1225,39,14,20251115,20260222,1170.0,77.75875886168788,28.542622726951972,758
1241,39,14,20251128,20260218,1170.0,125.82175622511865,25.087315653963177,759
1525,39,12,20251231,20260528,1170.0,172.7852244276671,15.005575789009209,757
1627,39,11,20251115,20260222,1170.0,84.2025846282687,36.928687849613,765
1632,39,15,20251120,20260222,1170.0,100.90901194434011,36.685309901062716,765
1647,39,16,20251206,20260312,1170.0,147.43793599329274,27.57318381386999,759
1652,39,13,20251208,20260318,1170.0,161.172039092703,22.654223744756575,778
1653,39,14,20251228,20260403,1170.0,163.8287973956571,21.61115142073947,778
1743,39,14,20251119,20260120,1170.0,37.995568797398334,32.09189082359485,755
0038,38,14,20251127,20260208,1140.0,103.56701567343815,4.255102636405408,759
0275,38,15,20251129,20260122,1140.0,45.35793589727815,3.4240527349583134,755
0297,38,14,20251127,20260220,1140.0,104.11637182123819,9.577233209812983,756
0410,38,13,20251209,20260218,1140.0,53.26713070554363,8.358512769418297,775
0411,38,13,20251210,20260218,1140.0,55.89516482371556,8.984993842879055,775
0413,38,14,20251213,20260220,1140.0,61.19318959513747,10.112998175120676,775
0429,38,14,20251127,20260220,1140.0,104.73351270091628,12.204354755780853,758
0436,38,14,20251205,20260310,1140.0,123.51284455941347,9.118859084657405,756
0555,38,14,20260109,20260330,1140.0,86.21938461259278,15.577176531347083,757
0563,38,15,20251127,20260220,1140.0,108.33704769834935,14.492545678279235,757
0674,38,13,20251207,20260123,1140.0,45.983345751231305,11.969063341274175,758
0675,38,15,20251208,20260222,1140.0,48.61668046836057,12.692818487398974,775
0692,38,15,20260114,20260306,1140.0,95.51522960799804,18.199575408632157,759
0697,38,14,20251204,20260211,1140.0,109.48731209852697,17.045500681185096,777
0853,38,14,20260101,20260403,1140.0,166.02758440624953,3.3045745230505585,771
1086,38,11,20251217,20260127,1140.0,64.53547945109112,24.305858791128802,760
1131,38,15,20260129,20260601,1140.0,187.86687477906756,-0.25567240269714486,756
1213,38,13,20251207,20260117,1140.0,42.82610949774175,22.23524549420163,778
1240,38,12,20251128,20260222,1140.0,122.9395253170529,25.69044946652372,759
1343,38,14,20251115,20260105,1140.0,29.88309868215858,20.96653194268544,778
1363,38,17,20251115,20260223,1140.0,88.97001898927522,31.67164112085501,775
1470,38,13,20251115,20260126,1140.0,11.982813641638284,16.99941356132424,777
1480,38,14,20251119,20260120,1140.0,38.881796953445765,26.705355124528644,770
1609,38,14,20251115,20260120,1140.0,28.45603097368083,26.191462275390723,759
1631,38,15,20251120,20260223,1140.0,97.57950813854029,36.86093832863295,764
0280,37,12,20251210,20260218,1110.0,58.341046893088304,6.790588757477568,756
0291,37,14,20260109,20260308,1110.0,87.8532812747026,10.25941314118691,755
0412,37,11,20251213,20260220,1110.0,58.537309937036525,9.570310759043938,775
0414,37,15,20251213,20260220,1110.0,63.86227057395397,10.611670433639695,755
0430,37,15,20251127,20260220,1110.0,107.44920962347582,11.904646098306742,755
